offer_id,price_m2,property_type,condition,location_district,location_area,agency,price_index
JuFiX3Sq3vG,998.52,house,"partially renovated","okres Liptovský Mikuláš",Važec,"HALO reality, s.r.o.",0.2928
JunAaEjMO5H,296.50,house,"partially renovated","okres Liptovský Mikuláš",Važec,"DRAŽOBNÍK, s.r.o.",-0.6161
JuKz9mvEvI_,575.00,house,"partially renovated","okres Liptovský Mikuláš",Važec,"REALITY TATRY",-0.2555
Ju-2YZ37zxt,947.26,house,"partially renovated","okres Liptovský Mikuláš",Važec,liptoreal,0.2264
JuZIWdD4tzb,1095.00,house,"new construction","okres Martin",Valča,"Wealth Group, s.r.o.",-0.2699
JuXgUKUYl2D,1095.00,house,"new construction","okres Martin",Valča,"Wealth Group, s.r.o.",-0.2699
JuwkeSmHDEB,2636.36,house,"new construction","okres Martin",Valča,"Real Reality Development s.r.o.",0.7578
Ju9Oh18pKW-,1095.00,house,"new construction","okres Martin",Valča,"Wealth Group, s.r.o.",-0.2699
Juove7AkwvT,1625.00,house,"new construction","okres Martin",Valča,"ALT REAL, s.r.o.",0.0835
JuJRg0E5VNn,1857.14,house,"new construction","okres Martin",Valča,"ALT REAL, s.r.o.",0.2383
JulXcIcccXx,1095.00,house,"new construction","okres Martin",Valča,"Wealth Group, s.r.o.",-0.2699
JupsJLU23Ow,925.00,house,unrenovated,"okres Liptovský Mikuláš","Liptovská Kokava","RE/MAX Slovakia",0.1385
JuE7_yY48hp,700.00,house,unrenovated,"okres Liptovský Mikuláš","Liptovská Kokava","Romantické Chalupy, s.r.o.",-0.1385
Juq8C9WZ_ld,4499.98,house,"new construction","okres Martin",Stráne,"Vianema s.r.o.",0.7895
JuG-bGr9or0,529.41,house,"new construction","okres Martin",Stráne,"Reality Alpia",-0.7895
JumTdoXdYLm,609.71,house,"new construction","okres Žilina",Svederník,"TUreality s.r.o.",-0.7241
JumII_lj6i4,3809.52,house,"new construction","okres Žilina",Svederník,"TARGETreal s. r. o.",0.7241
JuWd2pCrRH_,2606.21,house,"fully renovated","okres Čadca",Makov,"Vianema s.r.o.",0.4657
JunpOFmuQsM,950.00,house,"fully renovated","okres Čadca",Makov,"1. Reality Rent, s.r.o.",-0.4657
Ju8D90dPeWn,2276.49,house,"under construction","okres Čadca","Stará Bystrica","TRI LIPY, s. r. o.",0.1609
JuaDU5eWN9y,1645.51,house,"under construction","okres Čadca","Stará Bystrica","ADH-REAL s.r.o. Hirjaková Adriana",-0.1609
JuOwPTDIr94,1065.00,house,"partially renovated","okres Martin",Priekopa,"RE/MAX Slovakia",0.1580
JuOcMarFG9f,846.33,house,"partially renovated","okres Martin",Priekopa,"B10 Slovensko, a. s.",-0.0798
Ju201YVcPl9,158.58,house,"partially renovated","okres Martin",Priekopa,"Reality Alpia",-0.8276
Juwr4hT_Hw4,956.00,house,"partially renovated","okres Martin",Priekopa,"Reality AK, spol. s r.o.",0.0395
JucsRg9RieN,1572.58,house,"partially renovated","okres Martin",Priekopa,"Reality ASTORIA, s.r.o.",0.7099
Ju769ToQ74D,1103.63,house,"new construction","okres Žilina","Žilinská Lehota","DRR INVEST, s. r. o.",-0.1619
Juwnal8LZ_c,1103.63,house,"new construction","okres Žilina","Žilinská Lehota","DRR INVEST, s. r. o.",-0.1619
JuM4P4vy0RV,1743.21,house,"new construction","okres Žilina","Žilinská Lehota","IDEÁLNE BÝVANIE, s.r.o.",0.3238
JugpipVmZe_,1454.55,house,unrenovated,"okres Kysucké Nové Mesto","Budatínska Lehota","1. Reality Rent, s.r.o.",0.0836
JuUMimgiwBf,1230.00,house,unrenovated,"okres Kysucké Nové Mesto","Budatínska Lehota","HALO reality, s.r.o.",-0.0836
JuxEotSi75n,1409.09,house,"new construction","okres Čadca",Makov,"Ing. Marcela Pišteková",-0.0837
Jukz4cqoQIH,1666.67,house,"new construction","okres Čadca",Makov,"SIERA realitná kancelária s.r.o.",0.0837
Juf1-SHsN6y,492.31,house,"new construction","okres Ružomberok","Staré mesto","OVERENÉ REALITY",-0.7104
Ju3sdsvW1qf,3000.00,house,"new construction","okres Ružomberok","Staré mesto","bezmaklérov, s.r.o.",0.7649
JuBqrsBTBJs,1607.14,house,"new construction","okres Ružomberok","Staré mesto","ALT REAL, s.r.o.",-0.0545
JumL89VNCQA,1291.67,house,"partially renovated","okres Ružomberok","Staré mesto","NajBývanie, s.r.o.",0.3747
JuVNXqUSw6h,587.50,house,"partially renovated","okres Ružomberok","Staré mesto","FatraReal s. r. o.",-0.3747
JuARm8MK_Jy,519.96,house,unrenovated,"okres Čadca",Olešná,"RENOME REAL",0.1574
Juoa-Iz2VRV,378.57,house,unrenovated,"okres Čadca",Olešná,"1. Reality Rent, s.r.o.",-0.1574
JuU0HWFwzX3,2333.33,house,unrenovated,"okres Žilina",Bytčica,"Gro & Partners",-0.0036
Ju7atSyCG1P,2350.00,house,unrenovated,"okres Žilina",Bytčica,"ADH-REAL s.r.o. Hirjaková Adriana",0.0036
Ju5GSMP-mjz,804.76,house,unrenovated,"okres Čadca",Horelica,"HOLESTIAK.sk reality s.r.o.",-0.0196
Ju23oRXuRNw,836.96,house,unrenovated,"okres Čadca",Horelica,"HOLESTIAK.sk reality s.r.o.",0.0196
Ju7p-ibu19t,592.98,house,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","RIEŠIME BÝVANIE",0.5559
Ju9kLci6QHU,169.23,house,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","TUreality s.r.o.",-0.5559
Ju2Gi9KH9b9,815.42,house,"partially renovated","okres Žilina",Varín,"Reality Alpia",-0.2326
JuVUBQ_BboU,795.18,house,"partially renovated","okres Žilina",Varín,"Mamud Reality s. r. o.",-0.2516
JueNBBfFeD4,1577.01,house,"partially renovated","okres Žilina",Varín,"TARGETreal s. r. o.",0.4842
JuZg89p6Hy7,1608.65,house,"fully renovated","okres Žilina",Terchová,"TARGETreal s. r. o.",-0.0439
Jug6zZpbgms,1872.00,house,"fully renovated","okres Žilina",Terchová,"RIEŠIME BÝVANIE",0.1126
Ju34HqZzlYZ,1409.09,house,"fully renovated","okres Žilina",Terchová,"Realitná kancelária RED, s.r.o.",-0.1625
JuRC_sngF0m,2010.67,house,"fully renovated","okres Žilina",Terchová,"1. Reality Rent, s.r.o.",0.1951
Ju0MsknUaYA,1512.00,house,"fully renovated","okres Žilina",Terchová,"Realitná kancelária RED, s.r.o.",-0.1013
Juci-VafLS1,2640.00,house,"fully renovated","okres Martin",Stred,"B10 Slovensko, a. s.",0.1648
JuBFSGXIbQg,2917.53,house,"fully renovated","okres Martin",Stred,"Reality D.P.A.",0.2873
JurLHZvtaEy,2926.58,house,"fully renovated","okres Martin",Stred,"AstonReal s.r.o.",0.2913
Jug4SIOybnO,581.63,house,"fully renovated","okres Martin",Stred,"Reality Alpia",-0.7434
JufFtzCmoZI,1552.91,house,"fully renovated","okres Žilina",Rosina,"MGM reality",0.0002
Ju1tsUeFhRS,1552.43,house,"fully renovated","okres Žilina",Rosina,"TUreality s.r.o.",-0.0002
JuHri8JYCPm,503.37,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","TUreality s.r.o.",-0.3664
JuQQeemtPlQ,503.37,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","TUreality s.r.o.",-0.3664
JupBKdvb5-A,311.00,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","TUreality s.r.o.",-0.6085
Juws22--sLM,1860.00,house,"partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec","GERT , s.r.o.",1.3413
JuTP76BJSu5,1025.00,house,"partially renovated","okres Tvrdošín",Vitanová,"B10 Slovensko, a. s.",0.0468
JuiKlGUbKmU,933.33,house,"partially renovated","okres Tvrdošín",Vitanová,"OREA, s.r.o.",-0.0468
Ju3IEZxl8sI,2990.34,house,"new construction","okres Žilina",Hôrky,"CPM Real Estate",0.0666
JuxTlJngqfx,2385.87,house,"new construction","okres Žilina",Hôrky,"Realitná kancelária RED, s.r.o.",-0.1490
Juv-ZyHYN0s,3034.48,house,"new construction","okres Žilina",Hôrky,"TOCA, s.r.o. Realitná činnosť",0.0824
Ju-DaLUFFrZO,1013.89,house,unrenovated,"okres Čadca",Zákopčie,"1. Reality Rent, s.r.o.",-0.0335
JuvFd0GqZEL,850.00,house,unrenovated,"okres Čadca",Zákopčie,"Romantické Chalupy, s.r.o.",-0.1897
JuHEeYDAKYc,475.00,house,unrenovated,"okres Čadca",Zákopčie,"Ing. Marcela Pišteková",-0.5472
JuVJGPaHJOp,945.60,house,unrenovated,"okres Čadca",Zákopčie,"Realitná kancelária RED, s.r.o.",-0.0986
Ju9NWPjsyPl,1960.75,house,unrenovated,"okres Čadca",Zákopčie,"HOLESTIAK.sk reality s.r.o.",0.8691
JulkobtfeMA,2213.57,house,"fully renovated","okres Liptovský Mikuláš",Dúbrava,"RK SPIRIT s.r.o.",0.0734
JuXVSVVWVLI,3083.33,house,"fully renovated","okres Liptovský Mikuláš",Dúbrava,"Romantické Chalupy, s.r.o.",0.4951
JuWeOewD3Gg,889.88,house,"fully renovated","okres Liptovský Mikuláš",Dúbrava,"FatraReal s. r. o.",-0.5685
JujrHGAONfL,1649.50,house,"new construction","okres Martin",Sever,"Buby reality, s.r.o.",0.0000
JuuJvOruCyE,1649.50,house,"new construction","okres Martin",Sever,"Buby reality, s.r.o.",0.0000
Ju65DXWDqfO,59.69,house,unrenovated,"okres Žilina","Malá Čierna","Reality Alpia",-0.2771
JuX1WyelwxA,61.54,house,unrenovated,"okres Žilina","Malá Čierna","Reality Alpia",-0.2547
JuFC-aJuKRa,126.49,house,unrenovated,"okres Žilina","Malá Čierna","Reality Alpia",0.5319
Ju4BYb2OXbI,434.33,house,"new construction","okres Martin",Necpaly,"Reality Alpia",-0.5597
JuLWBKzZeJE,1538.46,house,"new construction","okres Martin",Necpaly,"Reality MT s.r.o.",0.5597
JuBupKbsyvd,799.50,house,"fully renovated","okres Turčianske Teplice",Diviaky,"AstonReal s.r.o.",0.0000
JuD8rezKquD,799.50,house,"fully renovated","okres Turčianske Teplice",Diviaky,"AstonReal s.r.o.",0.0000
JuRU-kTFsF-J,1150.00,house,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Romantické Chalupy, s.r.o.",0.2466
Jux_9WVvE-Q,695.00,house,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Romantické Chalupy, s.r.o.",-0.2466
JuO-ay8jwWD,1300.00,house,"new construction","okres Martin","Turčiansky Peter","ALT REAL, s.r.o.",0.0000
Jun0rUiHHId,1300.00,house,"new construction","okres Martin","Turčiansky Peter","ALT REAL, s.r.o.",0.0000
JuZdGf3bWpL,997.50,house,"fully renovated","okres Martin",Stráne,"B10 Slovensko, a. s.",0.0065
JuHbG5bC-AQ,729.17,house,"fully renovated","okres Martin",Stráne,"Reality AK, spol. s r.o.",-0.2642
JuhlHrJa9hV,1246.43,house,"fully renovated","okres Martin",Stráne,"ALT REAL, s.r.o.",0.2577
JubJO0qS-zH,1374.29,house,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,jabyvam.sk,-0.0390
Jufj_0Gj-0k,1485.71,house,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,"OVERENÉ REALITY",0.0390
JuLD_F55WFh,768.46,house,"partially renovated","okres Čadca",Raková,"JPE. Reality - Jozef Pajer",-0.3426
Juqo9ur2oSk,1369.10,house,"partially renovated","okres Čadca",Raková,"1. Reality Rent, s.r.o.",0.1713
JucFteCcorV,1369.10,house,"partially renovated","okres Čadca",Raková,"1. Reality Rent, s.r.o.",0.1713
JuHoYrf0eK_,2024.39,house,"fully renovated","okres Turčianske Teplice","Horná Štubňa","TARGETreal s. r. o.",0.4146
JuJVlSLNzUp,837.84,house,"fully renovated","okres Turčianske Teplice","Horná Štubňa","TARGETreal s. r. o.",-0.4146
JuKqDyif0fX,1272.22,house,"new construction","okres Liptovský Mikuláš",Ižipovce,"PT-com s. r. o.",0.1060
JucRk_dUu__,1994.12,house,"new construction","okres Liptovský Mikuláš",Ižipovce,"PT-com s. r. o.",0.7336
JuRsx7ULgvE,512.87,house,"new construction","okres Liptovský Mikuláš",Ižipovce,"TUreality s.r.o.",-0.5541
Juolbg2gxyQ,1200.00,house,"new construction","okres Liptovský Mikuláš",Ižipovce,"RE/MAX Slovakia",0.0432
JuDis4x18zz,772.22,house,"new construction","okres Liptovský Mikuláš",Ižipovce,"PT-com s. r. o.",-0.3287
Ju03oBXaeQc,2453.85,house,"new construction","okres Žilina","Rajecké Teplice","Bosen Group s.r.o.",0.0138
JuaFi1HiKe0,2576.92,house,"new construction","okres Žilina","Rajecké Teplice","Bosen Group s.r.o.",0.0646
Ju2NkOjuxZI,2230.69,house,"new construction","okres Žilina","Rajecké Teplice","MGM reality",-0.0784
JuZvI3pSm0g,821.74,house,"partially renovated","okres Žilina","Lietavská Svinná-Babkov","RIEŠIME BÝVANIE",0.0000
JuJ5uCQt9op,821.74,house,"partially renovated","okres Žilina","Lietavská Svinná-Babkov","RIEŠIME BÝVANIE",0.0000
Junzbld49fm,4239.13,house,"new construction","okres Žilina",Rosina,"WFG reality, s.r.o.",0.5632
JuENmSVbf52,645.54,house,"new construction","okres Žilina",Rosina,"Reality Alpia",-0.7620
Juxivp9KfQ0,3250.73,house,"new construction","okres Žilina",Rosina,"IDEÁLNE BÝVANIE, s.r.o.",0.1987
JutC2YgCUCh,1789.86,house,"fully renovated","okres Martin",Bystrička,"MAX PROFI REALITY",0.1245
Jud93oHCOHE,1393.55,house,"fully renovated","okres Martin",Bystrička,"Reality Alpia",-0.1245
Ju8g_PgmzSw,533.33,house,unrenovated,"okres Čadca",Svrčinovec,"JPE. Reality - Jozef Pajer",-0.1114
JuYcAohEk_m,153.33,house,unrenovated,"okres Čadca",Svrčinovec,"PhDr. Miloš Kocúr - BKM Consulting",-0.7445
Ju1Kl-Z5Rmy,900.00,house,unrenovated,"okres Čadca",Svrčinovec,"1. Reality Rent, s.r.o.",0.4995
JuU-CdEC7dE,914.29,house,unrenovated,"okres Čadca",Svrčinovec,"1. Reality Rent, s.r.o.",0.5233
JuOaEJ-u0ZG,499.98,house,unrenovated,"okres Čadca",Svrčinovec,"1. Reality Rent, s.r.o.",-0.1670
Juw8ClGcgML,1246.44,house,"partially renovated","okres Ružomberok",Stankovany,"NajBývanie, s.r.o.",0.5973
JunogbuFikZ,314.29,house,"partially renovated","okres Ružomberok",Stankovany,"OVERENÉ REALITY",-0.5973
Juoz04a647Q,1625.00,house,"partially renovated","okres Žilina",Budatín,"ŽILINAREAL, s.r.o.",0.3208
JueXmDjP7zd,1054.29,house,"partially renovated","okres Žilina",Budatín,"Realitné kancelárie SR",-0.1431
JuLLKbrzsGT,1245.00,house,"partially renovated","okres Žilina",Budatín,"Allrisk Slovakia Reality & Financie, s.r.o.",0.0119
JuE2xdPeLMB,997.14,house,"partially renovated","okres Žilina",Budatín,"Realitné kancelárie SR",-0.1896
JuhPLsUvGvt,1460.00,house,"partially renovated","okres Bytča",Kolárovice,"Reality IQ, s.r.o.",0.3246
JuQBGbl9GCs,744.44,house,"partially renovated","okres Bytča",Kolárovice,"1. Reality Rent, s.r.o.",-0.3246
JupqlbF43-v,833.33,house,unrenovated,"okres Bytča","Veľké Rovné","StorkReal s. r. o.",-0.1266
Ju_uHTH2LKy,1075.00,house,unrenovated,"okres Bytča","Veľké Rovné","RIEŠIME BÝVANIE",0.1266
Juzanri8hki,1218.75,house,"partially renovated","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",0.0000
Juf5RoOgfBW,1218.75,house,"partially renovated","okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",0.0000
Juulf_xdqDW,2391.30,house,"fully renovated","okres Žilina",Stránske,"RIEŠIME BÝVANIE",0.3209
JuKYmK8mVw6,2391.30,house,"fully renovated","okres Žilina",Stránske,"RIEŠIME BÝVANIE",0.3209
Juako0agoSO,648.50,house,"fully renovated","okres Žilina",Stránske,"ADH-REAL s.r.o. Hirjaková Adriana",-0.6418
JuRsdZ8Jr2V,1336.63,house,"partially renovated","okres Ružomberok","Biely Potok","NajBývanie, s.r.o.",0.2324
JuqvJh14Wgu,448.47,house,"partially renovated","okres Ružomberok","Biely Potok","Reality Alpia",-0.5865
JufilbyD1c1,1468.75,house,"partially renovated","okres Ružomberok","Biely Potok","Romantické Chalupy, s.r.o.",0.3542
Ju85rN2RkNp,1531.25,house,"partially renovated","okres Žilina",Bôrik,"ŽILINAREAL, s.r.o.",-0.0938
JutiSbVRe_4,1848.15,house,"partially renovated","okres Žilina",Bôrik,"TUreality s.r.o.",0.0938
Juj0QibLMWk,1983.87,house,"new construction","okres Čadca",Stred,"JPE. Reality - Jozef Pajer",0.1743
JuzAGRifcCv,1395.00,house,"new construction","okres Čadca",Stred,"GAMA Reality, s.r.o.",-0.1743
JugpfnfthRi,1000.00,house,"fully renovated","okres Martin","Kláštor pod Znievom","ALT REAL, s.r.o.",-0.0931
JuWLq7Wh8lf,1205.29,house,"fully renovated","okres Martin","Kláštor pod Znievom","Reality AK, spol. s r.o.",0.0931
JupleqZX_5c,816.11,house,unrenovated,"okres Liptovský Mikuláš",Važec,"HALO reality, s.r.o.",0.0425
Ju9fCSXKuI8,749.50,house,unrenovated,"okres Liptovský Mikuláš",Važec,"HALO reality, s.r.o.",-0.0425
JupYVGV2PGl,1224.49,house,"fully renovated","okres Martin",Jahodníky,"Reality Alpia",-0.5477
JuzfaiaPF1e,4189.47,house,"fully renovated","okres Martin",Jahodníky,"DOBRÉ REALITY s.r.o.",0.5477
JuIUgSVHd_-,150.44,house,"partially renovated","okres Dolný Kubín",Malatiná,"TUreality s.r.o.",-0.7469
JuUuFP8LBad,1038.46,house,"partially renovated","okres Dolný Kubín",Malatiná,"RK Dalmia s. r. o.",0.7469
JuOWTKqdph-,2389.29,house,"new construction","okres Žilina",Brezany,"TARGETreal s. r. o.",-0.0659
JucVvBL8mQZ,2726.19,house,"new construction","okres Žilina",Brezany,"ŽILINAREAL, s.r.o.",0.0659
Jui_ZoBED_0,1330.00,house,"partially renovated","okres Žilina",Višňové,"WFG reality, s.r.o.",0.0019
JuNKxzZQlzf,1325.00,house,"partially renovated","okres Žilina",Višňové,"Ing. Gerlinda Bérešová - Esti",-0.0019
JuTaKGvu-_W,1160.00,house,unrenovated,"okres Bytča",Štiavnik,"Romantické Chalupy, s.r.o.",-0.1888
Ju2bCMkIGvc,1700.00,house,unrenovated,"okres Bytča",Štiavnik,"Romantické Chalupy, s.r.o.",0.1888
Jua9bDzVCPy,1090.91,house,unrenovated,"okres Ružomberok",Lisková,"RE/MAX Slovakia",0.5589
Ju8UQkGga6F,91.85,house,unrenovated,"okres Ružomberok",Lisková,"RK VILLEA, s. r. o.",-0.8688
JuHinPus21r,916.67,house,unrenovated,"okres Ružomberok",Lisková,"RK Dalmia s. r. o.",0.3099
Jui7jyAQtCR,2625.00,house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Q REAL s.r.o.",-0.0212
JunqWaLvLjb,2285.71,house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","NajBývanie, s.r.o.",-0.1477
Juec3rJbHzE,3134.92,house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica","HALO reality, s.r.o.",0.1689
JuH4UL-NFsu,869.57,house,"fully renovated","okres Martin",Podhradie,"Reality ASTORIA, s.r.o.",-0.3333
JufEAKik-mc,1739.13,house,"fully renovated","okres Martin",Podhradie,"B10 Slovensko, a. s.",0.3333
JupOom9u70b,152.03,house,unrenovated,"okres Ružomberok",Lúčky,"Reality Alpia",-0.8590
JutC-Cu36o8,853.66,house,unrenovated,"okres Ružomberok",Lúčky,donidDevelop,-0.2081
JukbTdt_vUz,2095.24,house,unrenovated,"okres Ružomberok",Lúčky,"NajBývanie, s.r.o.",0.9436
Juu4bOArZvB,1211.11,house,unrenovated,"okres Ružomberok",Lúčky,"Romantické Chalupy, s.r.o.",0.1235
JuIGCsa_wh0,1649.50,house,"new construction","okres Martin",Blatnica,"Buby reality, s.r.o.",-0.2999
Ju6-BxY4Q9v,3062.50,house,"new construction","okres Martin",Blatnica,"Romantické Chalupy, s.r.o.",0.2999
JuptDHkjOFq,340.78,house,"partially renovated","okres Martin",Sučany,"AstonReal s.r.o.",-0.4032
JuRSkMGH43Z,340.78,house,"partially renovated","okres Martin",Sučany,"AstonReal s.r.o.",-0.4032
JuRBO1iDcGe,1020.83,house,"partially renovated","okres Martin",Sučany,"Felicita Real s. r. o.",0.7877
Ju7pKhqP4zK,581.68,house,"partially renovated","okres Martin",Sučany,"Like Reality s.r.o.",0.0187
JuxW1O4IZfX,1200.00,house,unrenovated,"okres Dolný Kubín",Kraľovany,"AstonReal s.r.o.",0.0000
Juv0ePbKA7G,1200.00,house,unrenovated,"okres Dolný Kubín",Kraľovany,"AstonReal s.r.o.",0.0000
Ju3_GjYaBPA,241.48,house,unrenovated,"okres Čadca",Centrum,"MENÍME BÝVANIE",-0.6980
JuM-6ImZqgg,1357.58,house,unrenovated,"okres Čadca",Centrum,"HOLESTIAK.sk reality s.r.o.",0.6980
JuFMkd6Ft4u,1322.58,house,"new construction","okres Martin",Tomčany,"Buby reality, s.r.o.",-0.5280
JuriX67hMEI,3300.00,house,"new construction","okres Martin",Tomčany,"TARGETreal s. r. o.",0.1777
Ju7YL1bOSxr,3024.59,house,"new construction","okres Martin",Tomčany,"TARGETreal s. r. o.",0.0794
Juzaery-uaM,3561.15,house,"new construction","okres Martin",Tomčany,"Buby reality, s.r.o.",0.2709
JuDgbTTsbUm,1922.07,house,"fully renovated","okres Čadca",Oščadnica,"Nestor Capital s.r.o.",0.0767
Ju7eOmn6zgP,1538.08,house,"fully renovated","okres Čadca",Oščadnica,"KING REAL s. r. o.",-0.1384
Jub25_ejcJA,1895.42,house,"fully renovated","okres Čadca",Oščadnica,"Nestor Capital s.r.o.",0.0617
JuO9hxI47lb,863.33,house,"partially renovated","okres Liptovský Mikuláš",Vlachy,Limaxreal,-0.3393
JuiIP6qTDBs,1750.00,house,"partially renovated","okres Liptovský Mikuláš",Vlachy,"OVERENÉ REALITY",0.3393
Ju8oUNOWXin,1555.56,house,unrenovated,"okres Žilina",Svederník,"X-REAL, s. r. o.",0.2454
Ju2peJN838G,1230.16,house,unrenovated,"okres Žilina",Svederník,"Reality IQ, s.r.o.",-0.0151
Ju7FT7K1T9V,961.47,house,unrenovated,"okres Žilina",Svederník,"Reality IQ, s.r.o.",-0.2302
JuG7o38qa_3q,1142.86,house,unrenovated,"okres Martin","Turčiansky Peter","Realitná kancelária DR, s.r.o.",-0.1742
JuUrENnUrd4,1625.00,house,unrenovated,"okres Martin","Turčiansky Peter","Reality Center, s.r.o.",0.1742
JuUtFPHm2FJ,1325.00,house,unrenovated,"okres Čadca",Skalité,"HOLESTIAK.sk reality s.r.o.",0.7327
JuCbUaiZ-t8,204.44,house,unrenovated,"okres Čadca",Skalité,"HOLESTIAK.sk reality s.r.o.",-0.7327
JuVWSdPVacq,931.25,house,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,"RE/MAX Slovakia",0.2129
JuNEJj6Bobe,604.32,house,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,"New Ways Reality&Financie",-0.2129
Juaq4WwW9vx,2307.69,house,"new construction","okres Martin",Slovany,"Reality ASTORIA, s.r.o.",0.4238
JuSDor_pBw9,933.96,house,"new construction","okres Martin",Slovany,"Buby reality, s.r.o.",-0.4238
JuBfL7XLVQ9,595.00,house,unrenovated,"okres Turčianske Teplice",Rudno,"Realitná kancelária DR, s.r.o.",-0.2530
JuEl9XITon-,998.00,house,unrenovated,"okres Turčianske Teplice",Rudno,"Romantické Chalupy, s.r.o.",0.2530
JulGanHAPf5,475.48,house,"partially renovated","okres Martin",Stráne,"Reality Alpia",-0.4492
JuA6unfH09z,1396.00,house,"partially renovated","okres Martin",Stráne,"Reality ASTORIA, s.r.o.",0.6173
JuZgj6k1S7C,718.10,house,"partially renovated","okres Martin",Stráne,"TARGETreal s. r. o.",-0.1681
JuEn5otkiFX,860.00,house,unrenovated,"okres Martin",Stráne,"ALT REAL, s.r.o.",0.3314
JupsrE6Y27i,351.62,house,unrenovated,"okres Martin",Stráne,"Reality Alpia",-0.4557
JusBzzX4MYn,937.08,house,unrenovated,"okres Martin",Stráne,"Financie a reality od A po Z",0.4507
JulOKuOiom0,706.90,house,unrenovated,"okres Martin",Stráne,"Reality AK, spol. s r.o.",0.0944
Ju6pNzkI7kN,374.15,house,unrenovated,"okres Martin",Stráne,"Reality Alpia",-0.4208
Juu-17oAoC1,883.33,house,"partially renovated","okres Žilina","Považský Chlmec","R2 SK, s.r.o.",-0.4646
JuMof2f50da,2416.67,house,"partially renovated","okres Žilina","Považský Chlmec","Reality IQ, s.r.o.",0.4646
JujkenW1_dD,1587.06,house,"partially renovated","okres Turčianske Teplice",Sklené,"DOBRÉ REALITY s.r.o.",0.0284
JuEB6osELcj,1499.50,house,"partially renovated","okres Turčianske Teplice",Sklené,"Romantické Chalupy, s.r.o.",-0.0284
Jus9h_TYBDi,320.54,house,unrenovated,"okres Martin",Ľadoveň,"TUreality s.r.o.",-0.7506
Ju8bN6JmGCo,2250.00,house,unrenovated,"okres Martin",Ľadoveň,"Reality ASTORIA, s.r.o.",0.7506
Jubw55XES_L,574.07,house,unrenovated,"okres Žilina",Rajec,"Realitná kancelária RED, s.r.o.",-0.5774
JuRB3GLBQlr,2142.86,house,unrenovated,"okres Žilina",Rajec,"TUreality s.r.o.",0.5774
JunoisVSjsE,2000.00,house,"partially renovated","okres Liptovský Mikuláš",Dúbrava,"RK SPIRIT s.r.o.",0.7748
JuKt4j2XFxX,253.81,house,"partially renovated","okres Liptovský Mikuláš",Dúbrava,"Reality Alpia",-0.7748
JuO6fvSVJ1V,218.26,house,unrenovated,"okres Čadca",Klokočov,"MG real, s.r.o.",-0.6290
Jubpxb0JsTj,464.29,house,unrenovated,"okres Čadca",Klokočov,"Trioreality, s.r.o.",-0.2109
Ju_VPyRRw8c,643.13,house,unrenovated,"okres Čadca",Klokočov,"Romantické Chalupy, s.r.o.",0.0931
Jucbi7PZEnm,1027.78,house,unrenovated,"okres Čadca",Klokočov,"1. Reality Rent, s.r.o.",0.7468
Ju_z9MMC1dy,2157.45,house,"new construction","okres Žilina",Strážov,"Effecting s.r.o.",0.0332
Ju7QPzGiQmY,2053.44,house,"new construction","okres Žilina",Strážov,"Realitná kancelária RED, s.r.o.",-0.0166
Ju6dKyzXet6,2053.44,house,"new construction","okres Žilina",Strážov,"ŽILINAREAL, s.r.o.",-0.0166
JuLCVpKj44A,377.12,house,"partially renovated","okres Turčianske Teplice",Čremošné,"BALAŽI REAL ESTATE s.r.o.",0.0000
JuSGs9I7N10c,377.12,house,"partially renovated","okres Turčianske Teplice",Čremošné,"BALAŽI REAL ESTATE s.r.o.",0.0000
JuQMRIcKumi,1545.88,house,"under construction","okres Liptovský Mikuláš",Ľubeľa,"ARBIZ real estate & finance s. r. o.",-0.0398
Juc14yxwCWy,1674.16,house,"under construction","okres Liptovský Mikuláš",Ľubeľa,"ARBIZ real estate & finance s. r. o.",0.0398
Ju1OQAznjJC,1277.78,house,unrenovated,"okres Ružomberok",Likavka,"AstonReal s.r.o.",0.1269
JuWFwDq9Hos,990.00,house,unrenovated,"okres Ružomberok",Likavka,"AstonReal s.r.o.",-0.1269
Jux8MtDRHBs,187.11,house,"fully renovated","okres Ružomberok",Ludrová,"Reality Alpia",-0.1034
JuFy8odNEYG,230.29,house,"fully renovated","okres Ružomberok",Ludrová,"Reality Alpia",0.1034
JunnDHXXyHF,266.54,house,"partially renovated","okres Martin","Kolónia Hviezda","TUreality s.r.o.",-0.6281
