offer_id,price_m2,property_type,condition,location_district,location_area,agency,price_index
Jul0O76BpGg,201.95,land,NULL,"okres Martin",Stráne,"TARGETreal s. r. o.",0.0442
Ju8TQv-MjJF,0.00,land,NULL,"okres Martin",Stráne,"B10 Slovensko, a. s.",-1.0000
Julifs4IZ1R,250.00,land,NULL,"okres Martin",Stráne,"Reality AK, spol. s r.o.",0.2926
JuMmLaRBnk-,238.46,land,NULL,"okres Martin",Stráne,"Real Reality Development s.r.o.",0.2330
Ju3Lr4SqXpm,250.00,land,NULL,"okres Martin",Stráne,"Reality AK, spol. s r.o.",0.2926
Ju6g_Z5mX7e,220.00,land,NULL,"okres Martin",Stráne,"RE/MAX Slovakia",0.1375
Ju48Cz332dR,139.90,land,NULL,"okres Bytča","Bytča - sever",NULL,-0.0572
JubcbkupV-K,146.56,land,NULL,"okres Bytča","Bytča - sever","Reality IQ, s.r.o.",-0.0123
JuO_8tOz9vO,182.54,land,NULL,"okres Bytča","Bytča - sever","ADH-REAL s.r.o. Hirjaková Adriana",0.2302
JuDeXKjjRHY,124.52,land,NULL,"okres Bytča","Bytča - sever","Realitné kancelárie SR",-0.1608
JutWL9k4SH-,149.11,land,NULL,"okres Dolný Kubín","Malý Bysterec","RK Dalmia s. r. o.",0.0113
JuGnc9OXHGX,202.70,land,NULL,"okres Dolný Kubín","Malý Bysterec","RES GROUP, s.r.o.",0.3747
JuJrQI4ug9X,90.54,land,NULL,"okres Dolný Kubín","Malý Bysterec","RK Dalmia s. r. o.",-0.3860
JuzRwokuDbj,74.94,land,NULL,"okres Liptovský Mikuláš",Vlachy,"BeMi realitná kancelária",0.0663
JuWsp-GzHhf,80.56,land,NULL,"okres Liptovský Mikuláš",Vlachy,"RESIDENCE realitná kancelária",0.1462
Jus9HjYi9K6,74.86,land,NULL,"okres Liptovský Mikuláš",Vlachy,"Nové bývanie",0.0651
JuWy3Av11B2,40.70,land,NULL,"okres Liptovský Mikuláš",Vlachy,"BeMi realitná kancelária",-0.4209
Juc0JQaKZWu,75.32,land,NULL,"okres Liptovský Mikuláš",Vlachy,"BeMi realitná kancelária",0.0717
JudrqxfcGTR,75.32,land,NULL,"okres Liptovský Mikuláš",Vlachy,"Nové bývanie",0.0717
Juu-qpDOYIv,135.00,land,NULL,"okres Žilina",Mojš,"Mamud Reality s. r. o.",-0.1359
JuPvieB5wD8,105.00,land,NULL,"okres Žilina",Mojš,"AnReal s. r. o.",-0.3279
Ju_QlVk-YXH,228.71,land,NULL,"okres Žilina",Mojš,"RS Mansory s.r.o.",0.4639
JuJf2fmgFtM,62.42,land,NULL,"okres Martin",Valča,"REALITY SPOLU",-0.3522
JuMK_ZB-5jG,100.00,land,NULL,"okres Martin",Valča,"Reality MT s.r.o.",0.0378
JuzpdzmMNmY,148.00,land,NULL,"okres Martin",Valča,"Piata Avenue",0.5360
JuVff9I-9I0,75.00,land,NULL,"okres Martin",Valča,"Reality D.P.A.",-0.2216
Julqx-OsWd4,23.67,land,NULL,"okres Bytča","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.0595
Ju6amfxFDHs,25.44,land,NULL,"okres Bytča","Hlboké nad Váhom","TUreality s.r.o.",0.0109
Ju5eolzpNXf,33.00,land,NULL,"okres Bytča","Hlboké nad Váhom","ŽILINAREAL, s.r.o.",0.3113
JusxvqCVQpI,23.67,land,NULL,"okres Bytča","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.0595
Ju3KUswXUz_,12.22,land,NULL,"okres Bytča","Hlboké nad Váhom","RADO Reality",-0.5144
JuBnZj34L44,33.00,land,NULL,"okres Bytča","Hlboké nad Váhom","DRR INVEST, s. r. o.",0.3113
JuHjoC-ETw9,105.00,land,NULL,"okres Ružomberok",Likavka,"OVERENÉ REALITY",-0.1477
Juo26F3NF2G,141.40,land,NULL,"okres Ružomberok",Likavka,"Reality Alpia",0.1477
JuArm-RO0qx,100.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Ondrašová","RESIDENCE realitná kancelária",-0.0909
JuI4QwFHXkB,120.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Ondrašová","RESIDENCE realitná kancelária",0.0909
JuVQ4EF1fqG,110.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Ondrašová",NULL,0.0000
JuIZ-_6smXF,99.00,land,NULL,"okres Čadca",Makov,"1. Reality Rent, s.r.o.",1.2763
JusslN-MwRD,48.03,land,NULL,"okres Čadca",Makov,"1. Reality Rent, s.r.o.",0.1043
JuDFS7ZcUKC,29.00,land,NULL,"okres Čadca",Makov,"AP REAL, s.r.o.",-0.3332
JuSuQFG8xu1,21.97,land,NULL,"okres Čadca",Makov,"1. Reality Rent, s.r.o.",-0.4949
JuTnhisKw2A,26.00,land,NULL,"okres Čadca",Makov,"AP REAL, s.r.o.",-0.4022
JuawfvC1dso,29.00,land,NULL,"okres Čadca",Makov,"AP REAL, s.r.o.",-0.3332
JuP4Qge949G,26.00,land,NULL,"okres Čadca",Makov,"AP REAL, s.r.o.",-0.4022
JunWOzEcRHK,62.43,land,NULL,"okres Čadca",Makov,"1. Reality Rent, s.r.o.",0.4354
JuJTvvQyvPv,50.00,land,NULL,"okres Čadca",Makov,"TRI LIPY, s. r. o.",0.1496
JunMP_jTjvX,89.21,land,NULL,"okres Kysucké Nové Mesto",Rudina,"WFG reality, s.r.o.",0.0115
JuwL0eI__3n8,115.62,land,NULL,"okres Kysucké Nové Mesto",Rudina,"WFG reality, s.r.o.",0.3110
Juz77F3qzjt,73.97,land,NULL,"okres Kysucké Nové Mesto",Rudina,"DreamReality s.r.o.",-0.1613
Jua5wAoApR5,73.97,land,NULL,"okres Kysucké Nové Mesto",Rudina,"DreamReality s.r.o.",-0.1613
Juq3D1w-q7E,60.00,land,NULL,"okres Martin",Belá-Dulice,"Reality ASTORIA, s.r.o.",-0.1012
JuW_12z2Y4f,60.02,land,NULL,"okres Martin",Belá-Dulice,"Reality Turiec s.r o.",-0.1009
Ju192g79OHm,62.00,land,NULL,"okres Martin",Belá-Dulice,"Reality Center, s.r.o.",-0.0712
JuTZg0TY8JC,85.00,land,NULL,"okres Martin",Belá-Dulice,"OVERENÉ REALITY",0.2733
JukIBS7GOVs,66.00,land,NULL,"okres Martin",Priekopa,"Buby reality, s.r.o.",-0.3651
Ju2-GQn0P3G,76.56,land,NULL,"okres Martin",Priekopa,"MAX PROFI REALITY",-0.2636
JuGN-E0XFUo,169.32,land,NULL,"okres Martin",Priekopa,"RE/MAX Slovakia",0.6287
JuJs7LAy2Ca,38.35,land,NULL,"okres Čadca",Klokočov,"TRI LIPY, s. r. o.",0.1452
JumgYXab6nd,41.00,land,NULL,"okres Čadca",Klokočov,"SLNOVRAT, s.r.o.",0.2244
JulK1E26g9e,21.11,land,NULL,"okres Čadca",Klokočov,"HOLESTIAK.sk reality s.r.o.",-0.3696
JuLRr4cyAPf,54.95,land,NULL,"okres Námestovo","Oravská Lesná","Reality IQ, s.r.o.",-0.0132
Ju2owwvd0Ks,52.65,land,NULL,"okres Námestovo","Oravská Lesná",NULL,-0.0545
Ju9bTv_8--p,59.46,land,NULL,"okres Námestovo","Oravská Lesná","ZAJO Reality, s.r.o.",0.0678
Ju_mTTZVoJx,98.28,land,NULL,"okres Žilina","Kotrčiná Lúčka","DreamReality s.r.o.",0.1870
Junb65_vEvr,53.27,land,NULL,"okres Žilina","Kotrčiná Lúčka","Safe reality s. r. o.",-0.3566
JueabChri5n,100.00,land,NULL,"okres Žilina","Kotrčiná Lúčka","TARGETreal s. r. o.",0.2078
Ju78oHKGop9R,61.93,land,NULL,"okres Žilina","Kotrčiná Lúčka","RS Mansory s.r.o.",-0.2520
JuUn4gk-elR,91.16,land,NULL,"okres Žilina","Kotrčiná Lúčka","R2 SK, s.r.o.",0.1010
Ju6BOs5U974,81.48,land,NULL,"okres Žilina","Kotrčiná Lúčka","WFG reality, s.r.o.",-0.0159
JuEl39vdmi7,93.44,land,NULL,"okres Žilina","Kotrčiná Lúčka","Gro & Partners",0.1286
Ju3gbFnsxzj,105.00,land,NULL,"okres Žilina",Divina,"TARGETreal s. r. o.",-0.3635
JuGRHQWEm6t,259.56,land,NULL,"okres Žilina",Divina,"Real Estate Group4U",0.5733
Ju9T9motLi6,130.37,land,NULL,"okres Žilina",Divina,"Mamud Reality s. r. o.",-0.2098
Julb8CQS_U3,60.88,land,NULL,"okres Turčianske Teplice",Sklené,"Realitná kancelária",0.5764
JuD0_PFG0ni,27.82,land,NULL,"okres Turčianske Teplice",Sklené,"BV REAL PD, s.r.o.",-0.2796
JunJu6IyBiX,37.50,land,NULL,"okres Turčianske Teplice",Sklené,"TARGETreal s. r. o.",-0.0290
JubzyQhnL5j,19.09,land,NULL,"okres Turčianske Teplice",Sklené,"RIEŠIME BÝVANIE",-0.5057
JupRRfszbzs,41.50,land,NULL,"okres Turčianske Teplice",Sklené,"Reality D.P.A.",0.0746
Ju9IFe2gRus,44.93,land,NULL,"okres Turčianske Teplice",Sklené,"BeMi realitná kancelária",0.1634
JudMigoHhfK,90.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","TUreality s.r.o.",0.1582
JuSc9mnlTNp,90.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","Q REAL s.r.o.",0.1582
Ju2_2a_gc9I,96.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",Limaxreal,0.2354
JuqT9jZ4Nn0,90.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","Direct Real, spol. s r.o.",0.1582
JuEX_l_3Eqg,100.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","BEŇO REALITY",0.2868
JueE0RaoId9,0.26,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","NFA Group, s.r.o.",-0.9967
JuwNxJhCDfg,134.82,land,NULL,"okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",0.1790
JuuH6wyOTi6,99.78,land,NULL,"okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.1274
Juu2KYnLJH8,108.46,land,NULL,"okres Bytča","Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",-0.0515
JuCxQUnpNN5,25.00,land,NULL,"okres Turčianske Teplice",Diviaky,NULL,-0.6000
JuHSEHdVoIU,100.00,land,NULL,"okres Turčianske Teplice",Diviaky,"Reality MT s.r.o.",0.6000
JuOPdmvhEwO,108.48,land,NULL,"okres Martin",Necpaly,"B10 Slovensko, a. s.",0.2561
JuYtpUq3Ljt,92.82,land,NULL,"okres Martin",Necpaly,"ALT REAL, s.r.o.",0.0747
Ju4ExXlTo3S,50.00,land,NULL,"okres Martin",Necpaly,"Ing.Zuzana Paverová",-0.4211
JuqRYP4Ii_m,95.24,land,NULL,"okres Martin",Necpaly,"ALT REAL, s.r.o.",0.1028
Juuliwtz_LA,58.82,land,NULL,"okres Martin",Necpaly,"Realitné kancelárie SR",-0.3189
JuMHyeDGK2f,93.56,land,NULL,"okres Martin",Necpaly,"Realitné kancelárie SR",0.0833
JueyWGcCtCo,90.00,land,NULL,"okres Martin",Necpaly,"R2 SK, s.r.o.",0.0421
JurXAjyEx4Y,102.00,land,NULL,"okres Martin",Necpaly,"Reality Center, s.r.o.",0.1810
Jujch7drC6q,125.00,land,NULL,"okres Liptovský Mikuláš","Liptovský Ján","RE/MAX Slovakia",0.2821
JuAYbMU687z,70.00,land,NULL,"okres Liptovský Mikuláš","Liptovský Ján","bezmaklérov, s.r.o.",-0.2821
Ju_KMqj7vmd,99.00,land,NULL,"okres Martin",Rakovo,"Reality Center, s.r.o.",0.0681
JuLOTbilQnB,86.38,land,NULL,"okres Martin",Rakovo,"B10 Slovensko, a. s.",-0.0681
Juy-u_8MLhRu,105.00,land,NULL,"okres Martin",Trebostovo,"Reality D.P.A.",0.0000
Ju2i2SZUYUh,105.00,land,NULL,"okres Martin",Trebostovo,"Reality D.P.A.",0.0000
JuBfaxcwUwF,64.00,land,NULL,"okres Martin",Karlová,"MAX PROFI REALITY",-0.1404
JuS3utLekJS,79.35,land,NULL,"okres Martin",Karlová,"ATP stavby s.r.o.",0.0658
JujWzeAd4Mq,80.00,land,NULL,"okres Martin",Karlová,"Piata Avenue",0.0745
JuJBQYv5uVc,85.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",0.0049
JuVqVOpkjj1,65.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",-0.2316
JuQ9QuExnST,65.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",-0.2316
JuMUzvKUv9i,65.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",-0.2316
JufVWTW_WTc,65.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",-0.2316
Jur27j-ejmc,65.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",-0.2316
JuJIq68G1za,65.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",-0.2316
JuR1Vqvk3FA,185.87,land,NULL,"okres Martin",Záturčie,"TARGETreal s. r. o.",1.1974
Jul7ugPXcvQ,100.00,land,NULL,"okres Martin",Záturčie,"ALT REAL, s.r.o.",0.1822
JuhYAT13Gs1,85.00,land,NULL,"okres Martin",Záturčie,"BALAŽI REAL ESTATE s.r.o.",0.0049
Jup9VNie0hE,43.29,land,NULL,"okres Čadca",Dunajov,"ŽILINAREAL, s.r.o.",0.1019
JuRn13yIVnF,39.11,land,NULL,"okres Čadca",Dunajov,"ŽILINAREAL, s.r.o.",-0.0045
JuCmj-PgWTq,26.81,land,NULL,"okres Čadca",Dunajov,"WFG reality, s.r.o.",-0.3176
JuvDIHl7nu4,47.93,land,NULL,"okres Čadca",Dunajov,"RES GROUP, s.r.o.",0.2201
JuJ9RlquSBH,100.00,land,NULL,"okres Dolný Kubín",Mokraď,"RK Dalmia s. r. o.",-0.0263
JuPab66wdox,100.00,land,NULL,"okres Dolný Kubín",Mokraď,"RK Dalmia s. r. o.",-0.0263
JuOZEwkJjt3,120.82,land,NULL,"okres Dolný Kubín",Mokraď,"RK Dalmia s. r. o.",0.1764
Ju16HqVho2l,90.00,land,NULL,"okres Dolný Kubín",Mokraď,"RK Dalmia s. r. o.",-0.1237
JuaWAXYq8CN,30.00,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","B10 Slovensko, a. s.",-0.2370
Ju266Dr49Ba,52.00,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","BeMi realitná kancelária",0.3226
JuvwILxsaLE,35.95,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Realitné kancelárie SR",-0.0856
JuUl164inch,126.96,land,NULL,"okres Liptovský Mikuláš",Ižipovce,"RECLOUD Reality a.s.",0.0281
Ju-_lgQgjvC,120.02,land,NULL,"okres Liptovský Mikuláš",Ižipovce,"Direct Real, spol. s r.o.",-0.0281
JuCeJvEPD_0,361.50,land,NULL,"okres Žilina",Lietava,"Real Estate Group4U",1.6072
Ju7iSwFbAaJ,38.79,land,NULL,"okres Žilina",Lietava,"RE/MAX Slovakia",-0.7202
Juw-BV-BqJp,130.00,land,NULL,"okres Žilina",Lietava,"Realitné kancelárie SR",-0.0624
JuqfHhV7H4_,95.65,land,NULL,"okres Žilina",Lietava,"Georgi Conev",-0.3101
Ju0UqyDriGS,67.32,land,NULL,"okres Žilina",Lietava,NULL,-0.5145
Ju0fo_oieoh,24.91,land,NULL,"okres Čadca",Korňa,"RECLOUD Reality a.s.",-0.1280
JuaD2PNZ2ay,24.00,land,NULL,"okres Čadca",Korňa,"1. Reality Rent, s.r.o.",-0.1598
Ju7pU7Ouw32,25.06,land,NULL,"okres Čadca",Korňa,"RECLOUD Reality a.s.",-0.1227
Ju3PrO2eSPN,40.00,land,NULL,"okres Čadca",Korňa,"ETHOS reality, s. r. o.",0.4003
JusTHrdS9S-,33.08,land,NULL,"okres Čadca",Korňa,"TRI LIPY, s. r. o.",0.1581
JufBIzJWZ0T,24.34,land,NULL,"okres Čadca",Korňa,"RIEŠIME BÝVANIE",-0.1479
JumZm9PSyYH,87.30,land,NULL,"okres Bytča",Pšurnovice,"TOCA, s.r.o. Realitná činnosť",0.1346
JuzXf_udfUb,77.00,land,NULL,"okres Bytča",Pšurnovice,NULL,0.0007
Jutyprw4Nso,71.74,land,NULL,"okres Bytča",Pšurnovice,"TOCA, s.r.o. Realitná činnosť",-0.0676
JuxIvOImC9j,71.74,land,NULL,"okres Bytča",Pšurnovice,"TOCA, s.r.o. Realitná činnosť",-0.0676
JuyY6pWleh8,124.25,land,NULL,"okres Martin","Košťany nad Turcom","BALAŽI REAL ESTATE s.r.o.",0.2064
JushtsOsA5D,81.74,land,NULL,"okres Martin","Košťany nad Turcom","Reality MT s.r.o.",-0.2064
JuGICOuIWEi,50.44,land,NULL,"okres Námestovo",Krušetnica,"BeMi realitná kancelária",-0.2279
JuzolLKcQyU,80.21,land,NULL,"okres Námestovo",Krušetnica,donidDevelop,0.2279
JuNDmq9QqWV,173.41,land,NULL,"okres Liptovský Mikuláš",Východná,"HALO reality, s.r.o.",1.6073
JuFPPvDcbTI,13.06,land,NULL,"okres Liptovský Mikuláš",Východná,liptoreal,-0.8036
Ju3oEfAZYzP,13.06,land,NULL,"okres Liptovský Mikuláš",Východná,NULL,-0.8036
JupHBupprCN,30.27,land,NULL,"okres Bytča","Veľké Rovné","Vianema s.r.o.",-0.7490
Ju9A78TekYt,61.82,land,NULL,"okres Bytča","Veľké Rovné","IDEÁLNE BÝVANIE, s.r.o.",-0.4875
JuSMDjKsDMw,37.87,land,NULL,"okres Bytča","Veľké Rovné","TARGETreal s. r. o.",-0.6860
JuldPobEyqZ,42.17,land,NULL,"okres Bytča","Veľké Rovné","TARGETreal s. r. o.",-0.6504
Ju6R4Oxuhvk,41.77,land,NULL,"okres Bytča","Veľké Rovné","1. Reality Rent, s.r.o.",-0.6537
JusK3lTtUjZ,55.00,land,NULL,"okres Bytča","Veľké Rovné","Realitné kancelárie SR",-0.5440
JuMvZKQOSvd,575.45,land,NULL,"okres Bytča","Veľké Rovné","SLNOVRAT, s.r.o.",3.7707
JuvJszhFBaP,45.19,land,NULL,"okres Turčianske Teplice",Mošovce,"Real Reality Development s.r.o.",-0.1790
JusCy__yyRZ,83.00,land,NULL,"okres Turčianske Teplice",Mošovce,"Reality D.P.A.",0.5079
JuLeQIMuEoJ,61.99,land,NULL,"okres Turčianske Teplice",Mošovce,"Vianema s.r.o.",0.1262
JuXRWhaK2fl,30.00,land,NULL,"okres Turčianske Teplice",Mošovce,"Realitná kancelária",-0.4550
Ju9tw1vQmR0,10.09,land,NULL,"okres Martin",Šútovo,"BALAŽI REAL ESTATE s.r.o.",0.0000
JuzOGUk6m--,10.09,land,NULL,"okres Martin",Šútovo,"BALAŽI REAL ESTATE s.r.o.",0.0000
JuhB5IsnAP3,10.09,land,NULL,"okres Martin",Šútovo,"BALAŽI REAL ESTATE s.r.o.",0.0000
JuNxdVDCwxP,60.00,land,NULL,"okres Námestovo",Novoť,"RIEŠIME BÝVANIE",0.2000
JuD-E2E_yvf,40.00,land,NULL,"okres Námestovo",Novoť,"RIEŠIME BÝVANIE",-0.2000
JuLF3n8V0u0,66.95,land,NULL,"okres Turčianske Teplice","Slovenské Pravno","DOBRÉ REALITY s.r.o.",0.0361
JuYSlKjn22V2,62.28,land,NULL,"okres Turčianske Teplice","Slovenské Pravno",Urbanista,-0.0361
Juy9B79A4J4,73.41,land,NULL,"okres Turčianske Teplice",Jazernica,"Realitné kancelárie SR",0.1088
JucfeqPEDUI,59.00,land,NULL,"okres Turčianske Teplice",Jazernica,"TARGETreal s. r. o.",-0.1088
JuY7QZv_rvd,159.79,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","TUreality s.r.o.",0.3720
JueoLey_u82,160.00,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Eden Real estate, s.r.o.",0.3738
Ju2u6VZSsgd,75.00,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Realitné kancelárie SR",-0.3560
JumBIzQEPOK,99.00,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Reality Turiec s.r o.",-0.1500
JuVy8PAIz5F,75.00,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Realitné kancelárie SR",-0.3560
JuGtn_qttBC,130.00,land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Direct Real, spol. s r.o.",0.1162
JuvLJIIUOfY,100.67,land,NULL,"okres Liptovský Mikuláš",Lazisko,"Direct Real, spol. s r.o.",-0.1272
Ju1YLWtdCP4,130.00,land,NULL,"okres Liptovský Mikuláš",Lazisko,"RESIDENCE realitná kancelária",0.1272
JuL88g5odPF,99.00,land,NULL,"okres Čadca",Rieka,"1. Reality Rent, s.r.o.",0.3525
Jur2dnOd-h4,25.00,land,NULL,"okres Čadca",Rieka,"SLNOVRAT, s.r.o.",-0.6585
Ju3lYLQgij-,104.00,land,NULL,"okres Čadca",Rieka,"HOLESTIAK.sk reality s.r.o.",0.4208
Ju_utm8DAV9,99.00,land,NULL,"okres Čadca",Rieka,NULL,0.3525
JuWIabvMs8m,39.00,land,NULL,"okres Čadca",Rieka,"1. Reality Rent, s.r.o.",-0.4672
JufNsLwTyrG,57.40,land,NULL,"okres Martin",Tomčany,"Piata Avenue",-0.4679
JutmSdgoB8o,206.25,land,NULL,"okres Martin",Tomčany,"TARGETreal s. r. o.",0.9118
Ju6FhwnbvkK,60.00,land,NULL,"okres Martin",Tomčany,"ŽILINAREAL, s.r.o.",-0.4438
Ju2DjUagLIB,106.41,land,NULL,"okres Liptovský Mikuláš","Pavčina Lehota","RK SPIRIT s.r.o.",-0.0600
Ju9G8aO6wQl,120.00,land,NULL,"okres Liptovský Mikuláš","Pavčina Lehota","RE/MAX Slovakia",0.0600
Ju_yHqt6C9a,198.14,land,NULL,"okres Liptovský Mikuláš",Podbreziny,"BEŇO REALITY",0.0606
JuN4Ko5MTcJ,159.43,land,NULL,"okres Liptovský Mikuláš",Podbreziny,"Direct Real, spol. s r.o.",-0.1466
JuiHO4ziDsX,222.00,land,NULL,"okres Liptovský Mikuláš",Podbreziny,"RESIDENCE realitná kancelária",0.1884
JufImX742Ut,184.31,land,NULL,"okres Liptovský Mikuláš",Podbreziny,"AstonReal s.r.o.",-0.0134
JumXY6voBY_,170.53,land,NULL,"okres Liptovský Mikuláš",Podbreziny,"Eden Real estate, s.r.o.",-0.0872
JuuQurqTomT,186.46,land,NULL,"okres Liptovský Mikuláš",Podbreziny,"AstonReal s.r.o.",-0.0019
Ju6ppfqXAjT,243.89,land,NULL,"okres Žilina","Rajecké Teplice","Realitné kancelárie SR",0.4276
JuaF9UiM3uR1,97.80,land,NULL,"okres Žilina","Rajecké Teplice","BeMi realitná kancelária",-0.4276
JuS4rgPD6x3,20.00,land,NULL,"okres Kysucké Nové Mesto",Nesluša,"ROMDOM, s. r. o",-0.4343
JuaoRgRgfTM,0.00,land,NULL,"okres Kysucké Nové Mesto",Nesluša,"B10 Slovensko, a. s.",-1.0000
JujjYxzg2zO,86.06,land,NULL,"okres Kysucké Nové Mesto",Nesluša,"Realitka pre každého",1.4343
JuhqDcjNAJB,64.77,land,NULL,"okres Dolný Kubín",Žaškov,"Reality Alpia",-0.1180
JuQX408bw8H,67.18,land,NULL,"okres Dolný Kubín",Žaškov,"Bosen Group s.r.o.",-0.0851
Juvljk31CAz,86.76,land,NULL,"okres Dolný Kubín",Žaškov,"RK Dalmia s. r. o.",0.1815
JuveNCiurSC,75.02,land,NULL,"okres Dolný Kubín",Žaškov,"RK VILLEA, s. r. o.",0.0216
JuTNX1DN12b,50.00,land,NULL,"okres Žilina",Kľače,"1. Reality Rent, s.r.o.",-0.3151
JuK4j_sbxpH,70.04,land,NULL,"okres Žilina",Kľače,"StorkReal s. r. o.",-0.0407
Ju4Q_gSlKhh,85.00,land,NULL,"okres Žilina",Kľače,"Realitné kancelárie SR",0.1643
JukIX3v-4aJ,50.00,land,NULL,"okres Žilina",Kľače,NULL,-0.3151
JuAEEafI2yh,110.00,land,NULL,"okres Žilina",Kľače,"AnoReal, s.r.o.",0.5067
Ju5EqGDbrv9,38.20,land,NULL,"okres Čadca",Podvysoká,NULL,-0.1338
Ju5L-boRlBV,50.00,land,NULL,"okres Čadca",Podvysoká,"HALO reality, s.r.o.",0.1338
JulrIqN4RR6,86.35,land,NULL,"okres Liptovský Mikuláš",Hybe,"RESIDENCE realitná kancelária",-0.1194
Juxv4BCWFjN,109.76,land,NULL,"okres Liptovský Mikuláš",Hybe,"Realitné kancelárie SR",0.1194
Ju0N6saLXmx,34.85,land,NULL,"okres Bytča",Petrovice,"Slovak Estate s.r.o.",0.0314
JuXWDVHuKu7,32.73,land,NULL,"okres Bytča",Petrovice,"B10 Slovensko, a. s.",-0.0314
Juk7ESYVk3r,37.25,land,NULL,"okres Námestovo",Vasiľov,"RK Dalmia s. r. o.",-0.1924
JuIyQ6FpRLK,55.00,land,NULL,"okres Námestovo",Vasiľov,"RK Dalmia s. r. o.",0.1924
JuWW4q9AnNy,187.06,land,NULL,"okres Liptovský Mikuláš",Vitálišovce,"RESIDENCE realitná kancelária",-0.0551
JufFFiGUtxN,164.84,land,NULL,"okres Liptovský Mikuláš",Vitálišovce,"RESIDENCE realitná kancelária",-0.1674
Ju-yASPSDbI,220.00,land,NULL,"okres Liptovský Mikuláš",Vitálišovce,"BIZNIS REALITY, s.r.o.",0.1113
JuCafss2FQP,220.00,land,NULL,"okres Liptovský Mikuláš",Vitálišovce,"BIZNIS REALITY, s.r.o.",0.1113
Ju4W-q9O29Z,75.00,land,NULL,"okres Bytča",Predmier,"Vianema s.r.o.",0.1739
JuCAQgOYAnl,81.50,land,NULL,"okres Bytča",Predmier,"BeMi realitná kancelária",0.2756
Jup8u-k4Epi,35.17,land,NULL,"okres Bytča",Predmier,"bezmaklérov, s.r.o.",-0.4495
Ju_fVXnqYH3,38.17,land,NULL,"okres Čadca","Dlhá nad Kysucou","WFG reality, s.r.o.",-0.0478
JuMd2LfAtcs,42.00,land,NULL,"okres Čadca","Dlhá nad Kysucou","1. Reality Rent, s.r.o.",0.0478
Ju_1RuhBfmB,55.00,land,NULL,"okres Turčianske Teplice",Budiš,"Reality AK, spol. s r.o.",0.0000
JulxtEGlU-r,55.00,land,NULL,"okres Turčianske Teplice",Budiš,"Reality AK, spol. s r.o.",0.0000
JuRGpe_vleW,100.00,land,NULL,"okres Ružomberok",Bešeňová,"Apollo House",0.2658
Jujfy0BeWOa,58.00,land,NULL,"okres Ružomberok",Bešeňová,"Reality Alpia",-0.2658
Jur4zTPDBjU,105.00,land,NULL,"okres Žilina",Stráňavy,"TARGETreal s. r. o.",-0.0059
JuR03LYWket,106.25,land,NULL,"okres Žilina",Stráňavy,NULL,0.0059
JutZ9u4w49X,0.05,land,NULL,"okres Námestovo","Oravské Veselé","BeMi realitná kancelária",-0.9993
JuCYY9E7vm0,100.00,land,NULL,"okres Námestovo","Oravské Veselé",NULL,0.4996
Juv0pBqllQb,100.00,land,NULL,"okres Námestovo","Oravské Veselé","TL Agentura s.r.o",0.4996
Ju81LTbk2gV,381.82,land,NULL,"okres Bytča",Jablonové,"Real Estate Group4U",0.6293
Ju-AMIyF1en,163.64,land,NULL,"okres Bytča",Jablonové,"Nové bývanie",-0.3017
JuI63s8eiN7,157.58,land,NULL,"okres Bytča",Jablonové,"RS Mansory s.r.o.",-0.3276
