offer_id,offer_type,property_type,condition,location_district,location_city,location_area,agency,office_city
JucNvh6xi3X,sale,"4-room apartment","development project","okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
Jujveqa78vA,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","ŽILINAREAL, s.r.o.",Žilina
JuSTaf-asxr,sale,"3-room apartment",unrenovated,"okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,"HALO reality, s.r.o.",Prievidza
Ju65cZ1we6J,rent,"1-room apartment","new construction","okres Žilina",Žilina,"Staré mesto",NULL,NULL
Ju-XTfWbu4x,rent,"2-room apartment","new construction","okres Čadca",Čadca,Centrum,"SLNOVRAT, s.r.o.",Olešná
JujKiw_LZU1,sale,"3-room apartment",unrenovated,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","RK4 REALITY",Bratislava
JueIY5hIK7c,sale,"3-room apartment","new construction","okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuqmFIXrbkG,rent,"studio apartment","new construction","okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JubxOFYENrS,sale,"holiday apartment","new construction","okres Liptovský Mikuláš",Smrečany,Smrečany,"Pegas real s.r.o.",Bratislava
Julrxc4m4jW,sale,"2-room apartment","fully renovated","okres Žilina",Žilina,Solinky,"MGM reality",Žilina
JuNbGbpkzSB,rent,"4-room apartment","new construction","okres Žilina",Žilina,Vlčince,"Piata Avenue",Žilina
JuOHl43if-S,rent,"2-room apartment","fully renovated","okres Dolný Kubín","Dolný Kubín",Mokraď,"OREA, s.r.o.","Dolný Kubín"
Jugmk_Ze8Rz,sale,"3-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","OVERENÉ REALITY","Banská Bystrica"
Ju3RyhBnxqn,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","DLUGO reality",Poprad
Juv-PlaXTBH,rent,"3-room apartment","fully renovated","okres Martin",Martin,Záturčie,"Reality Alpia",Martin
Ju7JTdVZY88,sale,"4-room apartment","under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuiXqsf4YYv,rent,"4-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL,NULL
Juacbmz9XNp,sale,"2-room apartment","fully renovated","okres Ružomberok",Ružomberok,Roveň,"Reality Alpia",Martin
Juuc5eYfRcY,rent,"2-room apartment","fully renovated","okres Martin",Martin,Podháj,"RE/MAX Slovakia",Bratislava
JuWeCQ_05jp,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju7dMBplPsC,sale,"2-room apartment","under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuEJsd-IFWc,sale,"2-room apartment","under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuvU6HPzzl0,rent,"2-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","OVERENÉ REALITY","Banská Bystrica"
Jus-41FaUT-,sale,"2-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","Safe reality s. r. o.",Žilina
Jugd0CIH9AR,sale,"3-room apartment","new construction","okres Žilina",Žilina,Hliny,"MGM reality",Žilina
JuULfuWRHXy,sale,"2-room apartment",unrenovated,"okres Martin",Turany,Turany,"Reality D.P.A.",Martin
JuG0SlTwzlu,sale,"4-room apartment","new construction","okres Žilina",Žilina,Hliny,"MGM reality",Žilina
JuzhJPXxvIr,sale,"2-room apartment","new construction","okres Martin",Martin,Tomčany,"Reality AK, spol. s r.o.",Martin
Ju67d-dUTmu,rent,"3-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","JKV REAL",Prievidza
Ju3GPN81c0G6,sale,"5+ room apartment",unrenovated,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária DOM",Žilina
JupEyEEjkVM,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,Vlčince,"Jacek reality s. r. o.","Považská Bystrica"
Juo3yMu_z5E,sale,"5+ room apartment",unrenovated,"okres Martin",Martin,Stred,"RS Mansory s.r.o.",Bratislava
JutGSTAuW2R,rent,"2-room apartment","fully renovated","okres Martin",Martin,Stred,"Reality Alpia",Martin
JueaMJQ3i3k,sale,"3-room apartment","partially renovated","okres Tvrdošín",Tvrdošín,Medvedzie,"TUreality s.r.o.",Žilina
JuZCBswYwaN1,rent,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL,NULL
Ju4LJ_g_D6K,rent,"3-room apartment","fully renovated","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
JukApNg-M8K,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,"Malá Praha",NULL,NULL
Ju9y0Y4mbAj,sale,"3-room apartment","fully renovated","okres Martin",Vrútky,"Horné Vrútky","GRAVITAS a. s.",Bratislava
JuLuLPY-Qsq,sale,"2-room apartment","new construction","okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
JudMJ6hNCSy,rent,"2-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,NULL,NULL
JuMLTI5Qk7o,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","MK-CORP s.r.o.",Malacky
JuRdtZI3MuC,sale,"2-room apartment","new construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,G-REAL,"Liptovský Mikuláš"
Ju6MmU5y4t_,rent,"4-room apartment","new construction","okres Žilina",Žilina,Rosinky,"Realitné kancelárie SR",Bratislava
Juq_j6YQYsV,rent,"2-room apartment","fully renovated","okres Martin",Martin,Stred,"Reality ASTORIA, s.r.o.",Martin
JuoJ3kkyC7Y,rent,"2-room apartment","fully renovated","okres Martin",Martin,Stred,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuVvUzJnXTu,rent,"2-room apartment","new construction","okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
Ju5ImCNB76o,sale,"4-room apartment","partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"MGM reality",Žilina
JuNw9r8KaEc,rent,"studio apartment","fully renovated","okres Martin",Martin,Stred,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Juxpt8YRG2_,sale,"3-room apartment","partially renovated","okres Ružomberok",Ružomberok,Baničné,"Reality Alpia",Martin
Ju_V7mSpqiT,rent,"1-room apartment","fully renovated","okres Žilina",Žilina,Závodie,"TARGETreal s. r. o.",Žilina
Ju4y_fscQPu,sale,"3-room apartment","fully renovated","okres Martin",Vrútky,"Horné Vrútky","FINREA - ak vám záleží na výsledku","Dolný Kubín"
Juso4TLY6UW,sale,"2-room apartment","fully renovated","okres Martin",Martin,Košúty,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JukGyJ3rkzi,sale,"3-room apartment","partially renovated","okres Čadca",Čadca,Kyčerka,"Realitná kancelária",Bratislava
JueH_k99MSI,sale,"3-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuVD_m1Cal89,sale,"2-room apartment","partially renovated","okres Dolný Kubín",Istebné,Istebné,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Juh1ajbcNdb,sale,"3-room apartment",unrenovated,"okres Martin",Martin,Ľadoveň,"Realitná kancelária",Bratislava
JulVwlSvctK,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","Prvá Realitná Kancelária, s.r.o.",Bratislava
JuZMRwuUCim,rent,"3-room apartment","fully renovated","okres Kysucké Nové Mesto",Nesluša,Nesluša,"Reality IQ, s.r.o.",Žilina
JuSBcLlOavm,sale,"2-room apartment","new construction","okres Žilina",Žilina,Hájik,"RIEŠIME BÝVANIE",Bratislava
JufTJtipeK4,sale,"3-room apartment","fully renovated","okres Martin",Martin,Ľadoveň,"Felicita Real s. r. o.",Martin
JuauRurLCyp,sale,"2-room apartment","partially renovated","okres Žilina",Žilina,Hájik,"Realitné kancelárie SR",Bratislava
Ju3sbzAOfWW,sale,"4-room apartment","partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné","B10 Slovensko, a. s.",Žilina
JuyXVDLxEni,rent,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,NULL,NULL
Ju9DwSC6oJu,sale,"2-room apartment","fully renovated","okres Ružomberok",Ružomberok,Polík,"RK Dalmia s. r. o.","Dolný Kubín"
Ju1eGXbZzUb,sale,"3-room apartment",unrenovated,"okres Žilina",Žilina,Vlčince,"Wealth Group, s.r.o.","Nová Dedinka"
JuU7r63X4wA,sale,"3-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"AstonReal s.r.o.","Banská Bystrica"
JuwIRVaQL-Z,sale,"2-room apartment","new construction","okres Žilina",Fačkov,Fačkov,"Realitné kancelárie SR",Bratislava
JuZIrRq5Yby,sale,"4-room apartment",unrenovated,"okres Tvrdošín",Trstená,Trstená,"BeMi realitná kancelária",Nitra
Juzc7VOLXGcb,sale,"3-room apartment","fully renovated","okres Čadca",Raková,Raková,"RECLOUD Reality a.s.",Bratislava
Juh069sIM8t,sale,"4-room apartment","new construction","okres Žilina",Žilina,Závodie,"TUreality s.r.o.",Žilina
Juq7qf85SJ_x,rent,"2-room apartment",unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,"Realitné kancelárie SR",Bratislava
JuHNiSC8Wtj,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","J.M.H. s.r.o.","Liptovský Hrádok"
JuW48-9PwOZ,rent,"1-room apartment","new construction","okres Čadca","Krásno nad Kysucou",Stred,"JPE. Reality - Jozef Pajer",Čadca
JuMvD_EgmbK,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
Ju6MXg-E6En,sale,"1-room apartment","new construction","okres Martin",Martin,Podháj,"Buby reality, s.r.o.",Žilina
Ju9pwW3rFN2,rent,"1-room apartment","fully renovated","okres Čadca",Čadca,Centrum,"HOLESTIAK.sk reality s.r.o.",Čadca
Ju5kidrwmrO2,rent,"2-room apartment","new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"Safe reality s. r. o.",Žilina
JukVrVsK1ht,sale,"3-room apartment","new construction","okres Žilina",Žilina,Hájik,"Realitná kancelária RED, s.r.o.",Žilina
Jufdn1ln-Ke,sale,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",NULL,"bezmaklérov, s.r.o.",Žilina
JuzAfAnhSmB,sale,"4-room apartment","partially renovated","okres Martin",Martin,Priekopa,"NajBývanie, s.r.o.",Ružomberok
JuokG910TrR,rent,"1-room apartment","fully renovated","okres Martin",Martin,Stred,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuJqHGEd9oq,rent,"holiday apartment","fully renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice","AnoReal, s.r.o.",Stráňavy
Ju9itHE-Ye8,rent,"2-room apartment","fully renovated","okres Martin",Martin,Stred,"Reality Alpia",Martin
JuE1GXKIL78,rent,"1-room apartment","fully renovated","okres Žilina",Žilina,Vlčince,NULL,NULL
JuIlrGNiow6,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","Q REAL s.r.o.",Bratislava
JuIpF-cJ7Wj,sale,"2-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","BR ACADEMY, s. r. o.","Kysucké Nové Mesto"
Ju0lQAOkvtE,sale,"1-room apartment","new construction","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Ju7XXF2jsra,sale,"3-room apartment","new construction","okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
Juhxp3dqjhf,rent,"1-room apartment","fully renovated","okres Martin",Martin,Podháj,"Realitné kancelárie SR",Bratislava
JuqDc5JA0z2,sale,"4-room apartment","fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec,"OREA, s.r.o.","Dolný Kubín"
JufwsWkzi_8,rent,"1-room apartment","fully renovated","okres Martin",Martin,Stred,"Realitná kancelária",Bratislava
Ju3mlopyrCW,sale,"2-room apartment","new construction","okres Turčianske Teplice","Turčianske Teplice",Stred,"TARGETreal s. r. o.",Žilina
JuW-h1lHUAf,sale,"2-room apartment","under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuuIsQ7Faa3,sale,"3-room apartment","new construction","okres Žilina",Žilina,"Staré mesto",NULL,NULL
JucaEIsV4JC,sale,"3-room apartment","new construction","okres Žilina",Mojš,Mojš,"NajBývanie, s.r.o.",Ružomberok
Ju3Edwy5E9k,sale,"4-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
JuOF4HNBZNF,sale,"3-room apartment","partially renovated","okres Ružomberok",Ľubochňa,Ľubochňa,"TUreality s.r.o.",Žilina
Jubt5q54oGG,sale,"2-room apartment",unrenovated,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Realitné kancelárie SR",Bratislava
Juq2JDI17SL,rent,"1-room apartment","new construction","okres Žilina",Žilina,Vlčince,NULL,NULL
JufIcrH5ACA,rent,"2-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","Piata Avenue",Žilina
Ju9Ws1QPS3n,rent,"4-room apartment","fully renovated","okres Žilina",Žilina,Vlčince,"MGM reality",Žilina
Ju-rzMotwKF,sale,"1-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","ARCHEUS Partners a.s.",Bratislava
JuxMPXZzAel,sale,"2-room apartment","partially renovated","okres Čadca",Čadca,Žarec,"BeMi realitná kancelária",Nitra
JuEHAn3LwGR,sale,"2-room apartment","fully renovated","okres Dolný Kubín","Dolný Kubín",Stred,NULL,NULL
JuazplczVyT,rent,"1-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","KA Real","Banská Bystrica"
Ju_TGzIFNk3,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL,NULL
JuuM-q0SgiK,rent,"4-room apartment",unrenovated,"okres Žilina",Žilina,Vlčince,"Direct Real, spol. s r.o.",Bratislava
Ju-lRWjvao3,sale,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JunWCB0DrwG,sale,"3-room apartment",unrenovated,"okres Čadca",Čadca,"Sídlisko 3","1. Reality Rent, s.r.o.",Žilina
JuxyNbJ2-r9,sale,"holiday apartment","partially renovated","okres Ružomberok",Ružomberok,Hrabovo,"Reality Alpia",Martin
JuUW30jCiXY,sale,"3-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"sunnyreal s.r.o.",Senec
JuKqTd0J1IQ,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juz-nuV7qfY,sale,"4-room apartment","new construction","okres Žilina",Žilina,Vlčince,"DreamReality s.r.o.",Žilina
Juvr_afUfgc,sale,"4-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuSB5VX7uLX,sale,"3-room apartment","new construction","okres Dolný Kubín","Dolný Kubín",NULL,"TUreality s.r.o.",Žilina
JuA0NKQExXq,sale,"3-room apartment",unrenovated,"okres Žilina",Žilina,Hliny,"Pro Real, s. r. o. realitná kancelária",Žilina
Ju_JHpt6_hD,sale,"studio apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",G-REAL,"Liptovský Mikuláš"
Juo05IpENrn,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"Svoboda&Williams Slovakia s.r.o.",Bratislava
JuZG0VM_IM4,sale,"3-room apartment","partially renovated","okres Bytča",Štiavnik,Štiavnik,"R2 SK, s.r.o.",Žilina
JuUOO-LXy23,rent,"3-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",jabyvam.sk,"Liptovský Mikuláš"
JucyrM14fby,rent,"4-room apartment","fully renovated","okres Žilina",Žilina,Vlčince,"Realitné kancelárie SR",Bratislava
JuYEF2k-qam,sale,"3-room apartment",unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuLJzHZSfxX,sale,"2-room apartment",unrenovated,"okres Martin",Martin,Sever,"RIEŠIME BÝVANIE",Bratislava
JuxE6cxjVt5,rent,"3-room apartment","fully renovated","okres Martin",Martin,Priekopa,"Reality Center, s.r.o.",Martin
JuSt-eGDLO6,sale,"studio apartment","partially renovated","okres Ružomberok",Ružomberok,"Staré mesto",NULL,NULL
JuaEFYi_BYt,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Realitné kancelárie SR",Bratislava
Ju8vp_eBF_v,sale,"3-room apartment","under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuRTwACBCKF,sale,"3-room apartment","new construction","okres Námestovo",Zubrohlava,Zubrohlava,"Nové bývanie",Nitra
JubsYNuv_gH,sale,"2-room apartment","development project","okres Dolný Kubín","Dolný Kubín",Stred,NULL,NULL
Jubm9fi-mY2v,sale,"2-room apartment","new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
JudLF_FsgcX,sale,"4-room apartment","partially renovated","okres Žilina",Žilina,Vlčince,"Reality Alpia",Martin
JuS9mzdfL46,rent,"2-room apartment","new construction","okres Žilina",Žilina,Vlčince,NULL,NULL
Juopd9f8gHL,rent,"2-room apartment","fully renovated","okres Martin",Martin,Priekopa,"Realitné kancelárie SR",Bratislava
Ju2UJpNwB9y,sale,"2-room apartment","fully renovated","okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
JuUmF3RUVmb,sale,"studio apartment",unrenovated,"okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
JudlhMNjWfy,sale,"3-room apartment","new construction","okres Martin",Martin,Záturčie,"Realitné kancelárie SR",Bratislava
JuKXKn_6Mq6,sale,"2-room apartment",unrenovated,"okres Žilina",Žilina,Solinky,"Realitná kancelária RED, s.r.o.",Žilina
JuKVuQz4tJM,rent,"2-room apartment","fully renovated","okres Dolný Kubín","Dolný Kubín",Mokraď,"OREA, s.r.o.","Dolný Kubín"
JuFvtb1f76m,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,Vlčince,NULL,NULL
JufchRWgj96,sale,"1-room apartment","new construction","okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuXqaBy1YwX,sale,"2-room apartment","partially renovated","okres Žilina",Žilina,"Staré mesto","Realitné kancelárie SR",Bratislava
JuMU6JiyoDi,sale,"3-room apartment","fully renovated","okres Žilina",Višňové,Višňové,"TUreality s.r.o.",Žilina
JuFIplbJnri,sale,"4-room apartment","new construction","okres Čadca",Čadca,Centrum,"MGM reality",Žilina
JuXU3OM1vfY,rent,"3-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto",NULL,NULL
Ju7W5q5NyuP,rent,"holiday apartment","new construction","okres Tvrdošín",NULL,NULL,"Fine Living",Nitra
Ju1cXQ08ziY,sale,"2-room apartment","new construction","okres Dolný Kubín","Dolný Kubín",Brezovec,"RK Dalmia s. r. o.","Dolný Kubín"
Ju4Mn0S0K8V,sale,"1-room apartment","new construction","okres Martin",Martin,Tomčany,"Reality AK, spol. s r.o.",Martin
JuyiYLCVsIz,sale,"2-room apartment","partially renovated","okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JupinWd8ZQVD,sale,"2-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","TARGETreal s. r. o.",Žilina
Ju-7v4T1AY6H,rent,"2-room apartment","partially renovated","okres Martin",Martin,Priekopa,"Reality Alpia",Martin
Juqwj6nqGVe,rent,"3-room apartment","new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,Reality+,Žilina
JueZM646cTy,sale,"holiday apartment","new construction","okres Ružomberok",Bešeňová,Bešeňová,"OREA, s.r.o.","Dolný Kubín"
JufIYFnXqFe,rent,"3-room apartment","fully renovated","okres Martin",Martin,Stred,"RE/MAX Slovakia",Bratislava
JuhmvsftjdY,sale,"3-room apartment","new construction","okres Martin",Martin,Jahodníky,"Buby reality, s.r.o.",Žilina
JuUk6PkKhU1,rent,"2-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","JKV REAL",Prievidza
JumYoLK7UqZ,rent,"1-room apartment","fully renovated","okres Martin",Martin,Stred,NULL,NULL
Jub_GkQafv9,sale,"2-room apartment","fully renovated","okres Martin",Martin,Podháj,"B10 Slovensko, a. s.",Žilina
JuCMuZyrXT9,sale,"3-room apartment","fully renovated","okres Čadca",Čadca,Žarec,"1. Reality Rent, s.r.o.",Žilina
JuGtWZEOQoM,sale,"2-room apartment","fully renovated","okres Žilina",Žilina,"Staré mesto","TUreality s.r.o.",Žilina
JuJZH5W0xc8,rent,"2-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JursQitkieS,sale,"studio apartment","fully renovated","okres Žilina",Žilina,Bánová,"PRIMA reality s.r.o.",Žilina
JuhY6PtUUUQ,sale,"4-room apartment","under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuwolRsTXje,sale,"3-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"OVERENÉ REALITY","Banská Bystrica"
JulmjMPVf2y,sale,"4-room apartment","fully renovated","okres Martin",Martin,Stred,"Constario REALTY s.r.o.",Žilina
JuXYI9YrjoJ,sale,"3-room apartment","new construction","okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
Juluyhlg8Mb,rent,"studio apartment","partially renovated","okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
JumN63g2ReF,sale,"3-room apartment","fully renovated","okres Žilina",Varín,Varín,Maxareality,Prievidza
JuF-0hmTSgb,sale,"holiday apartment","new construction","okres Ružomberok",Bešeňová,Bešeňová,"MK-CORP s.r.o.",Malacky
JuiYcneQxM0,sale,"3-room apartment",unrenovated,"okres Čadca",Čadca,Kyčerka,"Realitná kancelária",Bratislava
JuJrPj7p6LA,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota",NULL,NULL
Ju-S5IE7Y0K,sale,"holiday apartment","under construction","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba",NULL,NULL
JutAxM54sI9,sale,"2-room apartment","partially renovated","okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
JuBT9IU3F1g,sale,"3-room apartment","new construction","okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
Ju-j_zRPy7a,sale,"2-room apartment","new construction","okres Martin",Martin,Záturčie,"Real Reality Development s.r.o.",Martin
Jub-qUAwi4z,sale,"3-room apartment","fully renovated","okres Martin",Martin,Košúty,NULL,NULL
JuluCbW3ZHE,sale,"3-room apartment","new construction","okres Žilina",Žilina,Vlčince,"HMS Services, a. s.",Žilina
JunIK4vBJDk,sale,"4-room apartment","new construction","okres Martin",Martin,Tomčany,"Buby reality, s.r.o.",Žilina
JuNrqMazgdo,sale,"3-room apartment","fully renovated","okres Martin",Martin,Priekopa,"ALT REAL, s.r.o.",Martin
Ju9yeRQLBJd,sale,"2-room apartment","new construction","okres Dolný Kubín","Dolný Kubín","Kubínska hoľa","OREA, s.r.o.","Dolný Kubín"
JuE57rFMsYf,rent,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL,NULL
Ju6xkslUZo-,rent,"2-room apartment","development project","okres Žilina",Žilina,Bôrik,"Renovo Reality",Žilina
JujUQv7hvyj,sale,"3-room apartment","fully renovated","okres Žilina","Dlhé Pole","Dlhé Pole","DRR INVEST, s. r. o.","Horný Hričov"
Ju_noeKeCn0,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"Reality Alpia",Martin
JuFKoH6piMc,sale,"3-room apartment",unrenovated,"okres Ružomberok",Ružomberok,Klačno,"Reality Alpia",Martin
JuwbdEJILXn,rent,"2-room apartment","partially renovated","okres Žilina",Žilina,Hájik,NULL,NULL
JuoCz53ml38,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuvOvL67CnW,rent,"4-room apartment","fully renovated","okres Dolný Kubín","Dolný Kubín",Stred,"VAŠA REALITKA s.r.o.",Ružomberok
Ju6NLOs0FvZ,sale,"3-room apartment",unrenovated,"okres Martin",Martin,Jahodníky,"Reality Center, s.r.o.",Martin
Jum6U0_5m9N,rent,"2-room apartment","fully renovated","okres Žilina",Žilina,Vlčince,NULL,NULL
Ju79Oyn1X3B,sale,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",Limaxreal,"Liptovský Mikuláš"
JuQVA2vA49W,sale,"1-room apartment",unrenovated,"okres Martin",Vrútky,"Horné Vrútky","Like Reality s.r.o.","Považská Bystrica"
JuoiWz-kUDq,rent,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"OVERENÉ REALITY","Banská Bystrica"
JueA04xvA0H,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
JuD4zRss3yP,sale,"3-room apartment","fully renovated","okres Žilina",Žilina,Solinky,NULL,NULL
JuCYzVbHujF,sale,"3-room apartment","fully renovated","okres Martin",Príbovce,Príbovce,"Like Reality s.r.o.","Považská Bystrica"
JuGDxnx-MGv,sale,"3-room apartment","partially renovated","okres Turčianske Teplice","Turčianske Teplice",Stred,NULL,NULL
JuuYTb7aXin,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Hrádok",NULL,"bezmaklérov, s.r.o.",Žilina
JuZdV5jCSUO,sale,"3-room apartment","partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"TUreality s.r.o.",Žilina
JuKVTIO-aDH,sale,"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TUreality s.r.o.",Žilina
JuNgEGp-EQa,sale,"holiday apartment","fully renovated","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","Reality Alpia",Martin
JuxN0XX5d2L,rent,"3-room apartment","fully renovated","okres Bytča",Bytča,"Veľká Bytča","Fortio Popper s.r.o.",Bytča
Judr92_ylzz,sale,"2-room apartment","partially renovated","okres Tvrdošín",Tvrdošín,Medvedzie,"TUreality s.r.o.",Žilina
