offer_id,offer_type,property_type,condition,location_district,location_city,location_area,agency,office_city
JuUUj1AEgQf,sale,land,NULL,"okres Dolný Kubín",Malatiná,Malatiná,"RK Dalmia s. r. o.","Dolný Kubín"
JuAewW0gIjM,sale,land,"new construction","okres Žilina",Ovčiarsko,Ovčiarsko,"RS Mansory s.r.o.",Bratislava
JutgQ5gFNVe,sale,land,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,"1. Reality Rent, s.r.o.",Žilina
Ju2DkJ0tL0r,sale,land,NULL,"okres Liptovský Mikuláš",Kvačany,Kvačany,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JusNOhzmA1cV,sale,land,NULL,"okres Žilina","Dlhé Pole","Dlhé Pole","BeMi realitná kancelária",Nitra
Julm5UqUwbF,sale,land,unrenovated,"okres Martin",Vrícko,Vrícko,"RADO Reality",Trenčín
JuoWIuSbW9f,sale,land,NULL,"okres Martin",Turany,Turany,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju3DHGm3SX3,sale,land,NULL,"okres Žilina",Žilina,"Žilinská Lehota","Real Estate Group4U","Považská Bystrica"
JujU-NvkZd5,sale,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuuLvwvMnqi,sale,land,NULL,"okres Dolný Kubín",Veličná,Veličná,"RK Dalmia s. r. o.","Dolný Kubín"
Ju7-tv2yvGe,sale,land,NULL,"okres Bytča",Štiavnik,Štiavnik,"Romantické Chalupy, s.r.o.",Bratislava
Ju2XjdxAKiA,sale,land,NULL,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou","RE/MAX Slovakia",Bratislava
JuMA67ZT6Dj,sale,land,NULL,"okres Žilina",Svederník,Svederník,"Realitné kancelárie SR",Bratislava
Ju5G02PfLPf,sale,land,NULL,"okres Martin","Turčiansky Jaseno","Turčiansky Jaseno","ALT REAL, s.r.o.",Martin
Jurrvwf7__Y,sale,land,unrenovated,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","Reality AK, spol. s r.o.",Martin
JuxqyTwKPA7,sale,land,unrenovated,"okres Čadca",Oščadnica,Oščadnica,"MGM reality",Žilina
Ju3pFJiSu2s,sale,land,NULL,"okres Dolný Kubín",Zázrivá,Zázrivá,"RK Dalmia s. r. o.","Dolný Kubín"
JupsaGq4wbB,sale,land,NULL,"okres Martin",Turany,Turany,"MartinTham s. r. o.",Bratislava
JusMGCS4uqf,sale,land,NULL,"okres Žilina",Stránske,Stránske,"Ing. Gerlinda Bérešová - Esti",Žilina
JuCWsWXxn1N,sale,land,NULL,"okres Liptovský Mikuláš",Jamník,Jamník,"Delta Property s.r.o.",Poprad
Jus70LjxyN8,sale,land,NULL,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JuWllUMOah9,sale,land,NULL,"okres Žilina",Žilina,Budatín,"DRR INVEST, s. r. o.","Horný Hričov"
JuZjAAYPCXKg,sale,land,NULL,"okres Dolný Kubín","Horná Lehota","Horná Lehota","OREA, s.r.o.","Dolný Kubín"
JulXTVjCmG0,sale,land,unrenovated,"okres Turčianske Teplice",Jazernica,Jazernica,"Reality AK, spol. s r.o.",Martin
JuRVHpRHSGQ,sale,land,NULL,"okres Martin","Dolný Kalník","Dolný Kalník","Like Reality s.r.o.","Považská Bystrica"
JumCABBKmrv,sale,land,NULL,"okres Žilina",Žilina,Hájik,"Buby reality, s.r.o.",Žilina
JuyrQlq623r,sale,land,NULL,"okres Žilina",Rosina,Rosina,"Realitné kancelárie SR",Bratislava
JuHPJ-p52W2,sale,land,NULL,"okres Ružomberok","Liptovský Michal","Liptovský Michal","OVERENÉ REALITY","Banská Bystrica"
Ju7mSPUl1TY3,sale,land,NULL,"okres Námestovo","Oravská Jasenica","Oravská Jasenica","RE/MAX Slovakia",Bratislava
Juarq9_UTUn,sale,land,"partially renovated","okres Námestovo",Ťapešovo,Ťapešovo,"TUreality s.r.o.",Žilina
Jud1n40d-dn,sale,land,NULL,"okres Žilina",Krasňany,Krasňany,"B10 Slovensko, a. s.",Žilina
Ju2_HPkQ8s2,sale,land,NULL,"okres Dolný Kubín",Párnica,Párnica,"RE/MAX Slovakia",Bratislava
JuXDdV7DuGH,sale,land,NULL,"okres Dolný Kubín",Veličná,Veličná,"bezmaklérov, s.r.o.",Žilina
JuXGG7E_fDg,sale,land,unrenovated,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","AstonReal s.r.o.","Banská Bystrica"
Ju9QSsEf9gw,sale,land,unrenovated,"okres Dolný Kubín",Párnica,Párnica,"GRAVITAS a. s.",Bratislava
JuWNTIbPUJS,sale,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Reality Alpia",Martin
Jue_9ALQet2b,sale,land,NULL,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","B10 Slovensko, a. s.",Žilina
Jut36Rci3LJ,sale,land,unrenovated,"okres Žilina",Žilina,Strážov,"MGM reality",Žilina
JumDim2HAtJ,sale,land,NULL,"okres Žilina",Žilina,Budatín,"X-REAL, s. r. o.",Žilina
JuhJeiPLlID,sale,land,NULL,"okres Žilina",Žilina,Trnové,"WFG reality, s.r.o.",Žilina
JuWSeZfgL-Y,sale,land,NULL,"okres Liptovský Mikuláš",Vavrišovo,Vavrišovo,"SCHNEIDER Real",Bratislava
Jub-7EwQ_Rho,sale,land,unrenovated,"okres Ružomberok",Ružomberok,Černová,"AstonReal s.r.o.","Banská Bystrica"
Ju5nXGRiNlM,sale,land,NULL,"okres Martin",Ratkovo,Ratkovo,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju_bN-ewyhS,sale,land,NULL,"okres Žilina",Kunerad,Kunerad,"AnReal s. r. o.",Mojš
JujRK5xYV79,sale,land,NULL,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín","RK Dalmia s. r. o.","Dolný Kubín"
JueuBN1Nu8x,sale,land,unrenovated,"okres Ružomberok","Liptovská Osada","Liptovská Osada","XEMAR realitná spoločnosť s.r.o.","Banská Bystrica"
JudQL3RTdOS,sale,land,NULL,"okres Žilina",Turie,Turie,"Realitné kancelárie SR",Bratislava
JuhckkiisBJp,sale,land,NULL,"okres Čadca",Čierne,Čierne,"BeMi realitná kancelária",Nitra
Ju9e7LtrfAt,sale,land,NULL,"okres Žilina",Lysica,Lysica,"DOBRÉ REALITY s.r.o.",Prievidza
Ju0yTvWbSXD,sale,land,NULL,"okres Žilina",Žilina,Bytčica,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuhEf6udQZD,sale,land,NULL,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín","RES GROUP, s.r.o.",Žilina
JuaHyO1MbDH,sale,land,NULL,"okres Čadca",Svrčinovec,Svrčinovec,"BeMi realitná kancelária",Nitra
Ju6g_Z5mX7e,sale,land,NULL,"okres Martin",Martin,Stráne,"RE/MAX Slovakia",Bratislava
JuLljn1aubH,sale,land,"new construction","okres Martin",Slovany,Slovany,"Buby reality, s.r.o.",Žilina
JuU1wLvylPv,sale,land,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"Realitné kancelárie SR",Bratislava
JunDvn09Q9U,sale,land,NULL,"okres Čadca",Čierne,Čierne,"AnReal s. r. o.",Mojš
JuDeXKjjRHY,sale,land,NULL,"okres Bytča",Bytča,"Bytča - sever","Realitné kancelárie SR",Bratislava
JuDIbuwkSMQ,sale,land,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"Hulka REAL Plus s.r.o.",Bratislava
JuuPfKXcC_S,sale,land,NULL,"okres Čadca",Čadca,Horelica,"SLNOVRAT, s.r.o.",Olešná
JulD1JVCqAd,sale,land,unrenovated,"okres Martin",Sučany,Sučany,"RECLOUD Reality a.s.",Bratislava
JuQ2QYedCFa,sale,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko,"Reality Now",Bratislava
JuMiM4qhAck,sale,land,NULL,"okres Žilina",Turie,Turie,"RES GROUP, s.r.o.",Žilina
JuJrQI4ug9X,sale,land,NULL,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec","RK Dalmia s. r. o.","Dolný Kubín"
JuriEZGWaqe,sale,land,NULL,"okres Dolný Kubín",Malatiná,Malatiná,"OVERENÉ REALITY","Banská Bystrica"
JudrqxfcGTR,sale,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy,"Nové bývanie",Nitra
JuJ6HTdPmEs,sale,land,"partially renovated","okres Liptovský Mikuláš",Ižipovce,Ižipovce,"TUreality s.r.o.",Žilina
Ju_QlVk-YXH,sale,land,"new construction","okres Žilina",Mojš,Mojš,"RS Mansory s.r.o.",Bratislava
JuVff9I-9I0,sale,land,NULL,"okres Martin",Valča,Valča,"Reality D.P.A.",Martin
JuLjH4Ztr0P,sale,land,NULL,"okres Tvrdošín",Liesek,Liesek,"BeMi realitná kancelária",Nitra
JuBnZj34L44,sale,land,NULL,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","DRR INVEST, s. r. o.","Horný Hričov"
JuYMxTrMThn,sale,land,NULL,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
Juo26F3NF2G,sale,land,NULL,"okres Ružomberok",Likavka,Likavka,"Reality Alpia",Martin
Juc0JQaKZWu,sale,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy,"BeMi realitná kancelária",Nitra
JuH2DC2P8Ud,sale,land,NULL,"okres Dolný Kubín",Párnica,Párnica,"OREA, s.r.o.","Dolný Kubín"
JuVQ4EF1fqG,sale,land,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová",NULL,NULL
Ju3Lr4SqXpm,sale,land,unrenovated,"okres Martin",Martin,Stráne,"Reality AK, spol. s r.o.",Martin
JumOEZa9NyW,sale,land,unrenovated,"okres Liptovský Mikuláš",Prosiek,Prosiek,"Direct Real, spol. s r.o.",Bratislava
JuoKzORdNaI,sale,land,NULL,"okres Liptovský Mikuláš",Jamník,Jamník,NULL,NULL
JuaXdatuUjs,sale,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov",NULL,NULL
JudOJ7xWOxA,sale,land,NULL,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Reality Alpia",Martin
Ju2UzK1gp3R,sale,land,unrenovated,"okres Čadca",Oščadnica,Oščadnica,"1. Reality Rent, s.r.o.",Žilina
JunD1SrFXPT,sale,land,NULL,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JuJTvvQyvPv,sale,land,NULL,"okres Čadca",Makov,Makov,"TRI LIPY, s. r. o.",Čadca
JuUi2C1CE8-,sale,land,NULL,"okres Čadca",Turzovka,Predmier,"SLNOVRAT, s.r.o.",Olešná
Jua5wAoApR5,sale,land,NULL,"okres Kysucké Nové Mesto",Rudina,Rudina,"DreamReality s.r.o.",Žilina
Ju1rBpBDljg,sale,land,NULL,"okres Martin",Žabokreky,Žabokreky,"MAX PROFI REALITY",Martin
JuTZg0TY8JC,sale,land,NULL,"okres Martin",Belá-Dulice,Belá-Dulice,"OVERENÉ REALITY","Banská Bystrica"
JuzydWNY1w-,sale,land,unrenovated,"okres Čadca",Olešná,Olešná,"1. Reality Rent, s.r.o.",Žilina
Jup4_5dTntt,sale,land,unrenovated,"okres Martin",Daňová,Daňová,"Reality AK, spol. s r.o.",Martin
JucXhJ-7RIW,sale,land,NULL,"okres Liptovský Mikuláš",Bobrovník,Bobrovník,"RE/MAX Slovakia",Bratislava
JuPITfSI3H0,sale,land,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
JuKVQligYhM,sale,land,"new construction","okres Žilina",Bitarová,Bitarová,"RS Mansory s.r.o.",Bratislava
Ju_nFFJjAlC,sale,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko,"R2 SK, s.r.o.",Žilina
Juz77F3qzjt,sale,land,NULL,"okres Kysucké Nové Mesto",Rudina,Rudina,"DreamReality s.r.o.",Žilina
JuGN-E0XFUo,sale,land,NULL,"okres Martin",Martin,Priekopa,"RE/MAX Slovakia",Bratislava
JuNKPbY78gy,sale,land,NULL,"okres Žilina",Terchová,Terchová,"AnoReal, s.r.o.",Stráňavy
Ju8tqbpzEho,sale,land,"partially renovated","okres Bytča",Štiavnik,Štiavnik,"TUreality s.r.o.",Žilina
JuWy3Av11B2,sale,land,NULL,"okres Liptovský Mikuláš",Vlachy,Vlachy,"BeMi realitná kancelária",Nitra
JuWpZopSoYC,sale,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko,"TARGETreal s. r. o.",Žilina
JuI9ai4mRCA,sale,land,NULL,"okres Martin",Martin,Tomčany,"MAX PROFI REALITY",Martin
JuG7n8qbXvU,sale,land,NULL,"okres Žilina",Žilina,Trnové,"WFG reality, s.r.o.",Žilina
JulK1E26g9e,sale,land,NULL,"okres Čadca",Klokočov,Klokočov,"HOLESTIAK.sk reality s.r.o.",Čadca
JunWOzEcRHK,sale,land,unrenovated,"okres Čadca",Makov,Makov,"1. Reality Rent, s.r.o.",Žilina
Ju9bTv_8--p,sale,land,NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná","ZAJO Reality, s.r.o.",Trenčín
JuEl39vdmi7,sale,land,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","Gro & Partners",Žilina
Ju9T9motLi6,sale,land,NULL,"okres Žilina",Divina,Divina,"Mamud Reality s. r. o.",Žilina
Ju9IFe2gRus,sale,land,NULL,"okres Turčianske Teplice",Sklené,Sklené,"BeMi realitná kancelária",Nitra
JulC2goTuDK,sale,land,NULL,"okres Žilina",Žilina,Vlčince,"WFG reality, s.r.o.",Žilina
JufmowlUURT,sale,land,NULL,"okres Čadca",Skalité,Skalité,"HOLESTIAK.sk reality s.r.o.",Čadca
JujO5TgvXtG,sale,land,NULL,"okres Dolný Kubín",Párnica,Párnica,NULL,NULL
Juidgw39ied,sale,land,"partially renovated","okres Liptovský Mikuláš",Podtureň,Podtureň,"TUreality s.r.o.",Žilina
JueE0RaoId9,sale,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","NFA Group, s.r.o.","Žiar nad Hronom"
JuOd8JFAh_B,sale,land,NULL,"okres Žilina",Žilina,Trnové,"Piata Avenue",Žilina
Ju8z5R1jfB3,sale,land,"partially renovated","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž","TUreality s.r.o.",Žilina
Juu2KYnLJH8,sale,land,NULL,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Jug6QXb2mr0,sale,land,NULL,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","bezmaklérov, s.r.o.",Žilina
JuUooEhgJl4,sale,land,NULL,"okres Čadca",Raková,Raková,"TRI LIPY, s. r. o.",Čadca
Ju4d7oCmzgt,sale,land,NULL,"okres Čadca",Raková,Raková,"SLNOVRAT, s.r.o.",Olešná
JuHSEHdVoIU,sale,land,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,"Reality MT s.r.o.",Martin
JurXAjyEx4Y,sale,land,NULL,"okres Martin",Necpaly,Necpaly,"Reality Center, s.r.o.",Martin
Jubn_BmVZq4,sale,land,"partially renovated","okres Ružomberok","Liptovské Sliače","Liptovské Sliače","TUreality s.r.o.",Žilina
JuAYbMU687z,sale,land,NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","bezmaklérov, s.r.o.",Žilina
Ju5AeA4FaTa,sale,land,NULL,"okres Žilina",Bitarová,Bitarová,"Mamud Reality s. r. o.",Žilina
Ju6BOs5U974,sale,land,NULL,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","WFG reality, s.r.o.",Žilina
JuLOTbilQnB,sale,land,NULL,"okres Martin",Rakovo,Rakovo,"B10 Slovensko, a. s.",Žilina
JuQixUnoW4u,sale,land,NULL,"okres Žilina",Višňové,Višňové,"Realitné kancelárie SR",Bratislava
JuIlHogl4wQ,sale,land,NULL,"okres Čadca",Turzovka,Predmier,"SLNOVRAT, s.r.o.",Olešná
Ju2i2SZUYUh,sale,land,NULL,"okres Martin",Trebostovo,Trebostovo,"Reality D.P.A.",Martin
JuuE0IH089Q,sale,land,NULL,"okres Martin",Ratkovo,Ratkovo,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuP4Qge949G,sale,land,NULL,"okres Čadca",Makov,Makov,"AP REAL, s.r.o.",Bratislava
JuCxQUnpNN5,sale,land,NULL,"okres Turčianske Teplice","Turčianske Teplice",Diviaky,NULL,NULL
JuOoDP05xJ-,sale,land,NULL,"okres Liptovský Mikuláš","Liptovské Matiašovce","Liptovské Matiašovce","RE/MAX Slovakia",Bratislava
JujWzeAd4Mq,sale,land,NULL,"okres Martin",Karlová,Karlová,"Piata Avenue",Žilina
JuhYAT13Gs1,sale,land,NULL,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuHoLMOAPyD,sale,land,NULL,"okres Žilina",Višňové,Višňové,NULL,NULL
JuvDIHl7nu4,sale,land,NULL,"okres Čadca",Dunajov,Dunajov,"RES GROUP, s.r.o.",Žilina
JuW5XYXfIA2,sale,land,NULL,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JufKEzTwdq8,sale,land,NULL,"okres Čadca",Čadca,Milošová,"TRI LIPY, s. r. o.",Čadca
JuZ7zgc43wy,sale,land,NULL,"okres Martin",Martin,Podháj,"Reality Center, s.r.o.",Martin
JuG8w7lDdu46,sale,land,NULL,"okres Martin",Turany,Turany,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JunGp6hRXR2,sale,land,unrenovated,"okres Žilina",Divina,Divina,"Reality IQ, s.r.o.",Žilina
JumKl3xs_Yl,sale,land,NULL,"okres Martin",Vrútky,"Karvaša a Bláhovca","Reality Center, s.r.o.",Martin
JuHRetqPaNB,sale,land,NULL,"okres Dolný Kubín",Jasenová,Jasenová,"OREA, s.r.o.","Dolný Kubín"
Judf0zzhq5f,sale,land,NULL,"okres Bytča",Bytča,"Veľká Bytča","Realitné kancelárie SR",Bratislava
JuFovldbtlH,sale,land,NULL,"okres Žilina",Nededza,Nededza,"bezmaklérov, s.r.o.",Žilina
JueyWGcCtCo,sale,land,NULL,"okres Martin",Necpaly,Necpaly,"R2 SK, s.r.o.",Žilina
Ju16HqVho2l,sale,land,NULL,"okres Dolný Kubín","Dolný Kubín",Mokraď,"RK Dalmia s. r. o.","Dolný Kubín"
Juxlwl0cqfI,sale,land,NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň,"BEŇO REALITY","Liptovský Mikuláš"
JuvwILxsaLE,sale,land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov","Realitné kancelárie SR",Bratislava
JuoEkan0OM3,sale,land,NULL,"okres Dolný Kubín",Veličná,Veličná,"OREA, s.r.o.","Dolný Kubín"
JuEX_l_3Eqg,sale,land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","BEŇO REALITY","Liptovský Mikuláš"
JuCmj-PgWTq,sale,land,NULL,"okres Čadca",Dunajov,Dunajov,"WFG reality, s.r.o.",Žilina
JuASY12odtk,sale,land,unrenovated,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna","Reality AK, spol. s r.o.",Martin
Ju-_lgQgjvC,sale,land,unrenovated,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,"Direct Real, spol. s r.o.",Bratislava
JueMz2TcIL-I,sale,land,NULL,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
JuIw5kl0QB9,sale,land,unrenovated,"okres Ružomberok",Ružomberok,Podsuchá,"REALITY SPOLU",Bratislava
Ju0UqyDriGS,sale,land,unrenovated,"okres Žilina",Lietava,Lietava,NULL,NULL
Jul7ugPXcvQ,sale,land,NULL,"okres Martin",Martin,Záturčie,"ALT REAL, s.r.o.",Martin
Ju4lACVtBvB,sale,land,NULL,"okres Čadca",Oščadnica,Oščadnica,"TRI LIPY, s. r. o.",Čadca
JufBIzJWZ0T,sale,land,NULL,"okres Čadca",Korňa,Korňa,"RIEŠIME BÝVANIE",Bratislava
JuJ0YMlVen2,sale,land,NULL,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou","OREA, s.r.o.","Dolný Kubín"
JuxIvOImC9j,sale,land,NULL,"okres Bytča",Bytča,Pšurnovice,"TOCA, s.r.o. Realitná činnosť",Bytča
JufCqQz59Ij,sale,land,NULL,"okres Žilina",Kunerad,Kunerad,"ŽILINAREAL, s.r.o.",Žilina
JuJGNURQ8kY,sale,land,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"Realitné kancelárie SR",Bratislava
JuS3utLekJS,sale,land,NULL,"okres Martin",Karlová,Karlová,"ATP stavby s.r.o.","Teplička nad Váhom"
JushtsOsA5D,sale,land,NULL,"okres Martin","Košťany nad Turcom","Košťany nad Turcom","Reality MT s.r.o.",Martin
JuPmsU7zgrG,sale,land,unrenovated,"okres Ružomberok",Ludrová,Ludrová,"AstonReal s.r.o.","Banská Bystrica"
JumG3BQ732C,sale,land,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko,"RIEŠIME BÝVANIE",Bratislava
JuY5ba5W_4i,sale,land,NULL,"okres Martin",Blatnica,Blatnica,"JMB REALITY s.r.o.",Ľubietová
JuzolLKcQyU,sale,land,NULL,"okres Námestovo",Krušetnica,Krušetnica,donidDevelop,"Dolný Kubín"
JuLfvRq95qS,sale,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna","M&G, s.r.o.",Bratislava
JuBfaxcwUwF,sale,land,NULL,"okres Martin",Karlová,Karlová,"MAX PROFI REALITY",Martin
JuVv2XDLd9H,sale,land,"partially renovated","okres Žilina",Varín,Varín,"TUreality s.r.o.",Žilina
Ju3oEfAZYzP,sale,land,NULL,"okres Liptovský Mikuláš",Východná,Východná,NULL,NULL
JuMAMHXJq7S,sale,land,NULL,"okres Liptovský Mikuláš",Beňadiková,Beňadiková,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuNaGXxLOzZ,sale,land,NULL,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"WFG reality, s.r.o.",Žilina
JuCjQgzupuY,sale,land,NULL,"okres Bytča",Bytča,"Veľká Bytča",NULL,NULL
JuhCsanvxln,sale,land,NULL,"okres Čadca",Svrčinovec,Svrčinovec,"SLNOVRAT, s.r.o.",Olešná
JuqxH07lW-i,sale,land,"new construction","okres Žilina",Ovčiarsko,Ovčiarsko,"RS Mansory s.r.o.",Bratislava
JuH12tFyQw2,sale,land,NULL,"okres Žilina",Višňové,Višňové,"AnoReal, s.r.o.",Stráňavy
JuEjJSCiW8Ze,sale,land,NULL,"okres Čadca",Skalité,Skalité,"JPE. Reality - Jozef Pajer",Čadca
JupXbR8DGJn,sale,land,NULL,"okres Dolný Kubín","Dolný Kubín",Banisko,"OREA, s.r.o.","Dolný Kubín"
JuMvZKQOSvd,sale,land,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné","SLNOVRAT, s.r.o.",Olešná
Ju1CjLHLW69,sale,land,unrenovated,"okres Dolný Kubín","Dlhá nad Oravou","Dlhá nad Oravou","Bosen Group s.r.o.",Bratislava
Ju22ZGBmO93,sale,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna",NULL,NULL
JuwTH_LMEMX,sale,land,NULL,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany","GERT , s.r.o.","Liptovský Mikuláš"
JufJ-j5ky3T,sale,land,unrenovated,"okres Žilina","Dolná Tižina","Dolná Tižina","Safe reality s. r. o.",Žilina
JuPGBZu28Sz,sale,land,NULL,"okres Čadca",Oščadnica,Oščadnica,"RE/MAX Slovakia",Bratislava
JuXRWhaK2fl,sale,land,NULL,"okres Turčianske Teplice",Mošovce,Mošovce,"Realitná kancelária",Bratislava
Jutyprw4Nso,sale,land,NULL,"okres Bytča",Bytča,Pšurnovice,"TOCA, s.r.o. Realitná činnosť",Bytča
JutjPZbTZEK,sale,land,NULL,"okres Martin",Sučany,Sučany,donidDevelop,"Dolný Kubín"
Juzs-YHkwHj,sale,land,NULL,"okres Martin","Turčianske Jaseno","Turčianske Jaseno","LIF REAL",Martin
JupRRfszbzs,sale,land,NULL,"okres Turčianske Teplice",Sklené,Sklené,"Reality D.P.A.",Martin
JuiFvyOCpZO,sale,land,NULL,"okres Žilina",Višňové,Višňové,"Realitné kancelárie SR",Bratislava
JuqfHhV7H4_,sale,land,NULL,"okres Žilina",Lietava,Lietava,"Georgi Conev",Žilina
JuhB5IsnAP3,sale,land,NULL,"okres Martin",Šútovo,Šútovo,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju4HZvYxEQL,sale,land,NULL,"okres Dolný Kubín",Párnica,Párnica,NULL,NULL
JuR1Vqvk3FA,sale,land,NULL,"okres Martin",Martin,Záturčie,"TARGETreal s. r. o.",Žilina
JuD-E2E_yvf,sale,land,NULL,"okres Námestovo",Novoť,Novoť,"RIEŠIME BÝVANIE",Bratislava
JujqHk5Nsu-,sale,land,NULL,"okres Čadca",Čadca,"U Sneheľníka","ETHOS reality, s. r. o.","Krásno nad Kysucou"
JumHegVgatu,sale,land,NULL,"okres Martin",Podhradie,Podhradie,"Real Reality Development s.r.o.",Martin
JuYSlKjn22V2,sale,land,unrenovated,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno",Urbanista,Bratislava
JuTN7hEMhfs,sale,land,NULL,"okres Čadca",Turzovka,Predmier,"SLNOVRAT, s.r.o.",Olešná
Juo_LCQm7Zx,sale,land,NULL,"okres Žilina",Svederník,Svederník,"YFE, s.r.o.",Žilina
JucfeqPEDUI,sale,land,NULL,"okres Turčianske Teplice",Jazernica,Jazernica,"TARGETreal s. r. o.",Žilina
JuyewzTZPFk,sale,land,NULL,"okres Žilina",Lysica,Lysica,"Renovo Reality",Žilina
Jug8evCrAgI,sale,land,NULL,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JubfWlbtgdy,sale,land,NULL,"okres Čadca",Olešná,Olešná,"RK4 REALITY",Bratislava
JuY9N1R47k4,sale,land,NULL,"okres Žilina",Žilina,Bôrik,NULL,NULL
JuGtn_qttBC,sale,land,unrenovated,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Direct Real, spol. s r.o.",Bratislava
Ju26ASiELkU,sale,land,NULL,"okres Žilina","Dolná Tižina","Dolná Tižina","Mamud Reality s. r. o.",Žilina
JuoYPByad-u,sale,land,NULL,"okres Dolný Kubín",Malatiná,Malatiná,"RAI COMPANY s.r.o.","Banská Bystrica"
JueDQ4t8F1t,sale,land,unrenovated,"okres Kysucké Nové Mesto",Povina,Povina,"MGM reality",Žilina
JuJBjXorHPL,sale,land,"partially renovated","okres Ružomberok",Turík,Turík,"TUreality s.r.o.",Žilina
JugbHbksCr-,sale,land,NULL,"okres Žilina",Višňové,Višňové,"TeEq Reality",Bratislava
JuRn13yIVnF,sale,land,NULL,"okres Čadca",Dunajov,Dunajov,"ŽILINAREAL, s.r.o.",Žilina
Ju67f0ZUF6a,sale,land,NULL,"okres Žilina","Dlhé Pole","Dlhé Pole","Realitné kancelárie SR",Bratislava
Jus7PkExcYQ,sale,land,NULL,"okres Žilina",Rajec,Rajec,"AnoReal, s.r.o.",Stráňavy
JuuNE4PQz6D,sale,land,NULL,"okres Žilina",Žilina,Budatín,"RIEŠIME BÝVANIE",Bratislava
