offer_id,property_type,condition,price_m2,location_district,location_city,location_area
JuIVEdX9aqM,"2-room apartment","partially renovated",1696.97,"okres Martin",Martin,Sever
Ju23LHSYosl,"1-room apartment","new construction",4778.16,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuMfaZM03jX,"3-room apartment","fully renovated",2578.13,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
Ju1KgFqJaOR,"2-room apartment","new construction",2458.14,"okres Liptovský Mikuláš","Malé Borové","Malé Borové"
Ju2DPhpZEXH,"4-room apartment","development project",3412.44,"okres Žilina",Žilina,"Staré mesto"
JuqFaXjCOjj,"1-room apartment","fully renovated",3624.16,"okres Martin",Martin,Košúty
JuoHqPCC27P,"holiday apartment","fully renovated",3804.12,"okres Ružomberok",Bešeňová,Bešeňová
Ju8yXTZyQ0c,"3-room apartment","partially renovated",2640.45,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo
Juh0xQ8lAwr,"holiday apartment","new construction",3021.74,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuolQI_qYfx,"holiday apartment","new construction",6531.53,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JujVD_-rIKd,"2-room apartment","new construction",3637.50,"okres Ružomberok",Ružomberok,Hrabovo
Ju8MQ6z2y19,"1-room apartment","new construction",3997.37,"okres Žilina",Žilina,"Staré mesto"
JudIm98MNcc,"3-room apartment","fully renovated",2549.28,"okres Žilina",Žilina,Vlčince
JurCt3kGKjX,"3-room apartment","partially renovated",2000.00,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JudLFAAMGyd,"3-room apartment",unrenovated,2035.13,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuAF6zTk4aw,"3-room apartment","new construction",3110.78,"okres Žilina",Žilina,Hájik
JurXcD9fbrUY,"4-room apartment","fully renovated",2654.32,"okres Žilina",Žilina,"Staré mesto"
JuviN4c9fMi,"2-room apartment","new construction",3444.44,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Jux3fZyBY08,"2-room apartment","fully renovated",NULL,"okres Martin",Martin,Sever
JuzYHHeYN5Y,"3-room apartment",unrenovated,2071.95,"okres Žilina",Žilina,Vlčince
JulrtoBvNUl,"4-room apartment","fully renovated",2709.26,"okres Žilina",Žilina,Vlčince
JunJQlPuUZ5,"3-room apartment","new construction",2530.41,"okres Ružomberok",Ružomberok,"Staré mesto"
Ju7Y_BuXfpd,"3-room apartment",unrenovated,2043.94,"okres Martin",Martin,Sever
JuIQRanSNHE,"holiday apartment","new construction",3971.43,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju-oy7KMPvG,"2-room apartment","new construction",3472.22,"okres Martin",Martin,Priekopa
JuGK6bfHjeP,"1-room apartment","partially renovated",3525.42,"okres Ružomberok",Ružomberok,Hrabovo
Juow0UUu95a,"holiday apartment","new construction",4038.46,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuhboaiL4kD,"holiday apartment","partially renovated",NULL,"okres Čadca",Makov,Makov
JuvEgSpY9yR,"3-room apartment","partially renovated",2920.00,"okres Ružomberok",Ružomberok,"Staré mesto"
JunTVXk3Mti,"3-room apartment","fully renovated",NULL,"okres Martin",Martin,Stred
JuuSRj_dS1E,"1-room apartment","fully renovated",3316.67,"okres Martin",Martin,Ľadoveň
Ju4H966Coro,"1-room apartment","fully renovated",3725.00,"okres Ružomberok",Bešeňová,Bešeňová
Ju6-B7-KyuQ,"2-room apartment","new construction",3793.18,"okres Žilina",Žilina,"Staré mesto"
JuhnGApypwY,"3-room apartment","new construction",3076.09,"okres Žilina",Žilina,Vlčince
Ju7xovoPDxC,"2-room apartment","partially renovated",1791.04,"okres Ružomberok",Ružomberok,Roveň
Ju_EiSHONLK,"2-room apartment","fully renovated",2947.60,"okres Bytča",Kotešová,Kotešová
JukTLg0JPLo,"2-room apartment","fully renovated",2613.33,"okres Žilina",Žilina,"Staré mesto"
Ju5nlrwa9YA,"3-room apartment","fully renovated",1367.65,"okres Čadca",Čadca,Centrum
JuxqWwCd3Bc,"holiday apartment","new construction",3547.62,"okres Ružomberok",Bešeňová,Bešeňová
Ju-lEoc2XSC,"3-room apartment","new construction",2687.82,"okres Žilina",Žilina,Hájik
JuPFzcSTrpI,"2-room apartment","fully renovated",NULL,"okres Žilina",Žilina,Hájik
JuBGOlYijOs,"3-room apartment","fully renovated",NULL,"okres Dolný Kubín",Leštiny,Leštiny
JuzSVrg19-5,"3-room apartment","new construction",3100.00,"okres Dolný Kubín","Dolný Kubín",Stred
Ju4DmwiiW-b,"4-room apartment","under construction",2815.49,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Juu9JOj3Rtxf,"3-room apartment","fully renovated",NULL,"okres Dolný Kubín",Leštiny,Leštiny
JuqrzDEx4zp,"3-room apartment","partially renovated",1541.56,"okres Žilina","Dlhé Pole","Dlhé Pole"
Ju6HxyuWwow,"3-room apartment",unrenovated,NULL,"okres Žilina",Žilina,"Staré mesto"
Ju7k48dIljM,"2-room apartment","fully renovated",2292.31,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuN_WBxnd6g,"2-room apartment","new construction",3108.89,"okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JuVrf5-P_w2,"2-room apartment","partially renovated",1696.97,"okres Martin",Martin,Sever
JuhprznFXvm,"1-room apartment","under construction",2101.58,"okres Bytča",Bytča,"Thurzove sady"
JubdDMCwkS-,"2-room apartment","fully renovated",2843.14,"okres Martin",Martin,Záturčie
JuAFSeapxAr,"4-room apartment","new construction",3049.00,"okres Žilina",Žilina,Hájik
JunM5Oyfta7,"4-room apartment","fully renovated",1845.24,"okres Liptovský Mikuláš","Liptovský Hrádok",NULL
Ju-DQSmNMMQ,"4-room apartment","fully renovated",2733.33,"okres Žilina",Žilina,"Staré mesto"
Juzy2CD4C3Q,"3-room apartment","under construction",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuyFJFlxmNe,"holiday apartment",unrenovated,3015.08,"okres Ružomberok",Ružomberok,Hrabovo
JudFUrfv3xN,"2-room apartment","new construction",NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec
JuTZyCvuUzR,"3-room apartment",unrenovated,NULL,"okres Martin",Martin,Sever
Juip-IYlQVA,"3-room apartment",unrenovated,1500.00,"okres Martin",Martin,Záturčie
Jubh97mv2uS,"2-room apartment","fully renovated",2220.83,"okres Martin",Martin,Stred
JuWE0lIaFPD,"3-room apartment",unrenovated,3000.00,"okres Žilina",Žilina,Hliny
JucmQgleApT,"4-room apartment","new construction",3518.45,"okres Žilina",Žilina,"Staré mesto"
Juwx2mgp7mc,"3-room apartment","partially renovated",2077.97,"okres Martin",Martin,Sever
Juefy0T6TSp,"4-room apartment","partially renovated",1547.79,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",NULL
JuOlH8L9nB_,"2-room apartment","new construction",4376.78,"okres Žilina",Žilina,Vlčince
JuP6ftsrJ5D,"2-room apartment","new construction",3798.18,"okres Žilina",Žilina,Hliny
JuXhj_2xCZd,"3-room apartment","fully renovated",NULL,"okres Martin",Martin,Stráne
JuFDFkP8ndy,"1-room apartment","new construction",4023.68,"okres Žilina",Žilina,"Staré mesto"
Ju0vPaBxKXU,"2-room apartment","fully renovated",2691.43,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Jul_zSmXyuk,"3-room apartment","new construction",3309.46,"okres Žilina",Žilina,Bytčica
JuTx27ZW8X8,"holiday apartment","under construction",3821.53,"okres Liptovský Mikuláš",Lazisko,Lazisko
Jun0m0ZrnOH,"holiday apartment","under construction",11206.08,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuIW7C6rFGH,"3-room apartment","partially renovated",1785.71,"okres Martin",Turany,Turany
JuL2iQbOhc4,"holiday apartment","new construction",NULL,"okres Námestovo","Oravská Lesná","Oravská Lesná"
JuU_yP2Leq5,"2-room apartment","partially renovated",2428.57,"okres Žilina",Žilina,Hliny
JuZsnFqHRPo,"4-room apartment",unrenovated,NULL,"okres Žilina",Žilina,Závodie
JuHVIRVpUCc,"holiday apartment","fully renovated",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuunJga2z_k,"2-room apartment","new construction",5555.56,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju0haPUlmUa,"3-room apartment","new construction",NULL,"okres Žilina",Žilina,Hliny
JuMd5Se4xMY,"3-room apartment","fully renovated",2000.00,"okres Martin",Martin,Košúty
JusbD5cQ3a4,"3-room apartment","partially renovated",1869.57,"okres Martin",Martin,Košúty
JuMB3dfOXp8,"3-room apartment","fully renovated",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JubzWbhcDfO,"3-room apartment",unrenovated,NULL,"okres Turčianske Teplice","Turčianske Teplice",NULL
JuVAMiylcZs,"holiday apartment","new construction",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JunEHNrbeFP,"holiday apartment","fully renovated",3330.95,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Juqo7TnYgwu,"3-room apartment","new construction",3160.92,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
Ju1i5P66bxL,"4-room apartment","fully renovated",2172.62,"okres Martin",Martin,Ľadoveň
JuYIUYhGIcc,"3-room apartment","partially renovated",2607.25,"okres Žilina",Žilina,Vlčince
JuNO1HdGb3E,"2-room apartment","fully renovated",3054.55,"okres Martin",Martin,Stred
JulFrto6Z8R,"holiday apartment","new construction",5294.12,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju3o-SF0dKF,"1-room apartment","new construction",3971.05,"okres Žilina",Žilina,"Staré mesto"
Juena3XeNrr,"2-room apartment","new construction",2180.00,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuvUgr_LkF7,"3-room apartment","new construction",3527.51,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju-oP3i-Pkz,"3-room apartment","new construction",NULL,"okres Martin",Martin,Priekopa
JuEWaQqDH0I,"2-room apartment","fully renovated",2676.13,"okres Martin",Martin,Jahodníky
JuqQMoNXFYc,"3-room apartment","partially renovated",1885.96,"okres Martin",Martin,Stred
Ju6LKRO0_U9,"2-room apartment","fully renovated",3296.30,"okres Žilina",Žilina,"Staré mesto"
Ju_TYGvbGhv,"holiday apartment","new construction",6973.68,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juq7WGTR85M,"2-room apartment","partially renovated",1984.00,"okres Tvrdošín",Trstená,Trstená
JuOvpv4GR0X,"2-room apartment","fully renovated",2139.24,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
Ju7s-G2xWRrv,"2-room apartment","new construction",3703.70,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuXIhW2sDRX,"4-room apartment","partially renovated",2249.43,"okres Žilina",Žilina,Vlčince
JuA1hP6Bd3t,"4-room apartment","fully renovated",3334.75,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JunJ76UrnXo,"2-room apartment","partially renovated",2314.81,"okres Martin",Martin,Sever
Juy4b8nUUh5,"3-room apartment","partially renovated",2527.78,"okres Žilina",Žilina,Hájik
JuoKym-eugj,"holiday apartment","fully renovated",2564.10,"okres Ružomberok",Ružomberok,Hrabovo
JuxugnKSQZO,"2-room apartment","new construction",NULL,"okres Dolný Kubín","Dolný Kubín",NULL
Ju0Ee02A6Iy,"2-room apartment","new construction",3514.10,"okres Žilina",Žilina,Vlčince
JuZUv2TX6Jz,"holiday apartment","fully renovated",3697.75,"okres Ružomberok",Bešeňová,Bešeňová
Ju-GH82Bvcv,"3-room apartment","partially renovated",1862.50,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JumwKAHAQZ-,"holiday apartment","new construction",NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná
Ju36lkCzKpS,"2-room apartment","fully renovated",2470.00,"okres Martin",Martin,Priekopa
JuXRr8c0-gp,"holiday apartment","new construction",4858.30,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuUYkSiI3DC,"holiday apartment","new construction",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuqLWeKD7Wh,"2-room apartment",unrenovated,2200.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
Juq8LRZ6yKQ,"3-room apartment",unrenovated,NULL,"okres Ružomberok",Ružomberok,Roveň
Ju_IKpLJHsv,"holiday apartment","fully renovated",4677.42,"okres Ružomberok",Bešeňová,Bešeňová
JuuKGKckyxy,"3-room apartment","partially renovated",1911.76,"okres Martin",Vrútky,"Horné Vrútky"
Ju7lyYOfLaW,"1-room apartment",unrenovated,3372.09,"okres Žilina",Žilina,Hliny
Ju7UlN5liG9,"3-room apartment","new construction",2753.73,"okres Martin",Martin,Jahodníky
JuVUnBR3tKh,"2-room apartment","new construction",3229.73,"okres Žilina",Žilina,Bôrik
Jux-89v_b-H,"3-room apartment","partially renovated",NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuRirU25uGC,"4-room apartment","fully renovated",2654.32,"okres Žilina",Žilina,"Staré mesto"
JuH61G00WWP,"3-room apartment","partially renovated",2026.03,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JuzhlHJjU2y,"3-room apartment","new construction",2964.29,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuTPBH57dwB,"4-room apartment","development project",3081.19,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuA6AvNGWkt,"2-room apartment","fully renovated",2222.42,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuV3Qm6Wkc0,"4-room apartment","fully renovated",2357.14,"okres Žilina",Martin,Priekopa
JuzpWPdpylQ,"3-room apartment","new construction",2883.48,"okres Žilina",Žilina,Vlčince
JukmrMnXO9z,"2-room apartment",unrenovated,1940.72,"okres Martin",Martin,Košúty
JuYVsYrHNhK,"3-room apartment","partially renovated",1814.29,"okres Turčianske Teplice","Turčianske Teplice",Stred
JuVfkYvfV4D,"holiday apartment","new construction",3700.00,"okres Žilina",Žilina,"Staré mesto"
JukJYQ0D3dC,"3-room apartment","partially renovated",1318.92,"okres Žilina",Čičmany,Čičmany
JuF1TjEV1Ru,"3-room apartment","new construction",2088.44,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JuNLjCrLJ47,"other apartment type",unrenovated,5050.00,"okres Martin",Martin,Stred
JuVvtE4iYcW,"holiday apartment","new construction",4112.41,"okres Dolný Kubín","Dolný Kubín",Stred
Ju8ym9e1pKJ,"1-room apartment","partially renovated",2400.00,"okres Čadca",Čadca,Žarec
JugsT-r1Fjq,"studio apartment",unrenovated,3080.00,"okres Martin",Martin,Sever
JuRvKY-BDAM,"studio apartment","partially renovated",1439.39,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
Ju6Fxzj1aPV,"3-room apartment","fully renovated",1791.67,"okres Turčianske Teplice","Turčianske Teplice",Stred
Ju8nwr--d8J,"holiday apartment","under construction",9362.00,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuB0hydoQt_,"2-room apartment","partially renovated",2088.61,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuM_6zn3dEU,"4-room apartment","fully renovated",2415.73,"okres Martin",Martin,Ľadoveň
JuCSthEMyi8,"4-room apartment","partially renovated",2488.11,"okres Žilina",Žilina,"Staré mesto"
JuUgt1O2AUN,"2-room apartment","new construction",3640.48,"okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JuNZ8PQ1HeL,"3-room apartment","partially renovated",NULL,"okres Ružomberok",Ružomberok,Polík
JubK5ISUXOm,"4-room apartment","under construction",2931.68,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuktNGvsiwv,"1-room apartment","new construction",4128.95,"okres Žilina",Žilina,"Staré mesto"
JugR8pX-gZX,"3-room apartment","partially renovated",NULL,"okres Martin",Martin,Ľadoveň
JumTQJJZB7H,"3-room apartment","partially renovated",1929.03,"okres Žilina",Žilina,Hájik
JuaFAuw30OV,loft,"partially renovated",4184.12,"okres Žilina",Žilina,"Staré mesto"
Ju-FXGTnvER,"4-room apartment",unrenovated,2325.30,"okres Žilina",Žilina,Vlčince
JuHXoN0ryfa,"3-room apartment",unrenovated,3127.91,"okres Žilina",Žilina,Vlčince
JuYsJLbvRpN,"2-room apartment","fully renovated",2517.86,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuRYP3Oa6YZ,"4-room apartment","new construction",2046.67,"okres Dolný Kubín","Dolný Kubín",Stred
JuB63TyYdjm,loft,"under construction",3374.09,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuwdDOrpGK5,"4-room apartment","fully renovated",2357.14,"okres Martin",Martin,Priekopa
JuF5xNSQO5x,"1-room apartment","partially renovated",2552.63,"okres Čadca",Čadca,Žarec
JuiS9BjPEIo,"2-room apartment","new construction",4841.71,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Jug3a9-mziM,"2-room apartment","new construction",2140.52,"okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
Ju8DPYGWH3G,"2-room apartment","new construction",4112.41,"okres Dolný Kubín","Dolný Kubín",Stred
Juns9vrGm9z,"holiday apartment","new construction",3581.43,"okres Námestovo","Oravská Lesná","Oravská Lesná"
Juy-j07S1W7,"holiday apartment","new construction",NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred
JuIG-Ap8rLX,"3-room apartment","new construction",2561.18,"okres Tvrdošín",Zuberec,Zuberec
JuQKqXinTqJ,"3-room apartment","new construction",3460.82,"okres Žilina",Žilina,Hájik
Ju7FBuvMeEz,"3-room apartment","partially renovated",2063.49,"okres Žilina",Žilina,"Považský Chlmec"
JuIV5E-BtYf,"3-room apartment","new construction",2186.49,"okres Turčianske Teplice","Turčianske Teplice",Stred
JuoJ6B-WiVu,"2-room apartment","new construction",4491.53,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuCUhlSV9_h,"4-room apartment","partially renovated",1777.67,"okres Martin",Martin,Záturčia
Juk5yDVhn6R,"3-room apartment",unrenovated,2164.38,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju1Hfz04CkU,"3-room apartment","new construction",NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná
JuT66Fppd38,"studio apartment","fully renovated",4820.71,"okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok"
Ju75IN_Zjx0,"2-room apartment","partially renovated",NULL,"okres Čadca",Turzovka,Stred
JupU33o9uCP,"1-room apartment","new construction",NULL,"okres Ružomberok",Ružomberok,Hrabovo
JuxFFLySNPg,"3-room apartment","under construction",3440.72,"okres Ružomberok",Ružomberok,Roveň
Ju7ymmOZXTG,"1-room apartment","new construction",4105.41,"okres Žilina",Žilina,"Staré mesto"
JuPbmK8oIXM,"2-room apartment","new construction",3004.94,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
Juwwl8fsexY,"holiday apartment","fully renovated",3012.26,"okres Ružomberok",Ružomberok,Hrabovo
JuKXYAqOf2e,"holiday apartment","new construction",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju9bVHvcqcL,"holiday apartment","new construction",3401.36,"okres Námestovo","Oravská Lesná","Oravská Lesná"
