offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area,built_in
Ju8D90dPeWn,sale,house,115,"under construction","okres Čadca","Stará Bystrica","Stará Bystrica",2025
JuSIu9gfLrM,sale,house,500,"new construction","okres Martin",Turany,Turany,2025
Jubw55XES_L,sale,house,270,unrenovated,"okres Žilina",Rajec,Rajec,1969
Ju4qLAERlSe,sale,house,336,"new construction","okres Turčianske Teplice",Sklené,Sklené,2016
JuQLhnk0fIJ,sale,house,208,"partially renovated","okres Námestovo",Bobrov,Bobrov,1969
JuTHsp0WSDj,sale,house,200,"new construction","okres Čadca",Čierne,Čierne,2013
Juq9xnQNQkn,sale,house,110,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",2025
Ju201YVcPl9,sale,house,1608,"partially renovated","okres Martin",Martin,Priekopa,2025
JuEkXTiy4W0,sale,house,110,"fully renovated","okres Čadca",Turzovka,Predmier,1995
JuRCZxG-Ooz,sale,house,85,unrenovated,"okres Turčianske Teplice",Brieštie,Brieštie,1956
Ju2g9qDY7C2,sale,house,144,unrenovated,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka",1962
JuiurmGxqdw,sale,house,110,"partially renovated","okres Liptovský Mikuláš",Galovany,Galovany,1970
JubPnkGYuzd,sale,house,50,unrenovated,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov",1960
JutUghljOFb,sale,house,132,"new construction","okres Martin","Košťany nad Turcom","Košťany nad Turcom",2025
JuOcMarFG9f,sale,house,300,"partially renovated","okres Martin",Martin,Priekopa,1955
JueL_62vkzy,sale,house,370,"new construction","okres Bytča",Petrovice,Petrovice,2007
Ju83GL9bzob,sale,house,285,"partially renovated","okres Liptovský Mikuláš",Pribylina,Pribylina,2025
JuOWTKqdph-,sale,house,113,"new construction","okres Žilina",Brezany,Brezany,2023
JuJ_aSROqsa,sale,house,160,unrenovated,"okres Bytča",Maršová-Rašov,Maršová-Rašov,2006
JuZb8UCK_rZ,sale,house,70,NULL,"okres Čadca",Svrčinovec,Svrčinovec,1960
JuTlV6vu9KV,sale,house,160,"partially renovated","okres Čadca",Turzovka,Hlinené,1920
JuHMOf4_aEt,sale,house,340,"fully renovated","okres Martin",Martin,Podháj,1970
JuExQtw6qVs,sale,house,97,"new construction","okres Žilina",Bitarová,Bitarová,2025
JuWdOUuOqTq,sale,house,320,"partially renovated","okres Bytča","Veľké Rovné","Veľké Rovné",1945
JuCQquJMobX,sale,house,290,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",1970
JuCZFv2-6ou,sale,house,180,"new construction","okres Martin",Sučany,Sučany,2020
JuZeXFkM1A9,sale,house,200,unrenovated,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou",2025
JuiNO66g3Yc,sale,house,1738,unrenovated,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec",1967
Ju3B-41JURa,sale,house,186,"new construction","okres Žilina",Bitarová,Bitarová,2024
JuVYoseZcjb,sale,house,140,"fully renovated","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou",1975
Juqo9ur2oSk,sale,house,233,"partially renovated","okres Čadca",Raková,Raková,1970
JuUtFPHm2FJ,sale,house,80,unrenovated,"okres Čadca",Skalité,Skalité,1965
JuRXV1iFSPA,sale,house,85,unrenovated,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča",1950
JuvFd0GqZEL,sale,house,70,unrenovated,"okres Čadca",Zákopčie,Zákopčie,1970
JuYLfbh2sq3,sale,house,125,"partially renovated","okres Ružomberok","Liptovská Osada","Liptovská Osada",1980
JurXt03mBLY,sale,house,186,"new construction","okres Žilina",Bitarová,Bitarová,2025
Ju6T3Ft89-v,rent,house,551,"new construction","okres Martin",Martin,Záturčie,2018
JupleqZX_5c,sale,house,180,unrenovated,"okres Liptovský Mikuláš",Važec,Važec,1931
JuFiX3Sq3vG,sale,house,135,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,1960
JugTUA5gS8g,sale,house,130,unrenovated,"okres Čadca",Čadca,Milošová,1972
Ju-2ATFv9rv,sale,house,109,"new construction","okres Žilina",Žilina,Trnové,2020
Ju-DaLUFFrZO,sale,house,72,unrenovated,"okres Čadca",Zákopčie,Zákopčie,1901
JulhD_NcT3W,sale,house,120,"partially renovated","okres Čadca",Čadca,"U Hluška",1990
JuR8MtfJ_hy,sale,house,290,"partially renovated","okres Ružomberok",Bešeňová,Bešeňová,1960
JuTYVNH1hyq,sale,house,180,unrenovated,"okres Žilina",Žilina,Závodie,1945
JueXmDjP7zd,sale,house,350,"partially renovated","okres Žilina",Žilina,Budatín,1982
JuHhaEPAecH,sale,house,107,unrenovated,"okres Žilina",Žilina,Budatín,1964
JuUd1zO7Wmq,sale,house,190,"partially renovated","okres Liptovský Mikuláš",Východná,Východná,1975
Ju65DXWDqfO,sale,house,1759,unrenovated,"okres Žilina","Malá Čierna","Malá Čierna",2025
JuUTEYZS5iH,sale,house,715,unrenovated,"okres Martin","Turčianske Kľačany","Turčianske Kľačany",1968
JulIOnbqCxs,sale,house,72,"new construction","okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča",2025
JunoisVSjsE,sale,house,90,"partially renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava,1975
JuX0rjtWptr,sale,house,653,"fully renovated","okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna",1970
Ju0jlVjeum2,sale,house,80,"fully renovated","okres Kysucké Nové Mesto",Radoľa,Radoľa,1958
Ju-n3HBlCLs,sale,house,106,"new construction","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec",2020
JumqzlfG1o5,sale,house,150,"fully renovated","okres Ružomberok",Lisková,Lisková,1979
JuUVlQMhocg,sale,house,52,"partially renovated","okres Turčianske Teplice","Malý Čepčín","Malý Čepčín",1960
JuIvAW7ErKL,sale,house,70,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1935
Juomcnw1rQn,sale,house,265,"new construction","okres Liptovský Mikuláš",Vavrišovo,Vavrišovo,2020
JuHZ1_tqsoJ,sale,house,160,"partially renovated","okres Turčianske Teplice",Háj,Háj,1931
JuRsx7ULgvE,sale,house,505,"new construction","okres Liptovský Mikuláš",Ižipovce,Ižipovce,1980
Juu-17oAoC1,sale,house,180,"partially renovated","okres Žilina",Žilina,"Považský Chlmec",1970
JuHTrpBIwLH,sale,house,50,unrenovated,"okres Čadca","Zborov nad Bystricou","Zborov nad Bystricou",1920
JugRw5WlFvo,sale,house,132,"new construction","okres Martin","Košťany nad Turcom","Košťany nad Turcom",2025
JufGT_MaCUz,sale,house,260,unrenovated,"okres Kysucké Nové Mesto",Rudinská,Rudinská,1965
Juoz04a647Q,sale,house,160,"partially renovated","okres Žilina",Žilina,Budatín,1964
Ju1Kl-Z5Rmy,sale,house,80,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,1960
JuyNnLnMYyC,sale,house,180,"partially renovated","okres Čadca",Oščadnica,Oščadnica,1980
JuF46fUq-Yw,sale,house,90,unrenovated,"okres Martin",Blatnica,Blatnica,1930
JuKQcfqPzaF,sale,house,112,unrenovated,"okres Ružomberok",Ľubochňa,Ľubochňa,1980
JuytovsywXn,sale,house,91,"new construction","okres Žilina",Bitarová,Bitarová,2025
JucRk_dUu__,sale,house,170,"new construction","okres Liptovský Mikuláš",Ižipovce,Ižipovce,2025
JuWBhReJsOQ,sale,house,460,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto",2025
JupxniZ3HTo,sale,house,85,"partially renovated","okres Turčianske Teplice",Brieštie,Brieštie,1975
JuX6zPqRWEF,sale,house,200,unrenovated,"okres Martin",Vrútky,"Dolné Vrútky",1955
JuMM6zZvZxw,sale,house,1,"partially renovated","okres Bytča",Bytča,"Hliník nad Váhom",1964
JuBhi6vWwWF,sale,house,135,"partially renovated","okres Ružomberok",Hubová,Hubová,1989
JusY0XVc742,sale,house,116,"new construction","okres Žilina",Varín,Varín,2022
Ju0x3Q-Isx2,sale,house,462,"partially renovated","okres Martin",Martin,Jahodníky,2025
JusBzzX4MYn,sale,house,240,unrenovated,"okres Martin",Martin,Stráne,2024
JuyGuuau4bp,sale,house,140,"new construction","okres Čadca",Skalité,Skalité,2021
JuZg89p6Hy7,sale,house,230,"fully renovated","okres Žilina",Terchová,Terchová,1972
Ju90ROUj5tm,sale,house,115,"fully renovated","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,1970
JufpZ_mPYDs,sale,house,683,"fully renovated","okres Ružomberok",Ľubochňa,Ľubochňa,1950
JuGmzsgn_AA,sale,house,500,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Oškerda,2010
JuZvI3pSm0g,sale,house,230,"partially renovated","okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov",1990
Ju4QNdSEtTJo,sale,house,104,"under construction","okres Bytča",Bytča,"Bytča - sever",2024
JuTyI-EzXJs,sale,house,100,unrenovated,"okres Žilina",Žilina,"Staré mesto",1942
JuRjgYMudUi,sale,house,300,"partially renovated","okres Bytča",Kotešová,Kotešová,2004
JuQMRIcKumi,sale,house,194,"under construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,2026
JuemrlNxbW5,sale,house,360,unrenovated,"okres Ružomberok",Ružomberok,Polík,2025
Ju73dWwYIf4,sale,house,300,"fully renovated","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",2002
JuL77Ktof8v,sale,house,1236,"new construction","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica",2025
Ju11dVJkRkl,sale,house,461,unrenovated,"okres Žilina",Žilina,Závodie,2000
Ju6OXC5e_2f,sale,house,186,"partially renovated","okres Liptovský Mikuláš",Jakubovany,Jakubovany,2025
JufFtzCmoZI,sale,house,103,"fully renovated","okres Žilina",Rosina,Rosina,2023
Ju_rwk44XIO,sale,house,220,unrenovated,"okres Žilina",Žilina,Závodie,1975
JuaEOE3NvBE,sale,house,160,"new construction","okres Martin",Rakovo,Rakovo,2024
Juidd703LOU,sale,house,200,unrenovated,"okres Žilina",Lysica,Lysica,1970
Ju-OE670leB,sale,house,1,unrenovated,"okres Bytča",Predmier,Predmier,1925
JukIEPbTzbs,sale,house,105,unrenovated,"okres Žilina",Hôrky,Hôrky,1968
Ju9pzA6kp29,sale,house,200,"partially renovated","okres Čadca",Makov,Makov,1965
Juk1Q-owy0o,sale,house,100,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné,1970
Ju9iqAyYgBP,sale,house,200,"partially renovated","okres Martin",Martin,Priekopa,1973
JuRU-kTFsF-J,sale,house,100,unrenovated,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa",2012
JuO6fvSVJ1V,sale,house,420,unrenovated,"okres Čadca",Klokočov,Klokočov,1971
JuGR3fH9qik,sale,house,97,"new construction","okres Žilina",Bitarová,Bitarová,2025
Juo44m6iiNj,sale,house,250,unrenovated,"okres Žilina",Žilina,"Staré mesto",1970
JuTTJWsaBgO,sale,house,240,"partially renovated","okres Čadca","Zborov nad Bystricou","Zborov nad Bystricou",1978
Ju56OOXxa00,sale,house,151,"under construction","okres Dolný Kubín",Párnica,Párnica,2025
JusG-CBmKRn,sale,house,103,unrenovated,"okres Liptovský Mikuláš",Trstené,Trstené,1970
JuWpJ-Sbi1l,sale,house,200,unrenovated,"okres Čadca",Turzovka,Stred,1990
Ju9ruJn5dvg,sale,house,106,"new construction","okres Martin",Slovany,Slovany,2023
Ju2peJN838G,sale,house,126,unrenovated,"okres Žilina",Svederník,Svederník,1950
Juc0OLvyRFq,sale,house,124,"new construction","okres Bytča",Bytča,"Hliník nad Váhom",2025
JuG7o38qa_3q,sale,house,140,unrenovated,"okres Martin","Turčiansky Peter","Turčiansky Peter",1960
JumEIr24W_g,sale,house,100,unrenovated,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno",1935
Juq9Pjjnp8z,sale,house,135,"new construction","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica",2014
JuYcAohEk_m,sale,house,150,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,1945
JuT5ppNKCia,sale,house,270,unrenovated,"okres Čadca",Raková,Raková,1970
Ju-75DBwgfk,sale,house,90,unrenovated,"okres Martin",Sučany,Sučany,2025
JureCrsruRg,sale,house,536,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,1950
JutHib1B1xR,sale,house,850,"partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec",1980
Juw8ClGcgML,sale,house,280,"partially renovated","okres Ružomberok",Stankovany,Stankovany,1966
Juue_okjXNw,sale,house,104,"new construction","okres Bytča",Bytča,"Bytča - sever",2024
JugpipVmZe_,sale,house,110,unrenovated,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota",1973
JujzuFjr_sw,sale,house,170,unrenovated,"okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž",1971
JuXTh3yHj3W,sale,house,200,unrenovated,"okres Martin","Košťany nad Turcom","Košťany nad Turcom",1960
JuucJQK8h5P,sale,house,150,"partially renovated","okres Liptovský Mikuláš","Nižná Boca","Nižná Boca",1970
JupsrE6Y27i,sale,house,711,unrenovated,"okres Martin",Martin,Stráne,2025
Juf1-SHsN6y,sale,house,130,"new construction","okres Ružomberok",Ružomberok,"Staré mesto",2025
Juxato9q4rN,sale,house,460,"new construction","okres Žilina",Kľače,Kľače,2009
JuDQ5AS8LzC,sale,house,80,"new construction","okres Liptovský Mikuláš","Liptovský Ondrej","Liptovský Ondrej",2022
JuWdcFlgLA9,sale,house,103,"new construction","okres Žilina",Turie,Turie,2025
JuQ3jpCSPOt,sale,house,84,unrenovated,"okres Ružomberok",Ludrová,Ludrová,1960
Juyxeic3AFZ,sale,house,75,"partially renovated","okres Čadca",Turzovka,Hlinené,1935
Ju5nlLB7ljN,sale,house,291,"partially renovated","okres Žilina",Žilina,Bytčica,1995
JudSeGPXKHG,sale,house,160,"fully renovated","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou",1969
JuU3IYp6uhY,sale,house,87,unrenovated,"okres Martin",Vrútky,"Dolné Vrútky",1952
Ju8g_PgmzSw,sale,house,60,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,1980
JuWoB6KY-Fv,sale,house,178,"under construction","okres Žilina","Teplička nad Váhom","Teplička nad Váhom",2025
Jujja8Oem9Ja,sale,house,400,"partially renovated","okres Námestovo",Zubrohlava,Zubrohlava,2021
JutFPWQnH3V,sale,house,494,"partially renovated","okres Liptovský Mikuláš",Bobrovec,Bobrovec,1991
JuTPpgXbJM9,sale,house,166,"fully renovated","okres Žilina",Višňové,Višňové,2010
Ju_GJzZVy3l,sale,house,90,"fully renovated","okres Čadca",Čadca,Husárikovci,1950
Ju2MLh38AzW,sale,house,340,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",2013
JujrHGAONfL,sale,house,200,"new construction","okres Martin",Martin,Sever,2018
JuiBk9pN0nv,sale,house,220,"partially renovated","okres Čadca",Čadca,Milošová,1957
JuqlrZXWQYv,sale,house,240,"partially renovated","okres Čadca",Podvysoká,Podvysoká,1985
JuLD_F55WFh,sale,house,130,"partially renovated","okres Čadca",Raková,Raková,1975
JuQ_edW4pqG,sale,house,190,"partially renovated","okres Žilina",Rajec,Rajec,1981
JuFh6vU7_2A,sale,house,188,unrenovated,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom",2012
Juhkwp9VTaS,sale,house,190,"partially renovated","okres Žilina",Stránske,Stránske,2011
JuH3sZu4pdG,rent,house,100,"new construction","okres Martin",Martin,"Kolónia Hviezda",2025
JuBfL7XLVQ9,sale,house,200,unrenovated,"okres Turčianske Teplice",Rudno,Rudno,1965
JuKrQbUiYIO,sale,house,313,unrenovated,"okres Liptovský Mikuláš",Pribylina,Pribylina,1965
JudHzue4NhQ,sale,house,755,"partially renovated","okres Dolný Kubín",Zázrivá,Zázrivá,1980
JuHkAYV6JoA,sale,house,280,"partially renovated","okres Liptovský Mikuláš",Bobrovec,Bobrovec,1997
JurDwbnUMLP,sale,house,347,unrenovated,"okres Liptovský Mikuláš",Vlachy,Vlachy,2025
JuZoVvDAQMx,sale,house,170,unrenovated,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou",2025
JujkenW1_dD,sale,house,85,"partially renovated","okres Turčianske Teplice",Sklené,Sklené,1960
JuIIElHC0cU,sale,house,250,"fully renovated","okres Žilina",Žilina,"Malá Praha",1960
JuOwPTDIr94,sale,house,200,"partially renovated","okres Martin",Martin,Priekopa,1900
Jug496eX3Gs,sale,house,240,unrenovated,"okres Turčianske Teplice",Mošovce,Mošovce,1890
JuTIxLYmsaK,sale,house,400,"partially renovated","okres Ružomberok",Hubová,Hubová,2025
JuOddvSg_iO,sale,house,66,"new construction","okres Čadca",Zákopčie,Zákopčie,2020
Ju_f1P774-u,sale,house,100,unrenovated,"okres Žilina",Terchová,Terchová,1950
Ju0LSKjfViu,sale,house,150,"fully renovated","okres Dolný Kubín",Párnica,Párnica,2019
JuFJihogKZr,sale,house,134,"new construction","okres Martin","Turčianske Kľačany","Turčianske Kľačany",2015
Juw-GSUdmIG,sale,house,90,unrenovated,"okres Žilina",Žilina,Bytčica,1950
Jucdr_EmdH7,sale,house,365,unrenovated,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom",1960
Ju5C1H5Abo0,sale,house,134,unrenovated,"okres Ružomberok",Ružomberok,Hrboltová,1960
Ju-cAw3rC7V,sale,house,40,unrenovated,"okres Martin",Vrícko,Vrícko,1945
JuRyz27itEW,sale,house,347,unrenovated,"okres Liptovský Mikuláš",Vlachy,Vlachy,2025
JuPc1_kIcTs,sale,house,100,unrenovated,"okres Martin",Turany,Turany,1900
JuwEY-XQ--d,sale,house,1141,"fully renovated","okres Liptovský Mikuláš",Vavrišovo,Vavrišovo,2025
JujgHpJn1F3,rent,house,200,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,1918
JuCDqPuA034,sale,house,150,unrenovated,"okres Turčianske Teplice",Mošovce,Mošovce,1900
JuhhjX7seSg,sale,house,181,"new construction","okres Žilina",Žilina,Trnové,2023
Ju9MyQ5uKi3,sale,house,173,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",1991
JuOzT9FClFp,sale,house,300,unrenovated,"okres Martin",Záborie,Záborie,1941
Ju1tXdldNyS,sale,house,115,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",1941
JuQ2hrgTY7r,sale,house,100,"fully renovated","okres Liptovský Mikuláš",Pribylina,Pribylina,1995
JuqU9D7znCx,sale,house,86,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred,2010
Juo6QlN-W6H,sale,house,250,unrenovated,"okres Žilina",Divinka,Divinka,1970
JuXXQno7cBY,sale,house,806,"partially renovated","okres Liptovský Mikuláš",Podtureň,Podtureň,1980
Ju3zQ1Nh4jQ,sale,house,102,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",2025
Junzj9FwgBR,sale,house,110,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,1960
JukPbMQp4vL,sale,house,55,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",2019
JurZyKShYtB,sale,house,240,"partially renovated","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov",2025
JuIgoGx2_v8,sale,house,180,"partially renovated","okres Čadca",Čadca,Rieka,1970
JuwqZ5PtbUb,sale,house,180,"partially renovated","okres Martin",Martin,Jahodníky,1956
JuxW1O4IZfX,sale,house,100,unrenovated,"okres Dolný Kubín",Kraľovany,Kraľovany,1930
JuZCH4Z4GtW,rent,house,125,"fully renovated","okres Martin",Vrútky,"Dolné Vrútky",2010
JudwE3rIvVz,sale,house,89,"under construction","okres Čadca",Oščadnica,Oščadnica,2025
JuIGrD00dbC,sale,house,140,"partially renovated","okres Žilina",Žilina,Bytčica,2005
JuFvFbiV3nGH,sale,house,200,"partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec",1971
JulkobtfeMA,sale,house,140,"fully renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava,1930
JuILcPMYY3I,sale,house,320,unrenovated,"okres Čadca",Svrčinovec,Svrčinovec,1970
JuOXuzHr_5v,sale,house,430,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",NULL,1972
JugA13oDi48,sale,house,384,"under construction","okres Žilina","Dolný Hričov","Dolný Hričov",2025
JuboTIFLqNK,sale,house,106,"new construction","okres Martin",Slovany,Slovany,2023
JuDKS0g6D3f,sale,house,125,"new construction","okres Žilina",Bitarová,Bitarová,2025
JuJU1QTMNeE,sale,house,500,"partially renovated","okres Turčianske Teplice",Jazernica,Jazernica,1980
Ju4eYX0tWAV,sale,house,150,unrenovated,"okres Kysucké Nové Mesto",Snežnica,Snežnica,1950
Jud5gsaD9sR,sale,house,166,"partially renovated","okres Žilina",Krasňany,Krasňany,1900
JuYDxLuRjG3,sale,house,328,"fully renovated","okres Martin",Trebostovo,Trebostovo,2000
Juaq4WwW9vx,sale,house,130,"new construction","okres Martin",Slovany,Slovany,2025
