offer_id,position,floor,total_floors,elevator,built_in,energy_certificate,north,south,east,west,offer_type,property_type,area,condition,location_district,location_city,location_area
JuBD3ecZzdA,"upper floor",3,7,NULL,NULL,B,NULL,NULL,NULL,NULL,sale,"2-room apartment",48,"new construction","okres Žilina",Žilina,Závodie
Juga_SyTI4R,"upper floor",2,2,NULL,2020,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",35,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
Ju7kGUvVlwS,"upper floor",2,3,NULL,1969,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",80,unrenovated,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča"
JuCKdo4C-vu,"upper floor",3,8,NULL,2025,A,yes,yes,yes,yes,sale,"3-room apartment",88,"new construction","okres Žilina",Žilina,Vlčince
JuD_7kPVbjf,"upper floor",3,4,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",74,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuxM7Oxk3ZF,NULL,NULL,NULL,NULL,2024,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",33,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JujtAMfUep-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",93,"fully renovated","okres Martin",Martin,Stred
JubYzTZOLz1,NULL,NULL,NULL,NULL,2024,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",90,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuhBW328SAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",67,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JuOr71wM3AE,"ground floor",NULL,NULL,NULL,2010,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",60,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
Juiqajk1kjr,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",43,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
Ju_N2iy5JWS,"raised ground floor",1,1,NULL,2022,"not available",NULL,NULL,NULL,NULL,rent,"studio apartment",18,"fully renovated","okres Martin",Necpaly,Necpaly
JuYWFp89fWK,"upper floor",4,8,NULL,1973,"not available",yes,NULL,NULL,NULL,sale,"3-room apartment",68,"partially renovated","okres Martin",Martin,Sever
JuVCZnRxN5m,attic,2,3,NULL,2023,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",121,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JukxcpBCVX8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",29,"new construction","okres Žilina",Žilina,Vlčince
Ju-cA70OjPb,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",35,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Junbds6mBD4,"upper floor",3,7,yes,NULL,A,NULL,yes,yes,NULL,sale,"3-room apartment",97,"under construction","okres Martin",Martin,Jahodníky
JuIhf4tExMf,"upper floor",6,8,NULL,1976,"not available",yes,NULL,NULL,NULL,sale,"3-room apartment",69,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
JuupBH8LvJz,"top floor",NULL,NULL,NULL,2023,A,yes,NULL,NULL,yes,sale,"2-room apartment",53,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuuqMAsXTsE,"top floor",3,3,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",46,"under construction","okres Martin",Sučany,Sučany
JuqDuiRmYdZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",37,unrenovated,"okres Žilina",Žilina,Vlčince
Ju-fM3SCXjma,"upper floor",2,4,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",91,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuRhJZ24FBr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",78,"partially renovated","okres Ružomberok",Ľubochňa,Ľubochňa
JuH66opZMTi,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",65,"partially renovated","okres Martin",Martin,Sever
Jujvvp196-y,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",52,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JurBk73cOr3,"upper floor",6,7,yes,2023,A,NULL,yes,NULL,yes,sale,"holiday apartment",150,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju42s8vNbRj,"top floor",7,7,yes,NULL,"not available",NULL,NULL,yes,NULL,sale,"2-room apartment",62,"partially renovated","okres Martin",Vrútky,NULL
JuyD0Z9BTN-,"upper floor",2,6,NULL,2025,A,NULL,NULL,NULL,yes,rent,"2-room apartment",62,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
Ju9LPOOoAn-,"upper floor",3,5,NULL,2012,"not available",yes,NULL,NULL,yes,rent,"3-room apartment",92,"fully renovated","okres Martin",Martin,Stred
Ju1uEl1Mf6f,"upper floor",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",37,unrenovated,"okres Ružomberok",Ružomberok,Hrabovo
Juq3cdm2VSm,"upper floor",4,6,NULL,2025,A,yes,NULL,NULL,NULL,rent,"2-room apartment",51,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuoeNbuLPVP,attic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",94,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju7EPTNZ0Hy,"ground floor",1,5,NULL,1985,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",70,"partially renovated","okres Martin",Turany,Turany
JuR8QLXp0Yx,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",72,"partially renovated","okres Ružomberok",Ružomberok,Roveň
Ju_cu57wiSa,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"1-room apartment",35,unrenovated,"okres Martin",Martin,Priekopa
JuQKd8tqljP,"upper floor",4,8,yes,1985,NULL,NULL,NULL,NULL,yes,sale,"3-room apartment",80,unrenovated,"okres Martin",Martin,Záturčie
Jum7aZZZlIy,"upper floor",2,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",27,"fully renovated","okres Martin",Martin,Košúty
JujQYigyRBf,"upper floor",3,8,NULL,2025,D,yes,NULL,NULL,NULL,rent,"2-room apartment",63,"partially renovated","okres Martin",Martin,Sever
Ju6nNzmPk_9,"top floor",6,6,yes,2025,"not available",NULL,NULL,NULL,yes,rent,"2-room apartment",53,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuVihEbzRbP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",66,"new construction","okres Ružomberok",Ružomberok,Hrabovo
Ju6oJmE8oWf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",56,"new construction","okres Čadca",Čadca,Centrum
JuKUZKmUiwu,"top floor",3,3,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",86,"under construction","okres Martin",Sučany,Sučany
JunzJsFHg6A,"top floor",3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",147,unrenovated,"okres Čadca",Čadca,Centrum
JuyxsUVgHii,"upper floor",2,7,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",89,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuLIL3RkWDn,"upper floor",3,7,NULL,1975,C,NULL,NULL,NULL,NULL,sale,"3-room apartment",90,"fully renovated","okres Martin",Martin,Priekopa
JuUPsPRqomX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",39,unrenovated,"okres Námestovo",Námestovo,Brehy
JuXmK-edCSR,"upper floor",3,6,NULL,2025,A,yes,NULL,yes,NULL,rent,"3-room apartment",74,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuURItmx0gz,"top floor",3,3,NULL,2024,A,NULL,NULL,NULL,NULL,rent,"2-room apartment",52,"new construction","okres Žilina",Terchová,Terchová
Ju3ft9crnfA,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",78,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuUveEvLKHX,"upper floor",4,8,yes,NULL,NULL,NULL,NULL,NULL,NULL,sale,"studio apartment",20,"partially renovated","okres Martin",Vrútky,NULL
JuBNi2HSNwg,"top floor",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",90,"fully renovated","okres Martin",Martin,Ľadoveň
Ju9HXOkK5Vc,"ground floor",1,4,yes,2022,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",67,"new construction","okres Čadca","Krásno nad Kysucou",Kalinov
JuWN3KhPvB7,"upper floor",3,4,NULL,1985,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",60,"partially renovated","okres Čadca",Čadca,Centrum
JuJGytVBKhB,"ground floor",1,1,NULL,1956,"not available",yes,NULL,yes,NULL,rent,"2-room apartment",57,"fully renovated","okres Martin",Martin,Podháj
JunoLrzCTv8,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",85,"fully renovated","okres Čadca",Raková,Raková
JuxK_a_NiWB,"upper floor",6,10,NULL,1970,B,yes,NULL,NULL,NULL,sale,"2-room apartment",69,"fully renovated","okres Ružomberok",Ružomberok,Roveň
JuvOboUvobu,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",56,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
Ju5YBv9ykGI,"ground floor",2,6,yes,2025,A,NULL,yes,NULL,yes,sale,"4-room apartment",87,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuUwCeqXqPl,"upper floor",3,4,yes,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",74,"new construction","okres Martin",Martin,Jahodníky
JuaIL0ybcDR,"upper floor",4,6,yes,1934,"not available",yes,NULL,yes,NULL,rent,"3-room apartment",81,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuHMn6qkBSk,"ground floor",1,2,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",93,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JubGyQoKm-F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie
JuZFqxjae7G,basement,0,2,NULL,2021,A,yes,NULL,yes,NULL,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JueQ0ot5J2r,"upper floor",2,3,NULL,1975,B,NULL,NULL,NULL,NULL,sale,"3-room apartment",71,"partially renovated","okres Čadca",Čadca,Žarec
Ju-sWIMoFGT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",NULL,unrenovated,"okres Námestovo",Námestovo,Stred
JuMlNRioczT,attic,6,NULL,yes,NULL,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",212,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju7yQFu2G0Z,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",67,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JudVZxPODEn,"upper floor",2,8,NULL,1995,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"fully renovated","okres Žilina",Žilina,Solinky
JuNPxF24aaA,"upper floor",4,8,NULL,1995,C,NULL,NULL,NULL,NULL,sale,"4-room apartment",90,"fully renovated","okres Žilina",Žilina,Vlčince
Juy6Dr8MOeS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",106,"fully renovated","okres Žilina",Žilina,Vlčince
Ju4RLACJEuN,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",156,"fully renovated","okres Žilina",Žilina,Bôrik
JuIQ6bOnZsGz,"top floor",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",121,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuIZo2BnWQa,"upper floor",2,3,yes,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",40,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JusjmbO9Bnp,"ground floor",1,2,NULL,2018,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",52,"new construction","okres Žilina",Gbeľany,Gbeľany
Ju3_oCKPJ8H,"upper floor",4,5,yes,1988,"in preparation",NULL,NULL,yes,yes,sale,"3-room apartment",67,"partially renovated","okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter"
JuKy-dL9Ryo,"top floor",5,5,yes,2025,C,NULL,NULL,NULL,NULL,rent,"2-room apartment",62,"new construction","okres Žilina",Žilina,Vlčince
JuR0t0CZHt8,"upper floor",3,5,NULL,2010,A,NULL,NULL,NULL,NULL,rent,"2-room apartment",66,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuhcvPxM513,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",78,"fully renovated","okres Námestovo",Námestovo,NULL
JunH7oZsc9z,"upper floor",3,8,NULL,2024,A,NULL,NULL,NULL,NULL,sale,"1-room apartment",47,"new construction","okres Žilina",Žilina,Vlčince
JuyBFHxJEo2F,"upper floor",NULL,NULL,NULL,1975,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",36,"partially renovated","okres Čadca",Čadca,Centrum
JuUknu_3A4k,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",54,"partially renovated","okres Žilina",Žilina,"Staré mesto"
Ju7faBpvibU,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",61,"fully renovated","okres Martin",Martin,Záturčie
JuUS8gVE7MB,"raised ground floor",1,6,NULL,1988,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",67,"partially renovated","okres Čadca",Čadca,Žarec
JuS8GjjsXwr,"raised ground floor",2,4,NULL,2020,"not available",NULL,NULL,NULL,NULL,sale,"holiday apartment",23,"fully renovated","okres Martin",Valča,Valča
JuLlR3SdY11,"raised ground floor",1,2,NULL,2001,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",49,unrenovated,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
Ju3xvc6aD2Y,"ground floor",1,NULL,yes,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",32,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Jus0-bkZHge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,yes,rent,"3-room apartment",68,"partially renovated","okres Martin",Martin,Ľadoveň
Jul8pXByFOl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",92,"new construction","okres Žilina",Žilina,Vlčince
JuEK28Decyb,"ground floor",1,4,yes,2025,"in preparation",NULL,yes,NULL,yes,sale,"2-room apartment",44,"new construction","okres Žilina",Žilina,"Staré mesto"
JujBEFh3fPq,"upper floor",2,7,NULL,1985,"not available",NULL,NULL,yes,yes,sale,"3-room apartment",70,unrenovated,"okres Martin",Martin,Priekopa
Jubh8FOR_C9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"studio apartment",22,"fully renovated","okres Martin",Martin,Sever
Jultmw18Gne,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"holiday apartment",97,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuDmcjiRx8S,"top floor",7,7,yes,1983,"not available",yes,NULL,NULL,NULL,sale,"4-room apartment",84,"partially renovated","okres Žilina",Žilina,Solinky
Junnm3hR6W5,"upper floor",2,NULL,yes,2025,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",71,"partially renovated","okres Martin",Martin,Priekopa
JurzQ4OXOH_,"upper floor",2,4,yes,2018,A,NULL,NULL,yes,NULL,rent,"studio apartment",30,"new construction","okres Žilina",Žilina,Hliny
Ju88ayVM-YP5,"upper floor",2,2,NULL,1997,"not available",NULL,NULL,NULL,NULL,rent,"4-room apartment",161,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Jui1Zkf_kg-,"ground floor",NULL,NULL,NULL,1980,"not available",NULL,yes,NULL,yes,sale,"1-room apartment",35,"fully renovated","okres Čadca",Čadca,Centrum
Jun79Tn_Ep0,"upper floor",7,12,yes,1982,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",67,"fully renovated","okres Žilina",Žilina,Vlčince
JuR1WqY3g_N,"upper floor",4,5,yes,1968,B,NULL,yes,yes,NULL,sale,"2-room apartment",55,"fully renovated","okres Žilina",Žilina,Hliny
JuITWn48g9Q,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",28,"new construction","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička"
JuiQqoYVioM,"upper floor",2,2,NULL,2024,A,NULL,NULL,NULL,yes,sale,"2-room apartment",50,"under construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuE40RXyw1_,"top floor",4,4,NULL,2018,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"new construction","okres Žilina",Žilina,Hájik
JuvTw1ebtHj,"upper floor",2,6,yes,2025,A,NULL,yes,NULL,yes,sale,"2-room apartment",54,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Ju27eP_ig4Z,"upper floor",3,6,yes,2022,"not available",NULL,NULL,yes,NULL,rent,"2-room apartment",51,"new construction","okres Žilina",Žilina,Hliny
JuwdgQhbLJx,"top floor",8,8,NULL,1975,NULL,yes,NULL,NULL,yes,sale,"3-room apartment",73,"partially renovated","okres Martin",Martin,Košúty
JuYwrDdapt0,"upper floor",3,6,NULL,1982,C,NULL,NULL,NULL,NULL,sale,"3-room apartment",68,unrenovated,"okres Čadca",Čadca,"U Hluška"
JuQhVUDoHMr,"upper floor",2,4,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",58,"fully renovated","okres Martin",Martin,Sever
JuzIKTQ0UvK,"upper floor",7,8,yes,1975,B,NULL,NULL,NULL,NULL,sale,"4-room apartment",84,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Belánska
JuTnsSFnlFI,"raised ground floor",NULL,NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",58,"fully renovated","okres Martin",Martin,Sever
JuY5BHrBXS_,"upper floor",7,8,yes,1966,"not available",NULL,NULL,NULL,yes,rent,"4-room apartment",86,"fully renovated","okres Martin",Martin,Košúty
JuDGw-se-Mg,"ground floor",1,3,NULL,2010,"not available",NULL,NULL,NULL,NULL,rent,"1-room apartment",38,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuOMOLcEq4z,"top floor",7,7,NULL,1990,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",68,"partially renovated","okres Čadca",Čadca,Kyčerka
JuQ4Jf_xqij,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",70,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
Ju8GQ26KaaT,"upper floor",2,4,yes,2025,"in preparation",NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"under construction","okres Ružomberok",Ružomberok,Roveň
JuCMZI1bT6r,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",65,unrenovated,"okres Martin",Martin,NULL
Ju9csMkjbyN,"upper floor",NULL,NULL,NULL,1958,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",71,"partially renovated","okres Martin",Martin,Ľadoveň
JuXGzvpMBBm,"upper floor",4,8,yes,1900,"not available",NULL,yes,NULL,yes,sale,"2-room apartment",60,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju52lG6Waej,"upper floor",3,5,yes,2009,"not available",NULL,NULL,NULL,NULL,sale,"studio apartment",25,"new construction","okres Žilina",Žilina,Vlčince
JuTQd4u0n33,"top floor",2,2,NULL,2015,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",51,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuwMlHIuC26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",31,"new construction","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička"
Juuarx0CWmR,"upper floor",2,3,yes,2024,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",47,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred
Juh7IlKkDn_,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",105,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Belánska
JuN8mAtD42x,"ground floor",1,2,NULL,1980,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",60,"fully renovated","okres Čadca",Klubina,Klubina
JujdOeJ69tb,"top floor",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",76,unrenovated,"okres Martin",Martin,Jahodníky
Jun8HaIrjPB,"ground floor",1,8,yes,1955,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",72,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuuKYbAy2In,"ground floor",1,12,yes,1980,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",74,"partially renovated","okres Martin",Martin,Ľadoveň
JuZ6EDDylkC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",85,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuuQTLwI4_c,"upper floor",3,4,yes,2025,"in preparation",yes,NULL,yes,NULL,sale,"1-room apartment",37,"new construction","okres Žilina",Žilina,"Staré mesto"
JuKXwWNmxYg,"upper floor",4,6,NULL,2005,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",62,"fully renovated","okres Žilina",Žilina,Hájik
JutKizwTOP3,"ground floor",1,3,NULL,1932,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",86,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Juki5wHUVn2,"ground floor",NULL,NULL,NULL,2024,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",76,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
Ju_PmXVPtoo,"upper floor",3,4,NULL,1977,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",55,unrenovated,"okres Žilina",Žilina,Hliny
JuaWfCrgS3s,"upper floor",5,6,yes,2025,A,NULL,NULL,NULL,NULL,sale,"4-room apartment",101,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Ju1cdYuex4G,"ground floor",1,2,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",79,"new construction","okres Dolný Kubín","Dolný Kubín",Stred
Ju6cRlkmMC_,"ground floor",1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",28,"fully renovated","okres Dolný Kubín",Istebné,Istebné
JuFBiuRLpoy,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",55,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuJEoP397IJ,"ground floor",1,4,yes,2024,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",73,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JuCISBa6iwp,"upper floor",8,11,NULL,1975,B,yes,NULL,NULL,NULL,sale,"2-room apartment",68,unrenovated,"okres Ružomberok",Ružomberok,Roveň
JuQZcPPu9nd,"upper floor",5,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,maisonette,175,"new construction","okres Žilina",Žilina,"Staré mesto"
JuYHImgOHO_,"upper floor",4,4,yes,2027,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",105,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuIgM2fUqeh,"top floor",3,3,NULL,1970,"not available",NULL,NULL,yes,yes,rent,"2-room apartment",54,"fully renovated","okres Martin",Martin,Podháj
JuQydtvhuaC,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"fully renovated","okres Tvrdošín",Tvrdošín,Medvedzie
Ju6JFF73eZc,"top floor",7,7,yes,1983,"not available",yes,NULL,NULL,NULL,sale,"4-room apartment",84,"partially renovated","okres Žilina",Žilina,Hliny
JupURRP8axF,"top floor",5,5,yes,2024,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",105,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju5Pax6FaXd,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",65,unrenovated,"okres Žilina",Žilina,Hliny
Juh13qbi4yL,"raised ground floor",2,5,yes,2025,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",63,"new construction","okres Žilina",Žilina,Hájik
JurbbuyjxWx,"upper floor",3,5,NULL,2009,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",132,"new construction","okres Žilina",Žilina,"Staré mesto"
JuPkeS3sVco,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",56,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuqmZcqjzL5,"upper floor",4,5,NULL,2026,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",45,"development project","okres Žilina",Žilina,"Staré mesto"
JuRJMz106O3,attic,3,3,yes,2023,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",37,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
Junr7vOGfgp,"ground floor",1,1,NULL,2024,"not available",NULL,NULL,NULL,NULL,sale,"holiday apartment",46,"new construction","okres Ružomberok",Bešeňová,Bešeňová
JuhrMWK4tz6,"upper floor",3,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",120,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jug-_AT8Wmt,"upper floor",8,8,NULL,1989,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",72,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
