offer_id,property_type,area,price_m2,condition,position,floor,elevator,built_in,energy_certificate,north,south,east,west,location_district,location_city,location_area,agency,office_city
JuySZhvO7pX,"3-room apartment",81,2459.26,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,"Staré mesto",NULL,NULL
Ju4YZRhAzaf,"studio apartment",32,4258.68,"fully renovated","upper floor",2,NULL,1960,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bôrik,"RIEŠIME BÝVANIE",Bratislava
JuAyS5TfUDQ,"3-room apartment",79,1848.10,unrenovated,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Rajec,Rajec,"Direct Real, spol. s r.o.",Bratislava
JuiTYBIhgYl,"3-room apartment",62,2741.77,"fully renovated","upper floor",4,NULL,2005,"not available",yes,NULL,NULL,yes,"okres Žilina",Žilina,Hájik,"DRR INVEST, s. r. o.","Horný Hričov"
JuHOcENm8Ia,"2-room apartment",50,2660.00,"partially renovated","ground floor",NULL,NULL,1960,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","AstonReal s.r.o.","Banská Bystrica"
Juf0d9bgzD3,"4-room apartment",103,1552.91,"fully renovated",NULL,NULL,NULL,2023,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Rosina,Rosina,"MGM reality",Žilina
JucQo5vONzU,"3-room apartment",70,2642.71,"partially renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,"MGM reality",Žilina
JugZvx-B3PM,"1-room apartment",34,2291.67,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Banisko,"TUreality s.r.o.",Žilina
Ju6YQzBpIXw,"4-room apartment",79,2857.50,"under construction","upper floor",5,yes,2025,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuFfQA7zSPP,"3-room apartment",56,2571.43,"partially renovated","ground floor",1,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Čadca","Nová Bystrica","Nová Bystrica","RECLOUD Reality a.s.",Bratislava
JuTapZ_iKYW,"3-room apartment",95,3152.63,"fully renovated","raised ground floor",1,NULL,1935,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Mamud Reality s. r. o.",Žilina
JudSBCw12x9,"2-room apartment",58,2620.52,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"TUreality s.r.o.",Žilina
Jugv6VHMojr,"3-room apartment",76,1644.74,"partially renovated","upper floor",3,NULL,1985,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Čierne,Čierne,"Safe reality s. r. o.",Žilina
Jud2teyAuDu,"1-room apartment",41,7394.63,"new construction","upper floor",6,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju2WQT7unmV,"4-room apartment",85,1988.24,"fully renovated","ground floor",1,NULL,1900,"not available",NULL,NULL,NULL,NULL,"okres Martin","Košťany nad Turcom","Košťany nad Turcom","RE/MAX Slovakia",Bratislava
JuJvNTKAcv8,"1-room apartment",35,3685.71,"new construction","ground floor",NULL,NULL,2021,A,NULL,NULL,yes,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"MG real, s.r.o.",Topoľčany
Ju8f-wmtjXf,"3-room apartment",52,NULL,"fully renovated","upper floor",2,NULL,NULL,NULL,NULL,yes,NULL,yes,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuqcGRiE3sH,"2-room apartment",69,2173.91,"fully renovated","raised ground floor",1,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","OVERENÉ REALITY","Banská Bystrica"
Jue9scT0OOX,"2-room apartment",70,NULL,"under construction","upper floor",5,yes,NULL,A,yes,NULL,NULL,yes,"okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuauSxK_Grt,"3-room apartment",65,2076.92,unrenovated,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",Žilina
JucHYWmAD9T,"2-room apartment",53,2226.42,"partially renovated","raised ground floor",NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Tvrdošín",Nižná,Nižná,"TUreality s.r.o.",Žilina
Juh6SSze_tY,"3-room apartment",71,1777.17,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Ju5yq04Fo6g,"holiday apartment",37,4756.76,"new construction","top floor",3,yes,NULL,G,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"REALITY SPOLU",Bratislava
JuUEgGZy7bV,"holiday apartment",54,5216.93,"development project","upper floor",2,yes,2023,B,NULL,NULL,NULL,NULL,"okres Žilina",Terchová,Terchová,"KORSO Project, s.r.o.",Žilina
Ju6GKonKAZ1,"holiday apartment",42,4764.18,"new construction","top floor",3,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuaFgvo5Zms,"3-room apartment",91,NULL,unrenovated,"upper floor",NULL,NULL,1958,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"B10 Slovensko, a. s.",Žilina
JuZWfK8jXMU,"2-room apartment",72,2208.03,"fully renovated","upper floor",2,NULL,1977,"not available",NULL,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","YFE, s.r.o.",Žilina
Ju-TqbMGsYQ,"1-room apartment",30,2933.33,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Vrútky,NULL,"TUreality s.r.o.",Žilina
JuV4el-7B8H,"3-room apartment",90,3463.69,"new construction","upper floor",8,yes,2025,"not available",yes,NULL,NULL,yes,"okres Žilina",Žilina,"Staré mesto","Financial Hotels Management, s.r.o.",Žilina
JuMvMAnJyAh,"2-room apartment",49,3163.27,"new construction","raised ground floor",1,NULL,2024,A,NULL,NULL,yes,NULL,"okres Martin",Martin,Stred,"Reality Center, s.r.o.",Martin
Ju2vUj8wFP4,"2-room apartment",45,3108.89,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
Ju3mlVUzkyZ,"2-room apartment",62,2500.00,"new construction","ground floor",3,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Sučany,Sučany,"TARGETreal s. r. o.",Žilina
JuogofXpdYk,"holiday apartment",26,5192.31,"new construction","ground floor",1,NULL,2022,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,liptoreal,"Liptovský Mikuláš"
Ju6MtpU11Ir,"3-room apartment",66,NULL,"fully renovated","upper floor",NULL,NULL,1970,NULL,NULL,NULL,NULL,NULL,"okres Martin",Príbovce,Príbovce,"B10 Slovensko, a. s.",Žilina
Ju7oSLy3Fih,"holiday apartment",63,3490.48,"new construction","ground floor",NULL,NULL,2022,A,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"All 4 Life, s.r.o.",Piešťany
JubVv2aiyY0,"4-room apartment",67,3157.89,"new construction","ground floor",1,NULL,2023,"in preparation",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"PROMINENT REAL s.r.o.",Bratislava
JuhBe2gFJxv,"4-room apartment",NULL,NULL,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,NULL,NULL
Juw-fZcag7r,"3-room apartment",138,2403.85,"new construction","top floor",5,yes,2025,A,yes,NULL,NULL,yes,"okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
JuTBd7ApfBa,"1-room apartment",38,3059.88,"new construction","ground floor",1,NULL,2005,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"Eli real realitná kancelária",Košice
JuUG1bLiAAp,"2-room apartment",45,3000.00,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné",NULL,NULL
JudWP4utpDg,"1-room apartment",30,3469.18,"partially renovated","upper floor",4,yes,1960,A,NULL,NULL,yes,NULL,"okres Čadca",Čadca,Centrum,"TARGETreal s. r. o.",Žilina
JuajpkZsNxA,"4-room apartment",80,1890.55,"partially renovated","upper floor",3,NULL,1979,"not available",yes,NULL,NULL,yes,"okres Ružomberok",Ružomberok,"Staré mesto","A-Byt Consult, s.r.o.",Ružomberok
Jum1UMzjJKg,"2-room apartment",43,1828.00,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Ju4BxKT1MU9,"holiday apartment",31,3918.03,"new construction","ground floor",1,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina","Rajecké Teplice","Rajecké Teplice","Realitné kancelárie SR",Bratislava
JuQ9TAROpsL,"3-room apartment",74,1797.30,"fully renovated","top floor",12,NULL,1986,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Centrum,"PhDr. Miloš Kocúr - BKM Consulting",Skalité
JuTSuAfPUaV,"holiday apartment",73,11181.23,"under construction","upper floor",4,yes,2025,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Tatry mountain resorts, a.s.","Liptovský Mikuláš"
Juqt_RyaYSM,"4-room apartment",79,2832.33,"under construction","upper floor",3,yes,2025,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuPxUBuwHJ4,"4-room apartment",272,1783.09,"new construction","upper floor",6,NULL,2020,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"RIEŠIME BÝVANIE",Bratislava
JuWJdu9GaUY,"2-room apartment",47,4234.04,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Kunerad,Kunerad,NULL,NULL
Juk34S4WJno,"3-room apartment",115,1843.47,unrenovated,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"MGM reality",Žilina
JuBHdW0whmB,"3-room apartment",66,2196.97,"partially renovated","top floor",NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Ľadoveň,"B10 Slovensko, a. s.",Žilina
Ju0roQQA2MK,"holiday apartment",37,4459.46,"new construction","ground floor",1,NULL,2021,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
JugFcThrxWKY,"3-room apartment",60,NULL,"new construction","upper floor",4,NULL,2022,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,G-REAL,"Liptovský Mikuláš"
JuJvkR7cHC5,"3-room apartment",90,NULL,"partially renovated","ground floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Lipovec,Lipovec,"Realitná kancelária",Bratislava
JuPAGeZeFHi,"2-room apartment",50,2181.18,unrenovated,"upper floor",2,yes,NULL,NULL,NULL,NULL,NULL,yes,"okres Dolný Kubín","Dolný Kubín",Brezovec,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuFc31jRHf3,"2-room apartment",65,2846.15,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,NULL,NULL
Jux8wTB74lK,"3-room apartment",68,NULL,unrenovated,"upper floor",2,NULL,1960,B,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","AstonReal s.r.o.","Banská Bystrica"
JuHzNQ7Qr-d,"3-room apartment",76,1820.09,unrenovated,"top floor",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Jahodníky,"Realitná kancelária",Bratislava
JuWNJll5MyrA,"3-room apartment",88,3210.29,"new construction","ground floor",1,NULL,2023,A,yes,yes,yes,yes,"okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuvSfTkJipf,"2-room apartment",58,2692.11,"development project","upper floor",2,yes,2024,A,NULL,NULL,NULL,yes,"okres Ružomberok",Ružomberok,Baničné,"ODEKO manažment s.r.o.",Žilina
JulIgw-I980,"studio apartment",27,4444.07,"new construction",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota","Direct Real, spol. s r.o.",Bratislava
JutKisdKgjR,"2-room apartment",57,2770.03,"new construction","ground floor",1,NULL,NULL,C,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JulDE6qv7sX,"4-room apartment",180,1611.11,unrenovated,"top floor",4,NULL,2002,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária DOM",Žilina
Ju_WUvCjVPC,"holiday apartment",41,3562.65,"fully renovated","top floor",4,yes,2025,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"Reality Alpia",Martin
JuI7RPoOfX3,"3-room apartment",70,1798.42,"partially renovated","upper floor",2,yes,1980,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Turzovka,Stred,"Reality IQ, s.r.o.",Žilina
Jug8bqAUxzc,"2-room apartment",50,2658.00,"partially renovated","ground floor",NULL,NULL,1975,G,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","HD reality group s.r.o","Banská Bystrica"
JuNYFhhNxB9,"holiday apartment",44,3086.22,"new construction","ground floor",1,yes,2025,A,NULL,NULL,yes,NULL,"okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
JuTJKH0pdjPh,"4-room apartment",91,1978.02,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL,"TUreality s.r.o.",Žilina
JuyttBliR9C,"3-room apartment",70,3127.14,"fully renovated","upper floor",NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,"okres Žilina","Rajecké Teplice","Rajecké Teplice","B10 Slovensko, a. s.",Žilina
JuMi-Tt27An,"2-room apartment",48,3210.24,"new construction","upper floor",4,NULL,2025,A,NULL,yes,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,"STRATEGIC REALITY","Liptovský Mikuláš"
JuWmtnyPS8K,"3-room apartment",110,1863.64,"fully renovated","upper floor",NULL,NULL,2008,NULL,NULL,NULL,NULL,NULL,"okres Martin",Lipovec,Lipovec,"B10 Slovensko, a. s.",Žilina
Juv5BxkBnXj,"4-room apartment",172,1846.63,"under construction","upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"Realitná kancelária",Bratislava
Juhppb1YIBH,"2-room apartment",54,2962.96,"fully renovated","upper floor",2,NULL,2003,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"FISCHER & PARTNERS, s.r.o.",Ružomberok
JuUcmtKJgcX,"2-room apartment",45,NULL,"fully renovated","upper floor",4,NULL,1960,G,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","HD reality group s.r.o","Banská Bystrica"
JuZrguawZAO,"2-room apartment",64,2343.59,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Bytča",Bytča,"Veľká Bytča",NULL,NULL
JugHDSXoGA9,"3-room apartment",76,1835.53,"partially renovated","upper floor",3,yes,1900,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Turzovka,Stred,"bezmaklérov, s.r.o.",Žilina
Ju7QL5RGfkF,"studio apartment",32,2343.75,"new construction","top floor",3,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Bytča",Kotešová,Kotešová,"Reality Alpia",Martin
JuKdeWhe2o7,"holiday apartment",38,4736.84,"new construction","ground floor",1,NULL,2022,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",Limaxreal,"Liptovský Mikuláš"
JuN5ogzbwb6,"studio apartment",21,5475.96,"fully renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"MGM reality",Žilina
JukyEz3oR2iD,"2-room apartment",57,2103.51,"partially renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Direct Real, spol. s r.o.",Bratislava
JuUrOuQWCVS,"3-room apartment",83,2602.41,"new construction",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"TUreality s.r.o.",Žilina
JuOrA9qwl7f,"3-room apartment",85,NULL,"partially renovated",NULL,NULL,NULL,1993,"not available",NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"TUreality s.r.o.",Žilina
JuGLEI81NEj,"3-room apartment",82,NULL,unrenovated,"top floor",2,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","MGM reality",Žilina
Ju3hr4RXLjv,maisonette,NULL,NULL,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Centrum,"RECLOUD Reality a.s.",Bratislava
JuOs2hhR_fq,"1-room apartment",56,3348.21,"fully renovated","upper floor",2,NULL,2019,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","HALO reality, s.r.o.",Prievidza
Ju89eBckNJI,"2-room apartment",69,2723.61,"under construction","upper floor",4,yes,2024,A,NULL,yes,yes,NULL,"okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuUeGi9MZcI,"holiday apartment",79,6202.53,"new construction","upper floor",6,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuztOys4YDo,"holiday apartment",65,5300.00,"new construction","added floor",3,yes,2026,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","J.M.H. s.r.o.","Liptovský Hrádok"
JuBe2LSvIsNx,"2-room apartment",66,2549.88,"new construction","ground floor",1,yes,2024,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok","Liptovská Teplá","Liptovská Teplá","AstonReal s.r.o.","Banská Bystrica"
JuX5UJf-pU4,"holiday apartment",43,5325.58,"new construction","top floor",2,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juh8S_7FwJj,"1-room apartment",47,2233.83,unrenovated,"upper floor",8,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Tvrdošín",Tvrdošín,Medvedzie,"Vianema s.r.o.",Bratislava
JukRhMNGZ-C,"2-room apartment",47,2610.64,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,NULL,NULL
JunH90jZGku,"1-room apartment",31,4008.41,"development project","upper floor",2,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bytčica,"Effecting s.r.o.",Bratislava
JuzxsN9HYse,"2-room apartment",38,4853.33,"new construction","upper floor",2,yes,2011,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"OVERENÉ REALITY","Banská Bystrica"
JuIVEdX9aqM,"2-room apartment",66,1696.97,"partially renovated","top floor",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju23LHSYosl,"1-room apartment",29,4778.16,"new construction","ground floor",1,NULL,2014,B,NULL,yes,yes,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",G-REAL,"Liptovský Mikuláš"
JuMfaZM03jX,"3-room apartment",64,2578.13,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",Žilina
Ju1KgFqJaOR,"2-room apartment",43,2458.14,"new construction","upper floor",2,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové","REALITY FAIR","Banská Bystrica"
Ju2DPhpZEXH,"4-room apartment",127,3412.44,"development project","upper floor",4,yes,2022,A,yes,NULL,NULL,yes,"okres Žilina",Žilina,"Staré mesto","KORSO Project, s.r.o.",Žilina
JuqFaXjCOjj,"1-room apartment",30,3624.16,"fully renovated","upper floor",4,NULL,2000,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Košúty,"Reality ASTORIA, s.r.o.",Martin
JuoHqPCC27P,"holiday apartment",97,3804.12,"fully renovated","ground floor",1,NULL,NULL,G,NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"REALITY SPOLU",Bratislava
Ju8yXTZyQ0c,"3-room apartment",89,2640.45,"partially renovated",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,"TUreality s.r.o.",Žilina
Juh0xQ8lAwr,"holiday apartment",46,3021.74,"new construction","ground floor",1,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","MK-CORP s.r.o.",Malacky
JuolQI_qYfx,"holiday apartment",44,6531.53,"new construction","upper floor",6,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JujVD_-rIKd,"2-room apartment",40,3637.50,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,NULL,NULL
Ju8MQ6z2y19,"1-room apartment",38,3997.37,"new construction","upper floor",3,yes,2025,"in preparation",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JudIm98MNcc,"3-room apartment",69,2549.28,"fully renovated","upper floor",6,NULL,1995,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
JurCt3kGKjX,"3-room apartment",80,2000.00,"partially renovated","upper floor",3,NULL,1975,A,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,"ROSA reality","Kysucké Nové Mesto"
