property_type,condition,location_district,location_area,gen_count,gen_avg_price,area_count,dis_avg_price,price_diff
house,"fully renovated","okres Liptovský Mikuláš",Východná,198,1549.545062,1,1660.710000,7.1740371239
house,"fully renovated","okres Čadca",Podzávoz,198,1549.545062,2,2379.165000,53.5395812839
house,"partially renovated","okres Dolný Kubín",Zázrivá,331,1370.453684,1,470.200000,-65.6901940219
house,unrenovated,"okres Liptovský Mikuláš",Vlachy,364,1025.187980,3,596.540000,-41.8116470698
house,"new construction","okres Liptovský Mikuláš",Dovalovo,340,2114.287185,1,NULL,NULL
house,"under construction","okres Žilina",Mojš,51,1843.917727,1,1333.330000,-27.6903746585
house,"new construction","okres Čadca",Zákopčie,340,2114.287185,1,NULL,NULL
house,"fully renovated","okres Dolný Kubín",Párnica,198,1549.545062,1,2193.330000,41.5467064358
house,"new construction","okres Liptovský Mikuláš",Andice,340,2114.287185,1,2430.890000,14.9744470499
house,unrenovated,"okres Ružomberok",Hrboltová,364,1025.187980,1,1231.340000,20.1087043568
house,"partially renovated","okres Liptovský Mikuláš","Demänovská Dolina",331,1370.453684,1,1936.360000,41.2933558140
house,"fully renovated","okres Martin",Priekopa,198,1549.545062,1,NULL,NULL
house,"fully renovated","okres Liptovský Mikuláš",Vavrišovo,198,1549.545062,1,NULL,NULL
house,unrenovated,"okres Martin",Záborie,364,1025.187980,1,276.670000,-73.0127542073
house,"fully renovated","okres Liptovský Mikuláš",Pribylina,198,1549.545062,1,1350.000000,-12.8776546674
house,"new construction","okres Turčianske Teplice",Stred,340,2114.287185,1,2616.280000,23.7428868964
house,unrenovated,"okres Žilina",Divinka,364,1025.187980,1,660.000000,-35.6215627889
house,"under construction","okres Čadca","Vysoká nad Kysucou",51,1843.917727,2,NULL,NULL
house,"under construction","okres Čadca",Oščadnica,51,1843.917727,1,1449.440000,-21.3934559674
house,unrenovated,"okres Liptovský Mikuláš",Dovalovo,364,1025.187980,2,NULL,NULL
house,"under construction","okres Žilina","Dolný Hričov",51,1843.917727,1,1947.920000,5.6402881472
house,"partially renovated","okres Turčianske Teplice",Jazernica,331,1370.453684,1,350.000000,-74.4610121388
house,unrenovated,"okres Kysucké Nové Mesto",Snežnica,364,1025.187980,1,440.000000,-57.0810418593
house,"partially renovated","okres Žilina",Krasňany,331,1370.453684,1,1355.360000,-1.1013640356
house,"under construction","okres Čadca",Čierne,51,1843.917727,1,2332.220000,26.4817820150
house,"partially renovated","okres Liptovský Mikuláš","Liptovský Ján",331,1370.453684,1,1122.070000,-18.1241939731
house,"partially renovated","okres Martin",Dražkovce,331,1370.453684,1,399.000000,-70.8855538382
house,unrenovated,"okres Žilina",Lietava,364,1025.187980,1,348.190000,-66.0364726477
house,unrenovated,"okres Martin",Mexiko,364,1025.187980,1,977.800000,-4.6223698409
house,"new construction","okres Martin",Záturčie,340,2114.287185,1,680.580000,-67.8104277967
house,"partially renovated","okres Žilina","Mojšová Lúčka",331,1370.453684,1,1738.460000,26.8528823919
house,"fully renovated","okres Čadca",NULL,198,1549.545062,1,1379.310000,-10.9861317476
house,"new construction","okres Ružomberok","Liptovské Revúce",340,2114.287185,1,213.310000,-89.9110205315
house,unrenovated,"okres Čadca",Oščadnica,364,1025.187980,2,680.710000,-33.6014454637
house,"fully renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec",198,1549.545062,1,1499.930000,-3.2019115298
house,"new construction","okres Žilina",Krasňany,340,2114.287185,1,2782.470000,31.6032192665
house,unrenovated,"okres Bytča",Hvozdnica,364,1025.187980,1,141.210000,-86.2259407294
house,"new construction","okres Čadca",NULL,340,2114.287185,2,2855.950000,35.0786222544
house,unrenovated,"okres Ružomberok",NULL,364,1025.187980,1,NULL,NULL
house,"new construction","okres Žilina",Kunerad,340,2114.287185,1,NULL,NULL
house,"partially renovated","okres Ružomberok",Polík,331,1370.453684,1,NULL,NULL
house,"under construction","okres Čadca",NULL,51,1843.917727,1,NULL,NULL
house,"partially renovated","okres Žilina",Mojš,331,1370.453684,1,235.000000,-82.8523938646
house,"fully renovated","okres Bytča",Súľov-Hradná,198,1549.545062,1,0.000000,-100.0000000000
house,"fully renovated","okres Žilina",Konská,198,1549.545062,1,1296.300000,-16.3431879595
house,unrenovated,"okres Tvrdošín",Podbiel,364,1025.187980,1,1173.910000,14.5068048886
house,unrenovated,"okres Ružomberok",Rybárpole,364,1025.187980,1,835.000000,-18.5515226193
house,"partially renovated","okres Turčianske Teplice",Turček,331,1370.453684,3,855.646667,-37.5647147372
house,"partially renovated","okres Ružomberok",Likavka,331,1370.453684,1,1142.860000,-16.6071780942
house,unrenovated,"okres Čadca",Makov,364,1025.187980,1,340.380000,-66.7982841547
house,"partially renovated","okres Ružomberok","Nová Hrboltová",331,1370.453684,1,100.350000,-92.6776073375
house,"new construction","okres Dolný Kubín",Zázrivá,340,2114.287185,1,4191.180000,98.2313485952
house,unrenovated,"okres Turčianske Teplice",Blažovce,364,1025.187980,1,1650.000000,60.9460930277
house,"under construction","okres Ružomberok",Baničné,51,1843.917727,1,1264.710000,-31.4117988302
house,"partially renovated","okres Žilina",Kunerad,331,1370.453684,1,1562.090000,13.9834215660
house,"development project","okres Liptovský Mikuláš","Liptovské Kľačany",3,2344.770000,1,2893.910000,23.4197810446
house,"new construction","okres Dolný Kubín",Jasenová,340,2114.287185,1,2824.990000,33.6142989487
house,"fully renovated","okres Liptovský Mikuláš",Važec,198,1549.545062,2,930.345000,-39.9601197271
house,unrenovated,"okres Žilina","Veľká Čierna",364,1025.187980,1,1327.270000,29.4660126624
house,"under construction","okres Žilina",Višňové,51,1843.917727,1,1880.160000,1.9655038004
house,"partially renovated","okres Námestovo","Oravská Lesná",331,1370.453684,1,986.670000,-28.0041338486
house,"partially renovated","okres Turčianske Teplice",Mošovce,331,1370.453684,2,NULL,NULL
house,unrenovated,"okres Liptovský Mikuláš",Podtureň,364,1025.187980,1,1662.500000,62.1653816113
house,unrenovated,"okres Martin",Ďanová,364,1025.187980,1,2153.850000,110.0931772532
house,"fully renovated","okres Bytča","Veľké Rovné",198,1549.545062,1,1037.040000,-33.0745503676
house,"partially renovated","okres Námestovo",NULL,331,1370.453684,1,503.690000,-63.2464777263
house,"fully renovated","okres Turčianske Teplice","Slovenské Pravno",198,1549.545062,1,211.170000,-86.3721291379
house,"new construction","okres Turčianske Teplice",Turček,340,2114.287185,1,1536.000000,-27.3514018863
house,"new construction","okres Liptovský Mikuláš",Celiny,340,2114.287185,1,2529.680000,19.6469437996
house,unrenovated,"okres Dolný Kubín",Istebné,364,1025.187980,1,1500.000000,46.3146300252
house,"partially renovated","okres Tvrdošín",NULL,331,1370.453684,1,691.630000,-49.5327709302
house,"under construction","okres Čadca",Staškov,51,1843.917727,1,1035.980000,-43.8163652949
house,"partially renovated","okres Tvrdošín",Podbiel,331,1370.453684,1,1295.000000,-5.5057449136
house,unrenovated,"okres Žilina",Zbyňov,364,1025.187980,1,1125.000000,9.7359725189
house,"new construction","okres Žilina",Divinka,340,2114.287185,1,1962.770000,-7.1663483596
house,"partially renovated","okres Žilina",Nededza,331,1370.453684,1,933.330000,-31.8962755986
house,"under construction","okres Liptovský Mikuláš","Liptovský Peter",51,1843.917727,1,NULL,NULL
house,unrenovated,"okres Ružomberok","Liptovský Michal",364,1025.187980,1,1370.000000,33.6340287564
house,"new construction","okres Kysucké Nové Mesto",Suľkov,340,2114.287185,2,NULL,NULL
house,"under construction","okres Turčianske Teplice",Diviaky,51,1843.917727,1,1617.980000,-12.2531349253
house,"partially renovated","okres Martin","Turčianske Jaseno",331,1370.453684,1,1665.000000,21.4926136825
house,"new construction","okres Martin",Ratkovo,340,2114.287185,1,393.690000,-81.3795399796
house,"under construction","okres Žilina",Svederník,51,1843.917727,1,2739.130000,48.5494694200
house,"fully renovated","okres Martin",Blatnica,198,1549.545062,1,1073.940000,-30.6932062619
house,"under construction","okres Ružomberok","Liptovské Revúce",51,1843.917727,1,117.190000,-93.6445103659
house,unrenovated,"okres Martin",Trebostovo,364,1025.187980,1,187.500000,-81.7106712468
house,"partially renovated","okres Ružomberok",Hrboltová,331,1370.453684,1,1125.000000,-17.9103961605
house,"new construction","okres Žilina",Zbyňov,340,2114.287185,1,3490.000000,65.0674527453
house,"new construction","okres Čadca",Rieka,340,2114.287185,1,1250.000000,-40.8784195038
house,"partially renovated","okres Martin",Turany,331,1370.453684,1,1249.580000,-8.8199758526
house,"under construction","okres Liptovský Mikuláš",Celiny,51,1843.917727,1,2516.160000,36.4572813177
house,unrenovated,"okres Liptovský Mikuláš",Bodice,364,1025.187980,1,353.920000,-65.4775507610
house,unrenovated,"okres Dolný Kubín","Dlhá nad Oravou",364,1025.187980,1,479.600000,-53.2183356266
house,"under construction","okres Ružomberok",Roveň,51,1843.917727,1,1173.680000,-36.3485700683
house,"new construction","okres Liptovský Mikuláš",NULL,340,2114.287185,1,1183.330000,-44.0317281212
house,"under construction","okres Liptovský Mikuláš","Veterná Poruba",51,1843.917727,1,1595.180000,-13.4896326098
house,"partially renovated","okres Martin","Horné Vrútky",331,1370.453684,1,1162.790000,-15.1529151568
house,unrenovated,"okres Dolný Kubín",Mokraď,364,1025.187980,1,1584.150000,54.5228807696
house,unrenovated,"okres Martin",Krpeľany,364,1025.187980,1,687.500000,-32.9391279051
house,"new construction","okres Liptovský Mikuláš",Východná,340,2114.287185,1,2372.880000,12.2307327422
house,"fully renovated","okres Ružomberok","Liptovské Revúce",198,1549.545062,1,2065.700000,33.3100953730
house,"partially renovated","okres Čadca",Horelica,331,1370.453684,1,405.400000,-70.4185552031
house,"partially renovated","okres Ružomberok","Liptovské Sliače",331,1370.453684,1,1778.570000,29.7796504008
house,"fully renovated","okres Žilina",Belá,198,1549.545062,1,888.160000,-42.6825316810
house,"partially renovated","okres Žilina",Trnové,331,1370.453684,1,NULL,NULL
house,unrenovated,"okres Liptovský Mikuláš",Jakubovany,364,1025.187980,1,1483.330000,44.6885867702
house,"new construction","okres Martin",Jahodníky,340,2114.287185,1,2616.280000,23.7428868964
house,"partially renovated","okres Ružomberok",Kalameny,331,1370.453684,1,784.210000,-42.7773437982
house,"partially renovated","okres Žilina",Lietava,331,1370.453684,1,271.900000,-80.1598548587
house,unrenovated,"okres Liptovský Mikuláš",Ploštín,364,1025.187980,1,1236.000000,20.5632551408
house,"fully renovated","okres Žilina",Šuja,198,1549.545062,1,540.940000,-65.0903989006
house,unrenovated,"okres Čadca",Turkov,364,1025.187980,1,561.880000,-45.1924904543
house,"fully renovated","okres Tvrdošín",Nižná,198,1549.545062,1,NULL,NULL
house,"fully renovated","okres Turčianske Teplice","Malý Čepčín",198,1549.545062,1,1586.670000,2.3958604955
house,"new construction","okres Ružomberok",Švošov,340,2114.287185,1,NULL,NULL
house,"new construction","okres Námestovo","Oravská Polhora",340,2114.287185,1,1078.220000,-49.0031435819
house,"new construction","okres Liptovský Mikuláš",Bukovina,340,2114.287185,1,3062.500000,44.8478722156
house,"fully renovated","okres Turčianske Teplice","Dolná Štubňa",198,1549.545062,1,1400.000000,-9.6509011366
house,unrenovated,"okres Čadca","Vysoká nad Kysucou",364,1025.187980,1,NULL,NULL
house,"new construction","okres Tvrdošín",Habovka,340,2114.287185,1,2361.490000,11.6920169007
house,"fully renovated","okres Žilina",Budatín,198,1549.545062,1,NULL,NULL
house,"partially renovated","okres Žilina","Rajecké Teplice",331,1370.453684,1,1317.570000,-3.8588450392
house,unrenovated,"okres Liptovský Mikuláš","Malé Borové",364,1025.187980,1,260.000000,-74.6387974623
house,"new construction","okres Ružomberok",Gejdák,340,2114.287185,1,NULL,NULL
house,unrenovated,"okres Martin",Nolčovo,364,1025.187980,1,1025.000000,-0.0183361494
house,"partially renovated","okres Kysucké Nové Mesto",Suľkov,331,1370.453684,1,1146.450000,-16.3452210473
house,unrenovated,"okres Žilina",Strážov,364,1025.187980,1,1733.320000,69.0733830102
house,unrenovated,"okres Žilina","Horný Hričov",364,1025.187980,1,2471.430000,141.0709107221
house,"new construction","okres Tvrdošín",Nižná,340,2114.287185,1,888.890000,-57.9579346502
house,"under construction","okres Liptovský Mikuláš",Vlachy,51,1843.917727,1,NULL,NULL
"holiday apartment","new construction","okres Dolný Kubín","Kubínska hoľa",93,4666.350909,1,NULL,NULL
land,n/a,"okres Martin",Podhradie,923,102.133312,3,47.650000,-53.3452905160
land,n/a,"okres Námestovo",Rabča,923,102.133312,1,214.290000,109.8140124938
land,n/a,"okres Martin",Sklabiňa,923,102.133312,3,120.000000,17.4934971266
land,n/a,"okres Žilina",Višňové,923,102.133312,14,168.833333,65.3068227142
land,n/a,"okres Žilina",Hôrky,923,102.133312,6,217.708333,113.1609449814
land,n/a,"okres Žilina",Bôrik,923,102.133312,5,460.262500,350.6487560102
land,n/a,"okres Žilina",Trnové,923,102.133312,14,212.972857,108.5243813497
land,n/a,"okres Žilina","Lietavská Svinná-Babkov",923,102.133312,7,129.257143,26.5572813305
land,n/a,"okres Liptovský Mikuláš",Lazisko,923,102.133312,3,115.335000,12.9259374258
land,n/a,"okres Liptovský Mikuláš",Stošice,923,102.133312,3,119.300000,16.8081183933
land,n/a,"okres Žilina",Terchová,923,102.133312,9,152.535000,49.3489215350
land,n/a,"okres Kysucké Nové Mesto","Horný Vadičov",923,102.133312,5,50.502000,-50.5528617343
land,n/a,"okres Námestovo",Zákamenné,923,102.133312,2,104.265000,2.0871623159
land,n/a,"okres Bytča",Súľov-Hradná,923,102.133312,4,99.036667,-3.0319637534
land,n/a,"okres Ružomberok",Štiavnička,923,102.133312,2,125.450000,22.8296601211
land,n/a,"okres Turčianske Teplice","Turčiansky Michal",923,102.133312,4,61.252500,-40.0269130605
land,n/a,"okres Žilina",Budatín,923,102.133312,14,266.945833,161.3699955211
land,n/a,"okres Liptovský Mikuláš","Liptovské Kľačany",923,102.133312,3,101.330000,-0.7865328014
land,n/a,"okres Čadca",Staškov,923,102.133312,11,42.250909,-58.6316078734
land,n/a,"okres Čadca",Olešná,923,102.133312,4,33.666667,-67.0365463131
land,n/a,"okres Čadca",Raková,923,102.133312,17,61.255882,-40.0236017021
land,n/a,"okres Liptovský Mikuláš","Liptovská Anna",923,102.133312,8,97.250000,-4.7813117037
land,n/a,"okres Bytča",Maršová-Rašov,923,102.133312,2,129.960000,27.2454573881
land,n/a,"okres Žilina",Zbyňov,923,102.133312,6,90.026667,-11.8537671627
land,n/a,"okres Námestovo","Oravská Jasenica",923,102.133312,6,87.323333,-14.5006352090
land,n/a,"okres Čadca",Predmier,923,102.133312,6,55.390000,-45.7669599513
land,n/a,"okres Ružomberok","Liptovské Sliače",923,102.133312,9,91.540000,-10.3720439419
land,n/a,"okres Žilina",Krasňany,923,102.133312,7,156.844286,53.5681972205
land,n/a,"okres Martin",Laskár,923,102.133312,2,68.000000,-33.4203516283
land,n/a,"okres Liptovský Mikuláš","Liptovské Beharovce",923,102.133312,4,45.056667,-55.8844552109
land,n/a,"okres Námestovo",Brehy,923,102.133312,1,319.410000,212.7383159767
land,n/a,"okres Bytča",Hvozdnica,923,102.133312,1,73.000000,-28.5247892480
land,n/a,"okres Kysucké Nové Mesto",Suľkov,923,102.133312,5,98.894000,-3.1716507930
land,n/a,"okres Martin",Blatnica,923,102.133312,5,113.220000,10.8551145389
land,n/a,"okres Čadca",Oščadnica,923,102.133312,20,68.252500,-33.1731257281
land,n/a,"okres Martin",Sučany,923,102.133312,9,119.552500,17.0553442935
land,n/a,"okres Žilina",Ovčiarsko,923,102.133312,21,120.495500,17.9786473585
land,n/a,"okres Žilina",Bitarová,923,102.133312,15,145.458000,42.4197425420
land,n/a,"okres Liptovský Mikuláš",Prosiek,923,102.133312,3,18.973333,-81.4229729474
land,n/a,"okres Žilina",Varín,923,102.133312,5,106.742000,4.5124239190
land,n/a,"okres Liptovský Mikuláš","Pavčina Lehota",923,102.133312,3,113.205000,10.8404278518
land,n/a,"okres Liptovský Mikuláš","Svätý Kríž",923,102.133312,6,67.040000,-34.3602996053
land,n/a,"okres Žilina",Brodno,923,102.133312,2,55.010000,-46.1390226922
land,n/a,"okres Čadca",Svrčinovec,923,102.133312,4,62.742500,-38.5680354711
land,n/a,"okres Turčianske Teplice","Horná Štubňa",923,102.133312,4,32.215000,-68.4578915839
land,n/a,"okres Martin",Turany,923,102.133312,9,74.798000,-26.7643450161
land,n/a,"okres Žilina",Svederník,923,102.133312,7,107.142500,4.9045584657
land,n/a,"okres Martin",Valča,923,102.133312,6,96.355000,-5.6576173697
land,n/a,"okres Žilina","Dolná Tižina",923,102.133312,6,115.973333,13.5509372300
land,n/a,"okres Martin",Priekopa,923,102.133312,6,103.960000,1.7885330107
land,n/a,"okres Dolný Kubín",Veličná,923,102.133312,9,127.804286,25.1347709159
land,n/a,"okres Čadca",Podzávoz,923,102.133312,5,63.316000,-38.0065144661
land,n/a,"okres Kysucké Nové Mesto",Povina,923,102.133312,7,70.215000,-31.2516174938
land,n/a,"okres Turčianske Teplice",Turček,923,102.133312,2,36.055000,-64.6980996758
land,n/a,"okres Žilina","Žilinská Lehota",923,102.133312,3,203.236667,98.9915562515
land,n/a,"okres Martin","Karvaša a Bláhovca",923,102.133312,8,144.373333,41.3577315499
land,n/a,"okres Žilina",Kunerad,923,102.133312,6,90.953333,-10.9464569209
land,n/a,"okres Bytča","Hlboké nad Váhom",923,102.133312,8,25.166667,-75.3590023596
land,n/a,"okres Kysucké Nové Mesto",Snežnica,923,102.133312,11,70.475455,-30.9966027539
land,n/a,"okres Liptovský Mikuláš",Beňadiková,923,102.133312,5,90.250000,-11.6350990361
land,n/a,"okres Liptovský Mikuláš",Jamník,923,102.133312,7,110.578571,8.2688584504
land,n/a,"okres Liptovský Mikuláš",Podtureň,923,102.133312,7,123.000000,20.4308345547
land,n/a,"okres Martin",Trnovo,923,102.133312,3,55.760000,-45.4046883352
land,n/a,"okres Dolný Kubín",Malatiná,923,102.133312,3,50.310000,-50.7408513297
land,n/a,"okres Liptovský Mikuláš",Kvačany,923,102.133312,6,82.858333,-18.8723724146
land,n/a,"okres Žilina","Dlhé Pole",923,102.133312,2,69.500000,-31.9516829142
land,n/a,"okres Martin",Vrícko,923,102.133312,3,86.096667,-15.7016791936
land,n/a,"okres Bytča",Štiavnik,923,102.133312,4,82.355000,-19.3651920345
land,n/a,"okres Dolný Kubín","Dlhá nad Oravou",923,102.133312,3,75.000000,-26.5665642959
land,n/a,"okres Martin","Turčiansky Jaseno",923,102.133312,1,105.000000,2.8068099858
land,n/a,"okres Martin","Turčianske Kľačany",923,102.133312,4,37.436667,-63.3452922784
land,n/a,"okres Dolný Kubín",Zázrivá,923,102.133312,6,71.865000,-29.6360819083
land,n/a,"okres Žilina",Stránske,923,102.133312,4,105.755000,3.5460399052
land,n/a,"okres Čadca",Skalité,923,102.133312,15,75.583333,-25.9954156779
land,n/a,"okres Dolný Kubín","Horná Lehota",923,102.133312,2,38.000000,-62.7937259099
land,n/a,"okres Turčianske Teplice",Jazernica,923,102.133312,3,66.205000,-35.1778585228
land,n/a,"okres Martin","Dolný Kalník",923,102.133312,4,111.695000,9.3619680129
land,n/a,"okres Žilina",Hájik,923,102.133312,1,NULL,NULL
land,n/a,"okres Žilina",Rosina,923,102.133312,9,229.718333,124.9200858188
land,n/a,"okres Ružomberok","Liptovský Michal",923,102.133312,2,79.615000,-22.0479602189
land,n/a,"okres Námestovo",Ťapešovo,923,102.133312,1,89.810000,-12.0659085255
land,n/a,"okres Dolný Kubín",Párnica,923,102.133312,7,95.227500,-6.7615666865
land,n/a,"okres Ružomberok","Liptovská Štiavnica",923,102.133312,4,62.190000,-39.1089951142
land,n/a,"okres Liptovský Mikuláš","Staré mesto",923,102.133312,2,39.905000,-60.9285166430
land,n/a,"okres Žilina",Strážov,923,102.133312,3,35.065000,-65.6674210271
land,n/a,"okres Liptovský Mikuláš",Vavrišovo,923,102.133312,1,4.400000,-95.6919051054
land,n/a,"okres Ružomberok",Černová,923,102.133312,1,NULL,NULL
land,n/a,"okres Martin",Ratkovo,923,102.133312,4,NULL,NULL
land,n/a,"okres Dolný Kubín","Vyšný Kubín",923,102.133312,6,140.072500,37.1467323022
land,n/a,"okres Ružomberok","Liptovská Osada",923,102.133312,2,113.920000,11.5404932722
land,n/a,"okres Žilina",Turie,923,102.133312,6,100.600000,-1.5012849089
land,n/a,"okres Čadca",Čierne,923,102.133312,4,68.467500,-32.9626165457
land,n/a,"okres Žilina",Lysica,923,102.133312,3,78.146667,-23.4856233782
land,n/a,"okres Žilina",Bytčica,923,102.133312,2,116.890000,14.4484573260
land,n/a,"okres Martin",Stráne,923,102.133312,6,193.401667,89.3619850495
land,n/a,"okres Martin",Slovany,923,102.133312,1,85.000000,-16.7754395353
land,n/a,"okres Bytča","Bytča - sever",923,102.133312,4,148.380000,45.2807091970
land,n/a,"okres Ružomberok",Hrabovo,923,102.133312,1,79.110000,-22.5424120193
land,n/a,"okres Čadca",Horelica,923,102.133312,1,75.000000,-26.5665642959
land,n/a,"okres Dolný Kubín","Malý Bysterec",923,102.133312,4,147.450000,44.3701345943
land,n/a,"okres Liptovský Mikuláš",Vlachy,923,102.133312,6,70.283333,-31.1847118010
land,n/a,"okres Liptovský Mikuláš",Ižipovce,923,102.133312,4,123.490000,20.9105996680
land,n/a,"okres Žilina",Mojš,923,102.133312,3,156.236667,52.9732698769
land,n/a,"okres Tvrdošín",Liesek,923,102.133312,1,82.380000,-19.3407142226
land,n/a,"okres Ružomberok",Likavka,923,102.133312,2,123.200000,20.6266570500
land,n/a,"okres Liptovský Mikuláš","Liptovská Ondrašová",923,102.133312,3,110.000000,7.7023723660
land,n/a,"okres Kysucké Nové Mesto","Dolný Vadičov",923,102.133312,4,39.316667,-61.5045608234
land,n/a,"okres Čadca",Makov,923,102.133312,9,43.492222,-57.4162228285
land,n/a,"okres Kysucké Nové Mesto",Rudina,923,102.133312,4,88.192500,-13.6496229555
land,n/a,"okres Martin",Žabokreky,923,102.133312,2,56.170000,-45.0032522200
land,n/a,"okres Martin",Belá-Dulice,923,102.133312,4,66.755000,-34.6393466610
land,n/a,"okres Martin",Daňová,923,102.133312,1,68.760000,-32.6762261465
land,n/a,"okres Liptovský Mikuláš",Bobrovník,923,102.133312,1,89.000000,-12.8589896311
land,n/a,"okres Martin",Tomčany,923,102.133312,5,107.883333,5.6299172987
land,n/a,"okres Čadca",Klokočov,923,102.133312,3,33.486667,-67.2127865588
land,n/a,"okres Námestovo","Oravská Lesná",923,102.133312,4,55.686667,-45.4764895904
land,n/a,"okres Žilina","Kotrčiná Lúčka",923,102.133312,8,82.794286,-18.9350816313
land,n/a,"okres Žilina",Divina,923,102.133312,5,164.976667,61.5307129176
land,n/a,"okres Turčianske Teplice",Sklené,923,102.133312,6,38.620000,-62.1866761748
land,n/a,"okres Žilina",Vlčince,923,102.133312,1,480.770000,370.7279051129
land,n/a,"okres Liptovský Mikuláš","Liptovská Sielnica",923,102.133312,6,77.710000,-23.9131694858
land,n/a,"okres Bytča","Hliník nad Váhom",923,102.133312,3,114.353333,11.9647750188
land,n/a,"okres Turčianske Teplice",Diviaky,923,102.133312,2,62.500000,-38.8054702466
land,n/a,"okres Martin",Necpaly,923,102.133312,9,86.365000,-15.4389510055
land,n/a,"okres Liptovský Mikuláš","Liptovský Ján",923,102.133312,2,97.500000,-4.5365335847
land,n/a,"okres Martin",Rakovo,923,102.133312,2,92.690000,-9.2460645945
land,n/a,"okres Martin",Trebostovo,923,102.133312,2,105.000000,2.8068099858
land,n/a,"okres Liptovský Mikuláš","Liptovské Matiašovce",923,102.133312,1,87.720000,-14.1122536005
land,n/a,"okres Martin",Karlová,923,102.133312,3,74.450000,-27.1050761577
land,n/a,"okres Martin",Záturčie,923,102.133312,10,84.587000,-17.1798129880
land,n/a,"okres Čadca",Dunajov,923,102.133312,4,39.285000,-61.5355663782
land,n/a,"okres Čadca",Milošová,923,102.133312,1,17.320000,-83.0417719147
land,n/a,"okres Martin",Podháj,923,102.133312,2,91.660000,-10.2545504448
land,n/a,"okres Dolný Kubín",Jasenová,923,102.133312,1,139.000000,36.0966341716
land,n/a,"okres Bytča","Veľká Bytča",923,102.133312,2,NULL,NULL
land,n/a,"okres Žilina",Nededza,923,102.133312,1,100.000000,-2.0887523945
land,n/a,"okres Dolný Kubín",Mokraď,923,102.133312,4,102.705000,0.5597468532
land,n/a,"okres Ružomberok",Podsuchá,923,102.133312,1,15.420000,-84.9020856192
land,n/a,"okres Žilina",Lietava,923,102.133312,6,138.652000,35.7559030300
land,n/a,"okres Čadca",Korňa,923,102.133312,6,28.565000,-72.0316521215
land,n/a,"okres Bytča",Pšurnovice,923,102.133312,4,76.945000,-24.6621905300
land,n/a,"okres Martin","Košťany nad Turcom",923,102.133312,2,102.995000,0.8436894713
land,n/a,"okres Ružomberok",Ludrová,923,102.133312,1,NULL,NULL
land,n/a,"okres Námestovo",Krušetnica,923,102.133312,2,65.325000,-36.0394775017
land,n/a,"okres Liptovský Mikuláš",Východná,923,102.133312,3,66.510000,-34.8792292176
land,n/a,"okres Dolný Kubín",Banisko,923,102.133312,1,238.000000,133.0287693010
land,n/a,"okres Bytča","Veľké Rovné",923,102.133312,8,120.621429,18.1019460135
land,n/a,"okres Turčianske Teplice",Mošovce,923,102.133312,4,55.045000,-46.1047537556
land,n/a,"okres Martin","Turčianske Jaseno",923,102.133312,2,66.000000,-35.3785765804
land,n/a,"okres Martin",Šútovo,923,102.133312,3,10.090000,-90.1207551166
land,n/a,"okres Námestovo",Novoť,923,102.133312,2,50.000000,-51.0443761973
land,n/a,"okres Čadca","U Sneheľníka",923,102.133312,1,110.000000,7.7023723660
land,n/a,"okres Turčianske Teplice","Slovenské Pravno",923,102.133312,2,64.615000,-36.7346473597
land,n/a,"okres Liptovský Mikuláš","Liptovský Trnovec",923,102.133312,6,116.465000,14.0323345237
land,n/a,"okres Ružomberok",Turík,923,102.133312,1,NULL,NULL
land,n/a,"okres Žilina",Rajec,923,102.133312,3,61.100000,-40.1762277131
land,n/a,"okres Čadca",Rieka,923,102.133312,5,73.200000,-28.3289667528
land,n/a,"okres Žilina","Dolný Hričov",923,102.133312,9,79.675000,-21.9892134703
land,n/a,"okres Dolný Kubín",Stred,923,102.133312,1,NULL,NULL
land,n/a,"okres Martin",Stred,923,102.133312,1,404.930000,296.4720149289
land,n/a,"okres Martin",NULL,923,102.133312,3,63.333333,-37.9895435096
land,n/a,"okres Martin","Horný Kalník",923,102.133312,2,79.670000,-21.9941090327
land,n/a,"okres Čadca",NULL,923,102.133312,3,83.410000,-18.3322283723
land,n/a,"okres Liptovský Mikuláš",Podbreziny,923,102.133312,6,186.811667,82.9096338323
land,n/a,"okres Žilina",Čičmany,923,102.133312,1,143.380000,40.3851468167
land,n/a,"okres Žilina","Rajecké Teplice",923,102.133312,2,170.845000,67.2764709716
land,n/a,"okres Liptovský Mikuláš",NULL,923,102.133312,1,184.330000,80.4798027112
land,n/a,"okres Martin","Turčiansky Peter",923,102.133312,3,105.635000,3.4285464081
land,n/a,"okres Žilina","Horný Hričov",923,102.133312,1,160.100000,56.7559074164
land,n/a,"okres Kysucké Nové Mesto",Nesluša,923,102.133312,3,35.353333,-65.3851105896
land,n/a,"okres Žilina",Divinka,923,102.133312,1,139.110000,36.2043365440
land,n/a,"okres Dolný Kubín",Žaškov,923,102.133312,4,73.432500,-28.1013231021
land,n/a,"okres Žilina",Kľače,923,102.133312,6,73.008000,-28.5169563482
land,n/a,"okres Žilina",Ďurčiná,923,102.133312,1,NULL,NULL
land,n/a,"okres Žilina",Gbeľany,923,102.133312,1,287.290000,181.2892232458
land,n/a,"okres Žilina",Konská,923,102.133312,1,111.740000,9.4060280744
land,n/a,"okres Čadca",Podvysoká,923,102.133312,2,44.100000,-56.8211398060
