property_type,condition,location_district,location_area,gen_count,gen_avg_price,area_count,dis_avg_price,price_diff
"2-room apartment",unrenovated,"okres Martin",Podháj,35,2167.317353,1,2211.540000,2.0404324701
"1-room apartment","partially renovated","okres Žilina",Vlčince,20,2834.321111,1,3722.190000,31.3256280509
"2-room apartment","partially renovated","okres Tvrdošín",Trstená,67,2358.305690,2,1992.000000,-15.5325788151
"2-room apartment","fully renovated","okres Martin","Horné Vrútky",99,2597.321264,2,2592.980000,-0.1671438978
"3-room apartment","partially renovated","okres Martin","Horné Vrútky",121,2016.158090,8,1730.700000,-14.1585172024
"2-room apartment",unrenovated,"okres Žilina",Hliny,35,2167.317353,5,2579.510000,19.0185644216
"2-room apartment","partially renovated","okres Tvrdošín",Medvedzie,67,2358.305690,3,2015.185000,-14.5494577507
"2-room apartment","partially renovated","okres Žilina",Bitarová,67,2358.305690,1,2545.450000,7.9355407907
"2-room apartment","fully renovated","okres Liptovský Mikuláš",Podbreziny,99,2597.321264,1,2499.040000,-3.7839471521
"holiday apartment","fully renovated","okres Ružomberok",Hrabovo,18,3390.796875,4,3120.340000,-7.9762039712
"5+ room apartment","partially renovated","okres Žilina","Rajecké Teplice",4,2588.316667,1,2326.670000,-10.1087579559
"3-room apartment","new construction","okres Dolný Kubín",NULL,110,2940.550842,2,2934.940000,-0.1908092157
"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",93,4666.350909,3,4068.970000,-12.8018856843
"2-room apartment","new construction","okres Martin",Záturčie,125,3419.646726,2,3250.000000,-4.9609430328
"3-room apartment",unrenovated,"okres Žilina",Solinky,68,1900.298036,1,2283.580000,20.1695711272
"2-room apartment",unrenovated,"okres Kysucké Nové Mesto",Sídlisko,35,2167.317353,2,2111.785000,-2.5622621866
"1-room apartment",unrenovated,"okres Tvrdošín",Nižná,11,2780.075000,1,3030.300000,9.0006564571
"3-room apartment","fully renovated","okres Žilina","Staré mesto",90,2484.530476,9,2757.621111,10.9916395729
"2-room apartment",unrenovated,"okres Turčianske Teplice",Stred,35,2167.317353,1,1366.670000,-36.9418604937
"3-room apartment",unrenovated,"okres Liptovský Mikuláš",Malužiná,68,1900.298036,1,1088.460000,-42.7216163265
"2-room apartment",unrenovated,"okres Martin",Sever,35,2167.317353,3,1981.350000,-8.5805317224
"2-room apartment","fully renovated","okres Čadca",Oščadnica,99,2597.321264,1,2021.800000,-22.1582625137
"studio apartment","partially renovated","okres Žilina",Závodie,7,2914.662000,1,3702.940000,27.0452628813
"3-room apartment","partially renovated","okres Martin",Stred,121,2016.158090,9,1915.233333,-5.0057958005
"3-room apartment","partially renovated","okres Martin",Ľadoveň,121,2016.158090,4,1866.055000,-7.4450059618
"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",93,4666.350909,40,5609.228333,20.2058834063
"3-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,24,2895.789524,6,2888.855000,-0.2394691998
"3-room apartment","partially renovated","okres Ružomberok",Baničné,121,2016.158090,5,1888.773333,-6.3181928854
"2-room apartment","new construction","okres Žilina",Vlčince,125,3419.646726,10,3595.462000,5.1413285666
"2-room apartment",unrenovated,"okres Ružomberok","Liptovská Lúžna",35,2167.317353,3,967.870000,-55.3424883227
"3-room apartment",unrenovated,"okres Liptovský Mikuláš",Podbreziny,68,1900.298036,1,1740.260000,-8.4217334843
"3-room apartment","new construction","okres Ružomberok","Liptovská Teplá",110,2940.550842,4,2647.816667,-9.9550795320
"4-room apartment","new construction","okres Martin",Sučany,38,2797.552667,1,1863.000000,-33.4060794645
"4-room apartment","new construction","okres Martin",Košúty,38,2797.552667,1,NULL,NULL
"3-room apartment","new construction","okres Žilina",Bôrik,110,2940.550842,4,3711.035000,26.2020349043
"3-room apartment","partially renovated","okres Ružomberok",Hrabovo,121,2016.158090,1,2833.330000,40.5311425752
"2-room apartment","new construction","okres Žilina","Staré mesto",125,3419.646726,8,3751.466250,9.7033275829
"3-room apartment","partially renovated","okres Liptovský Mikuláš","Staré mesto",121,2016.158090,4,2050.065000,1.6817584974
"2-room apartment","partially renovated","okres Ružomberok","Staré mesto",67,2358.305690,2,2154.175000,-8.6558197636
"1-room apartment","partially renovated","okres Martin",Turany,20,2834.321111,2,2418.420000,-14.6737470707
"3-room apartment","new construction","okres Žilina",Hájik,110,2940.550842,7,2949.562857,0.3064737012
"4-room apartment","partially renovated","okres Žilina","Staré mesto",27,2030.536667,3,2360.743333,16.2620390642
"2-room apartment","fully renovated","okres Čadca",Staškov,99,2597.321264,8,1821.666250,-29.8636531703
"3-room apartment","new construction","okres Martin",Sučany,110,2940.550842,1,1960.780000,-33.3192960994
"4-room apartment","partially renovated","okres Žilina",Bôrik,27,2030.536667,1,2670.340000,31.5090755758
"2-room apartment","fully renovated","okres Martin",Priekopa,99,2597.321264,2,2470.000000,-4.9020221628
"3-room apartment","fully renovated","okres Liptovský Mikuláš","Liptovská Kokava",90,2484.530476,1,NULL,NULL
"3-room apartment","development project","okres Žilina","Staré mesto",3,2359.596667,1,3628.760000,53.7872997852
"4-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",38,2797.552667,2,NULL,NULL
"1-room apartment","new construction","okres Martin",Tomčany,42,3762.587436,2,3414.060000,-9.2629724074
"3-room apartment","partially renovated","okres Liptovský Mikuláš",Podbreziny,121,2016.158090,4,2326.605000,15.3979448110
"2-room apartment","new construction","okres Martin",Tomčany,125,3419.646726,3,3357.410000,-1.8199753070
"1-room apartment","partially renovated","okres Čadca",Žarec,20,2834.321111,3,2431.283333,-14.2199053042
"studio apartment","new construction","okres Dolný Kubín",Brezovec,8,3284.020000,1,3996.000000,21.6801359310
"holiday apartment","partially renovated","okres Čadca",Oščadnica,5,2725.797500,1,3000.000000,10.0595330357
"3-room apartment",unrenovated,"okres Čadca","Sídlisko 3",68,1900.298036,2,1772.830000,-6.7077918087
"4-room apartment","partially renovated","okres Dolný Kubín",Zázrivá,27,2030.536667,1,1831.830000,-9.7859186800
"studio apartment","new construction","okres Ružomberok","Staré mesto",8,3284.020000,1,1815.800000,-44.7080103044
"2-room apartment","new construction","okres Ružomberok","Liptovská Teplá",125,3419.646726,4,2613.040000,-23.5874284869
"2-room apartment","development project","okres Dolný Kubín",Brezovec,9,3654.186250,1,2716.670000,-25.6559514447
"3-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,68,1900.298036,2,2484.550000,30.7452806313
"2-room apartment","partially renovated","okres Čadca",Žarec,67,2358.305690,4,2030.935000,-13.8816053995
"3-room apartment","fully renovated","okres Martin","Horné Vrútky",90,2484.530476,5,2079.015000,-16.3216140803
"3-room apartment",unrenovated,"okres Martin",Záturčie,68,1900.298036,4,1655.357500,-12.8895852840
"4-room apartment","fully renovated","okres Martin",Sučany,40,2351.017179,1,1799.330000,-23.4658931431
"2-room apartment","fully renovated","okres Žilina","Staré mesto",99,2597.321264,15,2789.291667,7.3910919554
"3-room apartment","new construction","okres Liptovský Mikuláš",Demänová,110,2940.550842,2,5448.710000,85.2955549068
"5+ room apartment","partially renovated","okres Žilina",Hliny,4,2588.316667,1,2990.000000,15.5190954075
"3-room apartment","new construction","okres Dolný Kubín",Brezovec,110,2940.550842,2,2558.525000,-12.9916421285
"3-room apartment","new construction","okres Martin","Košťany nad Turcom",110,2940.550842,2,1898.585000,-35.4343760059
"1-room apartment","partially renovated","okres Ružomberok",Baničné,20,2834.321111,1,2125.280000,-25.0162590346
"3-room apartment",unrenovated,"okres Žilina",Vlčince,68,1900.298036,4,2566.063333,35.0347831965
"3-room apartment","partially renovated","okres Martin",Záturčie,121,2016.158090,4,2024.875000,0.4323525047
"2-room apartment",unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",35,2167.317353,1,1901.410000,-12.2689624864
"2-room apartment","fully renovated","okres Žilina",Vlčince,99,2597.321264,4,2931.480000,12.8655141985
"holiday apartment","new construction","okres Liptovský Mikuláš","Pavčina Lehota",93,4666.350909,2,5111.110000,9.5311968532
"2-room apartment","new construction","okres Martin",Stred,125,3419.646726,6,2769.700000,-19.0062535132
"2-room apartment","fully renovated","okres Žilina",Hliny,99,2597.321264,3,2889.576667,11.2521853592
"2-room apartment","new construction","okres Žilina",Bytčica,125,3419.646726,5,3642.632000,6.5207108180
"1-room apartment",unrenovated,"okres Námestovo",Stred,11,2780.075000,2,NULL,NULL
"3-room apartment","fully renovated","okres Tvrdošín",Medvedzie,90,2484.530476,2,2216.035000,-10.8066887725
"2-room apartment","new construction","okres Tvrdošín",Trstená,125,3419.646726,1,2988.100000,-12.6196288850
"1-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",42,3762.587436,2,3314.105000,-11.9195219680
"3-room apartment","new construction","okres Kysucké Nové Mesto",Kamence,110,2940.550842,2,2964.290000,0.8073030964
"3-room apartment","fully renovated","okres Ružomberok",Klačno,90,2484.530476,3,1968.275000,-20.7787942626
"2-room apartment","under construction","okres Liptovský Mikuláš",Východná,25,3072.047727,2,2329.820000,-24.1606834580
"3-room apartment","new construction","okres Kysucké Nové Mesto",Sídlisko,110,2940.550842,4,2474.387500,-15.8529257628
"2-room apartment","new construction","okres Turčianske Teplice",Stred,125,3419.646726,4,4070.915000,19.0448992596
"3-room apartment","new construction","okres Liptovský Mikuláš","Vyšná Boca",110,2940.550842,1,1912.900000,-34.9475624540
"1-room apartment","fully renovated","okres Žilina",Terchová,20,2915.345556,1,5000.000000,71.5062555692
"2-room apartment",unrenovated,"okres Žilina","Staré mesto",35,2167.317353,1,2272.730000,4.8637384301
"3-room apartment","partially renovated","okres Bytča","Veľké Rovné",121,2016.158090,3,1772.920000,-12.0644353836
"2-room apartment","new construction","okres Martin",Košúty,125,3419.646726,1,NULL,NULL
"3-room apartment",unrenovated,"okres Žilina",Rajec,68,1900.298036,2,2017.800000,6.1833439689
"3-room apartment",unrenovated,"okres Martin","Turčianska Štiavnička",68,1900.298036,1,670.710000,-64.7050100935
"3-room apartment",unrenovated,"okres Martin",Stred,68,1900.298036,3,1984.620000,4.4373020654
"3-room apartment",unrenovated,"okres Martin",Turany,68,1900.298036,2,1442.095000,-24.1121670033
"2-room apartment","partially renovated","okres Žilina",Hliny,67,2358.305690,6,2605.696000,10.4901714417
"3-room apartment",unrenovated,"okres Čadca",Stred,68,1900.298036,2,1606.925000,-15.4382644429
"2-room apartment","fully renovated","okres Liptovský Mikuláš","Staré mesto",99,2597.321264,9,2172.504444,-16.3559597301
"3-room apartment","new construction","okres Martin",Priekopa,110,2940.550842,2,2479.240000,-15.6879056608
"2-room apartment","partially renovated","okres Ružomberok",Hrabovo,67,2358.305690,1,2338.240000,-0.8508519521
"2-room apartment","development project","okres Žilina","Staré mesto",9,3654.186250,2,5387.475000,47.4329613057
"4-room apartment","fully renovated","okres Námestovo",Brehy,40,2351.017179,1,2267.030000,-3.5723762357
"3-room apartment","fully renovated","okres Dolný Kubín",Brezovec,90,2484.530476,1,2463.350000,-0.8524941112
"holiday apartment","new construction","okres Liptovský Mikuláš",Smrečany,93,4666.350909,2,2983.845000,-36.0561376933
"2-room apartment",unrenovated,"okres Liptovský Mikuláš",Podbreziny,35,2167.317353,3,2122.606667,-2.0629505844
"2-room apartment","partially renovated","okres Ružomberok",Klačno,67,2358.305690,1,NULL,NULL
"2-room apartment",unrenovated,"okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",35,2167.317353,1,3207.290000,47.9843270558
"4-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,18,2779.408889,11,2844.571818,2.3444887601
"3-room apartment",unrenovated,"okres Čadca",Žarec,68,1900.298036,1,1824.320000,-3.9982168355
"2-room apartment","fully renovated","okres Martin",NULL,99,2597.321264,1,NULL,NULL
"holiday apartment","under construction","okres Liptovský Mikuláš","Demänovská Dolina",9,8126.663750,5,10372.550000,27.6360179169
"1-room apartment","new construction","okres Žilina","Staré mesto",42,3762.587436,14,4092.061429,8.7565803747
"other apartment type","new construction","okres Žilina",Rajec,1,NULL,1,NULL,NULL
"holiday apartment","fully renovated","okres Martin","Martinské hole",18,3390.796875,1,5339.290000,57.4641654110
"2-room apartment","under construction","okres Žilina",Hájik,25,3072.047727,2,3414.465000,11.1462224363
"2-room apartment","partially renovated","okres Martin",Priekopa,67,2358.305690,3,1915.433333,-18.7792599949
"1-room apartment","new construction","okres Ružomberok","Liptovská Teplá",42,3762.587436,2,2853.905000,-24.1504669714
"3-room apartment","new construction","okres Liptovský Mikuláš",Stošice,110,2940.550842,1,2610.510000,-11.2237760792
"3-room apartment","fully renovated","okres Martin",NULL,90,2484.530476,1,NULL,NULL
"holiday apartment","development project","okres Žilina",Terchová,4,4965.415000,4,4965.415000,0.0000000000
"3-room apartment","partially renovated","okres Žilina","Staré mesto",121,2016.158090,5,2835.822000,40.6547439938
maisonette,"new construction","okres Liptovský Mikuláš",Celiny,3,2384.420000,1,2152.660000,-9.7197641355
"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",110,2940.550842,2,2990.960000,1.7142760220
"2-room apartment","partially renovated","okres Liptovský Mikuláš","Staré mesto",67,2358.305690,4,2345.485000,-0.5436398705
"1-room apartment","new construction","okres Martin",Stred,42,3762.587436,1,3166.020000,-15.8552444600
"2-room apartment","new construction","okres Žilina",Závodie,125,3419.646726,3,3181.266667,-6.9708972330
"3-room apartment",unrenovated,"okres Martin","Horné Vrútky",68,1900.298036,2,1640.590000,-13.6667002270
"2-room apartment","partially renovated","okres Žilina",Solinky,67,2358.305690,3,3171.620000,34.4872301097
"3-room apartment","partially renovated","okres Kysucké Nové Mesto",Stred,121,2016.158090,2,2231.880000,10.6996525258
"1-room apartment","fully renovated","okres Ružomberok",Bešeňová,20,2915.345556,2,4012.500000,37.6337700943
"3-room apartment",unrenovated,"okres Tvrdošín",Nižná,68,1900.298036,1,NULL,NULL
"2-room apartment","partially renovated","okres Kysucké Nové Mesto",Nábrežie,67,2358.305690,1,2235.850000,-5.1925282850
"3-room apartment",unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",68,1900.298036,3,2054.363333,8.1074281024
"3-room apartment","fully renovated","okres Ružomberok","Staré mesto",90,2484.530476,2,1981.350000,-20.2525378884
"4-room apartment","partially renovated","okres Martin",Stráne,27,2030.536667,1,NULL,NULL
"2-room apartment","under construction","okres Liptovský Mikuláš","Staré mesto",25,3072.047727,3,4638.290000,50.9836569020
"3-room apartment","under construction","okres Žilina",Hájik,24,2895.789524,2,2686.740000,-7.2190855816
"1-room apartment","partially renovated","okres Čadca",Stred,20,2834.321111,1,NULL,NULL
"1-room apartment","fully renovated","okres Martin",Stred,20,2915.345556,2,3152.540000,8.1360661865
"1-room apartment","fully renovated","okres Liptovský Mikuláš","Staré mesto",20,2915.345556,4,2357.472500,-19.1357437835
"2-room apartment","fully renovated","okres Martin",Sever,99,2597.321264,6,2186.276667,-15.8257125407
"3-room apartment",unrenovated,"okres Martin",Ľadoveň,68,1900.298036,2,1643.980000,-13.4883071573
"2-room apartment","fully renovated","okres Dolný Kubín","Veľký Bysterec",99,2597.321264,1,2944.440000,13.3644898231
"2-room apartment","fully renovated","okres Liptovský Mikuláš","Demänovská Dolina",99,2597.321264,1,4907.960000,88.9623770469
"holiday apartment","new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",93,4666.350909,1,NULL,NULL
"3-room apartment","fully renovated","okres Liptovský Mikuláš","Staré mesto",90,2484.530476,3,3556.515000,43.1463624357
"holiday apartment","new construction","okres Martin",Valča,93,4666.350909,3,3121.503333,-33.1061166665
"1-room apartment","fully renovated","okres Liptovský Mikuláš","Demänovská Dolina",20,2915.345556,1,NULL,NULL
"3-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",110,2940.550842,2,6259.740000,112.8764417398
"1-room apartment","under construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",8,2954.628571,1,NULL,NULL
"holiday apartment","fully renovated","okres Ružomberok",Bešeňová,18,3390.796875,6,3848.946667,13.5115670118
"holiday apartment","new construction","okres Ružomberok",Hrabovo,93,4666.350909,5,3345.338000,-28.3093349549
"4-room apartment","new construction","okres Turčianske Teplice",Stred,38,2797.552667,1,NULL,NULL
"4-room apartment","fully renovated","okres Žilina","Staré mesto",40,2351.017179,8,2619.811250,11.4330968485
"4-room apartment","partially renovated","okres Martin",Priekopa,27,2030.536667,3,1848.255000,-8.9770192266
"2-room apartment","development project","okres Žilina",Bôrik,9,3654.186250,1,4916.700000,34.5497920365
"4-room apartment","fully renovated","okres Ružomberok",Klačno,40,2351.017179,1,2000.000000,-14.9304387112
"3-room apartment","partially renovated","okres Liptovský Mikuláš",Pribylina,121,2016.158090,1,1630.560000,-19.1253896166
"holiday apartment","partially renovated","okres Tvrdošín","Suchá Hora",5,2725.797500,1,2888.890000,5.9832947972
"3-room apartment","new construction","okres Dolný Kubín",Stred,110,2940.550842,4,2949.377500,0.3001702223
"2-room apartment","new construction","okres Dolný Kubín",Brezovec,125,3419.646726,3,3431.890000,0.3580274508
"3-room apartment","under construction","okres Martin",Sučany,24,2895.789524,1,2272.060000,-21.5391871139
"2-room apartment","new construction","okres Žilina",Bôrik,125,3419.646726,4,3397.175000,-0.6571358915
"holiday apartment","new construction","okres Ružomberok",Bešeňová,93,4666.350909,7,3519.351429,-24.5802234416
"1-room apartment","fully renovated","okres Ružomberok",Rybárpole,20,2915.345556,1,1540.000000,-47.1760732847
"3-room apartment","partially renovated","okres Ružomberok","Staré mesto",121,2016.158090,2,2920.000000,44.8299126186
"2-room apartment","fully renovated","okres Ružomberok","Staré mesto",99,2597.321264,1,1756.010000,-32.3914979506
"1-room apartment","new construction","okres Žilina",Vlčince,42,3762.587436,2,3233.980000,-14.0490405869
"3-room apartment","new construction","okres Martin",Ľadoveň,110,2940.550842,1,NULL,NULL
"3-room apartment","partially renovated","okres Čadca",Kyčerka,121,2016.158090,4,2025.675000,0.4720319328
"3-room apartment","partially renovated","okres Ružomberok",Roveň,121,2016.158090,2,1700.675000,-15.6477357388
"1-room apartment","partially renovated","okres Turčianske Teplice",Stred,20,2834.321111,1,2113.460000,-25.4332901167
"2-room apartment","partially renovated","okres Čadca",Stred,67,2358.305690,3,1617.270000,-31.4223763756
"3-room apartment","partially renovated","okres Ružomberok","Liptovská Osada",121,2016.158090,1,NULL,NULL
"holiday apartment","partially renovated","okres Ružomberok",Hrabovo,5,2725.797500,2,2507.150000,-8.0214139165
"4-room apartment","new construction","okres Žilina",Vlčince,38,2797.552667,6,3105.326667,11.0015444438
"2-room apartment","fully renovated","okres Ružomberok",Polík,99,2597.321264,2,2080.360000,-19.9036319136
"4-room apartment","fully renovated","okres Žilina",Strečno,40,2351.017179,1,2065.930000,-12.1261206233
"1-room apartment","under construction","okres Žilina",Hájik,8,2954.628571,2,3771.195000,27.6368555092
"3-room apartment","fully renovated","okres Čadca",NULL,90,2484.530476,1,NULL,NULL
"4-room apartment","partially renovated","okres Bytča","Veľká Bytča",27,2030.536667,1,1903.570000,-6.2528625591
"2-room apartment","new construction","okres Žilina",Kunerad,125,3419.646726,2,4234.040000,23.8151288497
"2-room apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",125,3419.646726,6,5274.893333,54.2525809141
"studio apartment",unrenovated,"okres Martin",Sever,4,3037.586667,3,3080.000000,1.3962838809
"3-room apartment","fully renovated","okres Dolný Kubín",Leštiny,90,2484.530476,3,NULL,NULL
"3-room apartment",unrenovated,"okres Kysucké Nové Mesto",Kamence,68,1900.298036,2,2170.250000,14.2057697733
"2-room apartment","new construction","okres Liptovský Mikuláš",Celiny,125,3419.646726,3,2177.653333,-36.3193479478
"4-room apartment","fully renovated","okres Žilina",Vlčince,40,2351.017179,5,2507.260000,6.6457541185
"studio apartment","fully renovated","okres Žilina",Hliny,8,4025.810000,1,4719.600000,17.2335505153
"1-room apartment","new construction","okres Tvrdošín",Trstená,42,3762.587436,1,2918.750000,-22.4270518720
"studio apartment",unrenovated,"okres Liptovský Mikuláš","Staré mesto",4,3037.586667,1,2952.760000,-2.7925677947
"2-room apartment","new construction","okres Liptovský Mikuláš","Staré mesto",125,3419.646726,6,3192.753333,-6.6349951086
"4-room apartment","development project","okres Žilina","Staré mesto",5,3955.702000,4,4174.330000,5.5269077398
"3-room apartment","fully renovated","okres Liptovský Mikuláš",Podbreziny,90,2484.530476,3,2351.180000,-5.3672304400
"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",110,2940.550842,1,4024.390000,36.8583716533
"other apartment type",unrenovated,"okres Žilina","Staré mesto",2,2888.370000,1,726.740000,-74.8390960992
"3-room apartment","new construction","okres Martin",Jahodníky,110,2940.550842,4,2709.447500,-7.8591853846
"2-room apartment","development project","okres Ružomberok",Baničné,9,3654.186250,4,2706.292500,-25.9399408008
"4-room apartment","fully renovated","okres Žilina",Hliny,40,2351.017179,1,1956.520000,-16.7798509736
"3-room apartment","fully renovated","okres Martin",Ľadoveň,90,2484.530476,3,2472.775000,-0.4731467822
"3-room apartment","new construction","okres Martin",Stred,110,2940.550842,4,2616.540000,-11.0187124593
"2-room apartment","under construction","okres Martin",Záturčie,25,3072.047727,1,2909.630000,-5.2869532453
"3-room apartment","development project","okres Ružomberok",Baničné,3,2359.596667,2,1725.015000,-26.8936499138
"2-room apartment","partially renovated","okres Martin",Turany,67,2358.305690,2,1875.000000,-20.4937677100
"3-room apartment",unrenovated,"okres Martin",Sever,68,1900.298036,4,2039.956667,7.3493014440
"2-room apartment",unrenovated,"okres Martin",Lipovec,35,2167.317353,1,1928.070000,-11.0388703652
"2-room apartment","under construction","okres Martin",Sever,25,3072.047727,1,2727.270000,-11.2230589378
"3-room apartment","partially renovated","okres Žilina","Horný Hričov",121,2016.158090,1,1685.200000,-16.4152846764
"2-room apartment","fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",99,2597.321264,4,2879.096667,10.8486927245
"3-room apartment",unrenovated,"okres Liptovský Mikuláš",Prekážka,68,1900.298036,1,2129.510000,12.0618955373
"3-room apartment",unrenovated,"okres Kysucké Nové Mesto","Horný Vadičov",68,1900.298036,2,1535.480000,-19.1979378544
"2-room apartment","fully renovated","okres Žilina",Solinky,99,2597.321264,2,3519.900000,35.5203935989
"3-room apartment","fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",90,2484.530476,2,2386.670000,-3.9387915321
"2-room apartment","fully renovated","okres Ružomberok",Roveň,99,2597.321264,2,2049.920000,-21.0756086121
"2-room apartment","under construction","okres Kysucké Nové Mesto",Kamence,25,3072.047727,3,3120.960000,1.5921716505
"3-room apartment","new construction","okres Žilina",Hliny,110,2940.550842,2,NULL,NULL
"2-room apartment",unrenovated,"okres Martin",Turany,35,2167.317353,1,1270.270000,-41.3897554854
"4-room apartment","new construction","okres Žilina",Hliny,38,2797.552667,3,1783.090000,-36.2625046873
"5+ room apartment",unrenovated,"okres Žilina","Staré mesto",2,1509.125000,1,1611.110000,6.7578895055
"5+ room apartment",unrenovated,"okres Martin",Stred,2,1509.125000,1,1407.140000,-6.7578895055
"3-room apartment","partially renovated","okres Tvrdošín",Medvedzie,121,2016.158090,1,2149.100000,6.5938237016
"3-room apartment","fully renovated","okres Žilina","Malá Praha",90,2484.530476,1,3674.580000,47.8983669347
"2-room apartment","new construction","okres Liptovský Mikuláš",Ľubeľa,125,3419.646726,2,2180.000000,-36.2507248651
"4-room apartment","partially renovated","okres Kysucké Nové Mesto",Kamence,27,2030.536667,1,1923.060000,-5.2930177892
"2-room apartment","fully renovated","okres Martin",Košúty,99,2597.321264,1,2400.000000,-7.5971065549
"2-room apartment","partially renovated","okres Dolný Kubín",Istebné,67,2358.305690,1,NULL,NULL
"2-room apartment","new construction","okres Žilina",Hájik,125,3419.646726,5,3481.932000,1.8213949858
"4-room apartment","partially renovated","okres Bytča","Veľké Rovné",27,2030.536667,1,1666.540000,-17.9261312005
"2-room apartment","new construction","okres Žilina",Fačkov,125,3419.646726,1,3878.260000,13.4111301765
"4-room apartment",unrenovated,"okres Tvrdošín",Trstená,12,1876.870000,1,1752.940000,-6.6030145934
"4-room apartment","new construction","okres Žilina",Závodie,38,2797.552667,1,2386.970000,-14.6764946320
"3-room apartment","fully renovated","okres Žilina",Hliny,90,2484.530476,3,3489.726667,40.4581952490
"1-room apartment","new construction","okres Martin",Podháj,42,3762.587436,1,3145.390000,-16.4035373662
"2-room apartment","partially renovated","okres Liptovský Mikuláš",NULL,67,2358.305690,1,3076.770000,30.4652748389
"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Sielnica",110,2940.550842,1,2625.000000,-10.7310112613
"4-room apartment","fully renovated","okres Dolný Kubín",Brezovec,40,2351.017179,2,2287.120000,-2.7178524926
"3-room apartment","new construction","okres Žilina",Mojš,110,2940.550842,1,3017.540000,2.6181882966
"3-room apartment","partially renovated","okres Ružomberok",Ľubochňa,121,2016.158090,2,1653.780000,-17.9736942156
"2-room apartment",unrenovated,"okres Liptovský Mikuláš","Demänovská Dolina",35,2167.317353,1,6882.490000,217.5580166178
"2-room apartment","fully renovated","okres Dolný Kubín",Stred,99,2597.321264,1,2314.290000,-10.8970448871
"3-room apartment",unrenovated,"okres Žilina",Hliny,68,1900.298036,4,2365.402500,24.4753430877
"studio apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",8,3284.020000,1,4239.950000,29.1085316167
"3-room apartment","partially renovated","okres Bytča",Štiavnik,121,2016.158090,1,1690.130000,-16.1707602007
"studio apartment","partially renovated","okres Ružomberok","Staré mesto",7,2914.662000,1,1003.710000,-65.5634169588
"2-room apartment","development project","okres Dolný Kubín",Stred,9,3654.186250,1,NULL,NULL
"4-room apartment","partially renovated","okres Žilina",Vlčince,27,2030.536667,2,2249.430000,10.7800729018
"3-room apartment","new construction","okres Martin",Záturčie,110,2940.550842,1,2593.220000,-11.8117611517
"2-room apartment",unrenovated,"okres Žilina",Solinky,35,2167.317353,1,2920.000000,34.7287694605
"3-room apartment","fully renovated","okres Žilina",Višňové,90,2484.530476,1,2460.320000,-0.9744487433
"4-room apartment","new construction","okres Čadca",Centrum,38,2797.552667,1,1570.420000,-43.8645063407
"2-room apartment","partially renovated","okres Ružomberok",Roveň,67,2358.305690,2,1791.040000,-24.0539507836
"2-room apartment","fully renovated","okres Martin",Podháj,99,2597.321264,3,2291.175000,-11.7870002546
"3-room apartment","fully renovated","okres Čadca",Žarec,90,2484.530476,1,2069.440000,-16.7069987674
"studio apartment","fully renovated","okres Žilina",Bánová,8,4025.810000,1,2241.380000,-44.3247445856
"4-room apartment","fully renovated","okres Martin",Stred,40,2351.017179,3,2389.036667,1.6171505823
"3-room apartment","fully renovated","okres Žilina",Varín,90,2484.530476,1,2500.000000,0.6226336988
"3-room apartment",unrenovated,"okres Čadca",Kyčerka,68,1900.298036,1,1788.710000,-5.8721334173
"holiday apartment","under construction","okres Liptovský Mikuláš","Závažná Poruba",9,8126.663750,1,4869.570000,-40.0791007257
"2-room apartment","partially renovated","okres Martin",Sever,67,2358.305690,4,1866.377500,-20.8593903702
"3-room apartment","fully renovated","okres Martin",Košúty,90,2484.530476,3,2015.625000,-18.8730015804
"4-room apartment","new construction","okres Martin",Tomčany,38,2797.552667,1,NULL,NULL
"3-room apartment","fully renovated","okres Martin",Priekopa,90,2484.530476,3,1922.220000,-22.6324644206
"2-room apartment","new construction","okres Dolný Kubín","Kubínska hoľa",125,3419.646726,1,4801.060000,40.3963737978
"3-room apartment","fully renovated","okres Žilina","Dlhé Pole",90,2484.530476,1,1541.560000,-37.9536691181
"3-room apartment",unrenovated,"okres Ružomberok",Klačno,68,1900.298036,1,1539.150000,-19.0048102539
"1-room apartment",unrenovated,"okres Martin","Horné Vrútky",11,2780.075000,1,2633.330000,-5.2784547179
