offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index
JubxOFYENrS,"Pegas real s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Smrečany,1,2,2738.52,2983.845000,-0.0822177425
JuuN3hIqf_p,"OVERENÉ REALITY","2-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš",Podbreziny,1,3,2049.18,2122.606667,-0.0345926865
Junnm3hR6W5,"Reality Alpia","2-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,3,1859.15,1915.433333,-0.0293841253
JuD_7kPVbjf,"Effecting s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,2972.84,2835.822000,0.0483168549
JuOLPMJrkFk,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,3376.34,2835.822000,0.1906036416
JuGqA0i3EO8,"DreamReality s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,2362.50,2835.822000,-0.1669082192
Ju-lRWjvao3,"RESIDENCE realitná kancelária","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,4,2862.07,2345.485000,0.2202465588
JuBD3ecZzdA,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Závodie,1,3,3312.50,3181.266667,0.0412519121
JuYEF2k-qam,"RESIDENCE realitná kancelária","3-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",2,3,2085.71,2054.363333,0.0152585799
JudLFAAMGyd,"RESIDENCE realitná kancelária","3-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",2,3,2035.13,2054.363333,-0.0093621867
JuN-wthtGNF,"Realitná kancelária","3-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,2028.61,2686.740000,-0.2449548523
JuQhVUDoHMr,"Felicita Real s. r. o.","2-room apartment",apartment,"fully renovated","okres Martin",Sever,1,3,2189.66,2186.276667,0.0015475320
Juh1ajbcNdb,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Ľadoveň,1,2,1801.47,1643.980000,0.0957980024
JuhrMWK4tz6,"RESIDENCE realitná kancelária","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,2,2913.03,3556.515000,-0.1809313331
Juwy9k5pZPS,"Realitné kancelárie SR","holiday apartment",apartment,"new construction","okres Martin",Valča,2,3,3313.64,3121.503333,0.0615526067
JuLyRXzb7sF,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,3,6,3547.62,3848.946667,-0.0782880858
Ju_WUvCjVPC,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,3,6,3562.65,3848.946667,-0.0743831213
JuZUv2TX6Jz,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,3,6,3697.75,3848.946667,-0.0392826090
Ju7oSLy3Fih,"All 4 Life, s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,5,3490.48,3345.338000,0.0433863484
Ju3Edwy5E9k,"Realitné kancelárie SR","4-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,8,2663.37,2619.811250,0.0166266749
JuzAfAnhSmB,"NajBývanie, s.r.o.","4-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,2,1451.61,1848.255000,-0.2146051275
Ju1cXQ08ziY,"RK Dalmia s. r. o.","2-room apartment",apartment,"new construction","okres Dolný Kubín",Brezovec,1,2,2585.71,3431.890000,-0.2465638467
JueZM646cTy,"OREA, s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,1,7,3872.50,3519.351429,0.1003447874
JuR8QLXp0Yx,"Direct Real, spol. s r.o.","3-room apartment",apartment,"partially renovated","okres Ružomberok",Roveň,1,2,2013.89,1700.675000,0.1841709909
JuEVkw9ddDA,"Reality ASTORIA, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1820.32,1915.233333,-0.0495570599
Ju-1tp0yEDG,"FINREA - ak vám záleží na výsledku","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1527.78,1915.233333,-0.2023008509
JuxyNbJ2-r9,"Reality Alpia","holiday apartment",apartment,"partially renovated","okres Ružomberok",Hrabovo,1,2,2676.06,2507.150000,0.0673713180
JuEOy8Ch_fK,"Reinoo a.s.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,2,6,2720.78,3105.326667,-0.1238345296
Juz-nuV7qfY,"DreamReality s.r.o.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,6,2761.59,3105.326667,-0.1106925950
Ju9DwSC6oJu,"RK Dalmia s. r. o.","2-room apartment",apartment,"fully renovated","okres Ružomberok",Polík,1,2,2142.86,2080.360000,0.0300428772
JumX8n0CV3C,"Realitná kancelária","1-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3611.20,3771.195000,-0.0424255442
JuIYGEaJFQ7,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",2,6,4500.00,5274.893333,-0.1469021806
JuGV5aus1Gq,"WFG reality, s.r.o.","3-room apartment",apartment,unrenovated,"okres Kysucké Nové Mesto",Kamence,1,2,1943.06,2170.250000,-0.1046837922
JuNPxF24aaA,"Realitná kancelária RED, s.r.o.","4-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2388.89,2507.260000,-0.0472108995
JuRxO-wu66d,"LAVENTURA s.r.o.","4-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2500.00,2507.260000,-0.0028955912
JuaEFYi_BYt,"Realitné kancelárie SR","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",1,6,2715.42,3192.753333,-0.1495052336
JuKqTd0J1IQ,"RESIDENCE realitná kancelária","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",3,6,2650.00,3192.753333,-0.1699953853
Jul5uPR1of1,"RESIDENCE realitná kancelária","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",3,6,3214.29,3192.753333,0.0067454841
JutKisdKgjR,"RESIDENCE realitná kancelária","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",3,6,2770.03,3192.753333,-0.1324008744
JuU5AQijDSV,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",2,6,3937.73,3192.753333,0.2333336119
JuniaoRdvqE,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",2,6,3869.05,3192.753333,0.2118223979
Ju9BdsvYTHj,"Teraz, a.s.","4-room apartment",apartment,"development project","okres Žilina","Staré mesto",1,4,5654.99,4174.330000,0.3547060247
JuUW30jCiXY,"sunnyreal s.r.o.","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Podbreziny,1,3,2364.86,2351.180000,0.0058183550
JuU7r63X4wA,"AstonReal s.r.o.","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Podbreziny,1,3,2427.14,2351.180000,0.0323071819
Jug3tmEab8dn,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Podbreziny,1,3,2261.54,2351.180000,-0.0381255370
JunhLdbpvMU,"Buby reality, s.r.o.","3-room apartment",apartment,"new construction","okres Martin",Stred,2,4,2669.46,2616.540000,0.0202251829
JufWdbgp6A3,"TARGETreal s. r. o.","3-room apartment",apartment,"new construction","okres Martin",Stred,1,4,1960.78,2616.540000,-0.2506210492
JuYp1Zctty0,"Reality Alpia","2-room apartment",apartment,"partially renovated","okres Martin",Turany,1,2,1875.00,1875.000000,0.0000000000
Juwpt8fo8iw,"KARIN & PARTNERS, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,2062.50,2039.956667,0.0110508882
Jujvvp196-y,"TUreality s.r.o.","2-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,4,2980.77,2992.877500,-0.0040454379
JuXqaBy1YwX,"Realitné kancelárie SR","2-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,4,3129.63,2992.877500,0.0456926486
JuFQj_B37XO,"ROMDOM, s. r. o","2-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,4,3222.22,2992.877500,0.0766294310
JuZWfK8jXMU,"YFE, s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2208.03,2879.096667,-0.2330823674
JuHfT6EkWLg,"J.M.H. s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,3737.83,2879.096667,0.2982648491
Julrxc4m4jW,"MGM reality","2-room apartment",apartment,"fully renovated","okres Žilina",Solinky,1,2,3539.80,3519.900000,0.0056535697
JuxK_a_NiWB,"NajBývanie, s.r.o.","2-room apartment",apartment,"fully renovated","okres Ružomberok",Roveň,1,2,2173.91,2049.920000,0.0604852872
Juacbmz9XNp,"Reality Alpia","2-room apartment",apartment,"fully renovated","okres Ružomberok",Roveň,1,2,1925.93,2049.920000,-0.0604852872
Juga_SyTI4R,"RE/MAX Slovakia","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",1,2,3428.57,3714.285000,-0.0769232840
JulVwlSvctK,"Prvá Realitná Kancelária, s.r.o.","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",1,2,4000.00,3714.285000,0.0769232840
JuE40RXyw1_,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,1,5,3599.80,3481.932000,0.0338513216
JuQPXllO6ks,"ODEKO manažment s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,3,5,3652.78,3481.932000,0.0490670122
Juh13qbi4yL,"ODEKO manažment s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,3,5,3183.63,3481.932000,-0.0856714031
JuLxu_TUApX,"ODEKO manažment s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Hájik,3,5,3373.47,3481.932000,-0.0311499478
JuSBcLlOavm,"RIEŠIME BÝVANIE","2-room apartment",apartment,"new construction","okres Žilina",Hájik,1,5,3599.98,3481.932000,0.0339030171
JufTJtipeK4,"Felicita Real s. r. o.","3-room apartment",apartment,"fully renovated","okres Martin",Ľadoveň,1,2,2510.77,2472.775000,0.0153653284
Ju1eGXbZzUb,"Wealth Group, s.r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Vlčince,1,3,2498.33,2566.063333,-0.0263958150
JuMvD_EgmbK,"RIEŠIME BÝVANIE","3-room apartment",apartment,"fully renovated","okres Žilina",Hliny,2,3,4150.00,3489.726667,0.1892048851
JueA04xvA0H,"RIEŠIME BÝVANIE","3-room apartment",apartment,"fully renovated","okres Žilina",Hliny,2,3,3484.85,3489.726667,-0.0013974352
JuyxsUVgHii,"RK Dalmia s. r. o.","4-room apartment",apartment,"fully renovated","okres Dolný Kubín",Brezovec,1,2,2191.01,2287.120000,-0.0420222813
JuqDc5JA0z2,"OREA, s.r.o.","4-room apartment",apartment,"fully renovated","okres Dolný Kubín",Brezovec,1,2,2383.23,2287.120000,0.0420222813
JuOF4HNBZNF,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Ružomberok",Ľubochňa,1,2,1666.53,1653.780000,0.0077096107
Juk34S4WJno,"MGM reality","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,1843.47,2365.402500,-0.2206527219
JuXHjhU272A,"Reality IQ, s.r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2498.44,2365.402500,0.0562430707
JuA0NKQExXq,"Pro Real, s. r. o. realitná kancelária","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2119.70,2365.402500,-0.1038734423
Jub_GkQafv9,"B10 Slovensko, a. s.","2-room apartment",apartment,"fully renovated","okres Martin",Podháj,1,2,2355.93,2291.175000,0.0282627909
JulmjMPVf2y,"Constario REALTY s.r.o.","4-room apartment",apartment,"fully renovated","okres Martin",Stred,1,3,2667.42,2389.036667,0.1165253497
JutAxM54sI9,"Realitná kancelária","2-room apartment",apartment,"partially renovated","okres Martin",Sever,1,4,1756.76,1866.377500,-0.0587327590
JudVZxPODEn,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina",Solinky,1,2,2685.71,2592.855000,0.0358118753
JuNgEGp-EQa,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Liptovský Ján",1,2,3438.60,3384.775000,0.0159020910
JuuvunHgeuI,"RE/MAX Slovakia","2-room apartment",apartment,"partially renovated","okres Tvrdošín",Medvedzie,1,2,2115.37,2015.185000,0.0497150386
Judr92_ylzz,"TUreality s.r.o.","2-room apartment",apartment,"partially renovated","okres Tvrdošín",Medvedzie,1,2,1915.00,2015.185000,-0.0497150386
Ju1uEl1Mf6f,"Romantické Chalupy, s.r.o.","holiday apartment",apartment,unrenovated,"okres Ružomberok",Hrabovo,1,3,3648.65,3371.286667,0.0822722481
JuDXnrUS-p1,"Reality Alpia","holiday apartment",apartment,unrenovated,"okres Ružomberok",Hrabovo,2,3,3450.13,3371.286667,0.0233867187
JuyFJFlxmNe,"Reality Alpia","holiday apartment",apartment,unrenovated,"okres Ružomberok",Hrabovo,2,3,3015.08,3371.286667,-0.1056589671
Ju-cA70OjPb,"TUreality s.r.o.","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,2,3428.57,3399.770000,0.0084711613
Ju1swh97q_w,"RE/MAX Slovakia","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,2,3370.97,3399.770000,-0.0084711613
JueVg_uFAEX,"Like Reality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Záturčie,1,2,1985.29,2024.875000,-0.0195493549
JuuDv2Zd85o,"TUreality s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Bôrik,1,2,3737.86,3711.035000,0.0072284417
JuCX2-0gKW3,"RK SPIRIT s.r.o.","4-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Demänová,1,2,4101.69,3718.220000,0.1031326818
JuupBH8LvJz,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,4,4018.87,4202.042500,-0.0435913011
JuviN4c9fMi,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,4,3444.44,4202.042500,-0.1802938690
Ju-D0j5Tx8q,"Realitná kancelária","3-room apartment",apartment,"partially renovated","okres Martin",Sever,1,3,2380.95,2178.613333,0.0928740607
JuH66opZMTi,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Sever,1,3,2076.92,2178.613333,-0.0466780091
JuZqmgmus3f,"Realitná kancelária","3-room apartment",apartment,"partially renovated","okres Martin",Turany,1,3,1785.71,1826.186667,-0.0221645836
Ju7EPTNZ0Hy,"Like Reality s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Turany,1,3,1907.14,1826.186667,0.0443291666
Ju3ft9crnfA,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Dolný Kubín","Veľký Bysterec",2,3,2333.33,2567.266667,-0.0911228545
JuMfaZM03jX,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Dolný Kubín","Veľký Bysterec",2,3,2578.13,2567.266667,0.0042314782
Ju7faBpvibU,"Realitná kancelária","3-room apartment",apartment,"fully renovated","okres Martin",Záturčie,1,2,2312.40,2026.985000,0.1408076527
Ju3xvc6aD2Y,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,3,3390.37,4095.710000,-0.1722143413
JuEhBGLGdyB,"RE/MAX Slovakia","3-room apartment",apartment,"partially renovated","okres Martin",Košúty,1,4,1844.62,1908.000000,-0.0332180294
JuwdgQhbLJx,"Realitná kancelária","3-room apartment",apartment,"partially renovated","okres Martin",Košúty,1,4,1917.81,1908.000000,0.0051415094
Juh7IlKkDn_,"Direct Real, spol. s r.o.","4-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš",Belánska,1,2,1495.24,1758.930000,-0.1499150051
JuzIKTQ0UvK,"HALO reality, s.r.o.","4-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš",Belánska,1,2,2022.62,1758.930000,0.1499150051
Jug8bqAUxzc,"HD reality group s.r.o","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2658.00,2439.333333,0.0896419788
JuHOcENm8Ia,"AstonReal s.r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2660.00,2439.333333,0.0904618750
JuXGzvpMBBm,"HALO reality, s.r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2000.00,2439.333333,-0.1801038534
JutRcPoSw48,"DRR INVEST, s. r. o.","3-room apartment",apartment,"partially renovated","okres Žilina",Vlčince,1,2,2301.32,2454.285000,-0.0623256875
JuTBd7ApfBa,"Eli real realitná kancelária","1-room apartment",apartment,"new construction","okres Martin",Priekopa,1,3,3059.88,3229.120000,-0.0524105639
JuAo_CCFbGo,"TARGETreal s. r. o.","1-room apartment",apartment,"new construction","okres Martin",Priekopa,1,3,3155.26,3229.120000,-0.0228731047
JuAjD-DNY5d,"Gro & Partners","studio apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,2,5428.57,5452.265000,-0.0043459003
Jud2teyAuDu,"RESIDENCE realitná kancelária","1-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,2,7394.63,6086.395000,0.2149441500
JuQ9TAROpsL,"PhDr. Miloš Kocúr - BKM Consulting","3-room apartment",apartment,"fully renovated","okres Čadca",Centrum,1,2,1797.30,1582.475000,0.1357525395
JuPAGeZeFHi,"FINREA - ak vám záleží na výsledku","2-room apartment",apartment,unrenovated,"okres Dolný Kubín",Brezovec,1,3,2181.18,2106.426667,0.0354882200
JuI7RPoOfX3,"Reality IQ, s.r.o.","3-room apartment",apartment,"partially renovated","okres Čadca",Stred,2,3,1798.42,1877.983333,-0.0423663680
JuEvHi31Kuc,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,9,2708.33,3410.800000,-0.2059546148
JuUPYByvH-3,"KORSO Project, s.r.o.","4-room apartment",apartment,"new construction","okres Žilina","Staré mesto",3,7,3828.28,3508.330000,0.0911972363
Jukzit6pFoZ,"Constario REALTY s.r.o.","2-room apartment",apartment,"fully renovated","okres Martin",Stred,1,8,2711.36,2590.823750,0.0465242956
JuNO1HdGb3E,"Buby reality, s.r.o.","2-room apartment",apartment,"fully renovated","okres Martin",Stred,1,8,3054.55,2590.823750,0.1789879570
JudIm98MNcc,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,5,2549.28,2883.514000,-0.1159120434
Ju8T6cE3M46O,"ARCHEUS Partners a.s.","2-room apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,3,3330.77,3702.066667,-0.1002944302
JuAFSeapxAr,"ODEKO manažment s.r.o.","4-room apartment",apartment,"new construction","okres Žilina",Hájik,1,3,3049.00,2623.350000,0.1622543694
JucEibGbMaV,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,3,11,3303.80,4467.148182,-0.2604230114
Ju1KgFqJaOR,"REALITY FAIR","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Malé Borové",1,7,2458.14,3233.665714,-0.2398286597
Ju7pt9GBh0f,"Reality Alpia","4-room apartment",apartment,"partially renovated","okres Martin",Ľadoveň,1,2,2349.40,2269.375000,0.0352630129
JuTcgjCG15n,"B10 Slovensko, a. s.","2-room apartment",apartment,"partially renovated","okres Žilina",Hájik,1,3,3200.00,2900.353333,0.1033138492
JuwnuvEmJ5E,"RK Dalmia s. r. o.","3-room apartment",apartment,"new construction","okres Námestovo",Zubrohlava,1,2,2570.65,2012.825000,0.2771353694
Juq7WGTR85M,"HD reality group s.r.o","2-room apartment",apartment,"partially renovated","okres Tvrdošín",Trstená,1,2,1984.00,1992.000000,-0.0040160643
JuLSY56QzCa,"Reality ASTORIA, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",1,6,1764.59,1730.700000,0.0195816722
JuuKGKckyxy,"Reality MT s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",1,6,1911.76,1730.700000,0.1046166291
JupVQ9BHiZG,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2692.31,2579.510000,0.0437292354
Juwwl8fsexY,"Top Real Košice s.r.o.","holiday apartment",apartment,"fully renovated","okres Ružomberok",Hrabovo,1,4,3012.26,3120.340000,-0.0346372511
JudjVeywOJE,"AstonReal s.r.o.","2-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,1964.91,1981.350000,-0.0082973730
Juc7SyZSucw0,"United Professionals s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,5972.22,5609.228333,0.0647132984
Ju4uaW2Y4yL,"DLUGO reality","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,6725.45,5609.228333,0.1989973666
JuJeYUPavsEk,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,7804.88,5609.228333,0.3914356016
JuQ4A208KjZ,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,7160.49,5609.228333,0.2765552719
JuFzBbUk-Xv,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6402.44,5609.228333,0.1414119055
JuRBfIzNbvG,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,6992.71,5609.228333,0.2466438492
JumCrfhYhfV,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",14,36,5480.77,5609.228333,-0.0229012487
JuKdeWhe2o7,Limaxreal,"holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,4736.84,5609.228333,-0.1555273348
Ju0Ee02A6Iy,"HMS Services, a. s.","2-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,10,3514.10,3595.462000,-0.0226290808
Ju5SD8mmuUt,"Financial Hotels Management, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",2,8,4006.94,3751.466250,0.0680997063
JuCzDBx82gn,"BeMi realitná kancelária","2-room apartment",apartment,"partially renovated","okres Ružomberok","Staré mesto",1,2,2048.56,2154.175000,-0.0490280502
Ju0CrnhCGrs,"MGM reality","4-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,3,2076.88,2360.743333,-0.1202432001
JuCSthEMyi8,"R2 SK, s.r.o.","4-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,3,2488.11,2360.743333,0.0539519334
JuF5xNSQO5x,"BeMi realitná kancelária","1-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,3,2552.63,2431.283333,0.0499105412
Ju8ym9e1pKJ,"1. Reality Rent, s.r.o.","1-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,3,2400.00,2431.283333,-0.0128670043
JuGfQvKSzkr,"Reality Center, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Záturčie,1,4,1551.32,1655.357500,-0.0628489616
Juip-IYlQVA,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Záturčie,1,4,1500.00,1655.357500,-0.0938513282
JuAZvxGvcMl,"Realitné kancelárie SR","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2800.00,2789.291667,0.0038390869
JuWIHesej0g,"MGM reality","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,2228.57,2789.291667,-0.2010265451
Ju0XKwDGI6a,"STAREA, s. r. o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,2257.73,2789.291667,-0.1905722780
JuudHQ4gWHh,"EASY centrum bývania, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,3829.55,2789.291667,0.3729471340
Juc4p__s1-a,"Realitné kancelárie SR","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2800.00,2789.291667,0.0038390869
Ju6LKRO0_U9,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,3296.30,2789.291667,0.1817695650
JuhRFtZO6yy,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,12,2892.31,2789.291667,0.0369335105
JujhD3lGKSF,"JKV REAL","2-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2544.78,2931.480000,-0.1319128904
JuhS9MQTC4v,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2549.28,2931.480000,-0.1303778296
JuOBBX6-RMz,"TARGETreal s. r. o.","2-room apartment",apartment,"new construction","okres Martin",Stred,1,6,2500.00,2769.700000,-0.0973751670
JueB0gAOmwn,"B10 Slovensko, a. s.","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,1,5,2734.38,2605.696000,0.0493856536
JuU_yP2Leq5,"ROMDOM, s. r. o","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,2,5,2428.57,2605.696000,-0.0679764639
Juuzq73KdvI,"ROMDOM, s. r. o","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,2,5,2338.24,2605.696000,-0.1026428256
JuA6AvNGWkt,"XEMAR realitná spoločnosť s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,9,2222.42,2172.504444,0.0229760432
Ju7k48dIljM,"HALO reality, s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,9,2292.31,2172.504444,0.0551462881
JudGtDjR-sv,"HALO reality, s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,9,2075.95,2172.504444,-0.0444438419
JuqLWeKD7Wh,liptoreal,"2-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš",Podbreziny,1,3,2200.00,2122.606667,0.0364614576
JuxCreRo0qw,"Financial Hotels Management, s.r.o.","1-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,14,4359.09,4092.061429,0.0652552694
JuSXCvc_TgO,"Realitná kancelária","2-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3281.21,3414.465000,-0.0390266118
JuL6Lg1QL2c,"Realitná kancelária","2-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,3,2068.97,1915.433333,0.0801576669
JuZJo0wlRRU,donidDevelop,"1-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",1,2,2927.59,2853.905000,0.0258190094
Ju0lAAcuMC-,"B10 Slovensko, a. s.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,3349.90,2835.822000,0.1812800662
JuvUgr_LkF7,"Bosen Group s.r.o.","3-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",1,2,3527.51,2990.960000,0.1793905636
