offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index
JuB0hydoQt_,"ADOMOS REAL s.r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,4,2088.61,2345.485000,-0.1095189268
JukyEz3oR2iD,"Direct Real, spol. s r.o.","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,4,2103.51,2345.485000,-0.1031662961
JujnVWbv0Ea,"Reality Simply","3-room apartment",apartment,unrenovated,"okres Martin","Horné Vrútky",1,2,1517.65,1640.590000,-0.0749364558
Juz4W9SDfoY,"RENOME REAL","2-room apartment",apartment,"partially renovated","okres Žilina",Solinky,1,3,2980.00,3171.620000,-0.0604170739
Ju0_qpYyImE,"KA Real","1-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",2,4,3228.62,2357.472500,0.3695260496
JuzOH2MtpxX,"NajBývanie, s.r.o.","2-room apartment",apartment,"fully renovated","okres Martin",Sever,1,3,1937.50,2186.276667,-0.1137901121
Juo8hsv1xWR,"Realitné kancelárie SR","holiday apartment",apartment,"new construction","okres Martin",Valča,2,3,2235.08,3121.503333,-0.2839732137
Ju_IKpLJHsv,"OREA, s.r.o.","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,1,6,4677.42,3848.946667,0.2152467687
JukBksFoVDN,"Domovia s. r. o.","holiday apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,5,3023.81,3345.338000,-0.0961122613
JuzSVrg19-5,"OREA, s.r.o.","3-room apartment",apartment,"new construction","okres Dolný Kubín",Stred,2,4,3100.00,2949.377500,0.0510692511
JuUaKO5dYge,"OREA, s.r.o.","3-room apartment",apartment,"new construction","okres Dolný Kubín",Stred,2,4,3071.08,2949.377500,0.0412637921
Ju8gkOV9Ua-,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,2,7,3960.40,3519.351429,0.1253209803
JunNE3gm3lK,"RK SPIRIT s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,2,7,3470.59,3519.351429,-0.0138552316
JuxqWwCd3Bc,"Reality Alpia","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,1,7,3547.62,3519.351429,0.0080323240
JulVRQnK87Q,"BeMi realitná kancelária","3-room apartment",apartment,"partially renovated","okres Čadca",Kyčerka,1,2,1837.50,2025.675000,-0.0928949609
JuFa19Ow0Dt,"Felicita Real s. r. o.","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1885.96,1915.233333,-0.0152844734
Juf6pNtbqh1,"RE/MAX Slovakia","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,2125.00,1915.233333,0.1095253844
JuqQMoNXFYc,"Reality Center, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1885.96,1915.233333,-0.0152844734
Ju9UkKAGv88,"Realitná kancelária RED, s.r.o.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,6,2863.64,3105.326667,-0.0778297078
Julb0pINzt_,"Piata Avenue","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,6,2863.64,3105.326667,-0.0778297078
JuMCWySZsct,"Reinoo a.s.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,2,6,4279.23,3105.326667,0.3780289351
JugCrJ6aqt6,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",2,6,4698.58,5274.893333,-0.1092559217
JuRMVAMTIbE,"RexDeco s.r.o.","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,6,6066.67,5274.893333,0.1501028774
JuiS9BjPEIo,"HD reality group s.r.o","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,6,4841.71,5274.893333,-0.0821217237
JuunJga2z_k,"RE/MAX Slovakia","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,6,5555.56,5274.893333,0.0532080270
JugsT-r1Fjq,"RECLOUD Reality a.s.","studio apartment",apartment,unrenovated,"okres Martin",Sever,1,2,3080.00,3080.000000,0.0000000000
JulrtoBvNUl,"MGM reality","4-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2709.26,2507.260000,0.0805660362
JuX6bDcbxKm,"Reality ASTORIA, s.r.o.","3-room apartment",apartment,"new construction","okres Martin",Stred,1,4,3173.02,2616.540000,0.2126778112
JuRHCARxbUa,"Buby reality, s.r.o.","3-room apartment",apartment,"new construction","okres Martin",Stred,2,4,2662.90,2616.540000,0.0177180551
JuCqI77KeMc,"Reality MT s.r.o.","2-room apartment",apartment,"partially renovated","okres Martin",Turany,1,2,1875.00,1875.000000,0.0000000000
JulLkJwhVa1,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,2013.43,2039.956667,-0.0130035444
Ju7Y_BuXfpd,"Reality Center, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,2043.94,2039.956667,0.0019526557
Ju0vPaBxKXU,"RESIDENCE realitná kancelária","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2691.43,2879.096667,-0.0651824821
JuFDFNeJqxq,"Reality D.P.A.","3-room apartment",apartment,"fully renovated","okres Martin",Ľadoveň,1,2,2434.78,2472.775000,-0.0153653284
JuHXoN0ryfa,"MGM reality","3-room apartment",apartment,unrenovated,"okres Žilina",Vlčince,1,3,3127.91,2566.063333,0.2189527670
JuzYHHeYN5Y,"Safe reality s. r. o.","3-room apartment",apartment,unrenovated,"okres Žilina",Vlčince,1,3,2071.95,2566.063333,-0.1925569516
JuP28alhfCi,"B10 Slovensko, a. s.","3-room apartment",apartment,"fully renovated","okres Žilina",Hliny,1,3,2834.33,3489.726667,-0.1878074501
JuWE0lIaFPD,"TUreality s.r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,3000.00,2365.402500,0.2682830935
JuG5b3bSJJl,"LIF REAL","2-room apartment",apartment,"fully renovated","okres Martin",Podháj,1,2,2226.42,2291.175000,-0.0282627909
Jutms5kvMoG,"TUreality s.r.o.","4-room apartment",apartment,"fully renovated","okres Martin",Stred,1,3,2285.71,2389.036667,-0.0432503479
JuVrf5-P_w2,"Reality AK, spol. s r.o.","2-room apartment",apartment,"partially renovated","okres Martin",Sever,1,4,1696.97,1866.377500,-0.0907680788
JuIVEdX9aqM,"FINREA - ak vám záleží na výsledku","2-room apartment",apartment,"partially renovated","okres Martin",Sever,2,4,1696.97,1866.377500,-0.0907680788
JunJ76UrnXo,"FINREA - ak vám záleží na výsledku","2-room apartment",apartment,"partially renovated","okres Martin",Sever,2,4,2314.81,1866.377500,0.2402689167
JuMd5Se4xMY,"Realitná kancelária","3-room apartment",apartment,"fully renovated","okres Martin",Košúty,1,2,2000.00,2015.625000,-0.0077519380
JunEHNrbeFP,"GERT , s.r.o.","holiday apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Liptovský Ján",1,2,3330.95,3384.775000,-0.0159020910
JukVF1PHUJU,"Reality Center, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Záturčie,1,2,2064.46,2024.875000,0.0195493549
JuMqUg0JlP-,"BB - REALITY,  s.r.o.","4-room apartment",apartment,"new construction","okres Ružomberok","Staré mesto",1,2,2461.54,2482.890000,-0.0085988505
Jueqkk2FQTK,"DreamReality s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Bôrik,1,2,3684.21,3711.035000,-0.0072284417
JuA1hP6Bd3t,G-REAL,"4-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Demänová,1,2,3334.75,3718.220000,-0.1031326818
JuoJ6B-WiVu,"RE/MAX Slovakia","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,4,4491.53,4202.042500,0.0688920924
JuzxsN9HYse,"OVERENÉ REALITY","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,4,4853.33,4202.042500,0.1549930778
Juwx2mgp7mc,"Reality AK, spol. s r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Sever,1,3,2077.97,2178.613333,-0.0461960512
JuIW7C6rFGH,"LIF REAL","3-room apartment",apartment,"partially renovated","okres Martin",Turany,1,3,1785.71,1826.186667,-0.0221645836
Juatx6SLjDH,"FINREA - ak vám záleží na výsledku","3-room apartment",apartment,"fully renovated","okres Dolný Kubín","Veľký Bysterec",1,3,2790.34,2567.266667,0.0868913759
Ju5NSmHtePH,"TARGETreal s. r. o.","3-room apartment",apartment,"fully renovated","okres Martin",Záturčie,1,2,1741.57,2026.985000,-0.1408076527
JuXRr8c0-gp,"KRUPPKY, s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,3,4858.30,4095.710000,0.1861923818
Juow0UUu95a,"RIEŠIME BÝVANIE","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovský Ján",1,3,4038.46,4095.710000,-0.0139780404
JuSWGTnCZur,"MAX PROFI REALITY","3-room apartment",apartment,"partially renovated","okres Martin",Košúty,1,4,2000.00,1908.000000,0.0482180294
JusbD5cQ3a4,"B10 Slovensko, a. s.","3-room apartment",apartment,"partially renovated","okres Martin",Košúty,1,4,1869.57,1908.000000,-0.0201415094
JuYIUYhGIcc,"Realitné kancelárie SR","3-room apartment",apartment,"partially renovated","okres Žilina",Vlčince,1,2,2607.25,2454.285000,0.0623256875
JuY2fWI7qOb,"CANGURU s.r.o.","1-room apartment",apartment,"new construction","okres Martin",Priekopa,1,3,3472.22,3229.120000,0.0752836686
JuN5ogzbwb6,"MGM reality","studio apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,2,5475.96,5452.265000,0.0043459003
Ju23LHSYosl,G-REAL,"1-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,2,4778.16,6086.395000,-0.2149441500
Ju5nlrwa9YA,"Vianema s.r.o.","3-room apartment",apartment,"fully renovated","okres Čadca",Centrum,1,2,1367.65,1582.475000,-0.1357525395
JugoHMXehPQ,"HD reality group s.r.o","2-room apartment",apartment,unrenovated,"okres Dolný Kubín",Brezovec,1,3,1566.67,2106.426667,-0.2562427999
JuSL8akIpnl,"Bosen Group s.r.o.","2-room apartment",apartment,unrenovated,"okres Dolný Kubín",Brezovec,1,3,2571.43,2106.426667,0.2207545794
JuqRHR8iBLi,"Reality IQ, s.r.o.","3-room apartment",apartment,"partially renovated","okres Čadca",Stred,2,3,2000.00,1877.983333,0.0649721778
JugHDSXoGA9,"bezmaklérov, s.r.o.","3-room apartment",apartment,"partially renovated","okres Čadca",Stred,1,3,1835.53,1877.983333,-0.0226058092
JuinVbJn01k,"Reality Alpia","4-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3536.51,2691.570000,0.3139208715
Juv5BxkBnXj,"Realitná kancelária","4-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,1846.63,2691.570000,-0.3139208715
JuM_6zn3dEU,"TARGETreal s. r. o.","4-room apartment",apartment,"fully renovated","okres Martin",Ľadoveň,1,2,2415.73,2294.175000,0.0529841882
Ju1i5P66bxL,"Realitná kancelária","4-room apartment",apartment,"fully renovated","okres Martin",Ľadoveň,1,2,2172.62,2294.175000,-0.0529841882
JumTQJJZB7H,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina",Hájik,1,3,1929.03,2295.790000,-0.1597532875
Juy4b8nUUh5,"TARGETreal s. r. o.","3-room apartment",apartment,"partially renovated","okres Žilina",Hájik,2,3,2527.78,2295.790000,0.1010501832
JumaaMybJmZ,"TARGETreal s. r. o.","3-room apartment",apartment,"partially renovated","okres Žilina",Hájik,2,3,2430.56,2295.790000,0.0587031044
JulmO4nyPV1,"Financie a reality od A po Z","4-room apartment",apartment,"fully renovated","okres Martin",Priekopa,1,4,1905.34,2244.190000,-0.1509898894
JuIgXokL5hc,"Like Reality s.r.o.","4-room apartment",apartment,"fully renovated","okres Martin",Priekopa,1,4,2357.14,2244.190000,0.0503299631
JuV3Qm6Wkc0,"Buby reality, s.r.o.","4-room apartment",apartment,"fully renovated","okres Martin",Priekopa,2,4,2357.14,2244.190000,0.0503299631
JuwdDOrpGK5,"Buby reality, s.r.o.","4-room apartment",apartment,"fully renovated","okres Martin",Priekopa,2,4,2357.14,2244.190000,0.0503299631
Ju3VAHb4p44,"TUreality s.r.o.","2-room apartment",apartment,"fully renovated","okres Kysucké Nové Mesto",Sídlisko,1,2,2659.80,2588.830000,0.0274139283
JuYsJLbvRpN,"1. Reality Rent, s.r.o.","2-room apartment",apartment,"fully renovated","okres Kysucké Nové Mesto",Sídlisko,1,2,2517.86,2588.830000,-0.0274139283
Ju9bVHvcqcL,"RIEŠIME BÝVANIE","holiday apartment",apartment,"new construction","okres Námestovo","Oravská Lesná",1,2,3401.36,3491.395000,-0.0257876866
Juns9vrGm9z,"Occam New Home","holiday apartment",apartment,"new construction","okres Námestovo","Oravská Lesná",1,2,3581.43,3491.395000,0.0257876866
JukgHXnk_FH,"Realitná kancelária","2-room apartment",apartment,unrenovated,"okres Martin",Stred,1,2,2300.00,2134.125000,0.0777250630
JuXdiDoNNIv,"AstonReal s.r.o.","2-room apartment",apartment,unrenovated,"okres Martin",Stred,1,2,1968.25,2134.125000,-0.0777250630
JuY6ZkaPSRF,"OREA, s.r.o.","1-room apartment",apartment,"new construction","okres Ružomberok",Bešeňová,1,2,3688.10,3691.735000,-0.0009846319
Ju_1ltAlD0n,"XEMAR realitná spoločnosť s.r.o.","1-room apartment",apartment,"new construction","okres Ružomberok",Bešeňová,1,2,3695.37,3691.735000,0.0009846319
Ju5jLRFNJLG,"Realitná kancelária RED, s.r.o.","standard house",house,"new construction","okres Bytča","Hliník nad Váhom",1,7,3511.45,2537.945714,0.3835796332
JurZTuUssP0,"TOCA, s.r.o. Realitná činnosť","standard house",house,"new construction","okres Bytča","Hliník nad Váhom",5,7,1330.65,2537.945714,-0.4756980054
JuvIyu9zHe0,"TOCA, s.r.o. Realitná činnosť","standard house",house,"new construction","okres Bytča","Hliník nad Váhom",5,7,3511.45,2537.945714,0.3835796332
JubU0eKdiVr,"TOCA, s.r.o. Realitná činnosť","standard house",house,"new construction","okres Bytča","Hliník nad Váhom",5,7,3511.45,2537.945714,0.3835796332
JuvDMV343M4,"TOCA, s.r.o. Realitná činnosť","standard house",house,"new construction","okres Bytča","Hliník nad Váhom",5,7,1999.00,2537.945714,-0.2123550993
Juc0OLvyRFq,"TOCA, s.r.o. Realitná činnosť","standard house",house,"new construction","okres Bytča","Hliník nad Váhom",5,7,1330.65,2537.945714,-0.4756980054
Jui4dVLb9Ci,"Reality AK, spol. s r.o.","standard house",house,"new construction","okres Martin","Kláštor pod Znievom",1,2,2318.18,2331.815000,-0.0058473764
JuSbYhRyin-,"Mamud Reality s. r. o.","large house",house,"fully renovated","okres Žilina","Teplička nad Váhom",1,2,1395.42,1395.420000,0.0000000000
Ju1Fv2ySoaS,"Realitná kancelária Kľúč","standard house",house,unrenovated,"okres Martin",Príbovce,1,2,1346.15,1256.410000,0.0714257289
JuxpGt9B3Fh,"CreeX Reality s.r.o.","standard house",house,unrenovated,"okres Martin",Príbovce,1,2,1166.67,1256.410000,-0.0714257289
JuFzDxVJ2q6,"Romantické Chalupy, s.r.o.","standard house",house,unrenovated,"okres Ružomberok","Liptovské Revúce",1,3,1236.36,894.296667,0.3824942501
JuMReNzFrmm,"KOSIBA reality s.r.o.","standard house",house,unrenovated,"okres Ružomberok","Liptovské Revúce",1,3,780.70,894.296667,-0.1270234713
Ju3Q6cuW_-I,"RE/MAX Slovakia","standard house",house,unrenovated,"okres Ružomberok","Liptovské Revúce",1,3,665.83,894.296667,-0.2554707799
JubSXyHD9FS,"MGM reality","standard house",house,"new construction","okres Žilina",Bitarová,4,8,2698.36,2370.061250,0.1385190995
JuImgMwAlae,"MGM reality","standard house",house,"new construction","okres Žilina",Bitarová,4,8,2699.52,2370.061250,0.1390085383
JuDKS0g6D3f,"MGM reality","standard house",house,"new construction","okres Žilina",Bitarová,4,8,2617.11,2370.061250,0.1042372850
Ju4t5QuZmxI,"MGM reality","standard house",house,"new construction","okres Žilina",Bitarová,4,8,2860.15,2370.061250,0.2067831580
JuxiHYI3lEP,"Realitná kancelária RED, s.r.o.","standard house",house,"new construction","okres Žilina",Bitarová,1,8,3651.79,2370.061250,0.5407998422
JuSi1nzOb00,"DRR INVEST, s. r. o.","large house",house,"new construction","okres Kysucké Nové Mesto","Horný Vadičov",1,3,2050.00,1786.576667,0.1474458599
JuwSpmc62PT,"RE/MAX Slovakia","large house",house,unrenovated,"okres Žilina",Lysica,1,2,573.08,659.040000,-0.1304321437
JuiwpIv6ZO8n,"Realitné kancelárie SR","large house",house,"new construction","okres Turčianske Teplice","Turčiansky Michal",1,2,1650.00,1684.375000,-0.0204081633
JuV4X4JdJ77,"Reality MT s.r.o.","large house",house,"new construction","okres Turčianske Teplice","Turčiansky Michal",1,2,1718.75,1684.375000,0.0204081633
JuhR8_uiRxX,"VAŠA REALITKA s.r.o.","large house",house,"partially renovated","okres Ružomberok",Komjatná,1,2,428.57,755.950000,-0.4330709703
JuhybejcNce,"TUreality s.r.o.","large house",house,unrenovated,"okres Žilina","Staré mesto",1,2,4062.50,3211.250000,0.2650836902
JucYnfxB91V,"Good Reality s.r.o.","small house",house,"new construction","okres Ružomberok","Liptovské Sliače",1,2,2090.91,2044.545000,0.0226774172
JucgDISpkFu,"NajBývanie, s.r.o.","standard house",house,"new construction","okres Ružomberok","Liptovská Štiavnica",1,3,2758.93,2840.630000,-0.0287612255
Ju6HLriDjfB,"ALT REAL, s.r.o.","standard house",house,"new construction","okres Ružomberok","Liptovská Štiavnica",2,3,2881.48,2840.630000,0.0143806128
Juq9Pjjnp8z,"ALT REAL, s.r.o.","standard house",house,"new construction","okres Ružomberok","Liptovská Štiavnica",2,3,2881.48,2840.630000,0.0143806128
Ju-2YZ37zxt,liptoreal,"standard house",house,"partially renovated","okres Liptovský Mikuláš",Važec,1,3,947.26,996.776667,-0.0496767918
JuJSekEM4oc,"Apollo House","standard house",house,"new construction","okres Ružomberok","Liptovské Sliače",2,4,2441.18,2288.365000,0.0667791196
Ju3zQ1Nh4jQ,"Apollo House","standard house",house,"new construction","okres Ružomberok","Liptovské Sliače",2,4,2441.18,2288.365000,0.0667791196
Ju1cp4Zdad9,donidDevelop,"standard house",house,"new construction","okres Ružomberok","Liptovské Sliače",2,4,2007.46,2288.365000,-0.1227535817
Juq9xnQNQkn,donidDevelop,"standard house",house,"new construction","okres Ružomberok","Liptovské Sliače",2,4,2263.64,2288.365000,-0.0108046575
JuaDU5eWN9y,"ADH-REAL s.r.o. Hirjaková Adriana","standard house",house,"under construction","okres Čadca","Stará Bystrica",1,2,1645.51,1961.000000,-0.1608822030
Juwr4hT_Hw4,"Reality AK, spol. s r.o.","large house",house,"partially renovated","okres Martin",Priekopa,1,4,956.00,1109.977500,-0.1387212804
JucsRg9RieN,"Reality ASTORIA, s.r.o.","large house",house,"partially renovated","okres Martin",Priekopa,1,4,1572.58,1109.977500,0.4167674570
JuUMimgiwBf,"HALO reality, s.r.o.","standard house",house,unrenovated,"okres Kysucké Nové Mesto","Budatínska Lehota",1,2,1230.00,1342.275000,-0.0836453037
JuBqrsBTBJs,"ALT REAL, s.r.o.","standard house",house,"new construction","okres Ružomberok","Staré mesto",1,2,1607.14,1049.725000,0.5310105028
JuE1L7QIb5r,"Reality Simply","large house",house,unrenovated,"okres Martin",Priekopa,1,2,1020.00,1020.000000,0.0000000000
JuRC_sngF0m,"1. Reality Rent, s.r.o.","large house",house,"fully renovated","okres Žilina",Terchová,1,4,2010.67,1635.102500,0.2296904934
Ju0MsknUaYA,"Realitná kancelária RED, s.r.o.","large house",house,"fully renovated","okres Žilina",Terchová,2,4,1512.00,1635.102500,-0.0752873291
Ju34HqZzlYZ,"Realitná kancelária RED, s.r.o.","large house",house,"fully renovated","okres Žilina",Terchová,2,4,1409.09,1635.102500,-0.1382252795
Ju1tsUeFhRS,"TUreality s.r.o.","standard house",house,"fully renovated","okres Žilina",Rosina,1,2,1552.43,1552.670000,-0.0001545724
JuiKlGUbKmU,"OREA, s.r.o.","large house",house,"partially renovated","okres Tvrdošín",Vitanová,1,2,933.33,979.165000,-0.0468102924
JuHEeYDAKYc,"Ing. Marcela Pišteková","large house",house,unrenovated,"okres Čadca",Zákopčie,1,2,475.00,1217.875000,-0.6099763933
Ju9NWPjsyPl,"HOLESTIAK.sk reality s.r.o.","large house",house,unrenovated,"okres Čadca",Zákopčie,1,2,1960.75,1217.875000,0.6099763933
JuHbG5bC-AQ,"Reality AK, spol. s r.o.","large house",house,"fully renovated","okres Martin",Stráne,1,2,729.17,987.800000,-0.2618242559
JuhlHrJa9hV,"ALT REAL, s.r.o.","large house",house,"fully renovated","okres Martin",Stráne,1,2,1246.43,987.800000,0.2618242559
JubJO0qS-zH,jabyvam.sk,"standard house",house,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,1,2,1374.29,1430.000000,-0.0389580420
Jufj_0Gj-0k,"OVERENÉ REALITY","standard house",house,"partially renovated","okres Liptovský Mikuláš",Ľubeľa,1,2,1485.71,1430.000000,0.0389580420
Juolbg2gxyQ,"RE/MAX Slovakia","large house",house,"new construction","okres Liptovský Mikuláš",Ižipovce,1,4,1200.00,1309.640000,-0.0837176629
Ju2NkOjuxZI,"MGM reality","standard house",house,"new construction","okres Žilina","Rajecké Teplice",1,3,2230.69,2420.486667,-0.0784126059
JurLHZvtaEy,"AstonReal s.r.o.","standard house",house,"fully renovated","okres Martin",Stred,1,3,2926.58,2828.036667,0.0348451398
Juxivp9KfQ0,"IDEÁLNE BÝVANIE, s.r.o.","standard house",house,"new construction","okres Žilina",Rosina,1,2,3250.73,3744.930000,-0.1319650835
JuOaEJ-u0ZG,"1. Reality Rent, s.r.o.","small house",house,unrenovated,"okres Čadca",Svrčinovec,2,3,499.98,644.436667,-0.2241596023
Ju1Kl-Z5Rmy,"1. Reality Rent, s.r.o.","small house",house,unrenovated,"okres Čadca",Svrčinovec,2,3,900.00,644.436667,0.3965685786
Ju02FWXcSxg,"ALT REAL, s.r.o.","standard house",house,unrenovated,"okres Turčianske Teplice",Mošovce,1,2,866.67,943.335000,-0.0812701744
JuxTlJngqfx,"Realitná kancelária RED, s.r.o.","large house",house,"new construction","okres Žilina",Hôrky,1,2,2385.87,2688.105000,-0.1124342241
JunogbuFikZ,"OVERENÉ REALITY","large house",house,"partially renovated","okres Ružomberok",Stankovany,1,2,314.29,780.365000,-0.5972525677
Juj0QibLMWk,"JPE. Reality - Jozef Pajer","large house",house,"new construction","okres Čadca",Stred,1,2,1983.87,1689.435000,0.1742801588
JuzAGRifcCv,"GAMA Reality, s.r.o.","large house",house,"new construction","okres Čadca",Stred,1,2,1395.00,1689.435000,-0.1742801588
JuWLq7Wh8lf,"Reality AK, spol. s r.o.","large house",house,"fully renovated","okres Martin","Kláštor pod Znievom",1,2,1205.29,1102.645000,0.0930897977
JuLLKbrzsGT,"Allrisk Slovakia Reality & Financie, s.r.o.","large house",house,"partially renovated","okres Žilina",Budatín,1,2,1245.00,1435.000000,-0.1324041812
JucVvBL8mQZ,"ŽILINAREAL, s.r.o.","standard house",house,"new construction","okres Žilina",Brezany,1,2,2726.19,2557.740000,0.0658589223
Jua9bDzVCPy,"RE/MAX Slovakia","standard house",house,unrenovated,"okres Ružomberok",Lisková,1,2,1090.91,1003.790000,0.0867910619
JuHinPus21r,"RK Dalmia s. r. o.","standard house",house,unrenovated,"okres Ružomberok",Lisková,1,2,916.67,1003.790000,-0.0867910619
JunqWaLvLjb,"NajBývanie, s.r.o.","standard house",house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica",1,2,2285.71,2710.315000,-0.1566626019
Juec3rJbHzE,"HALO reality, s.r.o.","standard house",house,"new construction","okres Liptovský Mikuláš","Liptovská Sielnica",1,2,3134.92,2710.315000,0.1566626019
Juu4bOArZvB,"Romantické Chalupy, s.r.o.","standard house",house,unrenovated,"okres Ružomberok",Lúčky,1,3,1211.11,1386.670000,-0.1266054649
Ju7pKhqP4zK,"Like Reality s.r.o.","extra large house",house,"partially renovated","okres Martin",Sučany,1,3,581.68,421.080000,0.3814002090
JunAaEjMO5H,"DRAŽOBNÍK, s.r.o.","large house",house,"partially renovated","okres Liptovský Mikuláš",Važec,1,2,296.50,435.750000,-0.3195639702
JuKz9mvEvI_,"REALITY TATRY","large house",house,"partially renovated","okres Liptovský Mikuláš",Važec,1,2,575.00,435.750000,0.3195639702
Juzaery-uaM,"Buby reality, s.r.o.","standard house",house,"new construction","okres Martin",Tomčany,1,3,3561.15,3295.246667,0.0806929981
Jub25_ejcJA,"Nestor Capital s.r.o.","large house",house,"fully renovated","okres Čadca",Oščadnica,2,3,1895.42,1785.190000,0.0617469289
JuDgbTTsbUm,"Nestor Capital s.r.o.","large house",house,"fully renovated","okres Čadca",Oščadnica,2,3,1922.07,1785.190000,0.0766753119
Ju7FT7K1T9V,"Reality IQ, s.r.o.","large house",house,unrenovated,"okres Žilina",Svederník,1,2,961.47,1258.515000,-0.2360281761
JuUrENnUrd4,"Reality Center, s.r.o.","standard house",house,unrenovated,"okres Martin","Turčiansky Peter",1,2,1625.00,1383.930000,0.1741923363
JuVWSdPVacq,"RE/MAX Slovakia","large house",house,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,1,2,931.25,767.785000,0.2129046543
JuNEJj6Bobe,"New Ways Reality&Financie","large house",house,unrenovated,"okres Liptovský Mikuláš",Ľubeľa,1,2,604.32,767.785000,-0.2129046543
JuSDor_pBw9,"Buby reality, s.r.o.","standard house",house,"new construction","okres Martin",Slovany,1,2,933.96,1620.825000,-0.4237749294
JuZgj6k1S7C,"TARGETreal s. r. o.","extra large house",house,"partially renovated","okres Martin",Stráne,1,2,718.10,596.790000,0.2032708323
Ju6pNzkI7kN,"Reality Alpia","extra large house",house,unrenovated,"okres Martin",Stráne,2,3,374.15,477.556667,-0.2165327680
JupsrE6Y27i,"Reality Alpia","extra large house",house,unrenovated,"okres Martin",Stráne,2,3,351.62,477.556667,-0.2637104153
JuEB6osELcj,"Romantické Chalupy, s.r.o.","standard house",house,"partially renovated","okres Turčianske Teplice",Sklené,1,2,1499.50,1543.280000,-0.0283681510
Jubpxb0JsTj,"Trioreality, s.r.o.","standard house",house,unrenovated,"okres Čadca",Klokočov,1,2,464.29,746.035000,-0.3776565443
Jucbi7PZEnm,"1. Reality Rent, s.r.o.","standard house",house,unrenovated,"okres Čadca",Klokočov,1,2,1027.78,746.035000,0.3776565443
Ju6dKyzXet6,"ŽILINAREAL, s.r.o.","standard house",house,"new construction","okres Žilina",Strážov,1,3,2053.44,2088.110000,-0.0166035314
JuJRg0E5VNn,"ALT REAL, s.r.o.","standard house",house,"new construction","okres Martin",Valča,1,2,1857.14,2246.750000,-0.1734104818
JuU-CdEC7dE,"1. Reality Rent, s.r.o.","standard house",house,unrenovated,"okres Čadca",Svrčinovec,1,2,914.29,533.810000,0.7127629681
Juh02qpId7f,"HOLESTIAK.sk reality s.r.o.","large house",house,"partially renovated","okres Čadca",Rieka,1,2,861.11,861.110000,0.0000000000
JuZSCNK7v3l,"RIEŠIME BÝVANIE","large house",house,"fully renovated","okres Žilina","Staré mesto",1,2,2500.00,2025.545000,0.2342357242
JuxsRe4hFI1,"ALT REAL, s.r.o.","standard house",house,"new construction","okres Martin","Košťany nad Turcom",3,5,1908.40,2190.774000,-0.1288923458
