offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index,area_price_index,area_category
JuXll0okDmg,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Bôrik,2,4,4653.85,3397.175000,0.3699176522,0.6153654994,premium
JuVUnBR3tKh,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Bôrik,2,4,3229.73,3397.175000,-0.0492894832,0.6153654994,premium
JuAxXn7nLOP,"ŽILINAREAL, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Bôrik,1,4,1240.83,3397.175000,-0.6347465173,0.6153654994,premium
JuyMZex0bdp,"Renovo Reality","2-room apartment",apartment,"new construction","okres Žilina",Bôrik,1,4,4464.29,3397.175000,0.3141183483,0.6153654994,premium
Jul4B6HJsMz,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,3,7,2791.18,3519.351429,-0.2069050061,0.1639579970,expensive
JuF-0hmTSgb,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,3,7,3971.43,3519.351429,0.1284550805,0.1639579970,expensive
Junr7vOGfgp,"MK-CORP s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,3,7,3021.74,3519.351429,-0.1413929353,0.1639579970,expensive
JuEeA2GuHj3,"A-Byt Consult, s.r.o.","3-room apartment",apartment,"partially renovated","okres Ružomberok",Roveň,1,2,1387.46,1700.675000,-0.1841709909,-0.1214065324,average
JuV9QF4vC1L,"Reality AK, spol. s r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,2246.38,1915.233333,0.1729014744,0.1938109699,expensive
JuSTl0QkI_h,"NajBývanie, s.r.o.","holiday apartment",apartment,"partially renovated","okres Ružomberok",Hrabovo,1,2,2338.24,2507.150000,-0.0673713180,-0.0751349586,average
JuJZPVcldrZ,"HMS Services, a. s.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,6,3143.08,3105.326667,0.0121576044,0.3903450643,expensive
JuTc88Wux9w,"GARANT REALITY","2-room apartment",apartment,"fully renovated","okres Ružomberok",Polík,1,2,2017.86,2080.360000,-0.0300428772,-0.3827579123,cheap
Ju0FWK0oDmX,"Reality Alpia","1-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3931.19,3771.195000,0.0424255442,0.0543141680,average
JukheJ1B1aD,"RESIDENCE realitná kancelária","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,6,5986.84,5274.893333,0.1349689220,0.8422820105,premium
JuaBQ-omPcs,"Realitná kancelária","studio apartment",apartment,unrenovated,"okres Martin",Sever,1,2,3080.00,3080.000000,0.0000000000,-0.0770857584,average
JuBgCxlwRO1,"Pro Real, s. r. o. realitná kancelária","3-room apartment",apartment,unrenovated,"okres Kysucké Nové Mesto",Kamence,1,2,2397.44,2170.250000,0.1046837922,-0.0370425050,average
JuPoZE57z5D,"RK4 REALITY","4-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2430.89,2507.260000,-0.0304595455,0.3903450643,expensive
JujdOeJ69tb,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Jahodníky,2,3,1828.95,1887.360000,-0.0309479908,0.0967590975,average
JuHzNQ7Qr-d,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Jahodníky,2,3,1820.09,1887.360000,-0.0356423788,0.0967590975,average
JuauSxK_Grt,"TUreality s.r.o.","3-room apartment",apartment,unrenovated,"okres Dolný Kubín","Veľký Bysterec",1,2,2076.92,2057.415000,0.0094803431,-0.0414252883,average
JuJvNTKAcv8,"MG real, s.r.o.","1-room apartment",apartment,"new construction","okres Kysucké Nové Mesto",Kamence,1,2,3685.71,3728.340000,-0.0114340430,-0.0370425050,average
JuBT9IU3F1g,"KORSO Project, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,9,3682.75,3410.800000,0.0797320277,0.2523570386,expensive
JupURRP8axF,"WFG reality, s.r.o.","4-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,7,3323.81,3508.330000,-0.0525948243,0.2523570386,expensive
JufGDO__GbO,"KORSO Project, s.r.o.","4-room apartment",apartment,"new construction","okres Žilina","Staré mesto",3,7,3629.54,3508.330000,0.0345492015,0.2523570386,expensive
JucmQgleApT,"KORSO Project, s.r.o.","4-room apartment",apartment,"new construction","okres Žilina","Staré mesto",3,7,3518.45,3508.330000,0.0028845633,0.2523570386,expensive
Jun79Tn_Ep0,"KRALIKOVA reality","3-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,5,3507.46,2883.514000,0.2163838983,0.3903450643,expensive
JupEyEEjkVM,"Jacek reality s. r. o.","3-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,5,2549.28,2883.514000,-0.1159120434,0.3903450643,expensive
Ju6Co8ebtz8,"B10 Slovensko, a. s.","4-room apartment",apartment,"new construction","okres Žilina",Hájik,1,3,2557.25,2623.350000,-0.0251967904,0.0543141680,average
JuluCbW3ZHE,"HMS Services, a. s.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,11,3357.08,3177.283636,0.0565880748,0.3903450643,expensive
Ju7XXF2jsra,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,11,3621.21,3177.283636,0.1397188337,0.3903450643,expensive
JuogofXpdYk,liptoreal,"holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,11,5192.31,4467.148182,0.1623321610,0.3687411694,expensive
Ju6GKonKAZ1,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,11,4764.18,4467.148182,0.0664924927,0.3687411694,expensive
JuX5UJf-pU4,"RESIDENCE realitná kancelária","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,2,11,5325.58,4467.148182,0.1921655121,0.3687411694,expensive
Ju5yq04Fo6g,"REALITY SPOLU","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,11,4756.76,4467.148182,0.0648314778,0.3687411694,expensive
JuZFqxjae7G,"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,11,4189.19,4467.148182,-0.0622227360,0.3687411694,expensive
JulDE6qv7sX,"Realitná kancelária DOM","4-room apartment",apartment,unrenovated,"okres Žilina","Staré mesto",1,4,1611.11,1740.945000,-0.0745773129,0.2523570386,expensive
JuVooxZWg4s,"ŽILINAREAL, s.r.o.","4-room apartment",apartment,unrenovated,"okres Žilina","Staré mesto",1,4,2031.25,1740.945000,0.1667513908,0.2523570386,expensive
JujxzbLeFDf,"STAREA, s. r. o.","2-room apartment",apartment,"new construction","okres Žilina","Rajecké Teplice",2,5,3058.63,3298.330000,-0.0726731406,0.0507869344,average
Juea9VaEEz4,"STAREA, s. r. o.","2-room apartment",apartment,"new construction","okres Žilina","Rajecké Teplice",2,5,3033.44,3298.330000,-0.0803103389,0.0507869344,average
JuKfm2wXtCP,"B10 Slovensko, a. s.","2-room apartment",apartment,"new construction","okres Žilina","Rajecké Teplice",1,5,4050.00,3298.330000,0.2278941161,0.0507869344,average
JuauRurLCyp,"Realitné kancelárie SR","2-room apartment",apartment,"partially renovated","okres Žilina",Hájik,1,3,2924.49,2900.353333,0.0083219747,0.0543141680,average
JudSBCw12x9,"TUreality s.r.o.","2-room apartment",apartment,"partially renovated","okres Žilina",Vlčince,1,2,2620.52,2753.810000,-0.0484020321,0.3903450643,expensive
JuIhf4tExMf,"NajBývanie, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin","Horné Vrútky",1,6,1710.14,1730.700000,-0.0118795863,-0.1079089088,average
Ju5Pax6FaXd,"TUreality s.r.o.","2-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2307.69,2579.510000,-0.1053766025,0.1148469549,expensive
Ju_PmXVPtoo,"Crystin reality, s.r.o.","2-room apartment",apartment,unrenovated,"okres Žilina",Hliny,1,4,2725.45,2579.510000,0.0565766366,0.1148469549,expensive
JuTapZ_iKYW,"Mamud Reality s. r. o.","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,9,3152.63,2757.621111,0.1432426258,0.2523570386,expensive
JutKizwTOP3,"Reality IQ, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,9,2724.95,2757.621111,-0.0118475707,0.2523570386,expensive
JuUTD1Lj0lr,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,9,2437.50,2757.621111,-0.1160859662,0.2523570386,expensive
JuIQ6bOnZsGz,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",2,9,3049.59,2757.621111,0.1058770865,0.2523570386,expensive
Jujveqa78vA,"ŽILINAREAL, s.r.o.","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,9,2410.26,2757.621111,-0.1259640455,0.2523570386,expensive
Ju4lV1--VGV,"Realitka pre každého","3-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,9,3361.88,2757.621111,0.2191232460,0.2523570386,expensive
JuLJzHZSfxX,"RIEŠIME BÝVANIE","2-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,1757.14,1981.350000,-0.1131602190,-0.0770857584,average
Ju0roQQA2MK,"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,4459.46,5609.228333,-0.2049779871,0.8422820105,premium
Jultmw18Gne,"Occam New Home","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,3498.45,5609.228333,-0.3763045837,0.8422820105,premium
JuX_Y10XQMs,"Juraj Hegyi Reality & Development s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",1,36,7407.22,5609.228333,0.3205417145,0.8422820105,premium
JuHNiSC8Wtj,"J.M.H. s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",2,36,3878.05,5609.228333,-0.3086303909,0.8422820105,premium
JuztOys4YDo,"J.M.H. s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",2,36,5300.00,5609.228333,-0.0551284980,0.8422820105,premium
Ju8yXfa5xfL,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Ružomberok",Baničné,1,3,1879.08,1888.773333,-0.0051320785,-0.1701205562,average
Juxpt8YRG2_,"Reality Alpia","3-room apartment",apartment,"partially renovated","okres Ružomberok",Baničné,1,3,1854.40,1888.773333,-0.0181987602,-0.1701205562,average
JuEE_KosY1x,"Realitné kancelárie SR","2-room apartment",apartment,"new construction","okres Žilina","Staré mesto",1,8,2732.56,3751.466250,-0.2716021369,0.2523570386,expensive
Ju0fvkzNIT_,"RESIDENCE realitná kancelária","3-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,2,1792.45,2050.065000,-0.1256618693,0.0192597764,average
JuIVoMRmHSz,"TUreality s.r.o.","1-room apartment",apartment,"partially renovated","okres Martin",Turany,1,2,2600.00,2418.420000,0.0750820784,-0.3267598337,cheap
JuXYI9YrjoJ,"ODEKO manažment s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Hájik,5,7,3119.67,2949.562857,0.0576719844,0.0543141680,average
Juw-fZcag7r,"ODEKO manažment s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Hájik,5,7,2403.85,2949.562857,-0.1850148254,0.0543141680,average
JuAF6zTk4aw,"ODEKO manažment s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Hájik,5,7,3110.78,2949.562857,0.0546579784,0.0543141680,average
Ju-lEoc2XSC,"ODEKO manažment s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Hájik,5,7,2687.82,2949.562857,-0.0887395420,0.0543141680,average
JuQKqXinTqJ,"ODEKO manažment s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Hájik,5,7,3460.82,2949.562857,0.1733331913,0.0543141680,average
JukVrVsK1ht,"Realitná kancelária RED, s.r.o.","3-room apartment",apartment,"new construction","okres Žilina",Hájik,1,7,2932.00,2949.562857,-0.0059543932,0.0543141680,average
JuwolRsTXje,"OVERENÉ REALITY","3-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš",Podbreziny,1,4,2261.54,2326.605000,-0.0279656409,0.1311195283,expensive
JunWCB0DrwG,"1. Reality Rent, s.r.o.","3-room apartment",apartment,unrenovated,"okres Čadca","Sídlisko 3",1,2,1822.58,1772.830000,0.0280624764,-0.0670779181,average
JuuQ3yxLaqS,"AstonReal s.r.o.","2-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",2,4,2549.88,2613.040000,-0.0241710804,-0.1923099166,average
JuBe2LSvIsNx,"AstonReal s.r.o.","2-room apartment",apartment,"new construction","okres Ružomberok","Liptovská Teplá",2,4,2549.88,2613.040000,-0.0241710804,-0.1923099166,average
JuUS8gVE7MB,"JPE. Reality - Jozef Pajer","2-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,4,1945.15,2030.935000,-0.0422391657,-0.0922307487,average
JuxMPXZzAel,"BeMi realitná kancelária","2-room apartment",apartment,"partially renovated","okres Čadca",Žarec,1,4,2126.38,2030.935000,0.0469955956,-0.0922307487,average
Ju7yQFu2G0Z,"Realitná kancelária","3-room apartment",apartment,"fully renovated","okres Martin","Horné Vrútky",1,4,2194.03,2079.015000,0.0553218712,-0.1079089088,average
Ju4y_fscQPu,"FINREA - ak vám záleží na výsledku","3-room apartment",apartment,"fully renovated","okres Martin","Horné Vrútky",1,4,1645.88,2079.015000,-0.2083366402,-0.1079089088,average
JuQKd8tqljP,"LIF REAL","3-room apartment",apartment,unrenovated,"okres Martin",Záturčie,1,4,1500.00,1655.357500,-0.0938513282,-0.1261345316,average
JuGtWZEOQoM,"TUreality s.r.o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,3000.00,2789.291667,0.0755418788,0.2523570386,expensive
JupinWd8ZQVD,"TARGETreal s. r. o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,2750.00,2789.291667,-0.0140866111,0.2523570386,expensive
Jus-41FaUT-,"Safe reality s. r. o.","2-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,12,2768.75,2789.291667,-0.0073644744,0.2523570386,expensive
Juo05IpENrn,"Svoboda&Williams Slovakia s.r.o.","3-room apartment",apartment,"new construction","okres Liptovský Mikuláš",Demänová,1,2,6527.78,5448.710000,0.1980413713,0.3687411694,expensive
JuMvMAnJyAh,"Reality Center, s.r.o.","2-room apartment",apartment,"new construction","okres Martin",Stred,1,6,3163.27,2769.700000,0.1420984222,0.1938109699,expensive
JuR1WqY3g_N,"Georgi Conev","2-room apartment",apartment,"fully renovated","okres Žilina",Hliny,1,3,2908.91,2889.576667,0.0066907147,0.1148469549,expensive
JuQydtvhuaC,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Tvrdošín",Medvedzie,1,2,2185.71,2216.035000,-0.0136843507,-0.0960272336,average
Ju-rzMotwKF,"ARCHEUS Partners a.s.","1-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",1,2,3166.67,3314.105000,-0.0444871240,0.2562966035,expensive
Juuarx0CWmR,"Estate Invest","2-room apartment",apartment,"new construction","okres Turčianske Teplice",Stred,1,2,4961.83,4070.915000,0.2188488337,-0.1660077457,average
JuAyS5TfUDQ,"Direct Real, spol. s r.o.","3-room apartment",apartment,unrenovated,"okres Žilina",Rajec,1,2,1848.10,2017.800000,-0.0841014967,-0.1128676591,average
Jut2p_8fnwk,"AstonReal s.r.o.","3-room apartment",apartment,"fully renovated","okres Ružomberok",Klačno,1,2,2039.47,1968.275000,0.0361712667,-0.1823801441,average
JuNxbiZtMJl,"StorkReal s. r. o.","2-room apartment",apartment,"partially renovated","okres Žilina",Hliny,1,5,2983.87,2605.696000,0.1451335843,0.1148469549,expensive
JuqcGRiE3sH,"OVERENÉ REALITY","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,9,2173.91,2172.504444,0.0006469750,0.0192597764,average
JuPkeS3sVco,"Direct Real, spol. s r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,9,2794.64,2172.504444,0.2863679095,0.0192597764,average
JuGTmonCdFp,"Realitné kancelárie SR","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,9,2071.24,2172.504444,-0.0466118467,0.0192597764,average
JuwJKqBh04b,"AstonReal s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,9,2380.00,2172.504444,0.0955098419,0.0192597764,average
JubxOFYENrS,"Pegas real s.r.o.","holiday apartment",apartment,"new construction","okres Liptovský Mikuláš",Smrečany,1,2,2738.52,2983.845000,-0.0822177425,0.1918808670,expensive
JuuN3hIqf_p,"OVERENÉ REALITY","2-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš",Podbreziny,1,3,2049.18,2122.606667,-0.0345926865,0.1311195283,expensive
Junnm3hR6W5,"Reality Alpia","2-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,3,1859.15,1915.433333,-0.0293841253,0.5581583932,premium
JuD_7kPVbjf,"Effecting s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,2972.84,2835.822000,0.0483168549,0.2523570386,expensive
JuOLPMJrkFk,"TUreality s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,3376.34,2835.822000,0.1906036416,0.2523570386,expensive
JuGqA0i3EO8,"DreamReality s.r.o.","3-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,5,2362.50,2835.822000,-0.1669082192,0.2523570386,expensive
Ju-lRWjvao3,"RESIDENCE realitná kancelária","2-room apartment",apartment,"partially renovated","okres Liptovský Mikuláš","Staré mesto",1,4,2862.07,2345.485000,0.2202465588,0.0192597764,average
JuBD3ecZzdA,"Realitná kancelária RED, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Závodie,1,3,3312.50,3181.266667,0.0412519121,0.1524054311,expensive
Jun4cFPr-JJ,"R2 SK, s.r.o.","2-room apartment",apartment,"new construction","okres Žilina",Závodie,1,3,3212.07,3181.266667,0.0096827259,0.1524054311,expensive
JuYEF2k-qam,"RESIDENCE realitná kancelária","3-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",2,3,2085.71,2054.363333,0.0152585799,0.0183786455,average
JudLFAAMGyd,"RESIDENCE realitná kancelária","3-room apartment",apartment,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",2,3,2035.13,2054.363333,-0.0093621867,0.0183786455,average
JuN-wthtGNF,"Realitná kancelária","3-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,2028.61,2686.740000,-0.2449548523,0.0543141680,average
JuQhVUDoHMr,"Felicita Real s. r. o.","2-room apartment",apartment,"fully renovated","okres Martin",Sever,1,3,2189.66,2186.276667,0.0015475320,-0.0770857584,average
Juh1ajbcNdb,"Realitná kancelária","3-room apartment",apartment,unrenovated,"okres Martin",Ľadoveň,1,2,1801.47,1643.980000,0.0957980024,-0.0500191564,average
JuhrMWK4tz6,"RESIDENCE realitná kancelária","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Staré mesto",1,2,2913.03,3556.515000,-0.1809313331,0.0192597764,average
Juwy9k5pZPS,"Realitné kancelárie SR","holiday apartment",apartment,"new construction","okres Martin",Valča,2,3,3313.64,3121.503333,0.0615526067,-0.1600821041,average
JuLyRXzb7sF,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,3,6,3547.62,3848.946667,-0.0782880858,0.1639579970,expensive
Ju_WUvCjVPC,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,3,6,3562.65,3848.946667,-0.0743831213,0.1639579970,expensive
JuZUv2TX6Jz,"Reality Alpia","holiday apartment",apartment,"fully renovated","okres Ružomberok",Bešeňová,3,6,3697.75,3848.946667,-0.0392826090,0.1639579970,expensive
Ju7oSLy3Fih,"All 4 Life, s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Hrabovo,1,5,3490.48,3345.338000,0.0433863484,-0.0751349586,average
Ju3Edwy5E9k,"Realitné kancelárie SR","4-room apartment",apartment,"fully renovated","okres Žilina","Staré mesto",1,8,2663.37,2619.811250,0.0166266749,0.2523570386,expensive
JuzAfAnhSmB,"NajBývanie, s.r.o.","4-room apartment",apartment,"partially renovated","okres Martin",Priekopa,1,2,1451.61,1848.255000,-0.2146051275,0.5581583932,premium
Ju1cXQ08ziY,"RK Dalmia s. r. o.","2-room apartment",apartment,"new construction","okres Dolný Kubín",Brezovec,1,2,2585.71,3431.890000,-0.2465638467,-0.0133200384,average
JueZM646cTy,"OREA, s.r.o.","holiday apartment",apartment,"new construction","okres Ružomberok",Bešeňová,1,7,3872.50,3519.351429,0.1003447874,0.1639579970,expensive
JuR8QLXp0Yx,"Direct Real, spol. s r.o.","3-room apartment",apartment,"partially renovated","okres Ružomberok",Roveň,1,2,2013.89,1700.675000,0.1841709909,-0.1214065324,average
JuEVkw9ddDA,"Reality ASTORIA, s.r.o.","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1820.32,1915.233333,-0.0495570599,0.1938109699,expensive
Ju-1tp0yEDG,"FINREA - ak vám záleží na výsledku","3-room apartment",apartment,"partially renovated","okres Martin",Stred,1,6,1527.78,1915.233333,-0.2023008509,0.1938109699,expensive
JuxyNbJ2-r9,"Reality Alpia","holiday apartment",apartment,"partially renovated","okres Ružomberok",Hrabovo,1,2,2676.06,2507.150000,0.0673713180,-0.0751349586,average
JuEOy8Ch_fK,"Reinoo a.s.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,2,6,2720.78,3105.326667,-0.1238345296,0.3903450643,expensive
Juz-nuV7qfY,"DreamReality s.r.o.","4-room apartment",apartment,"new construction","okres Žilina",Vlčince,1,6,2761.59,3105.326667,-0.1106925950,0.3903450643,expensive
Ju9DwSC6oJu,"RK Dalmia s. r. o.","2-room apartment",apartment,"fully renovated","okres Ružomberok",Polík,1,2,2142.86,2080.360000,0.0300428772,-0.3827579123,cheap
JumX8n0CV3C,"Realitná kancelária","1-room apartment",apartment,"under construction","okres Žilina",Hájik,1,2,3611.20,3771.195000,-0.0424255442,0.0543141680,average
JuIYGEaJFQ7,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Demänovská Dolina",2,6,4500.00,5274.893333,-0.1469021806,0.8422820105,premium
JuGV5aus1Gq,"WFG reality, s.r.o.","3-room apartment",apartment,unrenovated,"okres Kysucké Nové Mesto",Kamence,1,2,1943.06,2170.250000,-0.1046837922,-0.0370425050,average
JuNPxF24aaA,"Realitná kancelária RED, s.r.o.","4-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2388.89,2507.260000,-0.0472108995,0.3903450643,expensive
JuRxO-wu66d,"LAVENTURA s.r.o.","4-room apartment",apartment,"fully renovated","okres Žilina",Vlčince,1,4,2500.00,2507.260000,-0.0028955912,0.3903450643,expensive
JuaEFYi_BYt,"Realitné kancelárie SR","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",1,6,2715.42,3192.753333,-0.1495052336,0.0192597764,average
JuKqTd0J1IQ,"RESIDENCE realitná kancelária","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",3,6,2650.00,3192.753333,-0.1699953853,0.0192597764,average
Jul5uPR1of1,"RESIDENCE realitná kancelária","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",3,6,3214.29,3192.753333,0.0067454841,0.0192597764,average
JutKisdKgjR,"RESIDENCE realitná kancelária","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",3,6,2770.03,3192.753333,-0.1324008744,0.0192597764,average
JuU5AQijDSV,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",2,6,3937.73,3192.753333,0.2333336119,0.0192597764,average
JuniaoRdvqE,G-REAL,"2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Staré mesto",2,6,3869.05,3192.753333,0.2118223979,0.0192597764,average
Ju9BdsvYTHj,"Teraz, a.s.","4-room apartment",apartment,"development project","okres Žilina","Staré mesto",1,4,5654.99,4174.330000,0.3547060247,0.2523570386,expensive
JuUW30jCiXY,"sunnyreal s.r.o.","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Podbreziny,1,3,2364.86,2351.180000,0.0058183550,0.1311195283,expensive
JuU7r63X4wA,"AstonReal s.r.o.","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Podbreziny,1,3,2427.14,2351.180000,0.0323071819,0.1311195283,expensive
Jug3tmEab8dn,"TUreality s.r.o.","3-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš",Podbreziny,1,3,2261.54,2351.180000,-0.0381255370,0.1311195283,expensive
JunhLdbpvMU,"Buby reality, s.r.o.","3-room apartment",apartment,"new construction","okres Martin",Stred,2,4,2669.46,2616.540000,0.0202251829,0.1938109699,expensive
JufWdbgp6A3,"TARGETreal s. r. o.","3-room apartment",apartment,"new construction","okres Martin",Stred,1,4,1960.78,2616.540000,-0.2506210492,0.1938109699,expensive
JuYp1Zctty0,"Reality Alpia","2-room apartment",apartment,"partially renovated","okres Martin",Turany,1,2,1875.00,1875.000000,0.0000000000,-0.3267598337,cheap
Juwpt8fo8iw,"KARIN & PARTNERS, s.r.o.","3-room apartment",apartment,unrenovated,"okres Martin",Sever,1,3,2062.50,2039.956667,0.0110508882,-0.0770857584,average
Jujvvp196-y,"TUreality s.r.o.","2-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,4,2980.77,2992.877500,-0.0040454379,0.2523570386,expensive
JuXqaBy1YwX,"Realitné kancelárie SR","2-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,4,3129.63,2992.877500,0.0456926486,0.2523570386,expensive
JuFQj_B37XO,"ROMDOM, s. r. o","2-room apartment",apartment,"partially renovated","okres Žilina","Staré mesto",1,4,3222.22,2992.877500,0.0766294310,0.2523570386,expensive
JuZWfK8jXMU,"YFE, s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,2208.03,2879.096667,-0.2330823674,0.0183786455,average
JuHfT6EkWLg,"J.M.H. s.r.o.","2-room apartment",apartment,"fully renovated","okres Liptovský Mikuláš","Vrbica - Nábrežie",1,3,3737.83,2879.096667,0.2982648491,0.0183786455,average
Julrxc4m4jW,"MGM reality","2-room apartment",apartment,"fully renovated","okres Žilina",Solinky,1,2,3539.80,3519.900000,0.0056535697,0.2478511254,expensive
JuxK_a_NiWB,"NajBývanie, s.r.o.","2-room apartment",apartment,"fully renovated","okres Ružomberok",Roveň,1,2,2173.91,2049.920000,0.0604852872,-0.1214065324,average
Juacbmz9XNp,"Reality Alpia","2-room apartment",apartment,"fully renovated","okres Ružomberok",Roveň,1,2,1925.93,2049.920000,-0.0604852872,-0.1214065324,average
Juga_SyTI4R,"RE/MAX Slovakia","2-room apartment",apartment,"new construction","okres Liptovský Mikuláš","Liptovská Mara - Tatralandia",1,2,3428.57,3714.285000,-0.0769232840,0.2562966035,expensive
