offer_id,agency,property_type,property_category,condition,location_district,location_area,agency_listings,district_listings,agency_price_m2,district_avg_price,price_index,area_price_index,area_category
JubLSsddj46,"1.BCR REAL ESTATE SLOVAKIA","extra large plot",land,NULL,"okres Liptovský Mikuláš","Staré mesto",1,2,59.41,39.905000,0.4887858664,0.0192597764,average
JuWNTIbPUJS,"Reality Alpia","extra large plot",land,NULL,"okres Liptovský Mikuláš","Staré mesto",1,2,20.40,39.905000,-0.4887858664,0.0192597764,average
JunNzT26gJt,"Realitka pre každého","standard plot",land,NULL,"okres Žilina",Kunerad,1,3,135.53,125.103333,0.0833444382,0.0895069783,average
JufCqQz59Ij,"ŽILINAREAL, s.r.o.","standard plot",land,NULL,"okres Žilina",Kunerad,1,3,114.11,125.103333,-0.0878740217,0.0895069783,average
Ju_bN-ewyhS,"AnReal s. r. o.","standard plot",land,NULL,"okres Žilina",Kunerad,1,3,125.67,125.103333,0.0045295915,0.0895069783,average
JubvMgx0Xlu,"OREA, s.r.o.","standard plot",land,NULL,"okres Dolný Kubín","Vyšný Kubín",1,4,118.00,140.072500,-0.1575791108,0.3714673230,expensive
JuErvfknoQB,"RK VILLEA, s. r. o.","standard plot",land,NULL,"okres Dolný Kubín","Vyšný Kubín",1,4,228.29,140.072500,0.6297988542,0.3714673230,expensive
JujRK5xYV79,"RK Dalmia s. r. o.","standard plot",land,NULL,"okres Dolný Kubín","Vyšný Kubín",1,4,118.00,140.072500,-0.1575791108,0.3714673230,expensive
JueuBN1Nu8x,"XEMAR realitná spoločnosť s.r.o.","standard plot",land,NULL,"okres Ružomberok","Liptovská Osada",1,2,116.28,113.920000,0.0207162921,0.1583447533,expensive
JuhckkiisBJp,"BeMi realitná kancelária","large plot",land,NULL,"okres Čadca",Čierne,1,2,91.88,72.940000,0.2596654785,-0.2022996181,average
JuGjdMCF3ve,"DreamReality s.r.o.","large plot",land,NULL,"okres Žilina",Bytčica,1,2,180.18,116.890000,0.5414492258,0.1876265165,expensive
Ju0yTvWbSXD,"BALAŽI REAL ESTATE s.r.o.","large plot",land,NULL,"okres Žilina",Bytčica,1,2,53.60,116.890000,-0.5414492258,0.1876265165,expensive
JunsxT9D57Y,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Svrčinovec,1,2,67.39,67.450000,-0.0008895478,-0.5161943179,cheap
JuaHyO1MbDH,"BeMi realitná kancelária","standard plot",land,NULL,"okres Čadca",Svrčinovec,1,2,67.51,67.450000,0.0008895478,-0.5161943179,cheap
Ju6g_Z5mX7e,"RE/MAX Slovakia","standard plot",land,NULL,"okres Martin",Stráne,1,2,220.00,110.000000,1.0000000000,-0.0089918347,average
Judikv0pXVX,"RK4 REALITY","small plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,3,133.33,127.693333,0.0441422185,0.0388107773,average
JuU1wLvylPv,"Realitné kancelárie SR","small plot",land,NULL,"okres Kysucké Nové Mesto",Snežnica,1,3,129.75,127.693333,0.0161062990,0.0388107773,average
JuNitLYneeA,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Čierne,1,2,73.99,63.995000,0.1561840769,-0.2022996181,average
JunDvn09Q9U,"AnReal s. r. o.","standard plot",land,NULL,"okres Čadca",Čierne,1,2,54.00,63.995000,-0.1561840769,-0.2022996181,average
JuMiM4qhAck,"RES GROUP, s.r.o.","small plot",land,NULL,"okres Žilina",Turie,1,2,160.00,116.500000,0.3733905579,0.4268231895,premium
JuWsp-GzHhf,"RESIDENCE realitná kancelária","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,1,5,80.56,76.200000,0.0572178478,-0.3353756930,cheap
Juc0JQaKZWu,"BeMi realitná kancelária","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,75.32,76.200000,-0.0115485564,-0.3353756930,cheap
JuzRwokuDbj,"BeMi realitná kancelária","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,74.94,76.200000,-0.0165354331,-0.3353756930,cheap
JudrqxfcGTR,"Nové bývanie","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,75.32,76.200000,-0.0115485564,-0.3353756930,cheap
Jus9HjYi9K6,"Nové bývanie","standard plot",land,NULL,"okres Liptovský Mikuláš",Vlachy,2,5,74.86,76.200000,-0.0175853018,-0.3353756930,cheap
JuPvieB5wD8,"AnReal s. r. o.","small plot",land,NULL,"okres Žilina",Mojš,1,2,105.00,166.855000,-0.3707110965,0.0039380882,average
Ju_QlVk-YXH,"RS Mansory s.r.o.","small plot",land,NULL,"okres Žilina",Mojš,1,2,228.71,166.855000,0.3707110965,0.0039380882,average
JuVff9I-9I0,"Reality D.P.A.","standard plot",land,NULL,"okres Martin",Valča,1,3,75.00,79.140000,-0.0523123578,-0.1600821041,average
Ju6amfxFDHs,"TUreality s.r.o.","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,25.44,25.166667,0.0108609138,-0.4492501690,cheap
Ju5eolzpNXf,"ŽILINAREAL, s.r.o.","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,33.00,25.166667,0.3112582608,-0.4492501690,cheap
JusxvqCVQpI,"TOCA, s.r.o. Realitná činnosť","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",2,6,23.67,25.166667,-0.0594702111,-0.4492501690,cheap
Julqx-OsWd4,"TOCA, s.r.o. Realitná činnosť","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",2,6,23.67,25.166667,-0.0594702111,-0.4492501690,cheap
Ju3KUswXUz_,"RADO Reality","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,12.22,25.166667,-0.5144370925,-0.4492501690,cheap
JuBnZj34L44,"DRR INVEST, s. r. o.","large plot",land,NULL,"okres Bytča","Hlboké nad Váhom",1,6,33.00,25.166667,0.3112582608,-0.4492501690,cheap
JuEjJSCiW8Ze,"JPE. Reality - Jozef Pajer","small plot",land,NULL,"okres Čadca",Skalité,1,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
JufmowlUURT,"HOLESTIAK.sk reality s.r.o.","small plot",land,NULL,"okres Čadca",Skalité,1,9,78.00,78.888889,-0.0112676070,-0.3596686534,cheap
JunD1SrFXPT,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
JuW5XYXfIA2,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
Jug8evCrAgI,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
JurzykGoa8Y,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
Jukxm6yZ0hf6,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
JuSojlAQh6I,"BeMi realitná kancelária","small plot",land,NULL,"okres Čadca",Skalité,6,9,79.00,78.888889,0.0014084493,-0.3596686534,cheap
JuJTvvQyvPv,"TRI LIPY, s. r. o.","large plot",land,NULL,"okres Čadca",Makov,1,4,50.00,32.750000,0.5267175573,-0.4327340235,cheap
Jua5wAoApR5,"DreamReality s.r.o.","large plot",land,NULL,"okres Kysucké Nové Mesto",Rudina,2,3,73.97,79.050000,-0.0642631246,0.4065340905,premium
Juz77F3qzjt,"DreamReality s.r.o.","large plot",land,NULL,"okres Kysucké Nové Mesto",Rudina,2,3,73.97,79.050000,-0.0642631246,0.4065340905,premium
Ju192g79OHm,"Reality Center, s.r.o.","large plot",land,NULL,"okres Martin",Belá-Dulice,1,3,62.00,69.000000,-0.1014492754,-0.2562006508,cheap
JuTZg0TY8JC,"OVERENÉ REALITY","large plot",land,NULL,"okres Martin",Belá-Dulice,1,3,85.00,69.000000,0.2318840580,-0.2562006508,cheap
JuPITfSI3H0,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Staškov,2,3,18.21,23.903333,-0.2381815540,-0.2298083208,average
JuC5HWpBoue,"SLNOVRAT, s.r.o.","large plot",land,NULL,"okres Čadca",Staškov,2,3,26.50,23.903333,0.1086320054,-0.2298083208,average
JuKVQligYhM,"RS Mansory s.r.o.","small plot",land,NULL,"okres Žilina",Bitarová,1,2,179.43,154.715000,0.1597453382,0.0902103437,average
Ju2-GQn0P3G,"MAX PROFI REALITY","standard plot",land,NULL,"okres Martin",Priekopa,1,2,76.56,122.940000,-0.3772571986,0.5581583932,premium
JuGN-E0XFUo,"RE/MAX Slovakia","standard plot",land,NULL,"okres Martin",Priekopa,1,2,169.32,122.940000,0.3772571986,0.5581583932,premium
JueabChri5n,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,4,100.00,95.720000,0.0447137484,-0.1893508163,average
JuUn4gk-elR,"R2 SK, s.r.o.","standard plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,4,91.16,95.720000,-0.0476389469,-0.1893508163,average
JuEl39vdmi7,"Gro & Partners","standard plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,4,93.44,95.720000,-0.0238194735,-0.1893508163,average
Ju9T9motLi6,"Mamud Reality s. r. o.","standard plot",land,NULL,"okres Žilina",Divina,1,2,130.37,194.965000,-0.3313158772,0.1627983608,expensive
JuD0_PFG0ni,"BV REAL PD, s.r.o.","standard plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,27.82,36.375000,-0.2351890034,-0.1200984333,average
Ju9IFe2gRus,"BeMi realitná kancelária","standard plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,44.93,36.375000,0.2351890034,-0.1200984333,average
JuSc9mnlTNp,"Q REAL s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,90.00,75.252000,0.1959815022,-0.0351732627,average
Ju2_2a_gc9I,Limaxreal,"small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,96.00,75.252000,0.2757136023,-0.0351732627,average
JuEX_l_3Eqg,"BEŇO REALITY","small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,100.00,75.252000,0.3288683357,-0.0351732627,average
JueE0RaoId9,"NFA Group, s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",1,5,0.26,75.252000,-0.9965449423,-0.0351732627,average
Ju4ExXlTo3S,"Ing.Zuzana Paverová","large plot",land,NULL,"okres Martin",Necpaly,1,2,50.00,76.000000,-0.3421052632,-0.2527163798,cheap
JurXAjyEx4Y,"Reality Center, s.r.o.","large plot",land,NULL,"okres Martin",Necpaly,1,2,102.00,76.000000,0.3421052632,-0.2527163798,cheap
JuTkoqi-k1y,"Apollo House","standard plot",land,NULL,"okres Ružomberok","Liptovské Sliače",2,3,100.00,87.286667,0.1456503431,-0.0711715674,average
Juv3W5C4xtN_,"Apollo House","standard plot",land,NULL,"okres Ružomberok","Liptovské Sliače",2,3,100.00,87.286667,0.1456503431,-0.0711715674,average
Jubn_BmVZq4,"TUreality s.r.o.","standard plot",land,NULL,"okres Ružomberok","Liptovské Sliače",1,3,61.86,87.286667,-0.2913006977,-0.0711715674,average
Ju78oHKGop9R,"RS Mansory s.r.o.","large plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,3,61.93,65.560000,-0.0553691275,-0.1893508163,average
Ju6BOs5U974,"WFG reality, s.r.o.","large plot",land,NULL,"okres Žilina","Kotrčiná Lúčka",1,3,81.48,65.560000,0.2428309945,-0.1893508163,average
Ju_KMqj7vmd,"Reality Center, s.r.o.","standard plot",land,NULL,"okres Martin",Rakovo,1,2,99.00,92.690000,0.0680763836,-0.0584772839,average
JuLOTbilQnB,"B10 Slovensko, a. s.","standard plot",land,NULL,"okres Martin",Rakovo,1,2,86.38,92.690000,-0.0680763836,-0.0584772839,average
JugbHbksCr-,"TeEq Reality","extra large plot",land,NULL,"okres Žilina",Višňové,1,3,95.00,98.333333,-0.0338983018,0.2264074791,expensive
JuQixUnoW4u,"Realitné kancelárie SR","extra large plot",land,NULL,"okres Žilina",Višňové,2,3,95.00,98.333333,-0.0338983018,0.2264074791,expensive
JuiFvyOCpZO,"Realitné kancelárie SR","extra large plot",land,NULL,"okres Žilina",Višňové,2,3,105.00,98.333333,0.0677966138,0.2264074791,expensive
JuRn13yIVnF,"ŽILINAREAL, s.r.o.","standard plot",land,NULL,"okres Čadca",Dunajov,1,3,39.11,37.950000,0.0305665349,-0.6153556638,cheap
JuCmj-PgWTq,"WFG reality, s.r.o.","standard plot",land,NULL,"okres Čadca",Dunajov,1,3,26.81,37.950000,-0.2935441370,-0.6153556638,cheap
JuvDIHl7nu4,"RES GROUP, s.r.o.","standard plot",land,NULL,"okres Čadca",Dunajov,1,3,47.93,37.950000,0.2629776021,-0.6153556638,cheap
JuqRYP4Ii_m,"ALT REAL, s.r.o.","standard plot",land,NULL,"okres Martin",Necpaly,2,4,95.24,84.220000,0.1308477796,-0.2527163798,cheap
JuYtpUq3Ljt,"ALT REAL, s.r.o.","standard plot",land,NULL,"okres Martin",Necpaly,2,4,92.82,84.220000,0.1021135122,-0.2527163798,cheap
Juuliwtz_LA,"Realitné kancelárie SR","standard plot",land,NULL,"okres Martin",Necpaly,1,4,58.82,84.220000,-0.3015910710,-0.2527163798,cheap
JueyWGcCtCo,"R2 SK, s.r.o.","standard plot",land,NULL,"okres Martin",Necpaly,1,4,90.00,84.220000,0.0686297791,-0.2527163798,cheap
Ju266Dr49Ba,"BeMi realitná kancelária","large plot",land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov",1,2,52.00,43.975000,0.1824900512,-0.1874267706,average
JuvwILxsaLE,"Realitné kancelárie SR","large plot",land,NULL,"okres Kysucké Nové Mesto","Dolný Vadičov",1,2,35.95,43.975000,-0.1824900512,-0.1874267706,average
JuASY12odtk,"Reality AK, spol. s r.o.","extra large plot",land,NULL,"okres Liptovský Mikuláš","Liptovská Anna",1,2,100.00,100.000000,0.0000000000,-0.0478131170,average
Jur27j-ejmc,"BALAŽI REAL ESTATE s.r.o.","large plot",land,NULL,"okres Martin",Záturčie,2,3,65.00,76.666667,-0.1521739167,-0.1261345316,average
JuQ9QuExnST,"BALAŽI REAL ESTATE s.r.o.","large plot",land,NULL,"okres Martin",Záturčie,2,3,65.00,76.666667,-0.1521739167,-0.1261345316,average
Jul7ugPXcvQ,"ALT REAL, s.r.o.","large plot",land,NULL,"okres Martin",Záturčie,1,3,100.00,76.666667,0.3043478204,-0.1261345316,average
JutSxfNRIvL,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Čadca",Oščadnica,1,3,66.97,85.423333,-0.2160221611,-0.2204248485,average
Ju4lACVtBvB,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Oščadnica,1,3,79.30,85.423333,-0.0716822065,-0.2204248485,average
JufBIzJWZ0T,"RIEŠIME BÝVANIE","standard plot",land,NULL,"okres Čadca",Korňa,1,3,24.34,27.493333,-0.1146944607,-0.4515324548,cheap
JushtsOsA5D,"Reality MT s.r.o.","standard plot",land,NULL,"okres Martin","Košťany nad Turcom",1,2,81.74,102.995000,-0.2063692412,-0.0830285942,average
Juz8n3k63O_,"Direct Real, spol. s r.o.","extra large plot",land,NULL,"okres Liptovský Mikuláš",Beňadiková,1,2,30.00,27.500000,0.0909090909,-0.1163509904,average
JuMAMHXJq7S,"RESIDENCE realitná kancelária","extra large plot",land,NULL,"okres Liptovský Mikuláš",Beňadiková,1,2,25.00,27.500000,-0.0909090909,-0.1163509904,average
JuHEexV-ME8,"Georgi Conev","standard plot",land,NULL,"okres Žilina",Višňové,1,2,172.25,186.125000,-0.0745466756,0.2264074791,expensive
JuH12tFyQw2,"AnoReal, s.r.o.","standard plot",land,NULL,"okres Žilina",Višňové,1,2,200.00,186.125000,0.0745466756,0.2264074791,expensive
Ju26ASiELkU,"Mamud Reality s. r. o.","small plot",land,NULL,"okres Žilina","Dolná Tižina",1,2,162.32,156.060000,0.0401127771,-0.0352089117,average
JufJ-j5ky3T,"Safe reality s. r. o.","small plot",land,NULL,"okres Žilina","Dolná Tižina",1,2,149.80,156.060000,-0.0401127771,-0.0352089117,average
JunJu6IyBiX,"TARGETreal s. r. o.","large plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,37.50,39.500000,-0.0506329114,-0.1200984333,average
JupRRfszbzs,"Reality D.P.A.","large plot",land,NULL,"okres Turčianske Teplice",Sklené,1,2,41.50,39.500000,0.0506329114,-0.1200984333,average
JumBIzQEPOK,"Reality Turiec s.r o.","standard plot",land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec",1,2,99.00,114.500000,-0.1353711790,0.1985951180,expensive
JuGtn_qttBC,"Direct Real, spol. s r.o.","standard plot",land,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec",1,2,130.00,114.500000,0.1353711790,0.1985951180,expensive
JuvLJIIUOfY,"Direct Real, spol. s r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Lazisko,1,2,100.67,115.335000,-0.1271513417,-0.1857691708,average
Ju1YLWtdCP4,"RESIDENCE realitná kancelária","small plot",land,NULL,"okres Liptovský Mikuláš",Lazisko,1,2,130.00,115.335000,0.1271513417,-0.1857691708,average
JuzsaTgRy0A,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Čadca",Staškov,2,5,32.69,54.130000,-0.3960835027,-0.2298083208,average
JuY9JBEYXXO,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Čadca",Staškov,2,5,65.19,54.130000,0.2043229263,-0.2298083208,average
JusbhL9UXOL,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Staškov,1,5,35.21,54.130000,-0.3495289119,-0.2298083208,average
JusK3lTtUjZ,"Realitné kancelárie SR","extra large plot",land,NULL,"okres Bytča","Veľké Rovné",1,2,55.00,42.635000,0.2900199367,-0.0994985255,average
Ju6FhwnbvkK,"ŽILINAREAL, s.r.o.","extra large plot",land,NULL,"okres Martin",Tomčany,1,2,60.00,58.700000,0.0221465077,0.0676942205,average
JuMHyeDGK2f,"Realitné kancelárie SR","small plot",land,NULL,"okres Martin",Necpaly,1,2,93.56,101.020000,-0.0738467630,-0.2527163798,cheap
JuLGf5aS3L1,"1. Reality Rent, s.r.o.","standard plot",land,NULL,"okres Kysucké Nové Mesto",Suľkov,1,2,120.82,119.235000,0.0132930767,-0.0975843592,average
Ju0UmYe9Px-,"BeMi realitná kancelária","extra large plot",land,NULL,"okres Čadca",Staškov,1,2,18.00,17.500000,0.0285714286,-0.2298083208,average
JuzowjqYdqV,"SLNOVRAT, s.r.o.","extra large plot",land,NULL,"okres Čadca",Staškov,1,2,17.00,17.500000,-0.0285714286,-0.2298083208,average
JuypdHR9V5h,"RS Mansory s.r.o.","large plot",land,NULL,"okres Žilina","Lietavská Svinná-Babkov",1,2,120.00,98.790000,0.2146978439,0.0175395213,average
Ju6EZukLTos,"SLNOVRAT, s.r.o.","extra large plot",land,NULL,"okres Čadca",Podzávoz,1,2,66.00,66.010000,-0.0001514922,0.1926102547,expensive
Ju0KCQtbTTW,"BeMi realitná kancelária","extra large plot",land,NULL,"okres Čadca",Podzávoz,1,2,66.02,66.010000,0.0001514922,0.1926102547,expensive
JuiHO4ziDsX,"RESIDENCE realitná kancelária","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,1,6,222.00,186.811667,0.1883626091,0.1311195283,expensive
JumXY6voBY_,"Eden Real estate, s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,1,6,170.53,186.811667,-0.0871555148,0.1311195283,expensive
JuuQurqTomT,"AstonReal s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,2,6,186.46,186.811667,-0.0018824681,0.1311195283,expensive
JufImX742Ut,"AstonReal s.r.o.","small plot",land,NULL,"okres Liptovský Mikuláš",Podbreziny,2,6,184.31,186.811667,-0.0133913852,0.1311195283,expensive
Jue9eL-lcIx,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,2,7,116.64,74.402857,0.5676817357,-0.2205749760,average
Juk20aBZ0Ls,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,2,7,55.00,74.402857,-0.2607810746,-0.2205749760,average
JuE8ApW_7eF,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Raková,1,7,67.50,74.402857,-0.0927767733,-0.2205749760,average
Ju5OGHyG1_Y,"HOLESTIAK.sk reality s.r.o.","standard plot",land,NULL,"okres Čadca",Raková,1,7,61.59,74.402857,-0.1722092070,-0.2205749760,average
JuQX408bw8H,"Bosen Group s.r.o.","standard plot",land,NULL,"okres Dolný Kubín",Žaškov,1,2,67.18,71.100000,-0.0551336146,-0.2810132310,cheap
JuveNCiurSC,"RK VILLEA, s. r. o.","standard plot",land,NULL,"okres Dolný Kubín",Žaškov,1,2,75.02,71.100000,0.0551336146,-0.2810132310,cheap
Julifs4IZ1R,"Reality AK, spol. s r.o.","small plot",land,NULL,"okres Martin",Stráne,1,2,250.00,244.230000,0.0236252713,-0.0089918347,average
JuMmLaRBnk-,"Real Reality Development s.r.o.","small plot",land,NULL,"okres Martin",Stráne,1,2,238.46,244.230000,-0.0236252713,-0.0089918347,average
JuAEEafI2yh,"AnoReal, s.r.o.","standard plot",land,NULL,"okres Žilina",Kľače,1,3,110.00,76.680000,0.4345331247,-0.2851695635,cheap
JuldPobEyqZ,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Bytča","Veľké Rovné",2,3,42.17,47.286667,-0.1082052791,-0.0994985255,average
JuSMDjKsDMw,"TARGETreal s. r. o.","standard plot",land,NULL,"okres Bytča","Veľké Rovné",2,3,37.87,47.286667,-0.1991400028,-0.0994985255,average
JutBiDVPJVF,"StorkReal s. r. o.","small plot",land,NULL,"okres Žilina",Višňové,1,3,159.95,181.473333,-0.1186032826,0.2264074791,expensive
JukvtXQXqqN,"Mgr. Nina Herčková, RSc.","small plot",land,NULL,"okres Žilina",Višňové,1,3,188.47,181.473333,0.0385547942,0.2264074791,expensive
JuaoRgRgfTM,"B10 Slovensko, a. s.","large plot",land,NULL,"okres Kysucké Nové Mesto",Nesluša,1,2,0.00,10.000000,-1.0000000000,-0.4214795269,cheap
JuCafss2FQP,"BIZNIS REALITY, s.r.o.","large plot",land,NULL,"okres Liptovský Mikuláš",Vitálišovce,2,4,220.00,197.975000,0.1112514206,0.9383979245,premium
Ju-yASPSDbI,"BIZNIS REALITY, s.r.o.","large plot",land,NULL,"okres Liptovský Mikuláš",Vitálišovce,2,4,220.00,197.975000,0.1112514206,0.9383979245,premium
JuJOjhQbYoo,"Ing.Zuzana Paverová","standard plot",land,NULL,"okres Turčianske Teplice","Turčiansky Michal",1,2,71.00,70.005000,0.0142132705,-0.1108450076,average
JuuPBY6Ot9Q,"Reality Center, s.r.o.","standard plot",land,NULL,"okres Turčianske Teplice","Turčiansky Michal",1,2,69.01,70.005000,-0.0142132705,-0.1108450076,average
JuRGpe_vleW,"Apollo House","standard plot",land,NULL,"okres Ružomberok",Bešeňová,1,2,100.00,79.000000,0.2658227848,0.1639579970,expensive
Jujfy0BeWOa,"Reality Alpia","standard plot",land,NULL,"okres Ružomberok",Bešeňová,1,2,58.00,79.000000,-0.2658227848,0.1639579970,expensive
JuI1xGqBjgz,"FINREA - ak vám záleží na výsledku","small plot",land,NULL,"okres Martin",Turany,1,2,104.90,108.130000,-0.0298714510,-0.3267598337,cheap
JumyeY6xnwq,"MS Alpex, k.s.","small plot",land,NULL,"okres Martin",Turany,1,2,111.36,108.130000,0.0298714510,-0.3267598337,cheap
JuI63s8eiN7,"RS Mansory s.r.o.","standard plot",land,NULL,"okres Bytča",Jablonové,1,3,157.58,234.346667,-0.3275773792,1.2945174538,premium
JubcbkupV-K,"Reality IQ, s.r.o.","standard plot",land,NULL,"okres Bytča","Bytča - sever",1,2,146.56,164.550000,-0.1093284716,0.0254404881,average
JuO_8tOz9vO,"ADH-REAL s.r.o. Hirjaková Adriana","standard plot",land,NULL,"okres Bytča","Bytča - sever",1,2,182.54,164.550000,0.1093284716,0.0254404881,average
JuCAQgOYAnl,"BeMi realitná kancelária","standard plot",land,NULL,"okres Bytča",Predmier,1,2,81.50,78.250000,0.0415335463,-0.3744450390,cheap
JuJs7LAy2Ca,"TRI LIPY, s. r. o.","standard plot",land,NULL,"okres Čadca",Klokočov,1,2,38.35,39.675000,-0.0333963453,-0.4236469874,cheap
JumgYXab6nd,"SLNOVRAT, s.r.o.","standard plot",land,NULL,"okres Čadca",Klokočov,1,2,41.00,39.675000,0.0333963453,-0.4236469874,cheap
JuFVNjbiRLu,"Reality Alpia","large plot",land,NULL,"okres Martin","Turčianske Kľačany",1,2,64.42,56.155000,0.1471819072,0.1147714104,expensive
JutWL9k4SH-,"RK Dalmia s. r. o.","standard plot",land,NULL,"okres Dolný Kubín","Malý Bysterec",1,2,149.11,175.905000,-0.1523265399,0.4188294356,premium
JuGnc9OXHGX,"RES GROUP, s.r.o.","standard plot",land,NULL,"okres Dolný Kubín","Malý Bysterec",1,2,202.70,175.905000,0.1523265399,0.4188294356,premium
Ju0xrW-pJiv,"Safe reality s. r. o.","large plot",land,NULL,"okres Žilina",Bitarová,1,2,127.75,107.875000,0.1842410197,0.0902103437,average
JuCX6DjrhAx,"Realitná kancelária","small plot",land,NULL,"okres Liptovský Mikuláš",Kvačany,1,2,99.00,104.075000,-0.0487629114,-0.1887237241,average
Ju0Wth3fmJb,liptoreal,"small plot",land,NULL,"okres Liptovský Mikuláš",Kvačany,1,2,109.15,104.075000,0.0487629114,-0.1887237241,average
Juvljk31CAz,"RK Dalmia s. r. o.","large plot",land,NULL,"okres Dolný Kubín",Žaškov,1,2,86.76,75.765000,0.1451197783,-0.2810132310,cheap
JuEWO1OepoK,"Reality AK, spol. s r.o.","standard plot",land,NULL,"okres Martin","Kláštor pod Znievom",1,3,85.00,89.750000,-0.0529247911,-0.1227246646,average
JuOs44Ibx4E,"RE/MAX Slovakia","standard plot",land,NULL,"okres Martin","Kláštor pod Znievom",1,3,102.79,89.750000,0.1452924791,-0.1227246646,average
JuNwfzXAT-U,"LIF REAL","standard plot",land,NULL,"okres Martin",Príbovce,1,2,88.24,88.240000,0.0000000000,-0.3239290168,cheap
JuIesZUseBj,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina",Zbyňov,1,2,100.00,90.000000,0.1111111111,0.2098321937,expensive
JuPr2yDWLko,"Realitné kancelárie SR","standard plot",land,NULL,"okres Žilina","Teplička nad Váhom",1,2,363.76,315.470000,0.1530731924,0.4891075647,premium
JulcGjr0HkD,"Piata Avenue","large plot",land,NULL,"okres Martin",Lipovec,1,2,100.00,50.035000,0.9986009793,-0.0659684512,average
JuE953fYUaJ,"Realitná kancelária","large plot",land,NULL,"okres Martin",Lipovec,1,2,0.07,50.035000,-0.9986009793,-0.0659684512,average
JunoJZqtPKv,"RIEŠIME BÝVANIE","standard plot",land,NULL,"okres Bytča",Kotešová,1,2,63.29,93.180000,-0.3207769908,0.1647563028,expensive
JuvOhFg_IIq,"Reality D.P.A.","standard plot",land,NULL,"okres Martin","Turčiansky Peter",1,2,105.00,105.635000,-0.0060112652,0.1415844401,expensive
JuLeQIMuEoJ,"Vianema s.r.o.","large plot",land,NULL,"okres Turčianske Teplice",Mošovce,1,2,61.99,53.590000,0.1567456615,-0.2970508266,cheap
JulHoywVWzv,"RS Mansory s.r.o.","small plot",land,NULL,"okres Žilina",Trnové,1,5,146.55,306.140000,-0.5212974456,0.4033710286,premium
