offer_id,agency,office_city,location_district,location_city,location_area
JuRty8qQQ_7,"AstonReal s.r.o.","Banská Bystrica","okres Tvrdošín",Tvrdošín,Tvrdošín
Jut7Cik7fcS,"RS Mansory s.r.o.",Bratislava,"okres Bytča",Petrovice,Petrovice
Juv0ePbKA7G,"AstonReal s.r.o.","Banská Bystrica","okres Dolný Kubín",Kraľovany,Kraľovany
JuKz9mvEvI_,"REALITY TATRY",Levoča,"okres Liptovský Mikuláš",Važec,Važec
JulKhf0qSVY,"Real Estate Group4U","Považská Bystrica","okres Žilina",Rajec,Rajec
JunAaEjMO5H,"DRAŽOBNÍK, s.r.o.",Košice,"okres Liptovský Mikuláš",Važec,Važec
JuYo9zvFOwy,"TARGETreal s. r. o.",Žilina,"okres Žilina",Divina,Divina
JuVJGPaHJOp,"Realitná kancelária RED, s.r.o.",Žilina,"okres Čadca",Zákopčie,Zákopčie
JuqydMjWuh4,"TARGETreal s. r. o.",Žilina,"okres Žilina",Lysica,Lysica
JunkMQWQbHn,"TUreality s.r.o.",Žilina,"okres Žilina",Žilina,Bánová
JuoBv0wotbR,"Realitné kancelárie SR",Bratislava,"okres Martin",Martin,Ľadoveň
JuM-6ImZqgg,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Čadca,Centrum
Jup9Yn-xSxK,"MGM reality",Žilina,"okres Žilina",Bitarová,Bitarová
Juu1RPAQAYx,"ADOMOS REAL s.r.o.",Košice,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuB8tqpRaSl,"RE/MAX Slovakia",Bratislava,"okres Ružomberok",Ružomberok,"Pod Skalami"
Ju4OltTKR0f,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,Bánová
Juu2Y87Z-DK,"TUreality s.r.o.",Žilina,"okres Čadca",Skalité,Skalité
JupTefFT3SIq,"Romantické Chalupy, s.r.o.",Bratislava,"okres Turčianske Teplice","Turčianske Teplice",NULL
JuAxm4BTAPE,"BeMi realitná kancelária",Nitra,"okres Čadca",Turzovka,NULL
JukEQsAHFmW,"B10 Slovensko, a. s.",Žilina,"okres Turčianske Teplice",Budiš,Budiš
JuIfd2KOAqJ,"Realitné kancelárie SR",Bratislava,"okres Žilina","Dolný Hričov","Dolný Hričov"
Juq41p0QoVh,"Realitná kancelária",Bratislava,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuE5s_J_0mm,"BeMi realitná kancelária",Nitra,"okres Čadca",Klokočov,Klokočov
JuI2CpNT1P5,"Vianema s.r.o.",Bratislava,"okres Žilina",Varín,Varín
JumgmN6Y0Rr,"Realitná kancelária",Bratislava,"okres Turčianske Teplice",Sklené,Sklené
Ju9JGGI9iqn,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Stránske,Stránske
JuMiWG_Bjr-,"Safe reality s. r. o.",Žilina,"okres Žilina",Varín,Varín
JuoozgHS-2r,"B10 Slovensko, a. s.",Žilina,"okres Čadca",Čadca,"U Hluška"
Juzaery-uaM,"Buby reality, s.r.o.",Žilina,"okres Martin",Martin,Tomčany
JuJSekEM4oc,"Apollo House",Bratislava,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
Jub5SX0zXuB,"Realitné kancelárie SR",Bratislava,"okres Žilina",Divina,Divina
JubJO0qS-zH,jabyvam.sk,"Liptovský Mikuláš","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JueA1N-Ntfj,"RK SPIRIT s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JuHtgn-PdTN,"TUreality s.r.o.",Žilina,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
Jub25_ejcJA,"Nestor Capital s.r.o.",Bratislava,"okres Čadca",Oščadnica,Oščadnica
JuvMlRWqyJoo,"MGM reality",Žilina,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuImMdEmrRE,"BV REAL PD, s.r.o.",Prievidza,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuzSO8DcIjL,"Reality Simply",Martin,"okres Martin",Diaková,Diaková
JuT-mCUWMWu,liptoreal,"Liptovský Mikuláš","okres Liptovský Mikuláš",Bobrovník,Bobrovník
Ju14mSBpDUx,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Oščadnica,Oščadnica
Ju9vhNLIhpv,"Realitná kancelária DOM",Žilina,"okres Žilina",Žilina,"Staré mesto"
Ju07wpce3-e,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok",Turík,Turík
JuiIP6qTDBs,"OVERENÉ REALITY","Banská Bystrica","okres Liptovský Mikuláš",Vlachy,Vlachy
JuWA9aOrYrn,"ALT REAL, s.r.o.",Martin,"okres Martin",Žabokreky,Žabokreky
JuTaKGvu-_W,"Romantické Chalupy, s.r.o.",Bratislava,"okres Bytča",Štiavnik,Štiavnik
Juolbg2gxyQ,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš",Ižipovce,Ižipovce
JuOzMZP3NXD,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca","Krásno nad Kysucou",Kalinov
Ju0_zNn7daF,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš",Pribylina,Pribylina
JuhiXx9KEAl,"Reality BL, s.r.o.","Kysucké Nové Mesto","okres Dolný Kubín","Dolný Kubín",Medzihradné
JuXifi6XaeN,NULL,NULL,"okres Žilina",Žilina,Závodie
JuD_VuWF7qU,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín",Istebné,Istebné
Ju7FT7K1T9V,"Reality IQ, s.r.o.",Žilina,"okres Žilina",Svederník,Svederník
Ju1tEs_gT7e,"1. Reality Rent, s.r.o.",Žilina,"okres Žilina",Gbeľany,Gbeľany
JufiwULhgJw,"Real Reality Development s.r.o.",Martin,"okres Martin",Šútovo,Šútovo
JujDi-L-0hf,"RE/MAX Slovakia",Bratislava,"okres Čadca",Olešná,Olešná
JuWVZLxkLMK,"Reality Alpia",Martin,"okres Ružomberok",Ružomberok,Hrabovo
JuUrENnUrd4,"Reality Center, s.r.o.",Martin,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JuKIEskdsEp,"Real Estate Group4U","Považská Bystrica","okres Žilina",Bitarová,Bitarová
JuRBO1iDcGe,"Felicita Real s. r. o.",Martin,"okres Martin",Sučany,Sučany
JuMud2YGw9_,NULL,NULL,"okres Ružomberok",Likavka,Likavka
JuipKl1rZoI,NULL,NULL,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
JuzawK4H-li,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto","okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
Ju6l6A2iskM,"BeMi realitná kancelária",Nitra,"okres Žilina",Svederník,Svederník
JuiNBbsX-1P,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Žilina,Bytčica
JuIGCsa_wh0,"Buby reality, s.r.o.",Žilina,"okres Martin",Blatnica,Blatnica
JunwM7MkcDW,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,Závodie
JuCbUaiZ-t8,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Skalité,Skalité
JuPBoWiotP6,"RIEŠIME BÝVANIE",Bratislava,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Ju39TpZdQum,NULL,NULL,"okres Žilina",Mojš,Mojš
Juc86BqO6w7,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuGKJDezGKy,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Terchová,Terchová
JuyVW5GYHzb,"YFE, s.r.o.",Žilina,"okres Žilina",Lysica,Lysica
JufXd7f876u,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Žilina,Bánová
JuvDMV343M4,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,"Hliník nad Váhom"
JuGGmyAKTE2V,"Realitné kancelárie SR",Bratislava,"okres Martin",Vrícko,Vrícko
JunqWaLvLjb,"NajBývanie, s.r.o.",Ružomberok,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JufxA_4siD5,"GRAVITAS a. s.",Bratislava,"okres Námestovo",Námestovo,"Slanická Osada"
JuNEJj6Bobe,"New Ways Reality&Financie",Poprad,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
Ju7GkmUpk7w,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
JueqFSdFlNV,"OREA, s.r.o.","Dolný Kubín","okres Námestovo",Hruštín,Hruštín
Ju5uqi4FeNX,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuugYuyjxCy,NajlepšíMakléri.sk,Bratislava,"okres Čadca",Raková,Raková
JuENmSVbf52,"Reality Alpia",Martin,"okres Žilina",Rosina,Rosina
JuSDor_pBw9,"Buby reality, s.r.o.",Žilina,"okres Martin",Slovany,Slovany
JuEl9XITon-,"Romantické Chalupy, s.r.o.",Bratislava,"okres Turčianske Teplice",Rudno,Rudno
JuQ4i8mNwlL,"TARGETreal s. r. o.",Žilina,"okres Bytča",Kotešová,Kotešová
Ju3IlwS0uHk,"DreamReality s.r.o.",Žilina,"okres Žilina",NULL,NULL
JurqmynKY4o,"RE/MAX Slovakia",Bratislava,"okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok"
JuhsSA9jVzs,"B10 Slovensko, a. s.",Žilina,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuvA9DjdPST,"ALT REAL, s.r.o.",Martin,"okres Ružomberok",Lisková,Lisková
JuXVSVVWVLI,"Romantické Chalupy, s.r.o.",Bratislava,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuETUDXgsIk,"Piata Avenue",Žilina,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
JuYGxQztZEP,NULL,NULL,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
Juv2ewXXJKK,"TARGETreal s. r. o.",Žilina,"okres Martin",Vrútky,"Karvaša a Bláhovca"
Juy6D0BMpPr,"Reality Center, s.r.o.",Martin,"okres Martin",Belá-Dulice,Belá-Dulice
JuRvLvEuC6c,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Turzovka,NULL
JuwhHVVh05e,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš",Gôtovany,Gôtovany
JubBBZpieJ3,"Romantické Chalupy, s.r.o.",Bratislava,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JupqlbF43-v,"StorkReal s. r. o.","Rajecká Lesná","okres Bytča","Veľké Rovné","Veľké Rovné"
JuqhO5GsZ4W,"Realitné kancelárie SR",Bratislava,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Juc74a1hN-t,NULL,NULL,"okres Žilina",Mojš,Mojš
JuZgj6k1S7C,"TARGETreal s. r. o.",Žilina,"okres Martin",Martin,Stráne
JuvbGiTBrMG,"New Ways Reality&Financie",Poprad,"okres Liptovský Mikuláš",Lazisko,Lazisko
JutexiRTg9m,"RS Mansory s.r.o.",Bratislava,"okres Martin",Martin,Stred
Ju6pNzkI7kN,"Reality Alpia",Martin,"okres Martin",Martin,Stráne
JuIyY_wrQVH,"WFG reality, s.r.o.",Žilina,"okres Bytča",Bytča,"Veľká Bytča"
JuhQKNPNiRq,"AnoReal, s.r.o.",Stráňavy,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuSh2BSeYCy,"BeMi realitná kancelária",Nitra,"okres Čadca",Podvysoká,Podvysoká
Jua80WPKb_h,"LICITOR group, a.s.",Žilina,"okres Liptovský Mikuláš","Liptovský Hrádok","Nižné Fabriky"
JuWDHMTcRk5,"Nové bývanie",Nitra,"okres Čadca",Klokočov,Klokočov
JuXLOLWve3w,"Realitná kancelária",Bratislava,"okres Martin",Martin,Stráne
JuQ6y__HQN4,"LIF REAL",Martin,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuXlTElDSTb,"DreamReality s.r.o.",Žilina,"okres Žilina",Žilina,Závodie
JuL5-OdofNk,"RAJA, spol. s r.o.","Svätý Jur","okres Žilina",Terchová,Terchová
JudAAa45gzT,"B10 Slovensko, a. s.",Žilina,"okres Martin",Martin,Jahodníky
JuptIY7K5YK,"Reality Alpia",Martin,"okres Čadca",Turzovka,Predmier
JuMof2f50da,"Reality IQ, s.r.o.",Žilina,"okres Žilina",Žilina,"Považský Chlmec"
JunBZ5UZ987,"Realitné kancelárie SR",Bratislava,"okres Čadca",Klokočov,Klokočov
JuZgBXj7DfA,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš",Bobrovec,Bobrovec
Ju5BwjQ6s7y,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Čierne,Čierne
JuQab_JUcgQ,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuEB6osELcj,"Romantické Chalupy, s.r.o.",Bratislava,"okres Turčianske Teplice",Sklené,Sklené
Ju34HqZzlYZ,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Terchová,Terchová
Ju_JIspGy8j,jabyvam.sk,"Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuwY9aBM81x,"Like Reality s.r.o.","Považská Bystrica","okres Martin",Vrútky,"Dolné Vrútky"
Ju6FkAOvz_r,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné
Ju8bN6JmGCo,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Martin,Ľadoveň
Juq7eJIJyLK,NULL,NULL,"okres Námestovo",Klin,Klin
JuF5wwqoPt-,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JuXBeZX2j2W,"JKV REAL",Prievidza,"okres Martin",Sučany,Sučany
JuRB3GLBQlr,"TUreality s.r.o.",Žilina,"okres Žilina",Rajec,Rajec
JulDvECm5wW,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Žilina,"Považský Chlmec"
JuWpbcAmhWj,"Realitné kancelárie SR",Bratislava,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JutdauUbuYB,"OREA, s.r.o.","Dolný Kubín","okres Žilina",Mojš,Mojš
JuKt4j2XFxX,"Reality Alpia",Martin,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuTM2PfA7TL,"TUreality s.r.o.",Žilina,"okres Žilina",Bitarová,Bitarová
JuHuCArgKgQ,"RE/MAX Slovakia",Bratislava,"okres Námestovo",Zubrohlava,Zubrohlava
JuLlb3Y20Mb,"BeMi realitná kancelária",Nitra,"okres Námestovo",Zubrohlava,Zubrohlava
Jusa__2WO0Z,"XEMAR realitná spoločnosť s.r.o.","Banská Bystrica","okres Ružomberok","Liptovské Revúce","Liptovské Revúce"
JujyaTVjwhA,NULL,NULL,"okres Námestovo",Námestovo,Stred
Jucbi7PZEnm,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Klokočov,Klokočov
JuM1C8fcu8K,"TUreality s.r.o.",Žilina,"okres Ružomberok",Ružomberok,NULL
Ju-vY43kOSm,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Klokočov,Klokočov
Ju6dKyzXet6,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina",Žilina,Strážov
JudnXD8m-sc,"ROMDOM, s. r. o",Žilina,"okres Martin",Martin,Priekopa
Ju6vI9Ongqb,"YNI reality",Žilina,"okres Čadca",Klokočov,Klokočov
JuSGs9I7N10c,"BALAŽI REAL ESTATE s.r.o.",Topoľčany,"okres Turčianske Teplice",Čremošné,Čremošné
JuQQeemtPlQ,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuN0fpmLbue,"Pegas real s.r.o.",Bratislava,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juc14yxwCWy,"ARBIZ real estate & finance s. r. o.",Ružomberok,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuA6unfH09z,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Martin,Stráne
JuRRi65QQer,"Realitné kancelárie SR",Bratislava,"okres Čadca",Čierne,Čierne
JuoL9EBWGdw,"WFG reality, s.r.o.",Žilina,"okres Žilina",Podhorie,Podhorie
Jus49Ig9CXx,"JPE. Reality - Jozef Pajer",Čadca,"okres Čadca",Čadca,Milošová
JuT-lYDfSlr,"Apollo House",Bratislava,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuTsKQYVo81,"bezmaklérov, s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice
JuvJClErKby,"WFG reality, s.r.o.",Žilina,"okres Kysucké Nové Mesto",Rudina,Rudina
JuImgMwAlae,"MGM reality",Žilina,"okres Žilina",Bitarová,Bitarová
Junjv5ltBRp,"Realitná kancelária",Bratislava,"okres Turčianske Teplice",Sklené,Sklené
JuJRg0E5VNn,"ALT REAL, s.r.o.",Martin,"okres Martin",Valča,Valča
Ju_7upNwBrj,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín",Malatiná,Malatiná
Juyma4ypNNK,"Reality MT s.r.o.",Martin,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Ju21sNa5df6,"Buby reality, s.r.o.",Žilina,"okres Martin",Belá-Dulice,Belá-Dulice
JueQzTcIDeQ,"FISCHER & PARTNERS, s.r.o.",Ružomberok,"okres Ružomberok",Ružomberok,Baničné
JuWFwDq9Hos,"AstonReal s.r.o.","Banská Bystrica","okres Ružomberok",Likavka,Likavka
Juw-gEYpFG_,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Čadca,Milošová
Ju3_GjYaBPA,"MENÍME BÝVANIE",Čadca,"okres Čadca",Čadca,Centrum
JufgKb9FR3J,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok",Ludrová,Ludrová
JunNJzhFnyu,Reality+,Žilina,"okres Čadca",Čierne,Čierne
Juk_6IbuVg4,"MGM reality",Žilina,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuzURL47734,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Juhv-0ib6ND,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JulUfy26PQZ,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JuFy8odNEYG,"Reality Alpia",Martin,"okres Ružomberok",Ludrová,Ludrová
JuzPTGI_Ub6,"Realitná kancelária DOM",Žilina,"okres Žilina","Dlhé Pole","Dlhé Pole"
JubVNOBehQJp,"ŽILINAREAL, s.r.o.",Žilina,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JujihkczWnc,"Wealth Group, s.r.o.","Nová Dedinka","okres Čadca",Raková,Raková
Ju5HL9HCWYK,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš",Podtureň,Podtureň
JuTAR5A7Hvk,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,"Hliník nad Váhom"
Juk8YxA4P9Q,"VICTORY REALITY Residence s. r. o.","Banská Bystrica","okres Tvrdošín",Zábiedovo,Zábiedovo
JuH7gFUPY7f,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Gbeľany,Gbeľany
JuVQBJSx5aQ,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Martin",Vrútky,"Karvaša a Bláhovca"
JuHEeYDAKYc,"Ing. Marcela Pišteková",Turzovka,"okres Čadca",Zákopčie,Zákopčie
Ju4LHbtx5iy,"U9, a.s.",Bratislava,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
Ju818YWB7Et,"Reality AK, spol. s r.o.",Martin,"okres Martin",Valča,Valča
JuvprX5EDq1,"OREA, s.r.o.","Dolný Kubín","okres Ružomberok",Likavka,Likavka
Ju769ToQ74D,"DRR INVEST, s. r. o.","Horný Hričov","okres Žilina",Žilina,"Žilinská Lehota"
JuOV-FJAPLW,"Piata Avenue",Žilina,"okres Martin","Turčiansky Peter","Turčiansky Peter"
Ju4ivccKHTO,"BeMi realitná kancelária",Nitra,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota"
Juygw_dFMSa,"RES GROUP, s.r.o.",Žilina,"okres Žilina",Žilina,"Malá Praha"
Ju_VPyRRw8c,"Romantické Chalupy, s.r.o.",Bratislava,"okres Čadca",Klokočov,Klokočov
JuD_agZTj5g,"Nové bývanie",Nitra,"okres Námestovo","Oravské Veselé","Oravské Veselé"
JuEyQXVJHfz,"JKV REAL",Prievidza,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
Juady9vqBv8,"Ing. Marcela Pišteková",Turzovka,"okres Čadca",Klokočov,Klokočov
Juj0QibLMWk,"JPE. Reality - Jozef Pajer",Čadca,"okres Čadca","Krásno nad Kysucou",Stred
Ju3T5ymjwHh,"Realitná kancelária",Bratislava,"okres Martin",Vrútky,"Dolné Vrútky"
Ju-s0a69uoP,NULL,NULL,"okres Žilina",Rajec,Rajec
Jua9bDzVCPy,"RE/MAX Slovakia",Bratislava,"okres Ružomberok",Lisková,Lisková
Ju4sn1YIbXo,NULL,NULL,"okres Námestovo",Vavrečka,Vavrečka
JuUAzZ1DM53h,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Martin",Martin,Stred
JuVWSdPVacq,"RE/MAX Slovakia",Bratislava,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuoeXyKL-xw,"TB Real, spol. s r.o.",Košice,"okres Martin",Martin,"Kolónia Hviezda"
JuU-CdEC7dE,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Svrčinovec,Svrčinovec
JuyjJhU57Ie,"B10 Slovensko, a. s.",Žilina,"okres Martin",Dražkovce,Dražkovce
JuUOF1Y8GRc,"TUreality s.r.o.",Žilina,"okres Ružomberok",Martinček,Martinček
JuS_jt578hW,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Žilina",Strečno,Strečno
JuTtMGChCvj,"TUreality s.r.o.",Žilina,"okres Ružomberok",Ivachnová,Ivachnová
JubSMkcIUwQ,"Piata Avenue",Žilina,"okres Žilina",Terchová,Terchová
JuUPsxDPB3P,"LICITOR group, a.s.",Žilina,"okres Dolný Kubín",Pribiš,Pribiš
JuNSm4v7OPl,"BeMi realitná kancelária",Nitra,"okres Čadca","Stará Bystrica","Stará Bystrica"
Ju85rN2RkNp,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina",Žilina,Bôrik
JuGV2Mc53Dd,"RE/MAX Slovakia",Bratislava,"okres Námestovo",Ťapešovo,Ťapešovo
Ju_8_vlnZwY,"IVANING, s. r. o.",Ružomberok,"okres Ružomberok",Ružomberok,"Biely Potok"
JulClHeflP9,"Babony TRE s.r.o.",Bratislava,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka"
JuQiG2ih2SK,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JugmUi1YrCL,NULL,NULL,"okres Turčianske Teplice",Jasenovo,Jasenovo
JuAUegGsDW_,"TARGETreal s. r. o.",Žilina,"okres Turčianske Teplice",Turček,Turček
JuLc8gW9OHd,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Žilina,Závodie
JuD5IEP-_uU,"TUreality s.r.o.",Žilina,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Juh02qpId7f,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Čadca,Rieka
JudW0vCLa-q,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina",Žilina,Budatín
JuZSCNK7v3l,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Žilina,"Staré mesto"
JuNXUaLV7F5,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Čadca,Kyzkovci
Jubpxb0JsTj,"Trioreality, s.r.o.",Čadca,"okres Čadca",Klokočov,Klokočov
Ju4kDIYSKlj,"RIEŠIME BÝVANIE",Bratislava,"okres Martin",Žabokreky,Žabokreky
Jua9FHHUfWA,"Realitné kancelárie SR",Bratislava,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno"
JufVXI6GuhC,"BV REAL PD, s.r.o.",Prievidza,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juevnd4jsoA,"ROMDOM, s. r. o",Žilina,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuY6OUpbXjU,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Mojš,Mojš
Jug6zZpbgms,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina",Terchová,Terchová
JuP0XzI2a8X,"RE/MAX Slovakia",Bratislava,"okres Námestovo",Lomná,Lomná
JuQ_I0ff1WB,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Kotešová,Kotešová
JuxsRe4hFI1,"ALT REAL, s.r.o.",Martin,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JurFmDveVmQ,NULL,NULL,"okres Čadca",Radôstka,Radôstka
JuqBCTYKWBNV,"Nové bývanie",Nitra,"okres Žilina","Rajecké Teplice",Poluvsie
JuOH45yXH5x,"Wealth Group, s.r.o.","Nová Dedinka","okres Žilina",Rajec,Rajec
JuNAkKLTuvU,"TARGETreal s. r. o.",Žilina,"okres Žilina",Brezany,Brezany
JubXfE9326q,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice
JurPQrgAzVa,"ROMDOM, s. r. o",Žilina,"okres Žilina",Varín,Varín
JuO0hdGmTXM,"Reality AK, spol. s r.o.",Martin,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
Ju99F1V9-a5,"Reality Alpia",Martin,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuGAfyDq6Le,"BeMi realitná kancelária",Nitra,"okres Liptovský Mikuláš","Liptovská Kokava","Liptovská Kokava"
Jud-pgAdAnR,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,Závodie
JunMD2_PHX1,"R2 SK, s.r.o.",Žilina,"okres Žilina",Žilina,Budatín
Jut9hBMvkj1,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Hôrky,Hôrky
JuNkZt-5-PV,"Vianema s.r.o.",Bratislava,"okres Martin",Martin,Stred
JuMIjDzPJlV,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina","Dolná Tižina","Dolná Tižina"
Ju08TjjVb3y,"TUreality s.r.o.",Žilina,"okres Žilina",Mojš,Mojš
Juove7AkwvT,"ALT REAL, s.r.o.",Martin,"okres Martin",Valča,Valča
JuqQL7cMBce,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,Bôrik
JuoK79RAO1k,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Čadca,Horelica
JuyE1SKm9MG,"RE/MAX Slovakia",Bratislava,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JugZv3txcdX,"REALITY SPOLU",Bratislava,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuAUIyCgthV,"Ing.Zuzana Paverová","Turčianske Teplice","okres Turčianske Teplice",Dubové,Dubové
Ju2CLffbgDO,"Realitné kancelárie SR",Bratislava,"okres Čadca",Čierne,Čierne
