offer_id,property_type,area,terrain,price_m2,location_district,location_city,location_area,agency,office_city
JuSc9mnlTNp,land,350,flat,90.00,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","Q REAL s.r.o.",Bratislava
JuE8ApW_7eF,land,960,"mostly flat",67.50,"okres Čadca",Raková,Raková,"TRI LIPY, s. r. o.",Čadca
JuM_aepmWiE,land,37067,flat,96.35,"okres Martin",Sučany,Sučany,"Svoboda&Williams Slovakia s.r.o.",Bratislava
JubvMgx0Xlu,land,1122,NULL,118.00,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín","OREA, s.r.o.","Dolný Kubín"
JuCafss2FQP,land,1729,flat,220.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce,"BIZNIS REALITY, s.r.o.",Bratislava
Ju3KUswXUz_,land,2857,sloped,12.22,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","RADO Reality",Trenčín
Jup8u-k4Epi,land,2504,sloped,35.17,"okres Bytča",Predmier,Predmier,"bezmaklérov, s.r.o.",Žilina
JuMCxXCgucb,land,11823,"mostly flat",200.00,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju6EZukLTos,land,6881,NULL,66.00,"okres Čadca",Čadca,Podzávoz,"SLNOVRAT, s.r.o.",Olešná
JufB0mJ4fBT,land,723,NULL,NULL,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"REALITY SPOLU",Bratislava
Ju0PCzCiNgB,land,3860,flat,NULL,"okres Martin",Žabokreky,Žabokreky,"Buby reality, s.r.o.",Žilina
JuuPBY6Ot9Q,land,710,flat,69.01,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Reality Center, s.r.o.",Martin
Jut0tUa88wB,land,727,NULL,247.59,"okres Žilina",Rosina,Rosina,"BeMi realitná kancelária",Nitra
JuXoUVcEWR0,land,1235,NULL,170.04,"okres Žilina",Ovčiarsko,Ovčiarsko,"BeMi realitná kancelária",Nitra
Juz3m4uVQID,land,1540,NULL,109.09,"okres Dolný Kubín","Oravská Poruba","Oravská Poruba","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuD0_PFG0ni,land,1186,NULL,27.82,"okres Turčianske Teplice",Sklené,Sklené,"BV REAL PD, s.r.o.",Prievidza
JuNxdVDCwxP,land,800,NULL,60.00,"okres Námestovo",Novoť,Novoť,"RIEŠIME BÝVANIE",Bratislava
JuMd2LfAtcs,land,2676,flat,42.00,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","1. Reality Rent, s.r.o.",Žilina
JurUF8OlH6u,land,7000,"gently sloped",25.00,"okres Čadca",Turzovka,Hlinené,"SLNOVRAT, s.r.o.",Olešná
JuKqcvokzbp,land,1565,"gently sloped",50.99,"okres Martin",Socovce,Socovce,"Buby reality, s.r.o.",Žilina
Jufivg-_9rM,land,888,"gently sloped",NULL,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec","OREA, s.r.o.","Dolný Kubín"
JuT8srAbvDd,land,NULL,NULL,NULL,"okres Žilina","Kamenná Poruba","Kamenná Poruba","MGM reality",Žilina
JuiaMHS2a8S,land,385,flat,67.53,"okres Čadca",Oščadnica,Oščadnica,"SLNOVRAT, s.r.o.",Olešná
Juuliwtz_LA,land,680,NULL,58.82,"okres Martin",Necpaly,Necpaly,"Realitné kancelárie SR",Bratislava
Ju7kkzPHIc1,land,1524,"gently sloped",62.00,"okres Žilina",Krasňany,Krasňany,"Reality Alpia",Martin
Ju78oHKGop9R,land,1437,NULL,61.93,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","RS Mansory s.r.o.",Bratislava
JuFPPvDcbTI,land,3062,NULL,13.06,"okres Liptovský Mikuláš",Východná,Východná,liptoreal,"Liptovský Mikuláš"
Juhz-iIvfOR,land,480,NULL,187.50,"okres Dolný Kubín",Zázrivá,Zázrivá,NULL,NULL
Jul34-9Uznd,land,694,NULL,106.63,"okres Žilina",Stránske,Stránske,"Realitné kancelárie SR",Bratislava
Juz8n3k63O_,land,13033,NULL,30.00,"okres Liptovský Mikuláš",Beňadiková,Beňadiková,"Direct Real, spol. s r.o.",Bratislava
JuBCn0k3F8q,land,1180,sloped,56.78,"okres Ružomberok",Ružomberok,"Nová Hrboltová","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuPab66wdox,land,1084,"mostly flat",100.00,"okres Dolný Kubín","Dolný Kubín",Mokraď,"RK Dalmia s. r. o.","Dolný Kubín"
JulxtEGlU-r,land,800,flat,55.00,"okres Turčianske Teplice",Budiš,Budiš,"Reality AK, spol. s r.o.",Martin
JuGjdMCF3ve,land,1443,flat,180.18,"okres Žilina",Žilina,Bytčica,"DreamReality s.r.o.",Žilina
JuywSKYexoR,land,1559,NULL,80.00,"okres Tvrdošín",Zábiedovo,Zábiedovo,NULL,NULL
Jujfy0BeWOa,land,802,"gently sloped",58.00,"okres Ružomberok",Bešeňová,Bešeňová,"Reality Alpia",Martin
JumyeY6xnwq,land,440,flat,111.36,"okres Martin",Turany,Turany,"MS Alpex, k.s.",Bratislava
JulrIqN4RR6,land,996,"gently sloped",86.35,"okres Liptovský Mikuláš",Hybe,Hybe,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuLNEujfvDD,land,649,flat,147.92,"okres Žilina",Strečno,Strečno,"TARGETreal s. r. o.",Žilina
JuIvQC1jBvw,land,546,"gently sloped",53.11,"okres Turčianske Teplice",Turček,Turček,"Ing.Tomáš Hudák",Šamorín
JuuH6wyOTi6,land,451,flat,99.78,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuR03LYWket,land,2353,NULL,106.25,"okres Žilina",Stráňavy,Stráňavy,NULL,NULL
JujNQV7OCek,land,500,"gently sloped",45.00,"okres Žilina",Lysica,Lysica,"YFE, s.r.o.",Žilina
Jup9VNie0hE,land,2518,NULL,43.29,"okres Čadca",Dunajov,Dunajov,"ŽILINAREAL, s.r.o.",Žilina
Juv0pBqllQb,land,350,flat,100.00,"okres Námestovo","Oravské Veselé","Oravské Veselé","TL Agentura s.r.o",Senec
JuUpsFDNSQ5,land,550,"gently sloped",60.00,"okres Žilina",Ovčiarsko,Ovčiarsko,"Reality Now",Bratislava
Ju_1RuhBfmB,land,800,flat,55.00,"okres Turčianske Teplice",Budiš,Budiš,"Reality AK, spol. s r.o.",Martin
JuPvBOIDHAu,land,25145,flat,15.00,"okres Turčianske Teplice",Háj,Háj,"OVERENÉ REALITY","Banská Bystrica"
JuI63s8eiN7,land,660,NULL,157.58,"okres Bytča",Jablonové,Jablonové,"RS Mansory s.r.o.",Bratislava
JuO_8tOz9vO,land,630,flat,182.54,"okres Bytča",Bytča,"Bytča - sever","ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
Ju_rYNBo_cl,land,NULL,NULL,NULL,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","Reality Alpia",Martin
JuCzxidULuR,land,1118,flat,21.02,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"Safe reality s. r. o.",Žilina
JuCAQgOYAnl,land,1000,NULL,81.50,"okres Bytča",Predmier,Predmier,"BeMi realitná kancelária",Nitra
JumgYXab6nd,land,1000,NULL,41.00,"okres Čadca",Klokočov,Klokočov,"SLNOVRAT, s.r.o.",Olešná
Ju4qZolzI7i,land,602,flat,NULL,"okres Martin",Diaková,Diaková,"Reality D.P.A.",Martin
JuMcJmeaUcO,land,881,sloped,75.00,"okres Dolný Kubín",Leštiny,Leštiny,"OREA, s.r.o.","Dolný Kubín"
JuNitLYneeA,land,669,flat,73.99,"okres Čadca",Čierne,Čierne,"TRI LIPY, s. r. o.",Čadca
JuVw0hmTAno,land,4906,flat,49.00,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"HALO reality, s.r.o.",Prievidza
JuFVNjbiRLu,land,1599,"gently sloped",64.42,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","Reality Alpia",Martin
JuSTrxbH01x,land,878,"gently sloped",153.76,"okres Žilina",Terchová,Terchová,"B10 Slovensko, a. s.",Žilina
JuGnc9OXHGX,land,888,terraced,202.70,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec","RES GROUP, s.r.o.",Žilina
Jus89N19pVi,land,806,"gently sloped",NULL,"okres Dolný Kubín",Zázrivá,Zázrivá,donidDevelop,"Dolný Kubín"
JuUCvHHqEXR,land,1021,NULL,160.00,"okres Žilina",Krasňany,Krasňany,"ŽILINAREAL, s.r.o.",Žilina
JutSxfNRIvL,land,1193,flat,66.97,"okres Čadca",Oščadnica,Oščadnica,"TARGETreal s. r. o.",Žilina
Jugj8_j4hFt,land,NULL,NULL,NULL,"okres Čadca",Oščadnica,Oščadnica,"MGM reality",Žilina
JuVy8PAIz5F,land,4100,NULL,75.00,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Realitné kancelárie SR",Bratislava
Juy-u_8MLhRu,land,657,flat,105.00,"okres Martin",Trebostovo,Trebostovo,"Reality D.P.A.",Martin
Ju-hAf6SLZe,land,856,other,70.00,"okres Námestovo","Oravská Jasenica","Oravská Jasenica","RECLOUD Reality a.s.",Bratislava
Ju0xrW-pJiv,land,1409,"gently sloped",127.75,"okres Žilina",Bitarová,Bitarová,"Safe reality s. r. o.",Žilina
JuHEexV-ME8,land,865,flat,172.25,"okres Žilina",Višňové,Višňové,"Georgi Conev",Žilina
JuvqrgrxLUT,land,1500,"gently sloped",26.00,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"WFG reality, s.r.o.",Žilina
JuvU5Bk6XNz,land,500,NULL,250.00,"okres Žilina",Žilina,Trnové,NULL,NULL
JuawfvC1dso,land,1940,sloped,29.00,"okres Čadca",Makov,Makov,"AP REAL, s.r.o.",Bratislava
JuujbPaHD-l,land,1144,NULL,52.44,"okres Žilina","Veľká Čierna","Veľká Čierna",NULL,NULL
Ju2DjUagLIB,land,2058,flat,106.41,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Jud80emJ1h-,land,1651,NULL,NULL,"okres Žilina",Stráňavy,Stráňavy,Maxareality,Prievidza
JuscYJe7Tsp,land,625,NULL,134.40,"okres Žilina",Bitarová,Bitarová,"Realitné kancelárie SR",Bratislava
JuRN7oIh-bh,land,12,NULL,NULL,"okres Bytča",Maršová-Rašov,Maršová-Rašov,"RS Mansory s.r.o.",Bratislava
JuYlSKGJKl6,land,1500,"gently sloped",79.67,"okres Martin","Horný Kalník","Horný Kalník",donidDevelop,"Dolný Kubín"
JuueVyS2YYG,land,2492,flat,102.00,"okres Turčianske Teplice","Turčianske Teplice",NULL,"Realitné kancelárie SR",Bratislava
JuPNAYZ0O8w,land,622,"gently sloped",250.00,"okres Žilina",Žilina,Trnové,"RIEŠIME BÝVANIE",Bratislava
Ju051T1JZ-l,land,799,NULL,79.97,"okres Žilina",Žilina,Trnové,"Realitné kancelárie SR",Bratislava
JufVWTW_WTc,land,3310,NULL,65.00,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JubU6tCkKGs,land,674,"gently sloped",126.11,"okres Žilina",Ovčiarsko,Ovčiarsko,"Kristína Čanády",Bratislava
JusGZR37Rrf,land,493,flat,170.00,"okres Žilina",Terchová,Terchová,"AnoReal, s.r.o.",Stráňavy
JuZCt8qZhH9,land,1153,flat,72.00,"okres Čadca","Krásno nad Kysucou",NULL,"1. Reality Rent, s.r.o.",Žilina
JumXY6voBY_,land,431,sloped,170.53,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"Eden Real estate, s.r.o.",Hlohovec
JuaTUWSOToW,land,726,NULL,79.00,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JuhsDIhlQ5j,land,1268,NULL,NULL,"okres Žilina",Bitarová,Bitarová,"ŽILINAREAL, s.r.o.",Žilina
JumBIzQEPOK,land,1095,"gently sloped",99.00,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Reality Turiec s.r o.",Martin
JuJ6A83KPJ2,land,640,"gently sloped",132.81,"okres Žilina",Stránske,Stránske,"Renovo Reality",Žilina
Ju0Wth3fmJb,land,481,"gently sloped",109.15,"okres Liptovský Mikuláš",Kvačany,Kvačany,liptoreal,"Liptovský Mikuláš"
Ju-yASPSDbI,land,1283,"gently sloped",220.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce,"BIZNIS REALITY, s.r.o.",Bratislava
Ju7bdNS7Wbu,land,1014,other,NULL,"okres Martin",Valča,Valča,"RECLOUD Reality a.s.",Bratislava
JuFbQAoDlAy,land,NULL,NULL,NULL,"okres Tvrdošín",Habovka,Habovka,"Realitné kancelárie SR",Bratislava
JutmSdgoB8o,land,800,flat,206.25,"okres Martin",Martin,Tomčany,"TARGETreal s. r. o.",Žilina
Ju-TgYUkwq0,land,7699,"gently sloped",9.00,"okres Kysucké Nové Mesto",Snežnica,Snežnica,NULL,NULL
JuzpdzmMNmY,land,500,flat,148.00,"okres Martin",Valča,Valča,"Piata Avenue",Žilina
JuR5ionId5V,land,1015,flat,117.24,"okres Martin",Blatnica,Blatnica,"ALT REAL, s.r.o.",Martin
JuSojlAQh6I,land,518,NULL,79.00,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JuJs7LAy2Ca,land,1043,"gently sloped",38.35,"okres Čadca",Klokočov,Klokočov,"TRI LIPY, s. r. o.",Čadca
JunsxT9D57Y,land,871,flat,67.39,"okres Čadca",Svrčinovec,Svrčinovec,"SLNOVRAT, s.r.o.",Olešná
JuyhzX_H2M6,land,1383,NULL,57.85,"okres Čadca",Skalité,Skalité,"Realitná kancelária",Bratislava
JuFDWrhfI93,land,NULL,NULL,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné","Reality Alpia",Martin
JuRGpe_vleW,land,686,NULL,100.00,"okres Ružomberok",Bešeňová,Bešeňová,"Apollo House",Bratislava
JuOtIHsfVL7r,land,5263,flat,NULL,"okres Martin",Ratkovo,Ratkovo,"Buby reality, s.r.o.",Žilina
JuIk-JMXLCM,land,NULL,NULL,NULL,"okres Žilina",Višňové,Višňové,"Reality Alpia",Martin
JutkRgdiYBy,land,1518,flat,NULL,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","OVERENÉ REALITY","Banská Bystrica"
Ju2owwvd0Ks,land,1130,NULL,52.65,"okres Námestovo","Oravská Lesná","Oravská Lesná",NULL,NULL
JuCvtDrSDpm,land,554,"gently sloped",148.01,"okres Žilina",Brezany,Brezany,"Effecting s.r.o.",Bratislava
Ju120_vTrodT,land,518,NULL,254.83,"okres Žilina",Hôrky,Hôrky,"TARGETreal s. r. o.",Žilina
Juf2tcjNcp8,land,723,flat,98.00,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"OVERENÉ REALITY","Banská Bystrica"
Juvljk31CAz,land,2017,"gently sloped",86.76,"okres Dolný Kubín",Žaškov,Žaškov,"RK Dalmia s. r. o.","Dolný Kubín"
JuzXf_udfUb,land,344,NULL,77.00,"okres Bytča",Bytča,Pšurnovice,NULL,NULL
JuTnhisKw2A,land,2163,sloped,26.00,"okres Čadca",Makov,Makov,"AP REAL, s.r.o.",Bratislava
JuOs44Ibx4E,land,856,flat,102.79,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","RE/MAX Slovakia",Bratislava
JuArm-RO0qx,land,1648,NULL,100.00,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuNwfzXAT-U,land,1190,flat,88.24,"okres Martin",Príbovce,Príbovce,"LIF REAL",Martin
JuI1xGqBjgz,land,572,NULL,104.90,"okres Martin",Turany,Turany,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Jue9eL-lcIx,land,703,NULL,116.64,"okres Čadca",Raková,Raková,"SLNOVRAT, s.r.o.",Olešná
JuaLB21Fxl_,land,1608,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju2-GQn0P3G,land,849,flat,76.56,"okres Martin",Martin,Priekopa,"MAX PROFI REALITY",Martin
JuIBgVzzEhH,land,406,flat,51.72,"okres Čadca",Raková,Raková,"1. Reality Rent, s.r.o.",Žilina
JuCe3m72ocp,land,636,flat,89.00,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička","ALT REAL, s.r.o.",Martin
Julifs4IZ1R,land,550,"gently sloped",250.00,"okres Martin",Martin,Stráne,"Reality AK, spol. s r.o.",Martin
JuIesZUseBj,land,779,NULL,100.00,"okres Žilina",Zbyňov,Zbyňov,"Realitné kancelárie SR",Bratislava
JuPr2yDWLko,land,676,NULL,363.76,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitné kancelárie SR",Bratislava
JuX4O4UZ7BH_,land,2725,flat,NULL,"okres Ružomberok",Ivachnová,Ivachnová,"TUreality s.r.o.",Žilina
JutBiDVPJVF,land,437,"mostly flat",159.95,"okres Žilina",Višňové,Višňové,"StorkReal s. r. o.","Rajecká Lesná"
Juo5DPi-NX1,land,1330,NULL,100.00,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
Juvu6M7-uvD,land,1654,"gently sloped",140.00,"okres Žilina",Žilina,Budatín,"WFG reality, s.r.o.",Žilina
JuePvBO4qUqh,land,332,other,55.01,"okres Žilina",Žilina,Brodno,"MGM reality",Žilina
JuPJNYaejL9,land,695,"gently sloped",120.00,"okres Čadca",Čadca,"U Hluška","WFG reality, s.r.o.",Žilina
JusxvqCVQpI,land,2873,sloped,23.67,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuvLnr4RMW3,land,723,NULL,140.00,"okres Martin",Sučany,Sučany,NULL,NULL
JuoQejBMBhm,land,525,NULL,NULL,"okres Martin",Martin,Priekopa,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuOx6alhDY_,land,1489,"gently sloped",44.93,"okres Bytča",Štiavnik,Štiavnik,"TUreality s.r.o.",Žilina
JuIwevgorag,land,642,flat,120.00,"okres Martin",Sučany,Sučany,"Reality D.P.A.",Martin
JuTkoqi-k1y,land,686,NULL,100.00,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
JuJ_jH0Ka-F,land,1183,flat,41.42,"okres Turčianske Teplice",Dubové,Dubové,"RES GROUP, s.r.o.",Žilina
JuiAYjSrynL,land,706,NULL,160.00,"okres Žilina",Terchová,Terchová,"RS Mansory s.r.o.",Bratislava
JuQX408bw8H,land,655,flat,67.18,"okres Dolný Kubín",Žaškov,Žaškov,"Bosen Group s.r.o.",Bratislava
Ju3teAVBtOxF,land,20000,NULL,NULL,"okres Liptovský Mikuláš",Beňadiková,Beňadiková,"GERT , s.r.o.","Liptovský Mikuláš"
JurgCKxDYu4,land,NULL,NULL,NULL,"okres Žilina",Svederník,Svederník,"MGM reality",Žilina
JufImX742Ut,land,434,"gently sloped",184.31,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"AstonReal s.r.o.","Banská Bystrica"
JuLYYDsAsCoc,land,1181,other,70.00,"okres Námestovo","Oravská Jasenica","Oravská Jasenica","RECLOUD Reality a.s.",Bratislava
JuCdelRdGA1,land,629,"gently sloped",148.00,"okres Martin",Vrútky,"Karvaša a Bláhovca","Reality D.P.A.",Martin
Ju6jOmyHOzk,land,NULL,NULL,165.00,"okres Žilina",Krasňany,Krasňany,"ŽILINAREAL, s.r.o.",Žilina
JuLQGD34QeZ,land,NULL,NULL,NULL,"okres Žilina",Ovčiarsko,Ovčiarsko,"Reality Alpia",Martin
JuJ9RlquSBH,land,637,"mostly flat",100.00,"okres Dolný Kubín","Dolný Kubín",Mokraď,"RK Dalmia s. r. o.","Dolný Kubín"
JuiHO4ziDsX,land,491,NULL,222.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuWsp-GzHhf,land,993,NULL,80.56,"okres Liptovský Mikuláš",Vlachy,Vlachy,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JunNzT26gJt,land,760,flat,135.53,"okres Žilina",Kunerad,Kunerad,"Realitka pre každého",Žilina
JuqRYP4Ii_m,land,840,"gently sloped",95.24,"okres Martin",Necpaly,Necpaly,"ALT REAL, s.r.o.",Martin
JureB0xysPE,land,454,flat,NULL,"okres Martin",Necpaly,Necpaly,"B10 Slovensko, a. s.",Žilina
JueabChri5n,land,804,NULL,100.00,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","TARGETreal s. r. o.",Žilina
JuO_g9A6a9wi,land,700,"gently sloped",NULL,"okres Martin",Záborie,Záborie,NULL,NULL
Ju4ExXlTo3S,land,2400,"mostly flat",50.00,"okres Martin",Necpaly,Necpaly,"Ing.Zuzana Paverová","Turčianske Teplice"
Ju5eolzpNXf,land,2873,NULL,33.00,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","ŽILINAREAL, s.r.o.",Žilina
Juovk415JFh,land,1389,"gently sloped",NULL,"okres Žilina",Žilina,Rosinky,"Reality Alpia",Martin
Ju6amfxFDHs,land,2870,sloped,25.44,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TUreality s.r.o.",Žilina
JuPvieB5wD8,land,520,flat,105.00,"okres Žilina",Mojš,Mojš,"AnReal s. r. o.",Mojš
JuE953fYUaJ,land,1500,NULL,0.07,"okres Martin",Lipovec,Lipovec,"Realitná kancelária",Bratislava
JuUwHBfeaJH,land,1556,flat,65.00,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","ROSA reality","Kysucké Nové Mesto"
JulnuV6b4dq,land,1795,flat,103.00,"okres Martin",Dražkovce,Dražkovce,"Real Reality Development s.r.o.",Martin
Julb8CQS_U3,land,409,flat,60.88,"okres Turčianske Teplice",Sklené,Sklené,"Realitná kancelária",Bratislava
JuSuQFG8xu1,land,1138,flat,21.97,"okres Čadca",Makov,Makov,"1. Reality Rent, s.r.o.",Žilina
JuwNYa-6iOH,land,2536,NULL,NULL,"okres Žilina",Bitarová,Bitarová,"BeMi realitná kancelária",Nitra
JuUlwzFbYFD,land,NULL,NULL,35.00,"okres Dolný Kubín",Kraľovany,Kraľovany,NULL,NULL
JuJOjhQbYoo,land,686,flat,71.00,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Ing.Zuzana Paverová","Turčianske Teplice"
JuRzGNU0BD2,land,19,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"Direct Real, spol. s r.o.",Bratislava
Juk20aBZ0Ls,land,859,flat,55.00,"okres Čadca",Raková,Raková,"SLNOVRAT, s.r.o.",Olešná
Ju00kypR_p_,land,851,flat,61.10,"okres Žilina",Rajec,Rajec,"AnoReal, s.r.o.",Stráňavy
JuEWO1OepoK,land,850,flat,85.00,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Reality AK, spol. s r.o.",Martin
JutWL9k4SH-,land,898,flat,149.11,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec","RK Dalmia s. r. o.","Dolný Kubín"
JuwL0eI__3n8,land,1037,"gently sloped",115.62,"okres Kysucké Nové Mesto",Rudina,Rudina,"WFG reality, s.r.o.",Žilina
Ju7PRPwxRRPQ,land,519,NULL,125.24,"okres Žilina",Podhorie,Podhorie,"BeMi realitná kancelária",Nitra
Ju7VNOVgGEX,land,642,flat,120.00,"okres Martin",Sučany,Sučany,NULL,NULL
JuzcT2nMl5E,land,1195,"gently sloped",38.08,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","Mamud Reality s. r. o.",Žilina
JutEPw1J-xD,land,1586,NULL,83.00,"okres Žilina",Žilina,Zádubnie,"BeMi realitná kancelária",Nitra
JubLSsddj46,land,9257,flat,59.41,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","1.BCR REAL ESTATE SLOVAKIA",Bratislava
JuMUzvKUv9i,land,11672,NULL,65.00,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju2dDwgittj,land,670,flat,92.54,"okres Žilina",Stránske,Stránske,"Ing. Gerlinda Bérešová - Esti",Žilina
JuYCEnwkjLX,land,1392,sloped,NULL,"okres Bytča",Súľov-Hradná,Súľov-Hradná,"TOCA, s.r.o. Realitná činnosť",Bytča
JulcGjr0HkD,land,1700,flat,100.00,"okres Martin",Lipovec,Lipovec,"Piata Avenue",Žilina
JuVP0HZPxQP,land,467,NULL,85.63,"okres Čadca",Oščadnica,Oščadnica,"SLNOVRAT, s.r.o.",Olešná
JuDxiaz2nPZ,land,900,"gently sloped",NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna","M&G, s.r.o.",Bratislava
JuV3Yr0Tkt7,land,1000,sloped,179.00,"okres Žilina",Terchová,Terchová,"Realitné kancelárie SR",Bratislava
Ju3lYLQgij-,land,850,flat,104.00,"okres Čadca",Čadca,Rieka,"HOLESTIAK.sk reality s.r.o.",Čadca
Ju7o2vN-Kj5,land,949,"gently sloped",104.32,"okres Žilina",Žilina,Trnové,"RES GROUP, s.r.o.",Žilina
JuYtpUq3Ljt,land,710,"gently sloped",92.82,"okres Martin",Necpaly,Necpaly,"ALT REAL, s.r.o.",Martin
JuLF3n8V0u0,land,1077,flat,66.95,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno","DOBRÉ REALITY s.r.o.",Prievidza
Jua-87P0brZ,land,5547,"gently sloped",NULL,"okres Liptovský Mikuláš","Liptovská Anna","Liptovská Anna","M&G, s.r.o.",Bratislava
Judikv0pXVX,land,600,"gently sloped",133.33,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"RK4 REALITY",Bratislava
JuQE6iaf57k,land,859,NULL,94.88,"okres Žilina",Ovčiarsko,Ovčiarsko,"RS Mansory s.r.o.",Bratislava
JuZenYjsJ5j,land,951,"gently sloped",82.01,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Safe reality s. r. o.",Žilina
JunoJZqtPKv,land,1027,"gently sloped",63.29,"okres Bytča",Kotešová,Kotešová,"RIEŠIME BÝVANIE",Bratislava
JuFDHnuYFxT,land,622,flat,NULL,"okres Martin",Martin,Sever,"RECOM, s.r.o.",Martin
JuCZD2XgLKU,land,2414,flat,49.00,"okres Čadca","Krásno nad Kysucou",Kalinov,NULL,NULL
JuB4oTBd8tj,land,NULL,NULL,NULL,"okres Žilina","Dolný Hričov","Dolný Hričov","MGM reality",Žilina
Ju6v5X2xr8N,land,1139,flat,85.00,"okres Žilina",Turie,Turie,"Ing. Gerlinda Bérešová - Esti",Žilina
JumpjkKxSdz,land,3566,sloped,NULL,"okres Dolný Kubín",Zázrivá,Zázrivá,donidDevelop,"Dolný Kubín"
JuQ7vhVLfEg,land,969,"gently sloped",85.00,"okres Námestovo",Námestovo,NULL,"RK Dalmia s. r. o.","Dolný Kubín"
JuvOhFg_IIq,land,617,flat,105.00,"okres Martin","Turčiansky Peter","Turčiansky Peter","Reality D.P.A.",Martin
JubkW3740OB,land,1306,flat,112.33,"okres Bytča",Kotešová,Kotešová,"RIEŠIME BÝVANIE",Bratislava
Ju8TvPJCfAu,land,729,"mostly flat",135.80,"okres Žilina",Terchová,Terchová,"HOLESTIAK.sk reality s.r.o.",Čadca
Jue0k_6k3BC,land,1000,"gently sloped",NULL,"okres Martin",Podhradie,Podhradie,"Reality Turiec s.r o.",Martin
