offer_id,agency,property_category,property_type,condition,location_district,location_area,area_price_category,area_price_index,price_m2,segment_avg_price,pricing_index,agency_listings,all_listings
JuCYY9E7vm0,NULL,land,"small plot",NULL,"okres Námestovo","Oravské Veselé","very cheap",-55.83,100.00,100.00,0.0000,1,2
Ju-MIVcElKG,NULL,land,"small plot",NULL,"okres Žilina",Budatín,premium,51.29,270.00,267.27,0.0102,1,2
JuD1-Yw-h6R,NULL,land,"small plot",NULL,"okres Žilina","Dolná Tižina",average,-3.52,163.45,158.52,0.0311,1,3
JuqKis-FMaT,NULL,land,"small plot",NULL,"okres Žilina",Svederník,expensive,24.98,153.45,153.45,0.0000,1,1
JuvU5Bk6XNz,NULL,land,"small plot",NULL,"okres Žilina",Trnové,premium,40.34,250.00,296.78,-0.1576,1,6
Ju2hmMFZQ4X,NULL,land,"small plot",NULL,"okres Žilina",Višňové,expensive,22.64,279.42,205.96,0.3567,1,4
JuKlYZCt0j5,NULL,apartment,"studio apartment","new construction","okres Liptovský Mikuláš",Vlachy,cheap,-33.54,1428.57,1428.57,0.0000,1,1
Ju1Cm4LoVXM,NULL,apartment,"studio apartment","new construction","okres Ružomberok","Staré mesto",average,-14.78,1815.80,1815.80,0.0000,1,1
JuSt-eGDLO6,NULL,apartment,"studio apartment","partially renovated","okres Ružomberok","Staré mesto",average,-14.78,1003.71,1003.71,0.0000,1,1
Jui1Zkf_kg-,"1. Reality Rent, s.r.o.",apartment,"1-room apartment","fully renovated","okres Čadca",Centrum,cheap,-15.46,2796.61,2796.61,0.0000,1,1
Ju8ym9e1pKJ,"1. Reality Rent, s.r.o.",apartment,"1-room apartment","partially renovated","okres Čadca",Žarec,average,-9.22,2400.00,2431.28,-0.0129,1,3
JuHLqjLk9w7,"1. Reality Rent, s.r.o.",apartment,"2-room apartment","fully renovated","okres Čadca",Oščadnica,cheap,-22.04,2021.80,2021.80,0.0000,1,1
JuYsJLbvRpN,"1. Reality Rent, s.r.o.",apartment,"2-room apartment","fully renovated","okres Kysucké Nové Mesto",Sídlisko,average,-3.57,2517.86,2588.83,-0.0274,1,2
Ju0xJVhINu5,"1. Reality Rent, s.r.o.",apartment,"2-room apartment","partially renovated","okres Čadca",Stred,average,-13.67,NULL,1617.27,NULL,1,3
JupBjnV0coU,"1. Reality Rent, s.r.o.",apartment,"3-room apartment","fully renovated","okres Čadca",Raková,cheap,-22.06,NULL,1882.35,NULL,1,4
JuCMuZyrXT9,"1. Reality Rent, s.r.o.",apartment,"3-room apartment","fully renovated","okres Čadca",Žarec,average,-9.22,2069.44,2069.44,0.0000,1,1
JunWCB0DrwG,"1. Reality Rent, s.r.o.",apartment,"3-room apartment",unrenovated,"okres Čadca","Sídlisko 3",average,-6.71,1822.58,1772.83,0.0281,1,2
JuS6qI_HXQ_,"1. Reality Rent, s.r.o.",apartment,"4-room apartment","partially renovated","okres Žilina",Bôrik,premium,61.54,2670.34,2670.34,0.0000,1,1
JuKW3SQ8Df4,"1. Reality Rent, s.r.o.",house,"extra large house","partially renovated","okres Čadca",Makov,"very cheap",-43.27,353.85,353.85,0.0000,1,1
JuOXuzHr_5v,"1. Reality Rent, s.r.o.",house,"extra large house","partially renovated","okres Kysucké Nové Mesto",NULL,NULL,NULL,1186.05,1186.05,0.0000,1,1
JuuOm3BAvYEs,"1. Reality Rent, s.r.o.",house,"extra large house","partially renovated","okres Martin",NULL,NULL,NULL,NULL,NULL,NULL,1,1
Jui0b4gHHzV,"1. Reality Rent, s.r.o.",land,"extra large plot",NULL,"okres Čadca",Oščadnica,cheap,-22.04,NULL,NULL,NULL,1,1
Ju2vqxn_y5h,"1. Reality Rent, s.r.o.",land,"extra large plot",NULL,"okres Čadca",Skalité,cheap,-35.97,49.90,49.90,0.0000,1,1
JutgQ5gFNVe,"1. Reality Rent, s.r.o.",land,"extra large plot",NULL,"okres Kysucké Nové Mesto",Suľkov,average,-9.76,79.00,79.00,0.0000,2,2
Ju9cyC56Bl4,"1. Reality Rent, s.r.o.",land,"extra large plot",NULL,"okres Kysucké Nové Mesto",Suľkov,average,-9.76,79.00,79.00,0.0000,2,2
JukjLL6Pznq,"1. Reality Rent, s.r.o.",house,"large house","fully renovated","okres Bytča","Hlboké nad Váhom","very cheap",-44.93,1325.00,1325.00,0.0000,1,1
JunpOFmuQsM,"1. Reality Rent, s.r.o.",house,"large house","fully renovated","okres Čadca",Makov,"very cheap",-43.27,950.00,1056.04,-0.1004,1,3
JuMF2TBH415,"1. Reality Rent, s.r.o.",house,"large house","fully renovated","okres Čadca",Podzávoz,expensive,19.26,1458.33,1458.33,0.0000,1,1
JuIIElHC0cU,"1. Reality Rent, s.r.o.",house,"large house","fully renovated","okres Žilina","Malá Praha",premium,74.15,1596.00,1596.35,-0.0002,1,2
JuRC_sngF0m,"1. Reality Rent, s.r.o.",house,"large house","fully renovated","okres Žilina",Terchová,expensive,17.29,2010.67,1635.10,0.2297,1,4
JuQBGbl9GCs,"1. Reality Rent, s.r.o.",house,"large house","partially renovated","okres Bytča",Kolárovice,average,-13.06,744.44,744.44,0.0000,1,2
Juqo9ur2oSk,"1. Reality Rent, s.r.o.",house,"large house","partially renovated","okres Čadca",Raková,cheap,-22.06,1369.10,1369.10,0.0000,2,2
JucFteCcorV,"1. Reality Rent, s.r.o.",house,"large house","partially renovated","okres Čadca",Raková,cheap,-22.06,1369.10,1369.10,0.0000,2,2
JuR4pf3ePqS,"1. Reality Rent, s.r.o.",house,"large house",unrenovated,"okres Čadca",Makov,"very cheap",-43.27,340.38,340.38,0.0000,1,1
Ju1GDbbrB55,"1. Reality Rent, s.r.o.",house,"large house",unrenovated,"okres Čadca",Podzávoz,expensive,19.26,1458.33,1458.33,0.0000,1,1
JuWpJ-Sbi1l,"1. Reality Rent, s.r.o.",house,"large house",unrenovated,"okres Čadca",Stred,average,-13.67,645.00,645.00,0.0000,1,1
Juo6QlN-W6H,"1. Reality Rent, s.r.o.",house,"large house",unrenovated,"okres Žilina",Divinka,average,-2.19,660.00,660.00,0.0000,1,1
Ju6R4Oxuhvk,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Bytča","Veľké Rovné",average,-9.95,41.77,41.77,0.0000,1,1
JuMd2LfAtcs,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca","Dlhá nad Kysucou","very cheap",-42.11,42.00,42.00,0.0000,1,1
Ju059DbP17Y,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Kalinov,"very cheap",-42.32,55.00,52.00,0.0577,1,2
JuaD2PNZ2ay,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Korňa,"very cheap",-45.15,24.00,24.46,-0.0188,1,2
JufDqWof_NN,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Olešná,cheap,-36.99,22.50,35.75,-0.3706,2,3
JuzydWNY1w-,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Olešná,cheap,-36.99,49.00,35.75,0.3706,2,3
JuDgMZQaDeJ,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Oščadnica,cheap,-22.04,48.50,34.53,0.4046,4,6
JuGKRtmsaxJ,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Oščadnica,cheap,-22.04,22.15,34.53,-0.3585,4,6
JuiJEU2gvVS,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Oščadnica,cheap,-22.04,48.00,34.53,0.3901,4,6
Ju2UzK1gp3R,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Oščadnica,cheap,-22.04,27.00,34.53,-0.2181,4,6
JuC0KIbI5oB,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Raková,cheap,-22.06,75.00,54.85,0.3674,1,8
JuL88g5odPF,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Rieka,cheap,-35.46,99.00,74.33,0.3319,1,3
JuAgx4tBYzv,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Čadca",Staškov,cheap,-22.98,27.00,23.90,0.1297,1,3
JuhDFgB8Eya,"1. Reality Rent, s.r.o.",land,"large plot",NULL,"okres Kysucké Nové Mesto",Povina,average,-11.94,90.00,66.92,0.3449,1,4
Ju_GJzZVy3l,"1. Reality Rent, s.r.o.",house,"medium house","fully renovated","okres Čadca",Husárikovci,premium,103.64,3155.56,3155.56,0.0000,1,1
Ju-vY43kOSm,"1. Reality Rent, s.r.o.",house,"medium house","fully renovated","okres Čadca",Klokočov,"very cheap",-42.36,1691.67,1869.84,-0.0953,1,2
Ju1tEs_gT7e,"1. Reality Rent, s.r.o.",house,"medium house","new construction","okres Žilina",Gbeľany,premium,48.65,2464.29,2464.29,0.0000,1,1
JuB2SVYi89D,"1. Reality Rent, s.r.o.",house,"medium house","partially renovated","okres Žilina","Rajecká Lesná",cheap,-35.56,720.00,720.00,0.0000,1,2
Jucbi7PZEnm,"1. Reality Rent, s.r.o.",house,"medium house",unrenovated,"okres Čadca",Klokočov,"very cheap",-42.36,1027.78,804.02,0.2783,1,3
Juoa-Iz2VRV,"1. Reality Rent, s.r.o.",house,"medium house",unrenovated,"okres Čadca",Olešná,cheap,-36.99,378.57,378.57,0.0000,1,1
JuU-CdEC7dE,"1. Reality Rent, s.r.o.",house,"medium house",unrenovated,"okres Čadca",Svrčinovec,"very cheap",-51.62,914.29,533.81,0.7128,1,2
JugpipVmZe_,"1. Reality Rent, s.r.o.",house,"medium house",unrenovated,"okres Kysucké Nové Mesto","Budatínska Lehota",expensive,13.88,1454.55,1342.28,0.0836,1,2
JuZCt8qZhH9,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",NULL,NULL,NULL,72.00,72.00,0.0000,1,1
JuoM1a2vfjr,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Kyčerka,cheap,-16.23,82.00,82.00,0.0000,1,1
JusslN-MwRD,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Makov,"very cheap",-43.27,48.03,52.09,-0.0779,4,5
JunWOzEcRHK,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Makov,"very cheap",-43.27,62.43,52.09,0.1985,4,5
JuIZ-_6smXF,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Makov,"very cheap",-43.27,99.00,52.09,0.9006,4,5
JuSuQFG8xu1,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Makov,"very cheap",-43.27,21.97,52.09,-0.5782,4,5
JuYP_MCF9yI,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca","Nová Bystrica",cheap,-25.30,41.24,41.24,0.0000,1,1
JuRt0myx8AI,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Raková,cheap,-22.06,99.90,74.40,0.3427,1,7
JuzsaTgRy0A,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Staškov,cheap,-22.98,32.69,54.13,-0.3961,2,5
JuY9JBEYXXO,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Čadca",Staškov,cheap,-22.98,65.19,54.13,0.2043,2,5
JuLGf5aS3L1,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Kysucké Nové Mesto",Suľkov,average,-9.76,120.82,119.24,0.0133,1,2
JuTNX1DN12b,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Žilina",Kľače,cheap,-28.52,50.00,70.01,-0.2858,1,4
Juv8WDTsSPy,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Žilina",Konská,average,-12.32,111.74,111.74,0.0000,1,1
JugrI7ZBfpT,"1. Reality Rent, s.r.o.",land,"medium plot",NULL,"okres Žilina",Krasňany,expensive,28.02,173.40,186.89,-0.0722,1,4
JuOddvSg_iO,"1. Reality Rent, s.r.o.",house,"small house","new construction","okres Čadca",Zákopčie,cheap,-18.02,NULL,NULL,NULL,1,1
JuOzMZP3NXD,"1. Reality Rent, s.r.o.",house,"small house","partially renovated","okres Čadca",Kalinov,"very cheap",-42.32,928.57,928.57,0.0000,1,1
JuOaEJ-u0ZG,"1. Reality Rent, s.r.o.",house,"small house",unrenovated,"okres Čadca",Svrčinovec,"very cheap",-51.62,499.98,644.44,-0.2242,2,3
Ju1Kl-Z5Rmy,"1. Reality Rent, s.r.o.",house,"small house",unrenovated,"okres Čadca",Svrčinovec,"very cheap",-51.62,900.00,644.44,0.3966,2,3
Ju-DaLUFFrZO,"1. Reality Rent, s.r.o.",house,"small house",unrenovated,"okres Čadca",Zákopčie,cheap,-18.02,1013.89,931.95,0.0879,1,2
JueBhRnur92,"1. Reality Rent, s.r.o.",land,"small plot",NULL,"okres Čadca",Podzávoz,expensive,19.26,49.86,44.05,0.1319,1,2
JuIBgVzzEhH,"1. Reality Rent, s.r.o.",land,"small plot",NULL,"okres Čadca",Raková,cheap,-22.06,51.72,40.86,0.2658,1,2
JuWIabvMs8m,"1. Reality Rent, s.r.o.",land,"small plot",NULL,"okres Čadca",Rieka,cheap,-35.46,39.00,39.00,0.0000,1,1
JuR6b65HC4k,"1. Reality Rent, s.r.o.",land,"small plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,78.89,0.0014,1,9
JubLSsddj46,"1.BCR REAL ESTATE SLOVAKIA",land,"extra large plot",NULL,"okres Liptovský Mikuláš","Staré mesto",average,1.93,59.41,39.91,0.4886,1,2
JuhprznFXvm,"4FIN s.r.o.",apartment,"1-room apartment","under construction","okres Bytča","Thurzove sady",average,-12.69,2101.58,2101.58,0.0000,1,1
JurldwLKNhM,"A-Byt Consult, s.r.o.",apartment,"1-room apartment","fully renovated","okres Liptovský Mikuláš","Partizánska Ľupča",cheap,-18.55,1916.67,1916.67,0.0000,1,1
JuD2CR5HuKc,"A-Byt Consult, s.r.o.",apartment,"1-room apartment","fully renovated","okres Ružomberok",Rybárpole,average,-2.85,1540.00,1540.00,0.0000,1,1
JuPLeekzh_5,"A-Byt Consult, s.r.o.",apartment,"1-room apartment","fully renovated","okres Ružomberok","Staré mesto",average,-14.78,1950.00,1950.00,0.0000,1,1
Juszi7YaqvT,"A-Byt Consult, s.r.o.",apartment,"3-room apartment","partially renovated","okres Ružomberok",NULL,NULL,NULL,1760.56,1760.56,0.0000,1,1
JucIMMNEosV,"A-Byt Consult, s.r.o.",apartment,"3-room apartment","partially renovated","okres Ružomberok",Baničné,cheap,-17.01,1932.84,1888.77,0.0233,1,5
JuEeA2GuHj3,"A-Byt Consult, s.r.o.",apartment,"3-room apartment","partially renovated","okres Ružomberok",Roveň,average,-12.14,1387.46,1700.68,-0.1842,1,2
JuajpkZsNxA,"A-Byt Consult, s.r.o.",apartment,"4-room apartment","partially renovated","okres Ružomberok","Staré mesto",average,-14.78,1890.55,1890.55,0.0000,1,1
Juk7YsiM63G,"A-Byt Consult, s.r.o.",house,"large house","under construction","okres Ružomberok",Baničné,cheap,-17.01,1264.71,1264.71,0.0000,1,1
Ju6JFF73eZc,"ACTIVE - Reality, s. r. o.",apartment,"4-room apartment","partially renovated","okres Žilina",Hliny,expensive,11.48,NULL,NULL,NULL,1,1
JuDmcjiRx8S,"ACTIVE - Reality, s. r. o.",apartment,"4-room apartment","partially renovated","okres Žilina",Solinky,expensive,24.79,2297.62,2297.62,0.0000,2,2
JuuvbPIMl4t,"ACTIVE - Reality, s. r. o.",apartment,"4-room apartment","partially renovated","okres Žilina",Solinky,expensive,24.79,2297.62,2297.62,0.0000,2,2
Juako0agoSO,"ADH-REAL s.r.o. Hirjaková Adriana",house,"extra large house","fully renovated","okres Žilina",Stránske,expensive,16.12,648.50,648.50,0.0000,1,1
Juue_okjXNw,"ADH-REAL s.r.o. Hirjaková Adriana",house,"medium house","new construction","okres Bytča","Bytča - sever",average,2.54,1201.92,1201.92,0.0000,1,1
Ju4QNdSEtTJo,"ADH-REAL s.r.o. Hirjaková Adriana",house,"medium house","under construction","okres Bytča","Bytča - sever",average,2.54,1612.47,1612.47,0.0000,1,1
JuaDU5eWN9y,"ADH-REAL s.r.o. Hirjaková Adriana",house,"medium house","under construction","okres Čadca","Stará Bystrica",average,-2.57,1645.51,1961.00,-0.1609,1,2
Ju7atSyCG1P,"ADH-REAL s.r.o. Hirjaková Adriana",house,"medium house",unrenovated,"okres Žilina",Bytčica,expensive,18.76,2350.00,2350.00,0.0000,1,2
JuO_8tOz9vO,"ADH-REAL s.r.o. Hirjaková Adriana",land,"medium plot",NULL,"okres Bytča","Bytča - sever",average,2.54,182.54,156.33,0.1677,1,3
JuLNhT-3oNA,"ADH-REAL s.r.o. Hirjaková Adriana",land,"small plot",NULL,"okres Bytča",Maršová-Rašov,expensive,27.25,129.96,129.96,0.0000,1,2
JuB0hydoQt_,"ADOMOS REAL s.r.o.",apartment,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Staré mesto",average,1.93,2088.61,2345.49,-0.1095,1,4
Juu1RPAQAYx,"ADOMOS REAL s.r.o.",house,"large house","partially renovated","okres Liptovský Mikuláš","Liptovský Trnovec",expensive,19.86,1400.00,1400.00,0.0000,1,1
JuY_kixqoQW,"agreal.sk, spol. s r.o.",land,"large plot",NULL,"okres Liptovský Mikuláš",Kvačany,cheap,-18.87,90.00,90.00,0.0000,1,1
JukmrMnXO9z,"ALFA SALUTO REAL s.r.o",apartment,"2-room apartment",unrenovated,"okres Martin",Košúty,average,-3.60,1940.72,1940.72,0.0000,2,2
JuIcnUNxIlt,"ALFA SALUTO REAL s.r.o",apartment,"2-room apartment",unrenovated,"okres Martin",Košúty,average,-3.60,1940.72,1940.72,0.0000,2,2
Ju7oSLy3Fih,"All 4 Life, s.r.o.",apartment,"holiday apartment","new construction","okres Ružomberok",Hrabovo,average,-7.51,3490.48,3345.34,0.0434,1,5
JuLLKbrzsGT,"Allrisk Slovakia Reality & Financie, s.r.o.",house,"large house","partially renovated","okres Žilina",Budatín,premium,51.29,1245.00,1435.00,-0.1324,1,3
JuLIL3RkWDn,"ALT REAL, s.r.o.",apartment,"3-room apartment","fully renovated","okres Martin",Priekopa,premium,55.82,1922.22,1922.22,0.0000,3,3
JuNrqMazgdo,"ALT REAL, s.r.o.",apartment,"3-room apartment","fully renovated","okres Martin",Priekopa,premium,55.82,NULL,1922.22,NULL,3,3
Ju75jE-v_Ti,"ALT REAL, s.r.o.",apartment,"3-room apartment","fully renovated","okres Martin",Priekopa,premium,55.82,1922.22,1922.22,0.0000,3,3
JuAoUEm3GbZ,"ALT REAL, s.r.o.",apartment,"3-room apartment",unrenovated,"okres Martin",Ľadoveň,average,-5.00,1486.49,1643.98,-0.0958,1,2
JurRSzjWlL8,"ALT REAL, s.r.o.",house,"extra large house","new construction","okres Dolný Kubín",Brezovec,average,-1.33,NULL,NULL,NULL,1,1
Ju8fJuQfeqw,"ALT REAL, s.r.o.",land,"extra large plot",NULL,"okres Martin","Dolný Kalník",expensive,19.12,100.00,100.00,0.0000,1,1
JugpfnfthRi,"ALT REAL, s.r.o.",house,"large house","fully renovated","okres Martin","Kláštor pod Znievom",average,-12.27,1000.00,1102.65,-0.0931,1,2
Ju5R8pDPeWZ,"ALT REAL, s.r.o.",house,"large house","fully renovated","okres Martin","Kolónia Hviezda","very cheap",-50.85,1212.12,1212.12,0.0000,1,1
JuhlHrJa9hV,"ALT REAL, s.r.o.",house,"large house","fully renovated","okres Martin",Stráne,average,-0.90,1246.43,987.80,0.2618,1,2
Jun0rUiHHId,"ALT REAL, s.r.o.",house,"large house","new construction","okres Martin","Turčiansky Peter",expensive,14.16,1300.00,1333.33,-0.0250,2,3
JuO-ay8jwWD,"ALT REAL, s.r.o.",house,"large house","new construction","okres Martin","Turčiansky Peter",expensive,14.16,1300.00,1333.33,-0.0250,2,3
Juove7AkwvT,"ALT REAL, s.r.o.",house,"large house","new construction","okres Martin",Valča,cheap,-16.01,1625.00,1201.00,0.3530,1,7
JuLzQl1X89Z,"ALT REAL, s.r.o.",house,"large house",unrenovated,"okres Martin",Priekopa,premium,55.82,1020.00,1041.11,-0.0203,1,3
JuEn5otkiFX,"ALT REAL, s.r.o.",house,"large house",unrenovated,"okres Martin",Stráne,average,-0.90,860.00,898.54,-0.0429,1,2
JuDwRiMatNB,"ALT REAL, s.r.o.",land,"large plot",NULL,"okres Martin",Sklabiňa,expensive,17.49,120.00,120.00,0.0000,1,1
Jul7ugPXcvQ,"ALT REAL, s.r.o.",land,"large plot",NULL,"okres Martin",Záturčie,average,-12.61,100.00,76.67,0.3043,1,3
JuK4J7tWBLU,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Martin","Košťany nad Turcom",average,-8.30,1827.59,2190.77,-0.1658,3,5
JuxsRe4hFI1,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Martin","Košťany nad Turcom",average,-8.30,1908.40,2190.77,-0.1289,3,5
JuVQq2TIIOM,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Martin","Košťany nad Turcom",average,-8.30,1908.40,2190.77,-0.1289,3,5
Ju_HmYYnmau,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Martin",Stred,expensive,19.38,1931.82,1931.82,0.0000,1,1
JuJRg0E5VNn,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Martin",Valča,cheap,-16.01,1857.14,2246.75,-0.1734,1,2
Juq9Pjjnp8z,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Ružomberok","Liptovská Štiavnica",cheap,-17.31,2881.48,2840.63,0.0144,2,3
Ju6HLriDjfB,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Ružomberok","Liptovská Štiavnica",cheap,-17.31,2881.48,2840.63,0.0144,2,3
JuvA9DjdPST,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Ružomberok",Lisková,cheap,-19.78,1607.14,1607.14,0.0000,1,1
JuBqrsBTBJs,"ALT REAL, s.r.o.",house,"medium house","new construction","okres Ružomberok","Staré mesto",average,-14.78,1607.14,1049.73,0.5310,1,2
JuWA9aOrYrn,"ALT REAL, s.r.o.",house,"medium house","partially renovated","okres Martin",Žabokreky,average,-0.98,1583.33,1583.33,0.0000,1,1
Ju6-QSVU-qk,"ALT REAL, s.r.o.",house,"medium house",unrenovated,"okres Martin",Stred,expensive,19.38,1583.33,1583.33,0.0000,1,1
Ju02FWXcSxg,"ALT REAL, s.r.o.",house,"medium house",unrenovated,"okres Turčianske Teplice",Mošovce,cheap,-29.71,866.67,943.34,-0.0813,1,2
Ju9syh9ycRi,"ALT REAL, s.r.o.",house,"medium house",unrenovated,"okres Žilina",Terchová,expensive,17.29,800.00,800.00,0.0000,2,2
Ju_f1P774-u,"ALT REAL, s.r.o.",house,"medium house",unrenovated,"okres Žilina",Terchová,expensive,17.29,800.00,800.00,0.0000,2,2
JudYr0kY49Z,"ALT REAL, s.r.o.",land,"medium plot",NULL,"okres Martin",Blatnica,average,-2.80,117.24,113.22,0.0355,2,4
JuR5ionId5V,"ALT REAL, s.r.o.",land,"medium plot",NULL,"okres Martin",Blatnica,average,-2.80,117.24,113.22,0.0355,2,4
JuqRYP4Ii_m,"ALT REAL, s.r.o.",land,"medium plot",NULL,"okres Martin",Necpaly,cheap,-25.27,95.24,84.22,0.1308,2,4
JuYtpUq3Ljt,"ALT REAL, s.r.o.",land,"medium plot",NULL,"okres Martin",Necpaly,cheap,-25.27,92.82,84.22,0.1021,2,4
Jur2iE4GKyv,"ALT REAL, s.r.o.",land,"medium plot",NULL,"okres Martin",Sklabiňa,expensive,17.49,120.00,120.00,0.0000,1,1
JuCe3m72ocp,"ALT REAL, s.r.o.",land,"medium plot",NULL,"okres Martin","Turčianska Štiavnička",cheap,-20.12,89.00,89.00,0.0000,1,1
Ju5G02PfLPf,"ALT REAL, s.r.o.",land,"medium plot",NULL,"okres Martin","Turčianske Jaseno",average,-0.58,105.00,105.00,0.0000,1,1
Jul095-F2H-,"ALT REAL, s.r.o.",land,"small plot",NULL,"okres Martin",Sklabiňa,expensive,17.49,120.00,120.00,0.0000,1,1
JuhQKNPNiRq,"AnoReal, s.r.o.",house,"large house","fully renovated","okres Žilina","Rajecké Teplice",expensive,5.08,1642.86,1642.86,0.0000,1,1
