offer_id,agency,property_category,property_type,condition,location_district,location_area,area_price_category,area_price_index,price_m2,segment_avg_price,pricing_index,agency_listings,all_listings
JuCh945YdSl,"BeMi realitná kancelária",house,"large house",unrenovated,"okres Námestovo","Slanická Osada",premium,35.48,NULL,1388.89,NULL,1,2
JuhckkiisBJp,"BeMi realitná kancelária",land,"large plot",NULL,"okres Čadca",Čierne,cheap,-20.23,91.88,72.94,0.2597,1,2
JuxTRMglx-W,"BeMi realitná kancelária",land,"large plot",NULL,"okres Čadca",Raková,cheap,-22.06,26.00,54.85,-0.5260,1,8
JuCdo9RybP_,"BeMi realitná kancelária",land,"large plot",NULL,"okres Čadca",Svrčinovec,"very cheap",-51.62,53.37,58.04,-0.0805,1,2
Jud5jOQlY3b,"BeMi realitná kancelária",land,"large plot",NULL,"okres Dolný Kubín",Pucov,"very cheap",-58.09,42.80,42.80,0.0000,1,1
Ju266Dr49Ba,"BeMi realitná kancelária",land,"large plot",NULL,"okres Kysucké Nové Mesto","Dolný Vadičov",cheap,-18.74,52.00,43.98,0.1824,1,2
JuWy3Av11B2,"BeMi realitná kancelária",land,"large plot",NULL,"okres Liptovský Mikuláš",Vlachy,cheap,-33.54,40.70,40.70,0.0000,1,1
JuGICOuIWEi,"BeMi realitná kancelária",land,"large plot",NULL,"okres Námestovo",Krušetnica,cheap,-36.04,50.44,50.44,0.0000,1,1
JutZ9u4w49X,"BeMi realitná kancelária",land,"large plot",NULL,"okres Námestovo","Oravské Veselé","very cheap",-55.83,0.05,0.05,0.0000,1,1
JuLjH4Ztr0P,"BeMi realitná kancelária",land,"large plot",NULL,"okres Tvrdošín",Liesek,cheap,-19.34,82.38,82.38,0.0000,1,1
JuwNYa-6iOH,"BeMi realitná kancelária",land,"large plot",NULL,"okres Žilina",Bitarová,expensive,9.02,NULL,107.88,NULL,1,4
JuXoUVcEWR0,"BeMi realitná kancelária",land,"large plot",NULL,"okres Žilina",Ovčiarsko,average,-2.35,170.04,129.94,0.3086,1,6
JutEPw1J-xD,"BeMi realitná kancelária",land,"large plot",NULL,"okres Žilina",Zádubnie,cheap,-18.73,83.00,83.00,0.0000,1,1
JuzqOH1xdi0,"BeMi realitná kancelária",house,"medium house","fully renovated","okres Čadca",Klokočov,"very cheap",-42.36,2048.00,1869.84,0.0953,1,2
Ju6xP8_FpVZ,"BeMi realitná kancelária",house,"medium house","fully renovated","okres Čadca",Podzávoz,expensive,19.26,3300.00,3300.00,0.0000,1,1
Ju4X02ZQGPa,"BeMi realitná kancelária",house,"medium house","fully renovated","okres Kysucké Nové Mesto",Snežnica,average,3.88,3095.24,3094.77,0.0002,1,2
JuJogxACsrH,"BeMi realitná kancelária",house,"medium house","new construction","okres Čadca","Stará Bystrica",average,-2.57,NULL,NULL,NULL,1,1
JuRDPYuJ-Ru,"BeMi realitná kancelária",house,"medium house","new construction","okres Námestovo",Zubrohlava,"very cheap",-47.20,1455.00,1644.17,-0.1151,1,2
Ju6l6A2iskM,"BeMi realitná kancelária",house,"medium house","new construction","okres Žilina",Svederník,expensive,24.98,2432.69,3141.38,-0.2256,1,4
JuSpPsKRXfN,"BeMi realitná kancelária",house,"medium house","partially renovated","okres Žilina","Rajecká Lesná",cheap,-35.56,720.00,720.00,0.0000,1,2
JuImZsLhUXIL,"BeMi realitná kancelária",house,"medium house","under construction","okres Čadca",Skalité,cheap,-35.97,590.91,590.91,0.0000,1,1
JueomUxUD_x,"BeMi realitná kancelária",house,"medium house","under construction","okres Kysucké Nové Mesto","Lopušné Pažite",average,-13.47,2172.73,2172.73,0.0000,1,1
JuQ8RNQVTuL,"BeMi realitná kancelária",house,"medium house",unrenovated,"okres Čadca",Čadečka,"very cheap",-52.55,388.89,388.89,0.0000,1,1
JuF7UnEWPwr,"BeMi realitná kancelária",house,"medium house",unrenovated,"okres Čadca",Klokočov,"very cheap",-42.36,920.00,804.02,0.1443,1,3
JuGAfyDq6Le,"BeMi realitná kancelária",house,"medium house",unrenovated,"okres Liptovský Mikuláš","Liptovská Kokava",premium,36.03,750.00,725.00,0.0345,1,2
JuCAQgOYAnl,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Bytča",Predmier,cheap,-37.44,81.50,78.25,0.0415,1,2
Jus70LjxyN8,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,79.00,0.0000,4,4
JuTLgLBu59j,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,79.00,0.0000,4,4
JuYMxTrMThn,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,79.00,0.0000,4,4
JuaTUWSOToW,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,79.00,0.0000,4,4
JuaHyO1MbDH,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Čadca",Svrčinovec,"very cheap",-51.62,67.51,67.45,0.0009,1,2
Juilp9keLdt,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Kysucké Nové Mesto","Lopušné Pažite",average,-13.47,35.85,35.85,0.0000,1,1
Juc0JQaKZWu,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Liptovský Mikuláš",Vlachy,cheap,-33.54,75.32,76.20,-0.0115,2,5
JuzRwokuDbj,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Liptovský Mikuláš",Vlachy,cheap,-33.54,74.94,76.20,-0.0165,2,5
JuQ6qmIjohw,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Námestovo",Čerchle,premium,51.52,154.75,154.75,0.0000,1,1
Ju9IFe2gRus,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Turčianske Teplice",Sklené,average,-12.01,44.93,36.38,0.2350,1,2
Ju_1W8VjrZV,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Žilina",Bitarová,expensive,9.02,125.54,154.90,-0.1895,1,8
Jup1kPgQpEa,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Žilina",Lietava,cheap,-29.52,NULL,200.15,NULL,1,3
Jut0tUa88wB,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Žilina",Rosina,expensive,26.83,247.59,238.93,0.0362,1,5
Ju7_LrB_NNB,"BeMi realitná kancelária",land,"medium plot",NULL,"okres Žilina",Trnové,premium,40.34,73.76,145.13,-0.4918,1,7
Jul4_uLItfd,"BeMi realitná kancelária",house,"small house","new construction","okres Čadca",Horelica,cheap,-25.19,2162.50,2162.50,0.0000,1,1
JuNSm4v7OPl,"BeMi realitná kancelária",house,"small house","new construction","okres Čadca","Stará Bystrica",average,-2.57,NULL,NULL,NULL,1,1
Juwx2kMBKdR,"BeMi realitná kancelária",house,"small house",unrenovated,"okres Kysucké Nové Mesto",Povina,average,-11.94,1200.00,1200.00,0.0000,1,2
JuLIxD4sKGK,"BeMi realitná kancelária",house,"small house",unrenovated,"okres Žilina",Rosinky,premium,142.64,2487.50,2487.50,0.0000,1,1
Ju5LTX3e1H6,"BeMi realitná kancelária",land,"small plot",NULL,"okres Čadca",Oščadnica,cheap,-22.04,126.55,89.80,0.4092,1,8
JuW5XYXfIA2,"BeMi realitná kancelária",land,"small plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,78.89,0.0014,6,9
JurzykGoa8Y,"BeMi realitná kancelária",land,"small plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,78.89,0.0014,6,9
JuSojlAQh6I,"BeMi realitná kancelária",land,"small plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,78.89,0.0014,6,9
Jukxm6yZ0hf6,"BeMi realitná kancelária",land,"small plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,78.89,0.0014,6,9
Jug8evCrAgI,"BeMi realitná kancelária",land,"small plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,78.89,0.0014,6,9
JunD1SrFXPT,"BeMi realitná kancelária",land,"small plot",NULL,"okres Čadca",Skalité,cheap,-35.97,79.00,78.89,0.0014,6,9
JusNOhzmA1cV,"BeMi realitná kancelária",land,"small plot",NULL,"okres Žilina","Dlhé Pole",cheap,-21.15,86.00,86.00,0.0000,1,1
Ju7PRPwxRRPQ,"BeMi realitná kancelária",land,"small plot",NULL,"okres Žilina",Podhorie,expensive,19.77,125.24,125.24,0.0000,1,1
JuaF9UiM3uR1,"BeMi realitná kancelária",land,"small plot",NULL,"okres Žilina","Rajecké Teplice",expensive,5.08,97.80,97.80,0.0000,1,1
JuTVD1EJqzO,"BENCONT DEVELOPMENT, a.s.",apartment,"2-room apartment","under construction","okres Martin",Záturčie,average,-12.61,2909.63,2909.63,0.0000,1,1
JucceUznreI,"BEŇO REALITY",apartment,"2-room apartment","partially renovated","okres Liptovský Mikuláš","Staré mesto",average,1.93,2327.75,2345.49,-0.0076,1,4
JuafO7D1C5y,"BEŇO REALITY",land,"medium plot",NULL,"okres Liptovský Mikuláš",Jamník,average,-4.62,119.00,104.49,0.1389,1,6
JuEX_l_3Eqg,"BEŇO REALITY",land,"small plot",NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",average,-3.52,100.00,75.25,0.3289,1,5
Ju_yHqt6C9a,"BEŇO REALITY",land,"small plot",NULL,"okres Liptovský Mikuláš",Podbreziny,expensive,13.11,198.14,186.81,0.0606,1,6
Juxlwl0cqfI,"BEŇO REALITY",land,"small plot",NULL,"okres Liptovský Mikuláš",Podtureň,premium,41.30,123.00,123.00,0.0000,1,5
Jufdn1ln-Ke,"bezmaklérov, s.r.o.",apartment,"2-room apartment","partially renovated","okres Liptovský Mikuláš",NULL,NULL,NULL,3076.77,3076.77,0.0000,1,1
JuuYTb7aXin,"bezmaklérov, s.r.o.",apartment,"3-room apartment","new construction","okres Liptovský Mikuláš",NULL,NULL,NULL,2315.07,2315.07,0.0000,1,1
JugHDSXoGA9,"bezmaklérov, s.r.o.",apartment,"3-room apartment","partially renovated","okres Čadca",Stred,average,-13.67,1835.53,1877.98,-0.0226,1,3
JuTsKQYVo81,"bezmaklérov, s.r.o.",house,"extra large house","fully renovated","okres Liptovský Mikuláš",Bodice,premium,37.39,3500.00,3500.00,0.0000,1,1
Jut1FKOGHsr,"bezmaklérov, s.r.o.",house,"extra large house",unrenovated,"okres Ružomberok","Liptovské Revúce","very cheap",-42.77,173.67,173.67,0.0000,1,1
Ju3m-dUNJYI,"bezmaklérov, s.r.o.",land,"extra large plot",NULL,"okres Liptovský Mikuláš","Liptovské Beharovce","very cheap",-55.88,15.17,15.17,0.0000,1,1
Jug6QXb2mr0,"bezmaklérov, s.r.o.",land,"extra large plot",NULL,"okres Ružomberok","Liptovská Štiavnica",cheap,-17.31,13.00,13.00,0.0000,1,1
Ju3sdsvW1qf,"bezmaklérov, s.r.o.",house,"large house","new construction","okres Ružomberok","Staré mesto",average,-14.78,3000.00,3000.00,0.0000,1,1
Jup8u-k4Epi,"bezmaklérov, s.r.o.",land,"large plot",NULL,"okres Bytča",Predmier,cheap,-37.44,35.17,35.17,0.0000,1,1
JuAYbMU687z,"bezmaklérov, s.r.o.",land,"large plot",NULL,"okres Liptovský Mikuláš","Liptovský Ján",expensive,5.21,70.00,70.00,0.0000,1,1
JucgwdqxbsLG,"bezmaklérov, s.r.o.",land,"large plot",NULL,"okres Žilina",Strážov,average,2.47,20.13,20.13,0.0000,1,1
JuXDdV7DuGH,"bezmaklérov, s.r.o.",land,"medium plot",NULL,"okres Dolný Kubín",Veličná,expensive,14.21,151.52,134.94,0.1229,1,7
JubyLcoXkeA,"bezmaklérov, s.r.o.",land,"medium plot",NULL,"okres Žilina",Gbeľany,premium,48.65,287.29,287.29,0.0000,1,1
JuFovldbtlH,"bezmaklérov, s.r.o.",land,"medium plot",NULL,"okres Žilina",Nededza,cheap,-16.99,100.00,100.00,0.0000,1,1
Ju-yASPSDbI,"BIZNIS REALITY, s.r.o.",land,"large plot",NULL,"okres Liptovský Mikuláš",Vitálišovce,premium,93.84,220.00,197.98,0.1112,2,4
JuCafss2FQP,"BIZNIS REALITY, s.r.o.",land,"large plot",NULL,"okres Liptovský Mikuláš",Vitálišovce,premium,93.84,220.00,197.98,0.1112,2,4
JuE-VhHgCax,"Bonjour real",apartment,"1-room apartment","fully renovated","okres Žilina",Terchová,expensive,17.29,5000.00,5000.00,0.0000,1,1
Ju0iFsZ1mnv,"Bosen Group s.r.o.",apartment,"2-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",expensive,17.23,3968.25,3968.25,0.0000,1,1
JuSL8akIpnl,"Bosen Group s.r.o.",apartment,"2-room apartment",unrenovated,"okres Dolný Kubín",Brezovec,average,-1.33,2571.43,2106.43,0.2208,1,3
JuvUgr_LkF7,"Bosen Group s.r.o.",apartment,"3-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",expensive,17.23,3527.51,2990.96,0.1794,1,2
JuWtaJ8gYmY,"Bosen Group s.r.o.",apartment,"3-room apartment","partially renovated","okres Dolný Kubín",Stred,average,-5.26,1965.28,1965.28,0.0000,1,1
Juki5wHUVn2,"Bosen Group s.r.o.",apartment,"4-room apartment","new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",expensive,17.23,2895.29,2895.29,0.0000,1,1
Juta8FGg1ms,"Bosen Group s.r.o.",apartment,"4-room apartment","new construction","okres Žilina","Rajecké Teplice",expensive,5.08,2453.85,2515.39,-0.0245,2,2
JumDGD_wH9E,"Bosen Group s.r.o.",apartment,"4-room apartment","new construction","okres Žilina","Rajecké Teplice",expensive,5.08,2576.92,2515.39,0.0245,2,2
Ju1CjLHLW69,"Bosen Group s.r.o.",land,"extra large plot",NULL,"okres Dolný Kubín","Dlhá nad Oravou",cheap,-39.89,NULL,NULL,NULL,1,2
Juo-BgN_Y9D,"Bosen Group s.r.o.",apartment,maisonette,"new construction","okres Liptovský Mikuláš","Liptovská Ondrašová",expensive,17.23,2616.18,2616.18,0.0000,1,1
JuPpsgs77n2,"Bosen Group s.r.o.",house,"medium house","development project","okres Liptovský Mikuláš","Liptovské Kľačany",expensive,8.20,2893.91,2893.91,0.0000,1,1
JuJID0tPHnq,"Bosen Group s.r.o.",house,"medium house","new construction","okres Námestovo","Oravská Polhora","very cheap",-49.00,1078.22,1078.22,0.0000,1,1
JuytovsywXn,"Bosen Group s.r.o.",house,"medium house","new construction","okres Žilina",Bitarová,expensive,9.02,1546.96,2436.65,-0.3651,1,13
JuaFi1HiKe0,"Bosen Group s.r.o.",house,"medium house","new construction","okres Žilina","Rajecké Teplice",expensive,5.08,2576.92,2118.52,0.2164,2,5
Ju03oBXaeQc,"Bosen Group s.r.o.",house,"medium house","new construction","okres Žilina","Rajecké Teplice",expensive,5.08,2453.85,2118.52,0.1583,2,5
JuQX408bw8H,"Bosen Group s.r.o.",land,"medium plot",NULL,"okres Dolný Kubín",Žaškov,cheap,-28.10,67.18,71.10,-0.0551,1,2
Ju0A5SWcXU0,"Bosen Group s.r.o.",land,"medium plot",NULL,"okres Liptovský Mikuláš","Vyšná Boca",average,4.86,147.76,147.76,0.0000,1,1
JuvNL72ZHI4,"Bosen Group s.r.o.",house,"small house","partially renovated","okres Ružomberok",Likavka,expensive,15.22,1142.86,1142.86,0.0000,1,1
JuIpF-cJ7Wj,"BR ACADEMY, s. r. o.",apartment,"2-room apartment","fully renovated","okres Žilina","Staré mesto",expensive,25.24,NULL,2789.29,NULL,1,15
JuTNxy0mSKf,"BR ACADEMY, s. r. o.",house,"large house","fully renovated","okres Kysucké Nové Mesto",Suľkov,average,-9.76,NULL,NULL,NULL,1,1
JufGT_MaCUz,"BR ACADEMY, s. r. o.",house,"large house",unrenovated,"okres Kysucké Nové Mesto",Rudinská,cheap,-24.39,653.85,653.85,0.0000,1,1
JufBtLiGIPk,"BR ACADEMY, s. r. o.",land,"large plot",NULL,"okres Kysucké Nové Mesto",Rudinská,cheap,-24.39,65.00,65.00,0.0000,1,1
JurJNQloNhD,"BR ACADEMY, s. r. o.",house,"medium house",unrenovated,"okres Kysucké Nové Mesto",Radoľa,premium,51.96,1544.44,1544.44,0.0000,1,1
JuTyI-EzXJs,"BR ACADEMY, s. r. o.",house,"medium house",unrenovated,"okres Žilina","Staré mesto",expensive,25.24,NULL,3865.34,NULL,1,5
JuzawK4H-li,"BR ACADEMY, s. r. o.",house,"small house",unrenovated,"okres Kysucké Nové Mesto","Dolný Vadičov",cheap,-18.74,1271.43,1271.43,0.0000,1,1
JuHzzpFEcq7,"Briliant Reality, s.r.o.",house,"extra large house","partially renovated","okres Žilina",Terchová,expensive,17.29,NULL,313.97,NULL,1,2
Ju6MXg-E6En,"Buby reality, s.r.o.",apartment,"1-room apartment","new construction","okres Martin",Podháj,average,-5.66,3145.39,3145.39,0.0000,1,1
JuCJs2os-i-x,"Buby reality, s.r.o.",apartment,"1-room apartment","new construction","okres Martin",Stred,expensive,19.38,3166.02,3166.02,0.0000,1,1
JuNO1HdGb3E,"Buby reality, s.r.o.",apartment,"2-room apartment","fully renovated","okres Martin",Stred,expensive,19.38,3054.55,2590.82,0.1790,1,8
JuLuLPY-Qsq,"Buby reality, s.r.o.",apartment,"2-room apartment","new construction","okres Martin",Stred,expensive,19.38,2309.43,2769.70,-0.1662,2,6
Ju2hVjHchsA,"Buby reality, s.r.o.",apartment,"2-room apartment","new construction","okres Martin",Stred,expensive,19.38,2902.19,2769.70,0.0478,2,6
Ju7UlN5liG9,"Buby reality, s.r.o.",apartment,"3-room apartment","new construction","okres Martin",Jahodníky,expensive,9.68,2753.73,2709.45,0.0163,4,4
JuDeBuW3pN0,"Buby reality, s.r.o.",apartment,"3-room apartment","new construction","okres Martin",Jahodníky,expensive,9.68,2669.46,2709.45,-0.0148,4,4
JuUwCeqXqPl,"Buby reality, s.r.o.",apartment,"3-room apartment","new construction","okres Martin",Jahodníky,expensive,9.68,2669.46,2709.45,-0.0148,4,4
JuhmvsftjdY,"Buby reality, s.r.o.",apartment,"3-room apartment","new construction","okres Martin",Jahodníky,expensive,9.68,2745.14,2709.45,0.0132,4,4
JuRHCARxbUa,"Buby reality, s.r.o.",apartment,"3-room apartment","new construction","okres Martin",Stred,expensive,19.38,2662.90,2616.54,0.0177,2,4
JunhLdbpvMU,"Buby reality, s.r.o.",apartment,"3-room apartment","new construction","okres Martin",Stred,expensive,19.38,2669.46,2616.54,0.0202,2,4
Juq924pqMXb,"Buby reality, s.r.o.",apartment,"3-room apartment","partially renovated","okres Žilina","Horný Hričov",premium,60.47,1685.20,1685.20,0.0000,1,1
JuwdDOrpGK5,"Buby reality, s.r.o.",apartment,"4-room apartment","fully renovated","okres Martin",Priekopa,premium,55.82,2357.14,2244.19,0.0503,2,4
JuV3Qm6Wkc0,"Buby reality, s.r.o.",apartment,"4-room apartment","fully renovated","okres Martin",Priekopa,premium,55.82,2357.14,2244.19,0.0503,2,4
JunIK4vBJDk,"Buby reality, s.r.o.",apartment,"4-room apartment","new construction","okres Martin",Tomčany,expensive,6.77,NULL,NULL,NULL,1,1
JuP68rfpcZn,"Buby reality, s.r.o.",house,"extra large house","new construction","okres Martin",Záturčie,average,-12.61,680.58,680.58,0.0000,1,1
JukIBS7GOVs,"Buby reality, s.r.o.",land,"extra large plot",NULL,"okres Martin",Priekopa,premium,55.82,66.00,66.00,0.0000,1,1
JuOtIHsfVL7r,"Buby reality, s.r.o.",land,"extra large plot",NULL,"okres Martin",Ratkovo,"very cheap",-81.38,NULL,NULL,NULL,1,3
Ju0PCzCiNgB,"Buby reality, s.r.o.",land,"extra large plot",NULL,"okres Martin",Žabokreky,average,-0.98,NULL,NULL,NULL,1,1
JuNYFhhNxB9,"Buby reality, s.r.o.",apartment,"holiday apartment","new construction","okres Martin",Stred,expensive,19.38,3086.22,3086.22,0.0000,1,1
JuIGCsa_wh0,"Buby reality, s.r.o.",house,"large house","new construction","okres Martin",Blatnica,average,-2.80,1649.50,1649.50,0.0000,1,1
JuuJvOruCyE,"Buby reality, s.r.o.",house,"large house","new construction","okres Martin",Sever,average,-7.71,1649.50,1649.50,0.0000,2,2
JujrHGAONfL,"Buby reality, s.r.o.",house,"large house","new construction","okres Martin",Sever,average,-7.71,1649.50,1649.50,0.0000,2,2
JuFMkd6Ft4u,"Buby reality, s.r.o.",house,"large house","new construction","okres Martin",Tomčany,expensive,6.77,1322.58,1322.58,0.0000,1,1
Ju21sNa5df6,"Buby reality, s.r.o.",house,"large house","partially renovated","okres Martin",Belá-Dulice,cheap,-25.62,592.00,592.00,0.0000,1,2
JuKqcvokzbp,"Buby reality, s.r.o.",land,"large plot",NULL,"okres Martin",Socovce,"very cheap",-50.08,50.99,50.99,0.0000,1,1
Ju9ruJn5dvg,"Buby reality, s.r.o.",house,"medium house","new construction","okres Martin",Slovany,cheap,-17.88,NULL,1504.45,NULL,3,5
JuboTIFLqNK,"Buby reality, s.r.o.",house,"medium house","new construction","okres Martin",Slovany,cheap,-17.88,NULL,1504.45,NULL,3,5
JuSDor_pBw9,"Buby reality, s.r.o.",house,"medium house","new construction","okres Martin",Slovany,cheap,-17.88,933.96,1504.45,-0.3792,3,5
Juzaery-uaM,"Buby reality, s.r.o.",house,"medium house","new construction","okres Martin",Tomčany,expensive,6.77,3561.15,3295.25,0.0807,1,3
JuwyMSYxoql,"Buby reality, s.r.o.",house,"medium house",unrenovated,"okres Žilina","Dolný Hričov",average,-4.26,1280.00,1280.00,0.0000,1,1
JumCABBKmrv,"Buby reality, s.r.o.",land,"medium plot",NULL,"okres Žilina",Hájik,expensive,5.43,NULL,NULL,NULL,1,1
JuiSfM5MiE3,"Buby reality, s.r.o.",land,"small plot",NULL,"okres Martin",Priekopa,premium,55.82,NULL,NULL,NULL,1,3
JuLljn1aubH,"Buby reality, s.r.o.",land,"small plot",NULL,"okres Martin",Slovany,cheap,-17.88,85.00,85.00,0.0000,1,1
JufVXI6GuhC,"BV REAL PD, s.r.o.",house,"extra large house","partially renovated","okres Turčianske Teplice","Horná Štubňa",cheap,-30.38,178.85,178.85,0.0000,1,1
JuImMdEmrRE,"BV REAL PD, s.r.o.",house,"extra large house",unrenovated,"okres Turčianske Teplice","Horná Štubňa",cheap,-30.38,66.67,66.67,0.0000,1,1
JuNQro8eb1w,"BV REAL PD, s.r.o.",house,"large house",unrenovated,"okres Turčianske Teplice",Turček,cheap,-37.71,593.69,593.69,0.0000,1,1
JuD0_PFG0ni,"BV REAL PD, s.r.o.",land,"medium plot",NULL,"okres Turčianske Teplice",Sklené,average,-12.01,27.82,36.38,-0.2353,1,2
JuY2fWI7qOb,"CANGURU s.r.o.",apartment,"1-room apartment","new construction","okres Martin",Priekopa,premium,55.82,3472.22,3229.12,0.0753,1,3
Ju-oy7KMPvG,"CANGURU s.r.o.",apartment,"2-room apartment","new construction","okres Martin",Priekopa,premium,55.82,3472.22,3472.22,0.0000,1,1
JuF5BDGmyHN,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2693.36,2701.69,-0.0031,8,8
Ju4T4al4Vz1,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2704.71,2701.69,0.0011,8,8
Ju89eBckNJI,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2723.61,2701.69,0.0081,8,8
JuIZkq9C4-v,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,NULL,2701.69,NULL,8,8
JulollxgJp5,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2707.60,2701.69,0.0022,8,8
Jue9scT0OOX,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,NULL,2701.69,NULL,8,8
JuZyhdrORR4,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2690.44,2701.69,-0.0042,8,8
JuNwRfCAG1O,"CANGURU s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2690.44,2701.69,-0.0042,8,8
Jus8fVVapj9,"CANGURU s.r.o.",apartment,"3-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2714.34,2720.36,-0.0022,5,5
Ju90gNOpUS1,"CANGURU s.r.o.",apartment,"3-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2692.80,2720.36,-0.0101,5,5
JuDpUKm1R87,"CANGURU s.r.o.",apartment,"3-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2713.43,2720.36,-0.0025,5,5
JuhpxD8Q4V6,"CANGURU s.r.o.",apartment,"3-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2756.60,2720.36,0.0133,5,5
Junbds6mBD4,"CANGURU s.r.o.",apartment,"3-room apartment","under construction","okres Martin",Jahodníky,expensive,9.68,2724.65,2720.36,0.0016,5,5
Juf3UQk266Q,"Constario REALTY s.r.o.",apartment,"1-room apartment","under construction","okres Martin",Sučany,cheap,-19.13,2892.36,2892.36,0.0000,1,1
Jukzit6pFoZ,"Constario REALTY s.r.o.",apartment,"2-room apartment","fully renovated","okres Martin",Stred,expensive,19.38,2711.36,2590.82,0.0465,1,8
JuuqMAsXTsE,"Constario REALTY s.r.o.",apartment,"2-room apartment","under construction","okres Martin",Sučany,cheap,-19.13,2627.96,2627.96,0.0000,1,1
JubH8PB1O7h,"Constario REALTY s.r.o.",apartment,"3-room apartment","fully renovated","okres Martin",Stred,expensive,19.38,3171.25,3171.25,0.0000,1,2
JuhldTbf0YC,"Constario REALTY s.r.o.",apartment,"3-room apartment","under construction","okres Martin",Sučany,cheap,-19.13,2272.06,2272.06,0.0000,1,1
JulmjMPVf2y,"Constario REALTY s.r.o.",apartment,"4-room apartment","fully renovated","okres Martin",Stred,expensive,19.38,2667.42,2389.04,0.1165,1,3
JuKUZKmUiwu,"Constario REALTY s.r.o.",apartment,"4-room apartment","under construction","okres Martin",Sučany,cheap,-19.13,2542.52,2542.52,0.0000,1,1
JufBWbzCmcn,"Cooper Real s.r.o",apartment,"4-room apartment","partially renovated","okres Martin",Stred,expensive,19.38,1749.90,1749.90,0.0000,1,1
Ju3IEZxl8sI,"CPM Real Estate",house,"large house","new construction","okres Žilina",Hôrky,expensive,24.36,2990.34,2788.85,0.0722,1,3
JugRw5WlFvo,"CPM Real Estate",house,"medium house","new construction","okres Martin","Košťany nad Turcom",average,-8.30,2651.52,2190.77,0.2103,1,5
JumNtvscU-s,"CreeX Reality s.r.o.",apartment,"holiday apartment","new construction","okres Liptovský Mikuláš","Demänovská Dolina",premium,84.23,6910.14,5609.23,0.2319,1,40
JuxpGt9B3Fh,"CreeX Reality s.r.o.",house,"medium house",unrenovated,"okres Martin",Príbovce,cheap,-32.39,1166.67,1256.41,-0.0714,1,3
Ju_PmXVPtoo,"Crystin reality, s.r.o.",apartment,"2-room apartment",unrenovated,"okres Žilina",Hliny,expensive,11.48,2725.45,2579.51,0.0566,1,5
JuCWsWXxn1N,"Delta Property s.r.o.",land,"medium plot",NULL,"okres Liptovský Mikuláš",Jamník,average,-4.62,91.32,104.49,-0.1260,1,6
JuqT9jZ4Nn0,"Direct Real, spol. s r.o.",land,NULL,NULL,"okres Liptovský Mikuláš","Liptovská Sielnica",average,-3.52,90.00,90.00,0.0000,1,1
JuDu2MlXcTn,"Direct Real, spol. s r.o.",land,NULL,NULL,"okres Martin",Ratkovo,"very cheap",-81.38,NULL,NULL,NULL,1,1
JuzURL47734,"Direct Real, spol. s r.o.",house,NULL,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",average,1.84,NULL,NULL,NULL,1,1
