agency,segment,avg_price_index,listings_count,tot_segment_listings,agency_share
"BeMi realitná kancelária",premium,-0.49177100710000,5,244,0.0205
"MK-CORP s.r.o.",premium,-0.39892730338000,5,244,0.0205
"Realitná kancelária",premium,-0.14661644550000,5,244,0.0205
G-REAL,premium,-0.15703408410000,4,244,0.0164
"Piata Avenue",premium,0.58477044970000,4,244,0.0164
"Like Reality s.r.o.",premium,0.05032996310000,4,244,0.0164
"1. Reality Rent, s.r.o.",premium,-0.00021925020000,4,244,0.0164
Limaxreal,premium,-0.07776366740000,4,244,0.0164
"RS Mansory s.r.o.",premium,-0.43744222433333,4,244,0.0164
"RE/MAX Slovakia",premium,0.12998137800000,4,244,0.0164
"ALT REAL, s.r.o.",premium,0.00000000000000,4,244,0.0164
"Tatra Invest",premium,-0.03962844556667,3,244,0.0123
"B10 Slovensko, a. s.",premium,-0.23752508500000,3,244,0.0123
"NajBývanie, s.r.o.",premium,-0.21460512750000,3,244,0.0123
"DreamReality s.r.o.",premium,-0.04525156363333,3,244,0.0123
"DLUGO reality",premium,0.19899736660000,3,244,0.0123
"Occam New Home",premium,-0.37630458370000,3,244,0.0123
"Mamud Reality s. r. o.",premium,0.00000000000000,2,244,0.0082
"CANGURU s.r.o.",premium,0.07528366860000,2,244,0.0082
"AstonReal s.r.o.",premium,-0.06985601400000,2,244,0.0082
"ATP stavby s.r.o.",premium,0.40566407530000,2,244,0.0082
"Nové bývanie",premium,0.01961990845000,2,244,0.0082
"Reality IQ, s.r.o.",premium,-0.32170893790000,2,244,0.0082
"J.M.H. s.r.o.",premium,-0.18187944445000,2,244,0.0082
"Reality ASTORIA, s.r.o.",premium,0.41676745700000,2,244,0.0082
"BIZNIS REALITY, s.r.o.",premium,0.11125142060000,2,244,0.0082
"Ing. Gerlinda Bérešová - Esti",premium,-0.21058992620000,2,244,0.0082
"Georgi Conev",premium,-0.36543526230000,2,244,0.0082
"CreeX Reality s.r.o.",premium,0.23192346430000,1,244,0.0041
"Reality Now",premium,-0.23485910270000,1,244,0.0041
"Juraj Hegyi Reality & Development s.r.o.",premium,0.32054171450000,1,244,0.0041
"Direct Real, spol. s r.o.",premium,0.00000000000000,1,244,0.0041
"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO",premium,-0.20497798710000,1,244,0.0041
"StorkReal s. r. o.",premium,0.40566407530000,1,244,0.0041
"X-REAL, s. r. o.",premium,-0.32450708240000,1,244,0.0041
"EASY centrum bývania, s.r.o.",premium,-0.61296177660000,1,244,0.0041
"NFA Group, s.r.o.",premium,0.00000000000000,1,244,0.0041
"Q REAL s.r.o.",premium,0.00000000000000,1,244,0.0041
"Renovo Reality",premium,0.31411834830000,1,244,0.0041
"Reality AK, spol. s r.o.",premium,-0.13872128040000,1,244,0.0041
"Reality Simply",premium,0.00000000000000,1,244,0.0041
"Allrisk Slovakia Reality & Financie, s.r.o.",premium,-0.13240418120000,1,244,0.0041
"United Professionals s.r.o.",premium,0.06471329840000,1,244,0.0041
"HD reality group s.r.o",premium,-0.08212172370000,1,244,0.0041
"RexDeco s.r.o.",premium,0.15010287740000,1,244,0.0041
"Financie a reality od A po Z",premium,-0.15098988940000,1,244,0.0041
"Eli real realitná kancelária",premium,-0.05241056390000,1,244,0.0041
"XEMAR realitná spoločnosť s.r.o.",premium,0.23192346430000,1,244,0.0041
"BEŇO REALITY",premium,0.00000000000000,1,244,0.0041
ZEIRA,premium,0.19994580370000,1,244,0.0041
"MAX PROFI REALITY",premium,-0.37725719860000,1,244,0.0041
"Realitná kancelária","studio apartment",0.00000000000000,2,5,0.4000
"Gro & Partners","studio apartment",-0.00434590030000,1,5,0.2000
"MGM reality","studio apartment",0.00434590030000,1,5,0.2000
"RECLOUD Reality a.s.","studio apartment",0.00000000000000,1,5,0.2000
"Realitná kancelária","under construction",-0.16008196995000,7,15,0.4667
"Reality Alpia","under construction",0.16008196995000,5,15,0.3333
"ADH-REAL s.r.o. Hirjaková Adriana","under construction",-0.16088220300000,2,15,0.1333
"TRI LIPY, s. r. o.","under construction",0.16088220300000,1,15,0.0667
"1. Reality Rent, s.r.o.",unrenovated,0.20892361107143,47,430,0.1093
"Direct Real, spol. s r.o.",unrenovated,-0.04499894470000,32,430,0.0744
"MGM reality",unrenovated,-0.04794878563333,29,430,0.0674
"Reality Alpia",unrenovated,-0.14062885792500,25,430,0.0581
"Romantické Chalupy, s.r.o.",unrenovated,0.06255800615000,23,430,0.0535
"AstonReal s.r.o.",unrenovated,-0.04301121800000,22,430,0.0512
"Safe reality s. r. o.",unrenovated,-0.09412373925000,19,430,0.0442
"Realitná kancelária",unrenovated,0.00702946307500,17,430,0.0395
"RE/MAX Slovakia",unrenovated,-0.00098740660000,16,430,0.0372
"RECLOUD Reality a.s.",unrenovated,0.00000000000000,13,430,0.0302
"Reality AK, spol. s r.o.",unrenovated,0.48024318130000,13,430,0.0302
"TUreality s.r.o.",unrenovated,0.12269131228333,13,430,0.0302
"RIEŠIME BÝVANIE",unrenovated,-0.20930874097500,12,430,0.0279
"WFG reality, s.r.o.",unrenovated,0.09650035750000,12,430,0.0279
"Realitná kancelária RED, s.r.o.",unrenovated,0.01483304034000,12,430,0.0279
"HOLESTIAK.sk reality s.r.o.",unrenovated,0.31877156000000,11,430,0.0256
"Reality IQ, s.r.o.",unrenovated,-0.02856513373333,10,430,0.0233
"HALO reality, s.r.o.",unrenovated,-0.08364530370000,9,430,0.0209
"NajBývanie, s.r.o.",unrenovated,0.51098675240000,8,430,0.0186
"ALT REAL, s.r.o.",unrenovated,-0.05498999477500,7,430,0.0163
"Reality Center, s.r.o.",unrenovated,0.04705812155000,7,430,0.0163
"RESIDENCE realitná kancelária",unrenovated,0.00134254053333,6,430,0.0140
"FINREA - ak vám záleží na výsledku",unrenovated,0.03548822000000,5,430,0.0116
"RK Dalmia s. r. o.",unrenovated,-0.08447419980000,5,430,0.0116
"Trioreality, s.r.o.",unrenovated,-0.37765654430000,4,430,0.0093
"Reality D.P.A.",unrenovated,-0.05615788140000,3,430,0.0070
"PhDr. Miloš Kocúr - BKM Consulting",unrenovated,-0.71276296810000,3,430,0.0070
"Bosen Group s.r.o.",unrenovated,0.22075457940000,3,430,0.0070
"HD reality group s.r.o",unrenovated,-0.09482621515000,3,430,0.0070
"Pro Real, s. r. o. realitná kancelária",unrenovated,0.00040517495000,3,430,0.0070
"KARIN & PARTNERS, s.r.o.",unrenovated,0.01105088820000,3,430,0.0070
"ŽILINAREAL, s.r.o.",unrenovated,0.16675139080000,3,430,0.0070
"OVERENÉ REALITY",unrenovated,-0.03459268650000,3,430,0.0070
"Wealth Group, s.r.o.",unrenovated,-0.02639581500000,3,430,0.0070
"Reality Simply",unrenovated,-0.03746822790000,3,430,0.0070
"Realitná kancelária DR, s.r.o.",unrenovated,-0.17419233630000,3,430,0.0070
"Ing. Marcela Pišteková",unrenovated,-0.60997639330000,2,430,0.0047
"R2 SK, s.r.o.",unrenovated,0.25055161800000,2,430,0.0047
"Realitná kancelária DOM",unrenovated,-0.07457731290000,2,430,0.0047
"JPE. Reality - Jozef Pajer",unrenovated,-0.17240897780000,2,430,0.0047
"LIF REAL",unrenovated,-0.09385132820000,2,430,0.0047
"KOSIBA reality s.r.o.",unrenovated,-0.12702347130000,1,430,0.0023
liptoreal,unrenovated,0.03646145760000,1,430,0.0023
OPENREALITY,unrenovated,-0.00430947310000,1,430,0.0023
"Crystin reality, s.r.o.",unrenovated,0.05657663660000,1,430,0.0023
donidDevelop,unrenovated,-0.38438128750000,1,430,0.0023
"Financie a reality od A po Z",unrenovated,0.04289180230000,1,430,0.0023
"New Ways Reality&Financie",unrenovated,-0.21290465430000,1,430,0.0023
"CreeX Reality s.r.o.",unrenovated,-0.07142572890000,1,430,0.0023
"Realitná kancelária Kľúč",unrenovated,0.07142572890000,1,430,0.0023
"X-REAL, s. r. o.",unrenovated,0.23602817610000,1,430,0.0023
