price_m2,ln_price_m2,holiday_apartment,rooms,area,ln_area,unrenovated,partially_renovated,fully_renovated,new_construction,new_project,ground_floor,upper_floor,top_floor,missing_floor,floor_upto_8,very_high_floor,elevator,age,ln_age,energy_certificate,north,south,east,west,BY,ZA,KM,CA,MT,TR,DK,NO,TS,RK,LM,area_price_index
2990.00,8.003028666384733,0,5.0,100,4.605170185988092,0,1,0,0,0,0,1,0,0,6.0,0,1,49,3.912023005428146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2426.47,7.794192805282339,0,3.0,68,4.219507705176107,0,1,0,0,0,0,0,0,1,2.8,0,0,55,4.02535169073515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2569.23,7.851361522102013,0,3.0,65,4.174387269895637,0,1,0,0,0,1,0,0,1,2.8,0,0,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2592.59,7.860412655026667,0,2.0,54,3.9889840465642745,1,0,0,0,0,0,0,0,1,2.8,0,0,45.01,3.8288587641673772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2265.33,7.725475722668834,0,3.0,75,4.31748811353631,0,1,0,0,0,0,0,0,1,2.8,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.48469548715000
2662.90,7.887171033475356,0,3.0,99,4.59511985013459,0,0,0,1,0,0,1,0,0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3166.67,8.060435841551547,0,1.0,30,3.4011973816621555,0,1,0,0,0,0,0,0,1,2.8,0,0,45,3.828641396489095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3173.02,8.062439094746438,0,3.0,63,4.143134726391533,0,0,0,1,0,1,0,0,0,1.0,0,0,5,1.791759469228055,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1885.96,7.542192254060749,0,3.0,114,4.736198448394496,0,1,0,0,0,0,1,0,0,2.0,0,0,78,4.3694478524670215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2500.00,7.824046010856292,0,2.0,62,4.127134385045092,0,0,0,1,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2300.00,7.7406644019172415,0,2.0,55,4.007333185232471,1,0,0,0,0,0,0,1,0,3.0,0,0,65,4.189654742026425,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2285.71,7.7344319771648475,0,4.0,91,4.51085950651685,0,0,1,0,0,0,0,0,1,2.8,0,0,55,4.02535169073515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2711.36,7.905205633010099,0,2.0,66,4.189654742026425,0,0,1,0,0,0,0,1,0,3.0,0,0,30,3.4339872044851463,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3171.25,8.061881110913491,0,3.0,80,4.382026634673881,0,0,1,0,0,0,0,1,0,3.0,0,0,30,3.4339872044851463,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2125.00,7.661527081358517,0,3.0,72,4.276666119016055,0,1,0,0,0,0,1,0,0,2.0,0,0,64,4.174387269895637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1968.25,7.5849001020645765,0,2.0,63,4.143134726391533,1,0,0,0,0,1,0,0,0,1.0,0,0,70,4.2626798770413155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
5050.00,8.527143522269405,0,2.5,200,5.298317366548036,1,0,0,0,0,1,0,0,0,1.0,0,0,69,4.248495242049359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1885.96,7.542192254060749,0,3.0,114,4.736198448394496,0,1,0,0,0,0,1,0,0,3.0,0,0,78,4.3694478524670215,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3054.55,8.024387561247057,0,2.0,55,4.007333185232471,0,0,1,0,0,1,0,0,0,1.0,0,0,42.02,3.761665123839584,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2220.83,7.705636278866778,0,2.0,72,4.276666119016055,0,0,1,0,0,0,1,0,0,3.0,0,0,125,4.836281906951478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3086.22,8.034702320077516,1,2.5,44,3.784189633918261,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3163.27,8.059361581660625,0,2.0,49,3.8918202981106265,0,0,0,1,0,1,0,0,0,1.0,0,0,1,0.6931471805599453,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1749.90,7.467313922427702,0,4.0,100,4.605170185988092,0,1,0,0,0,0,0,1,0,4.0,0,0,47,3.871201010907891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2669.46,7.889631483748563,0,3.0,74,4.30406509320417,0,0,0,1,0,0,1,0,0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2213.98,7.702547079804113,0,4.0,93,4.532599493153256,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1984.62,7.593182739026863,0,3.0,65,4.174387269895637,1,0,0,0,0,0,1,0,1,2.8,0,0,65,4.189654742026425,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2667.42,7.888866992098252,0,4.0,120,4.787491742782046,0,0,1,0,0,0,1,0,0,2.0,0,1,30,3.4339872044851463,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2309.43,7.744756019820494,0,2.0,71,4.2626798770413155,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1407.14,7.2493145546519075,0,5.0,140,4.941642422609304,1,0,0,0,0,0,0,0,1,2.8,0,0,45.01,3.8288587641673772,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1820.32,7.506767588791407,0,3.0,76,4.330733340286331,0,1,0,0,0,0,0,1,0,4.0,0,0,35,3.58351893845611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1960.78,7.581097632243482,0,3.0,102,4.624972813284271,0,0,0,1,0,1,0,0,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
1527.78,7.331570980302895,0,3.0,72,4.276666119016055,0,1,0,0,0,1,0,0,0,1.0,0,1,44.74,3.822973188594635,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2727.09,7.9109903856013215,0,2.0,55,4.007333185232471,0,0,1,0,0,0,1,0,0,3.0,0,0,125,4.836281906951478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2946.43,7.988349546995936,0,2.0,56,4.02535169073515,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2246.38,7.717075310657956,0,3.0,69,4.23410650459726,0,1,0,0,0,0,1,0,0,2.0,0,1,55,4.02535169073515,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2796.88,7.936259789171119,0,2.0,64,4.1588830833596715,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3152.54,8.055963756101164,0,1.0,30,3.4011973816621555,0,0,1,0,0,0,1,0,0,2.0,0,0,36,3.6109179126442243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3166.02,8.060230557540399,0,1.0,39,3.6635616461296463,0,0,0,1,0,1,0,0,0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2313.88,7.746681048154831,0,2.0,61,4.110873864173311,0,0,1,0,0,0,1,0,0,2.0,0,0,53,3.9889840465642745,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2902.19,7.973220903389144,0,2.0,47,3.8501476017100584,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2331.67,7.754340028023016,0,2.0,60,4.0943445622221,0,0,1,0,0,0,1,0,0,2.0,0,0,42.02,3.761665123839584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2331.67,7.754340028023016,0,2.0,60,4.0943445622221,0,0,1,0,0,0,1,0,0,2.0,0,0,42.02,3.761665123839584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
3035.54,8.018144611884425,0,2.0,56,4.02535169073515,0,0,1,0,0,0,1,0,0,3.0,0,0,125,4.836281906951478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.38109699375500
2752.20,7.920155870831182,0,3.0,63,4.143134726391533,0,0,0,0,1,0,1,0,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
3429.87,8.140277638567094,0,1.0,24,3.1780538303479458,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
1735.29,7.458929825387524,0,3.0,68,4.219507705176107,1,0,0,0,0,0,1,0,0,7.0,0,1,55,4.02535169073515,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
3295.99,8.100461857044177,0,1.0,32,3.4657359027997265,0,0,0,0,1,0,1,0,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
3440.72,8.14343603079235,0,3.0,71,4.2626798770413155,0,0,0,0,1,0,0,1,0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
1791.04,7.4905517357029945,0,2.0,67,4.204692619390966,0,1,0,0,0,0,1,0,0,4.0,0,0,125,4.836281906951478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2610.64,7.867350680985472,0,2.0,47,3.8501476017100584,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2746.48,7.918075370760895,0,3.0,64,4.1588830833596715,0,0,0,0,1,0,1,0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
1735.29,7.458929825387524,0,2.0,68,4.219507705176107,1,0,0,0,0,0,1,0,0,8.0,0,0,50,3.9318256327243257,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2173.91,7.6842826684801535,0,2.0,69,4.23410650459726,0,0,1,0,0,0,1,0,0,6.0,0,0,55,4.02535169073515,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2013.89,7.607823454110642,0,3.0,72,4.276666119016055,0,1,0,0,0,0,0,0,1,2.8,0,0,44.74,3.822973188594635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
3267.11,8.091661081067917,0,2.0,48,3.871201010907891,0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
1925.93,7.563164246941613,0,2.0,68,4.219507705176107,0,0,1,0,0,0,1,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2677.02,7.892459514542127,0,4.0,86,4.454347296253507,0,0,0,0,1,0,0,1,0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
1387.46,7.235230016376202,0,3.0,97,4.574710978503383,0,1,0,0,0,0,1,0,0,2.0,0,0,65,4.189654742026425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2812.66,7.941885933783453,0,4.0,102,4.624972813284271,0,0,0,0,1,0,1,0,0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2908.31,7.975327435447698,0,2.0,48,3.871201010907891,0,0,0,0,1,0,1,0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
2964.40,7.994429930077204,0,3.0,69,4.23410650459726,0,0,0,0,1,0,0,1,0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-12.14065324191818
3348.21,8.116181153656633,0,1.0,56,4.02535169073515,0,0,1,0,0,0,1,0,0,2.0,0,0,6,1.9459101490553132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
3428.57,8.139898543608016,0,2.0,35,3.5553480614894135,0,0,0,1,0,0,1,0,0,2.0,0,0,5,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
3166.67,8.060435841551547,0,1.0,30,3.4011973816621555,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
4000.00,8.294049640102028,0,2.0,60,4.0943445622221,0,0,0,1,0,0,1,0,0,2.0,0,0,5,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
4024.39,8.300128625572347,0,3.0,82,4.406719247264253,0,0,0,1,0,0,0,1,0,3.0,0,0,5,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
3207.29,8.073181622795383,0,2.0,59,4.07753744390572,1,0,0,0,0,0,0,0,1,2.8,0,0,45.01,3.8288587641673772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
3461.54,8.149468855735266,0,1.0,39,3.6635616461296463,0,0,0,1,0,1,0,0,0,1.0,0,0,5,1.791759469228055,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
4068.97,8.311145175155636,1,2.5,29,3.367295829986474,0,0,0,1,0,0,1,0,0,2.0,0,0,5,1.791759469228055,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.62966035391429
1630.38,7.39656839546486,1,2.5,79,4.3694478524670215,0,0,1,0,0,1,0,0,0,1.0,0,0,4,1.6094379124341003,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-43.27340235055714
1652.17,7.409844854355516,1,2.5,46,3.828641396489095,0,0,1,0,0,1,0,0,0,1.0,0,1,4,1.6094379124341003,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-43.27340235055714
1664.91,7.417526346899517,0,2.0,57,4.04305126783455,0,0,1,0,0,1,0,0,0,1.0,0,0,42.02,3.761665123839584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-43.27340235055714
3370.99,8.122961748750871,0,2.0,61,4.110873864173311,0,0,0,1,0,0,1,0,0,7.0,0,1,2,1.0986122886681098,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
4279.23,8.361528365848663,0,4.0,104,4.6443908991413725,0,0,0,1,0,0,0,1,0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2544.78,7.841799481240266,0,2.0,67,4.204692619390966,0,0,1,0,0,0,1,0,0,6.0,0,1,42.02,3.761665123839584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2863.64,7.959848821855817,0,4.0,110,4.700480365792417,0,0,0,1,0,0,1,0,0,3.0,0,0,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2863.64,7.959848821855817,0,4.0,110,4.700480365792417,0,0,0,1,0,0,1,0,0,2.0,0,1,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2549.28,7.843566245342199,0,2.0,69,4.23410650459726,0,0,1,0,0,0,1,0,0,6.0,0,0,30,3.4339872044851463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3364.23,8.12095438974257,0,2.0,62,4.127134385045092,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
4677.27,8.450469885373277,0,0.0,22,3.091042453358316,0,1,0,0,0,1,0,0,0,1.0,0,1,41,3.7376696182833684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3127.91,8.048120328872752,0,3.0,86,4.454347296253507,1,0,0,0,0,0,1,0,0,3.0,0,0,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2325.30,7.751604341955575,0,4.0,83,4.418840607796598,1,0,0,0,0,0,0,0,1,2.8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2883.48,7.9667531770161535,0,3.0,88,4.477336814478207,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3514.10,8.16453872594031,0,2.0,60,4.0943445622221,0,0,0,1,0,0,1,0,0,2.0,0,0,1,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2249.43,7.718432129770823,0,4.0,87,4.465908118654584,0,1,0,0,0,0,0,0,1,2.8,0,0,44.74,3.822973188594635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2607.25,7.8660513050013225,0,3.0,69,4.23410650459726,0,1,0,0,0,1,0,0,1,2.8,0,0,44.74,3.822973188594635,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
4376.78,8.384068573190648,0,2.0,49,3.8918202981106265,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3076.09,8.031414588975139,0,3.0,92,4.5217885770490405,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2709.26,7.904430813854704,0,4.0,102,4.624972813284271,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2071.95,7.636245471814078,0,3.0,82,4.406719247264253,1,0,0,0,0,0,1,0,0,3.0,0,1,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2549.28,7.843566245342199,0,3.0,69,4.23410650459726,0,0,1,0,0,0,1,0,0,6.0,0,0,30,3.4339872044851463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
5475.96,8.608122881779762,0,0.0,21,3.044522437723423,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3210.29,8.074116554722535,0,3.0,88,4.477336814478207,0,0,0,1,0,1,0,0,0,1.0,0,0,2,1.0986122886681098,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2846.15,7.953722482812561,0,2.0,65,4.174387269895637,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2620.52,7.871128050344369,0,2.0,58,4.060443010546419,0,1,0,0,0,0,0,0,1,2.8,0,0,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
5428.57,8.59943102649528,0,0.0,21,3.044522437723423,0,0,1,0,0,0,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2720.78,7.908673882886786,0,4.0,128,4.852030263919617,0,0,0,1,0,0,1,0,0,4.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2301.32,7.7412381503356125,0,3.0,76,4.330733340286331,0,1,0,0,0,0,1,0,0,3.0,0,0,45,3.828641396489095,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
4720.00,8.459564078579602,0,0.0,25,3.2188758248682006,0,0,0,1,0,0,1,0,0,3.0,0,1,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3507.46,8.16264740777759,0,3.0,67,4.204692619390966,0,0,1,0,0,0,1,0,0,7.0,0,1,43,3.784189633918261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3472.83,8.152725102510615,0,3.0,92,4.5217885770490405,0,0,0,1,0,0,0,0,1,2.8,0,0,4.47,1.6992786164338898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3233.98,8.081468855826031,0,1.0,47,3.8501476017100584,0,0,0,1,0,0,1,0,0,3.0,0,0,1,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2388.89,7.778584101895706,0,4.0,90,4.499809670330265,0,0,1,0,0,0,1,0,0,4.0,0,0,30,3.4339872044851463,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2951.36,7.990021360047354,0,3.0,88,4.477336814478207,0,0,0,1,0,0,1,0,0,3.0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2975.00,7.99799931797973,0,1.0,40,3.6888794541139363,1,0,0,0,0,0,1,0,0,3.0,0,1,37,3.6375861597263857,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3357.08,8.118826827497397,0,3.0,79,4.3694478524670215,0,0,0,1,0,0,1,0,0,3.0,0,0,1,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3041.67,8.020161985672393,0,3.0,72,4.276666119016055,0,0,1,0,0,0,0,0,1,2.8,0,0,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2761.59,7.923561879793329,0,4.0,151,5.017279836814924,0,0,0,1,0,0,1,0,0,9.0,1,0,15,2.772588722239781,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3621.21,8.194563503112992,0,3.0,66,4.189654742026425,0,0,0,1,0,1,0,0,0,1.0,0,0,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2498.33,7.823377787644883,0,3.0,60,4.0943445622221,1,0,0,0,0,0,1,0,0,3.0,0,1,45,3.828641396489095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2549.28,7.843566245342199,0,3.0,69,4.23410650459726,0,0,1,0,0,0,1,0,0,6.0,0,1,20,3.044522437723423,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3631.29,8.197343236030084,0,3.0,74,4.30406509320417,0,0,0,1,0,0,1,0,0,4.0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2500.00,7.824046010856292,0,4.0,83,4.418840607796598,0,0,1,0,0,0,1,0,0,7.0,0,1,49,3.912023005428146,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2872.24,7.962847492136326,0,3.0,88,4.477336814478207,0,0,0,1,0,0,1,0,0,2.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
4056.31,8.308028972330673,0,2.0,52,3.9512437185814275,0,0,0,1,0,0,1,0,0,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2430.89,7.796012724423584,0,4.0,123,4.812184355372417,0,0,1,0,0,0,1,0,0,4.0,0,1,42.02,3.761665123839584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3418.15,8.136854748025653,0,2.0,62,4.127134385045092,0,0,0,1,0,0,1,0,0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3143.08,8.052958489862117,0,4.0,103,4.634728988229636,0,0,0,1,0,0,1,0,0,3.0,0,1,1,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2928.24,7.982156838935189,0,3.0,85,4.442651256490317,0,0,0,1,0,0,1,0,0,3.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3336.92,8.112803504834995,0,2.0,65,4.174387269895637,0,0,0,1,0,0,1,0,0,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3229.73,8.080153821391482,0,2.0,74,4.30406509320417,0,0,0,1,0,0,0,1,0,6.0,0,0,16,2.833213344056216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3785.71,8.238988730842888,0,2.0,42,3.7376696182833684,0,0,1,0,0,0,1,0,0,5.0,0,1,38,3.6635616461296463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3731.67,8.224611133620265,0,2.0,60,4.0943445622221,0,0,0,1,0,0,1,0,0,6.0,0,1,1,0.6931471805599453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3555.74,8.176318478100184,0,2.0,61,4.110873864173311,0,0,0,1,0,0,1,0,0,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
3722.19,8.22206748372305,0,1.0,36,3.58351893845611,0,1,0,0,0,0,1,0,0,9.0,1,1,50,3.9318256327243257,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2887.10,7.968007817095612,0,2.0,62,4.127134385045092,0,1,0,0,0,0,1,0,0,6.0,0,0,50,3.9318256327243257,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2946.01,7.988206991449944,0,3.0,89,4.48863636973214,0,0,0,1,0,0,1,0,0,4.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2769.88,7.926559276943351,0,3.0,83,4.418840607796598,0,0,1,0,0,0,1,0,0,6.0,0,0,53,3.9889840465642745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.03450642846667
2357.14,7.765204298711412,0,4.0,84,4.430816798843313,0,0,1,0,0,0,1,0,0,4.0,0,1,52,3.970291913552122,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.81583932468824
3472.22,8.152549437828123,0,1.0,42,3.7376696182833684,0,0,0,1,0,0,1,0,0,6.0,0,1,6,1.9459101490553132,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.81583932468824
1905.34,7.552415749325842,0,4.0,82,4.406719247264253,0,0,1,0,0,1,0,0,0,1.0,0,0,47,3.871201010907891,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55.81583932468824
2068.97,7.6348061778820835,0,2.0,58,4.060443010546419,0,1,0,0,0,0,1,0,0,3.0,0,1,44.74,3.822973188594635,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55.81583932468824
